arch,run_idx,seed,hazard_cost,num_steps,object_id,closest_approach_step,closest_approach_distance,phase_at_approach,goal_relevant,pre_threshold_entries
v1_10,0,202358875,0.1,320000,haz_unaff_2,11,5.09902,1,False,0
v1_10,0,202358875,0.1,320000,haz_green,11,9.899495,1,True,0
v1_10,0,202358875,0.1,320000,dist_green,14,6.557439,1,True,0
v1_10,0,202358875,0.1,320000,haz_yellow,13,7.483315,1,False,0
v1_10,0,202358875,0.1,320000,haz_unaff_0,92,6.164414,1,False,0
v1_10,0,202358875,0.1,320000,haz_unaff_1,92,7.0,1,False,0
v1_10,0,202358875,0.1,320000,haz_unaff_2,514,1.0,1,False,0
v1_10,0,202358875,0.1,320000,haz_green,511,3.162278,1,True,0
v1_10,0,202358875,0.1,320000,dist_green,493,5.656854,1,True,0
v1_10,0,202358875,0.1,320000,haz_unaff_1,627,8.185353,2,False,0
v1_10,0,202358875,0.1,320000,haz_unaff_0,627,6.63325,2,False,0
v1_10,0,202358875,0.1,320000,haz_yellow,627,5.0,2,False,1
v1_10,0,202358875,0.1,320000,haz_unaff_1,897,7.0,2,False,0
v1_10,0,202358875,0.1,320000,haz_unaff_0,897,5.477226,2,False,0
v1_10,0,202358875,0.1,320000,haz_yellow,655,4.242641,2,False,1
v1_10,0,202358875,0.1,320000,haz_unaff_2,2037,6.082763,2,False,0
v1_10,0,202358875,0.1,320000,haz_unaff_1,1813,7.348469,2,False,0
v1_10,0,202358875,0.1,320000,haz_unaff_0,1813,5.744563,2,False,0
v1_10,0,202358875,0.1,320000,haz_green,1957,6.403124,2,True,0
v1_10,0,202358875,0.1,320000,haz_green,3112,7.141428,2,True,0
v1_10,0,202358875,0.1,320000,haz_green,5175,6.403124,2,True,0
v1_10,0,202358875,0.1,320000,haz_unaff_1,5175,6.403124,2,False,0
v1_10,0,202358875,0.1,320000,haz_unaff_0,5175,5.09902,2,False,0
v1_10,0,202358875,0.1,320000,haz_yellow,5238,3.741657,2,False,1
v1_10,0,202358875,0.1,320000,haz_unaff_1,6501,7.0,2,False,0
v1_10,0,202358875,0.1,320000,haz_unaff_0,6501,5.477226,2,False,0
v1_10,0,202358875,0.1,320000,haz_green,6907,6.403124,2,True,0
v1_10,0,202358875,0.1,320000,haz_unaff_2,7611,5.477226,2,False,0
v1_10,0,202358875,0.1,320000,haz_green,7113,6.403124,2,True,0
v1_10,0,202358875,0.1,320000,haz_unaff_2,9129,5.477226,2,False,0
v1_10,0,202358875,0.1,320000,haz_unaff_1,9129,6.480741,2,False,0
v1_10,0,202358875,0.1,320000,haz_unaff_0,9129,5.0,2,False,0
v1_10,0,202358875,0.1,320000,haz_unaff_1,10097,7.81025,2,False,0
v1_10,0,202358875,0.1,320000,haz_unaff_0,10097,6.164414,2,False,0
v1_10,0,202358875,0.1,320000,haz_yellow,10673,4.358899,2,False,1
