arch,hazard_cost,num_steps,run_idx,seed,phase_1_end,phase_2_end,frame_attempts_p1,frame_attempts_p2,frame_attempts_p3,hazard_entries_p1,hazard_entries_p2,hazard_entries_p3,total_cost,mastered_pairs,top_attractor,top_attractor_pref,phase_3_clean,full_run_clean,hazards_flagged,time_to_first_flag,time_to_second_flag,time_to_final_flag,first_entry_conversions,cost_on_sig_matched,actions_gated_p2,actions_gated_p3,attractors_mastered,time_to_first_mastery,time_to_final_mastery,first_banked,mastery_sequence,post_mastery_visits_total,p3_visits_to_mastered,p3_visits_to_unmastered,end_state_cell,activation_step,end_state_found_step,end_state_visits,end_state_banked,post_activation_window,discovery_time,hazards_transitioned,hazards_banked_as_knowledge,time_to_first_transition,time_to_final_transition,transition_order_sequence,knowledge_banked_sequence,hazard_thresholds,competency_unlock_steps,knowledge_banked_steps,knowledge_entries_per_cell,pre_transition_entries_per_cell,snapshot_count,prov_threat_count,prov_threat_mean_set_step,prov_threat_mean_confirming,prov_threat_mean_disconfirming,prov_mastery_count,prov_mastery_mean_set_step,prov_mastery_mean_confirming,prov_mastery_mean_disconfirming,prov_knowledge_banking_count,prov_knowledge_banking_mean_set_step,prov_knowledge_banking_mean_confirming,prov_knowledge_banking_mean_disconfirming,prov_end_state_activation_count,prov_end_state_activation_mean_set_step,prov_end_state_activation_mean_confirming,prov_end_state_activation_mean_disconfirming,prov_end_state_banking_count,prov_end_state_banking_mean_set_step,prov_end_state_banking_mean_confirming,prov_end_state_banking_mean_disconfirming,prov_crossref_complete,prov_crossref_pending,prov_formation_narrative,prov_total_records,schema_cell_types_count,schema_actions_count,schema_phases_count,schema_flag_types_count,schema_complete,green_cell_registered,green_cell_first_perception_step,yellow_cell_registered,yellow_cell_first_perception_step,green_attractor_mastered,green_attractor_mastery_step,yellow_attractor_mastered,yellow_attractor_mastery_step,green_knowledge_banked,green_knowledge_banked_step,yellow_knowledge_banked,yellow_knowledge_banked_step,green_crossref_complete,yellow_crossref_complete,family_traversal_narrative,tier_structure_similarity,form_progression_parallelism,traversal_sequence_distance,green_traversal_complete,yellow_traversal_complete,both_complete,green_first,traversal_interleaving,cross_family_comparison_complete
v1_4,0.5,80000,5,1490368759,335,48000,0,0,0,0,4,0,2.0,273,"(3, 3)",0.0,True,False,2,1836,16248,16248,1,1.0,8525,3640,6,396,21318,"(4, 15)","(4, 15)|(9, 10)|(15, 16)|(11, 5)|(3, 3)|(16, 3)",2321,328,0,"(5, 14)",35834,36026,99,True,44166,192,5,5,396,21318,"(14, 14)|(5, 9)|(14, 13)|(6, 8)|(5, 8)","(14, 14)|(5, 9)|(6, 8)|(14, 13)|(5, 8)","(5, 8):1|(5, 9):3|(6, 8):5|(14, 13):4|(14, 14):2","(5, 8):21318|(5, 9):1148|(6, 8):8789|(14, 13):5777|(14, 14):396","(5, 8):35834|(5, 9):16253|(6, 8):16257|(14, 13):21796|(14, 14):1077","(5, 8):5|(5, 9):4|(6, 8):7|(14, 13):320|(14, 14):492","(5, 8):1|(5, 9):0|(6, 8):0|(14, 13):3|(14, 14):0",60,2,9042.0,0.5,1.0,6,6404.0,386.8333333333333,0.0,5,18243.4,162.6,0.0,1,35834.0,44165.0,0.0,1,36026.0,98.0,0.0,2,0,"396:mastery:(4, 15)|996:mastery:(9, 10)|1077:knowledge_banking:(14, 14)|1148:mastery:(15, 16)|1836:threat:(14, 13)|5777:mastery:(11, 5)|8789:mastery:(3, 3)|16248:threat:(5, 8)|16253:knowledge_banking:(5, 9)|16257:knowledge_banking:(6, 8)|21318:mastery:(16, 3)|21796:knowledge_banking:(14, 13)|35834:end_state_activation|35834:knowledge_banking:(5, 8)|36026:end_state_banking:(5, 14)",15,7,4,3,4,True,True,215,True,84,True,396,True,21318,True,1077,True,35834,True,True,84:colour_registered:YELLOW|215:colour_registered:GREEN|396:attractor_mastered:GREEN|1077:knowledge_banked:GREEN|21318:attractor_mastered:YELLOW|35834:knowledge_banked:YELLOW,0.0,1.0,0.769762,True,True,True,True,interleaved,True
v1_4,0.5,80000,6,1109762128,335,48000,0,0,0,0,1,0,0.5,248,"(3, 3)",0.0,True,True,0,,,,0,0.0,10250,58,6,386,15614,"(4, 15)","(4, 15)|(3, 3)|(11, 5)|(16, 3)|(9, 10)|(15, 16)",3390,336,0,"(17, 15)",15614,15619,27,True,64386,5,5,5,386,13208,"(14, 13)|(14, 14)|(6, 8)|(5, 8)|(5, 9)","(5, 8)|(6, 8)|(5, 9)|(14, 13)|(14, 14)","(5, 8):2|(5, 9):5|(6, 8):3|(14, 13):1|(14, 14):4","(5, 8):1236|(5, 9):13208|(6, 8):885|(14, 13):386|(14, 14):386","(5, 8):9382|(5, 9):13465|(6, 8):9383|(14, 13):15552|(14, 14):15553","(5, 8):273|(5, 9):380|(6, 8):46|(14, 13):272|(14, 14):697","(5, 8):0|(5, 9):1|(6, 8):0|(14, 13):0|(14, 14):0",54,0,,,,6,5311.0,565.0,0.0,5,12667.0,330.6,0.0,1,15614.0,64385.0,0.0,1,15619.0,26.0,0.0,0,0,"386:mastery:(4, 15)|537:mastery:(3, 3)|885:mastery:(11, 5)|1236:mastery:(16, 3)|9382:knowledge_banking:(5, 8)|9383:knowledge_banking:(6, 8)|13208:mastery:(9, 10)|13465:knowledge_banking:(5, 9)|15552:knowledge_banking:(14, 13)|15553:knowledge_banking:(14, 14)|15614:end_state_activation|15614:mastery:(15, 16)|15619:end_state_banking:(17, 15)",13,7,4,3,4,True,True,215,True,84,True,386,True,1236,True,15553,True,9382,True,True,84:colour_registered:YELLOW|215:colour_registered:GREEN|386:attractor_mastered:GREEN|1236:attractor_mastered:YELLOW|9382:knowledge_banked:YELLOW|15553:knowledge_banked:GREEN,0.0,1.0,0.70894,True,True,True,True,interleaved,True
v1_4,0.5,80000,7,629816610,335,48000,0,0,0,0,3,0,1.5,258,"(3, 3)",0.0,True,False,1,2190,,2190,0,0.0,8042,5642,6,568,7293,"(4, 15)","(4, 15)|(15, 16)|(9, 10)|(11, 5)|(16, 3)|(3, 3)",1080,19,0,"(18, 1)",7735,,0,False,72265,,5,5,568,3434,"(6, 8)|(14, 14)|(14, 13)|(5, 8)|(5, 9)","(14, 14)|(14, 13)|(5, 8)|(5, 9)|(6, 8)","(5, 8):2|(5, 9):5|(6, 8):1|(14, 13):4|(14, 14):3","(5, 8):3434|(5, 9):3434|(6, 8):568|(14, 13):3263|(14, 14):568","(5, 8):7728|(5, 9):7729|(6, 8):7735|(14, 13):4208|(14, 14):729","(5, 8):399|(5, 9):579|(6, 8):379|(14, 13):1921|(14, 14):1030","(5, 8):0|(5, 9):0|(6, 8):0|(14, 13):3|(14, 14):0",54,1,2190.0,0.0,1.0,6,2991.6666666666665,180.0,0.0,5,5625.8,858.6,0.0,1,7735.0,72264.0,0.0,0,,,,1,0,"568:mastery:(4, 15)|729:knowledge_banking:(14, 14)|844:mastery:(15, 16)|2190:threat:(14, 13)|2548:mastery:(9, 10)|3263:mastery:(11, 5)|3434:mastery:(16, 3)|4208:knowledge_banking:(14, 13)|7293:mastery:(3, 3)|7728:knowledge_banking:(5, 8)|7729:knowledge_banking:(5, 9)|7735:end_state_activation|7735:knowledge_banking:(6, 8)",13,7,4,3,4,True,True,215,True,84,True,568,True,3434,True,729,True,7728,True,True,84:colour_registered:YELLOW|215:colour_registered:GREEN|568:attractor_mastered:GREEN|729:knowledge_banked:GREEN|3434:attractor_mastered:YELLOW|7728:knowledge_banked:YELLOW,0.0,1.0,0.712495,True,True,True,True,interleaved,True
v1_4,0.5,80000,8,249209979,335,48000,0,0,0,0,3,0,1.5,216,"(3, 3)",0.0,True,False,1,9382,,9382,0,0.0,13308,3039,5,818,36491,"(4, 15)","(4, 15)|(15, 16)|(9, 10)|(16, 3)|(11, 5)",1651,29,0,"(2, 16)",,,0,False,,,5,2,818,36491,"(6, 8)|(14, 14)|(5, 8)|(5, 9)|(14, 13)","(14, 14)|(14, 13)","(5, 8):3|(5, 9):4|(6, 8):1|(14, 13):5|(14, 14):2","(5, 8):34194|(5, 9):34194|(6, 8):818|(14, 13):36491|(14, 14):818","(5, 8):None|(5, 9):None|(6, 8):None|(14, 13):39154|(14, 14):6349","(5, 8):0|(5, 9):0|(6, 8):0|(14, 13):313|(14, 14):1208","(5, 8):0|(5, 9):0|(6, 8):0|(14, 13):3|(14, 14):0",39,1,9382.0,0.0,1.0,5,17263.8,330.2,0.0,2,22751.5,757.5,0.0,0,,,,0,,,,1,0,"818:mastery:(4, 15)|6349:knowledge_banking:(14, 14)|6556:mastery:(15, 16)|8260:mastery:(9, 10)|9382:threat:(14, 13)|34194:mastery:(16, 3)|36491:mastery:(11, 5)|39154:knowledge_banking:(14, 13)",8,7,4,3,4,True,True,215,True,84,True,818,True,34194,True,6349,False,,True,False,84:colour_registered:YELLOW|215:colour_registered:GREEN|818:attractor_mastered:GREEN|6349:knowledge_banked:GREEN|34194:attractor_mastered:YELLOW,0.3333333333333333,1.0,0.833947,True,False,False,True,interleaved,False
v1_4,0.5,80000,9,2016086996,335,48000,0,0,0,0,6,0,3.0,230,"(3, 3)",0.0,True,False,3,5358,6031,9904,2,2.0,8942,71,5,366,44554,"(4, 15)","(4, 15)|(15, 16)|(9, 10)|(11, 5)|(16, 3)",1950,0,0,"(11, 3)",,,0,False,,,5,3,366,44554,"(14, 14)|(5, 9)|(6, 8)|(5, 8)|(14, 13)","(14, 14)|(5, 9)|(14, 13)","(5, 8):2|(5, 9):3|(6, 8):4|(14, 13):5|(14, 14):1","(5, 8):44554|(5, 9):3064|(6, 8):44539|(14, 13):44554|(14, 14):366","(5, 8):None|(5, 9):5271|(6, 8):None|(14, 13):44806|(14, 14):3231","(5, 8):0|(5, 9):697|(6, 8):0|(14, 13):117|(14, 14):146","(5, 8):3|(5, 9):0|(6, 8):1|(14, 13):2|(14, 14):0",42,3,7097.666666666667,1.0,1.0,5,18866.6,390.0,0.0,3,17769.333333333332,317.0,0.0,0,,,,0,,,,1,2,"366:mastery:(4, 15)|1810:mastery:(15, 16)|3064:mastery:(9, 10)|3231:knowledge_banking:(14, 14)|5271:knowledge_banking:(5, 9)|5358:threat:(5, 8)|6031:threat:(6, 8)|9904:threat:(14, 13)|44539:mastery:(11, 5)|44554:mastery:(16, 3)|44806:knowledge_banking:(14, 13)",11,7,4,3,4,True,True,215,True,84,True,366,True,44554,True,3231,False,,True,False,84:colour_registered:YELLOW|215:colour_registered:GREEN|366:attractor_mastered:GREEN|3231:knowledge_banked:GREEN|44554:attractor_mastered:YELLOW,0.3333333333333333,1.0,0.85136,True,False,False,True,interleaved,False
v1_4,1.0,80000,0,1191821949,335,48000,0,0,0,0,7,0,7.0,235,"(3, 3)",0.0,True,False,2,7793,8707,8707,1,1.0,15779,3820,6,686,38052,"(9, 10)","(9, 10)|(15, 16)|(16, 3)|(11, 5)|(3, 3)|(4, 15)",2181,333,0,"(17, 11)",38643,38969,193,True,41357,326,5,5,686,38052,"(14, 13)|(5, 9)|(5, 8)|(6, 8)|(14, 14)","(14, 13)|(5, 8)|(5, 9)|(6, 8)|(14, 14)","(5, 8):3|(5, 9):2|(6, 8):5|(14, 13):1|(14, 14):4","(5, 8):4950|(5, 9):810|(6, 8):24545|(14, 13):686|(14, 14):38052","(5, 8):7776|(5, 9):7777|(6, 8):25463|(14, 13):3322|(14, 14):38643","(5, 8):175|(5, 9):174|(6, 8):730|(14, 13):268|(14, 14):4","(5, 8):2|(5, 9):0|(6, 8):3|(14, 13):0|(14, 14):2",60,2,8250.0,0.5,1.0,6,12751.333333333334,363.5,0.0,5,16596.2,267.2,0.0,1,38643.0,41356.0,0.0,1,38969.0,192.0,0.0,2,0,"686:mastery:(9, 10)|810:mastery:(15, 16)|3322:knowledge_banking:(14, 13)|4950:mastery:(16, 3)|7465:mastery:(11, 5)|7776:knowledge_banking:(5, 8)|7777:knowledge_banking:(5, 9)|7793:threat:(6, 8)|8707:threat:(14, 14)|24545:mastery:(3, 3)|25463:knowledge_banking:(6, 8)|38052:mastery:(4, 15)|38643:end_state_activation|38643:knowledge_banking:(14, 14)|38969:end_state_banking:(17, 11)",15,7,4,3,4,True,True,215,True,84,True,38052,True,4950,True,38643,True,7776,True,True,84:colour_registered:YELLOW|215:colour_registered:GREEN|4950:attractor_mastered:YELLOW|7776:knowledge_banked:YELLOW|38052:attractor_mastered:GREEN|38643:knowledge_banked:GREEN,0.0,1.0,0.780125,True,True,True,False,interleaved,True
v1_4,1.0,80000,1,811215318,335,48000,0,0,0,0,3,0,3.0,227,"(3, 3)",0.0,True,False,1,5394,,5394,0,0.0,15000,17187,5,1138,11544,"(4, 15)","(4, 15)|(9, 10)|(3, 3)|(11, 5)|(16, 3)",1497,301,0,"(6, 4)",,,0,False,,,5,3,1138,11544,"(6, 8)|(14, 14)|(14, 13)|(5, 8)|(5, 9)","(6, 8)|(5, 8)|(5, 9)","(5, 8):3|(5, 9):5|(6, 8):1|(14, 13):4|(14, 14):2","(5, 8):11544|(5, 9):11544|(6, 8):1138|(14, 13):8619|(14, 14):1138","(5, 8):16304|(5, 9):16305|(6, 8):3605|(14, 13):None|(14, 14):None","(5, 8):405|(5, 9):356|(6, 8):88|(14, 13):0|(14, 14):0","(5, 8):3|(5, 9):0|(6, 8):0|(14, 13):0|(14, 14):0",42,1,5394.0,0.0,1.0,5,5703.6,299.4,0.0,3,12071.333333333334,280.0,0.0,0,,,,0,,,,1,0,"1138:mastery:(4, 15)|3560:mastery:(9, 10)|3605:knowledge_banking:(6, 8)|3657:mastery:(3, 3)|5394:threat:(5, 8)|8619:mastery:(11, 5)|11544:mastery:(16, 3)|16304:knowledge_banking:(5, 8)|16305:knowledge_banking:(5, 9)",9,7,4,3,4,True,True,215,True,84,True,1138,True,11544,False,,True,16304,False,True,84:colour_registered:YELLOW|215:colour_registered:GREEN|1138:attractor_mastered:GREEN|11544:attractor_mastered:YELLOW|16304:knowledge_banked:YELLOW,0.3333333333333333,1.0,0.792791,False,True,False,True,interleaved,False
v1_4,1.0,80000,2,331269800,335,48000,0,0,0,0,7,0,7.0,283,"(3, 3)",0.0,True,False,2,5029,16234,16234,1,1.0,7314,1628,5,446,6253,"(4, 15)","(4, 15)|(9, 10)|(15, 16)|(11, 5)|(3, 3)",3617,1416,0,"(17, 3)",,,0,False,,,4,4,446,6253,"(14, 14)|(14, 13)|(5, 9)|(6, 8)","(14, 14)|(14, 13)|(5, 9)|(6, 8)","(5, 8):1|(5, 9):4|(6, 8):5|(14, 13):2|(14, 14):3","(5, 8):None|(5, 9):5311|(6, 8):6253|(14, 13):934|(14, 14):446","(5, 8):None|(5, 9):6139|(6, 8):16239|(14, 13):1386|(14, 14):1385","(5, 8):0|(5, 9):62|(6, 8):32|(14, 13):359|(14, 14):1091","(5, 8):2|(5, 9):2|(6, 8):3|(14, 13):0|(14, 14):0",42,2,10631.5,1.0,0.5,5,3014.8,723.4,0.0,4,6287.25,383.0,0.0,0,,,,0,,,,1,0,"446:mastery:(4, 15)|934:mastery:(9, 10)|1385:knowledge_banking:(14, 14)|1386:knowledge_banking:(14, 13)|2130:mastery:(15, 16)|5029:threat:(6, 8)|5311:mastery:(11, 5)|6139:knowledge_banking:(5, 9)|6253:mastery:(3, 3)|16234:threat:(5, 8)|16239:knowledge_banking:(6, 8)",11,7,4,3,4,True,True,215,True,84,True,446,False,,True,1385,False,,True,False,84:colour_registered:YELLOW|215:colour_registered:GREEN|446:attractor_mastered:GREEN|1385:knowledge_banked:GREEN,0.6666666666666666,1.0,0.897875,True,False,False,True,yellow_then_green,False
v1_4,1.0,80000,3,2098146817,335,48000,0,0,0,0,3,0,3.0,237,"(3, 3)",0.0,True,False,1,3922,,3922,0,0.0,8087,132,6,510,5946,"(4, 15)","(4, 15)|(3, 3)|(11, 5)|(9, 10)|(15, 16)|(16, 3)",2292,29,0,"(6, 1)",12168,43374,25,True,67832,31206,5,5,510,5946,"(6, 8)|(14, 14)|(14, 13)|(5, 9)|(5, 8)","(6, 8)|(14, 13)|(14, 14)|(5, 9)|(5, 8)","(5, 8):4|(5, 9):5|(6, 8):1|(14, 13):2|(14, 14):3","(5, 8):5946|(5, 9):5188|(6, 8):510|(14, 13):4203|(14, 14):510","(5, 8):12168|(5, 9):12167|(6, 8):3683|(14, 13):5110|(14, 14):5113","(5, 8):1273|(5, 9):1268|(6, 8):484|(14, 13):726|(14, 14):522","(5, 8):3|(5, 9):0|(6, 8):0|(14, 13):0|(14, 14):0",57,1,3922.0,0.0,1.0,6,4275.333333333333,382.0,0.0,5,7648.2,851.6,0.0,1,12168.0,67831.0,0.0,1,43374.0,24.0,0.0,1,0,"510:mastery:(4, 15)|3683:knowledge_banking:(6, 8)|3922:threat:(5, 8)|4203:mastery:(3, 3)|4855:mastery:(11, 5)|4950:mastery:(9, 10)|5110:knowledge_banking:(14, 13)|5113:knowledge_banking:(14, 14)|5188:mastery:(15, 16)|5946:mastery:(16, 3)|12167:knowledge_banking:(5, 9)|12168:end_state_activation|12168:knowledge_banking:(5, 8)|43374:end_state_banking:(6, 1)",14,7,4,3,4,True,True,215,True,84,True,510,True,5946,True,5113,True,12168,True,True,84:colour_registered:YELLOW|215:colour_registered:GREEN|510:attractor_mastered:GREEN|5113:knowledge_banked:GREEN|5946:attractor_mastered:YELLOW|12168:knowledge_banked:YELLOW,0.0,1.0,0.715777,True,True,True,True,interleaved,True
v1_4,1.0,80000,4,1717540186,335,48000,0,0,0,0,3,0,3.0,287,"(3, 3)",0.0,True,False,1,2788,,2788,0,0.0,6783,358,5,1306,15416,"(9, 10)","(9, 10)|(11, 5)|(3, 3)|(4, 15)|(16, 3)",2473,169,0,"(1, 8)",,,0,False,,,5,5,1306,15416,"(5, 9)|(14, 13)|(6, 8)|(14, 14)|(5, 8)","(6, 8)|(5, 9)|(5, 8)|(14, 13)|(14, 14)","(5, 8):4|(5, 9):1|(6, 8):3|(14, 13):2|(14, 14):5","(5, 8):15416|(5, 9):1306|(6, 8):1643|(14, 13):1333|(14, 14):3376","(5, 8):16326|(5, 9):2141|(6, 8):2133|(14, 13):46070|(14, 14):46071","(5, 8):1099|(5, 9):1658|(6, 8):1130|(14, 13):52|(14, 14):55","(5, 8):3|(5, 9):0|(6, 8):0|(14, 13):0|(14, 14):0",48,1,2788.0,0.0,1.0,5,4614.8,494.6,0.0,5,22548.2,795.8,0.0,0,,,,0,,,,1,0,"1306:mastery:(9, 10)|1333:mastery:(11, 5)|1643:mastery:(3, 3)|2133:knowledge_banking:(6, 8)|2141:knowledge_banking:(5, 9)|2788:threat:(5, 8)|3376:mastery:(4, 15)|15416:mastery:(16, 3)|16326:knowledge_banking:(5, 8)|46070:knowledge_banking:(14, 13)|46071:knowledge_banking:(14, 14)",11,7,4,3,4,True,True,215,True,84,True,3376,True,15416,True,46071,True,16326,True,True,84:colour_registered:YELLOW|215:colour_registered:GREEN|3376:attractor_mastered:GREEN|15416:attractor_mastered:YELLOW|16326:knowledge_banked:YELLOW|46071:knowledge_banked:GREEN,0.0,1.0,0.752395,True,True,True,True,interleaved,True
v1_4,1.0,80000,5,1237594668,335,48000,0,0,0,0,8,0,8.0,282,"(3, 3)",0.0,True,False,3,6020,7401,8746,2,2.0,6851,2099,6,354,32485,"(4, 15)","(4, 15)|(9, 10)|(15, 16)|(16, 3)|(11, 5)|(3, 3)",2607,867,0,"(4, 4)",32485,32581,11,True,47515,96,5,5,354,19765,"(14, 14)|(5, 9)|(5, 8)|(14, 13)|(6, 8)","(14, 14)|(5, 9)|(6, 8)|(5, 8)|(14, 13)","(5, 8):2|(5, 9):3|(6, 8):5|(14, 13):4|(14, 14):1","(5, 8):19352|(5, 9):2236|(6, 8):19765|(14, 13):19352|(14, 14):354","(5, 8):20018|(5, 9):5937|(6, 8):20017|(14, 13):25394|(14, 14):2263","(5, 8):607|(5, 9):1445|(6, 8):1237|(14, 13):2861|(14, 14):335","(5, 8):3|(5, 9):0|(6, 8):2|(14, 13):3|(14, 14):0",63,3,7389.0,1.0,1.0,6,12470.666666666666,434.5,0.0,5,14725.8,1294.0,0.0,1,32485.0,47514.0,0.0,1,32581.0,10.0,0.0,3,0,"354:mastery:(4, 15)|632:mastery:(9, 10)|2236:mastery:(15, 16)|2263:knowledge_banking:(14, 14)|5937:knowledge_banking:(5, 9)|6020:threat:(5, 8)|7401:threat:(6, 8)|8746:threat:(14, 13)|19352:mastery:(16, 3)|19765:mastery:(11, 5)|20017:knowledge_banking:(6, 8)|20018:knowledge_banking:(5, 8)|25394:knowledge_banking:(14, 13)|32485:end_state_activation|32485:mastery:(3, 3)|32581:end_state_banking:(4, 4)",16,7,4,3,4,True,True,215,True,84,True,354,True,19352,True,2263,True,20018,True,True,84:colour_registered:YELLOW|215:colour_registered:GREEN|354:attractor_mastered:GREEN|2263:knowledge_banked:GREEN|19352:attractor_mastered:YELLOW|20018:knowledge_banked:YELLOW,0.0,1.0,0.746105,True,True,True,True,interleaved,True
v1_4,1.0,80000,6,856988037,335,48000,0,0,0,0,7,0,7.0,238,"(3, 3)",0.0,True,False,3,1824,5415,5416,2,2.0,7810,4176,5,354,41551,"(9, 10)","(9, 10)|(11, 5)|(15, 16)|(16, 3)|(3, 3)",1660,39,0,"(2, 17)",,,0,False,,,4,4,647,41551,"(5, 9)|(6, 8)|(5, 8)|(14, 13)","(5, 9)|(6, 8)|(5, 8)|(14, 13)","(5, 8):4|(5, 9):2|(6, 8):3|(14, 13):5|(14, 14):1","(5, 8):9996|(5, 9):647|(6, 8):1354|(14, 13):41551|(14, 14):None","(5, 8):11518|(5, 9):1785|(6, 8):1791|(14, 13):46440|(14, 14):None","(5, 8):276|(5, 9):233|(6, 8):67|(14, 13):408|(14, 14):0","(5, 8):3|(5, 9):2|(6, 8):0|(14, 13):1|(14, 14):1",45,3,4218.333333333333,1.3333333333333333,0.6666666666666666,5,10780.4,332.0,0.0,4,15383.5,243.0,0.0,0,,,,0,,,,2,0,"354:mastery:(9, 10)|647:mastery:(11, 5)|1354:mastery:(15, 16)|1785:knowledge_banking:(5, 9)|1791:knowledge_banking:(6, 8)|1824:threat:(5, 8)|5415:threat:(14, 14)|5416:threat:(14, 13)|9996:mastery:(16, 3)|11518:knowledge_banking:(5, 8)|41551:mastery:(3, 3)|46440:knowledge_banking:(14, 13)",12,7,4,3,4,True,True,215,True,84,False,,True,9996,False,,True,11518,False,True,84:colour_registered:YELLOW|215:colour_registered:GREEN|9996:attractor_mastered:YELLOW|11518:knowledge_banked:YELLOW,0.6666666666666666,1.0,0.873271,False,True,False,False,interleaved,False
v1_4,1.0,80000,7,377042519,335,48000,0,0,0,0,4,0,4.0,257,"(3, 3)",0.0,True,False,1,6169,,6169,0,0.0,8401,2934,6,712,8138,"(4, 15)","(4, 15)|(11, 5)|(16, 3)|(15, 16)|(3, 3)|(9, 10)",3127,103,0,"(16, 14)",8138,18525,440,True,71862,10387,5,5,712,7319,"(14, 14)|(14, 13)|(5, 8)|(5, 9)|(6, 8)","(14, 13)|(14, 14)|(5, 9)|(5, 8)|(6, 8)","(5, 8):3|(5, 9):4|(6, 8):5|(14, 13):2|(14, 14):1","(5, 8):1942|(5, 9):5490|(6, 8):7319|(14, 13):1873|(14, 14):712","(5, 8):6070|(5, 9):6069|(6, 8):7453|(14, 13):5478|(14, 14):5479","(5, 8):1088|(5, 9):722|(6, 8):950|(14, 13):62|(14, 14):62","(5, 8):0|(5, 9):1|(6, 8):3|(14, 13):0|(14, 14):0",57,1,6169.0,0.0,1.0,6,4245.666666666667,521.1666666666666,0.0,5,6109.8,573.8,0.0,1,8138.0,71861.0,0.0,1,18525.0,439.0,0.0,1,0,"712:mastery:(4, 15)|1873:mastery:(11, 5)|1942:mastery:(16, 3)|5478:knowledge_banking:(14, 13)|5479:knowledge_banking:(14, 14)|5490:mastery:(15, 16)|6069:knowledge_banking:(5, 9)|6070:knowledge_banking:(5, 8)|6169:threat:(6, 8)|7319:mastery:(3, 3)|7453:knowledge_banking:(6, 8)|8138:end_state_activation|8138:mastery:(9, 10)|18525:end_state_banking:(16, 14)",14,7,4,3,4,True,True,215,True,84,True,712,True,1942,True,5479,True,6070,True,True,84:colour_registered:YELLOW|215:colour_registered:GREEN|712:attractor_mastered:GREEN|1942:attractor_mastered:YELLOW|5479:knowledge_banked:GREEN|6070:knowledge_banked:YELLOW,0.0,1.0,0.70244,True,True,True,True,interleaved,True
v1_4,1.0,80000,8,2143919536,335,48000,0,0,0,0,1,0,1.0,251,"(3, 3)",0.0,True,True,0,,,,0,0.0,13179,14341,6,482,50947,"(4, 15)","(4, 15)|(15, 16)|(9, 10)|(3, 3)|(16, 3)|(11, 5)",2137,367,0,"(1, 7)",50947,52991,1582,True,29053,2044,5,5,482,30862,"(14, 14)|(14, 13)|(6, 8)|(5, 8)|(5, 9)","(14, 14)|(14, 13)|(5, 9)|(5, 8)|(6, 8)","(5, 8):3|(5, 9):5|(6, 8):4|(14, 13):2|(14, 14):1","(5, 8):30862|(5, 9):30862|(6, 8):30701|(14, 13):14732|(14, 14):482","(5, 8):34874|(5, 9):34873|(6, 8):34879|(14, 13):15652|(14, 14):15649","(5, 8):113|(5, 9):106|(6, 8):105|(14, 13):401|(14, 14):1129","(5, 8):0|(5, 9):1|(6, 8):0|(14, 13):0|(14, 14):0",54,0,,,,6,24450.333333333332,356.1666666666667,0.0,5,27185.4,367.8,0.0,1,50947.0,29052.0,0.0,1,52991.0,1581.0,0.0,0,0,"482:mastery:(4, 15)|14732:mastery:(15, 16)|15649:knowledge_banking:(14, 14)|15652:knowledge_banking:(14, 13)|18978:mastery:(9, 10)|30701:mastery:(3, 3)|30862:mastery:(16, 3)|34873:knowledge_banking:(5, 9)|34874:knowledge_banking:(5, 8)|34879:knowledge_banking:(6, 8)|50947:end_state_activation|50947:mastery:(11, 5)|52991:end_state_banking:(1, 7)",13,7,4,3,4,True,True,215,True,84,True,482,True,30862,True,15649,True,34874,True,True,84:colour_registered:YELLOW|215:colour_registered:GREEN|482:attractor_mastered:GREEN|15649:knowledge_banked:GREEN|30862:attractor_mastered:YELLOW|34874:knowledge_banked:YELLOW,0.0,1.0,0.76217,True,True,True,True,interleaved,True
