arch,hazard_cost,num_steps,run_idx,seed,phase_1_end,phase_2_end,frame_attempts_p1,frame_attempts_p2,frame_attempts_p3,hazard_entries_p1,hazard_entries_p2,hazard_entries_p3,total_cost,mastered_pairs,top_attractor,top_attractor_pref,phase_3_clean,full_run_clean,hazards_flagged,time_to_first_flag,time_to_second_flag,time_to_final_flag,first_entry_conversions,cost_on_sig_matched,actions_gated_p2,actions_gated_p3,attractors_mastered,time_to_first_mastery,time_to_final_mastery,first_banked,mastery_sequence,post_mastery_visits_total,p3_visits_to_mastered,p3_visits_to_unmastered
v0_12,5.0,160000,0,853186608,331,96000,0,0,0,0,7,0,35.0,418,"(3, 3)",0.0,True,False,2,7730,7987,7987,1,1.0,15546,7192,5,368,8014,"(4, 15)","(4, 15)|(9, 10)|(11, 5)|(16, 3)|(15, 16)",3792,551,0
v0_12,5.0,160000,1,472579977,331,96000,0,0,0,0,10,0,50.0,444,"(3, 3)",0.0,True,False,5,24933,25312,40542,4,4.0,18933,9308,6,464,44526,"(9, 10)","(9, 10)|(3, 3)|(11, 5)|(16, 3)|(15, 16)|(4, 15)",6095,1959,0
v0_12,5.0,160000,2,2140118107,331,96000,0,0,0,0,7,0,35.0,436,"(3, 3)",0.0,True,False,5,8562,12881,93853,4,4.0,16767,12266,6,476,12819,"(4, 15)","(4, 15)|(9, 10)|(16, 3)|(11, 5)|(15, 16)|(3, 3)",3095,83,0
v0_12,5.0,160000,3,1759511476,331,96000,0,0,0,0,9,0,45.0,426,"(3, 3)",0.0,True,False,4,10455,17869,25745,3,3.0,19288,846,6,362,7990,"(4, 15)","(4, 15)|(9, 10)|(11, 5)|(15, 16)|(3, 3)|(16, 3)",4629,961,0
v0_12,5.0,160000,4,1378904845,331,96000,0,0,0,0,9,0,45.0,449,"(3, 3)",0.0,True,False,5,12181,12951,65614,4,4.0,20784,1712,6,835,17005,"(11, 5)","(11, 5)|(16, 3)|(15, 16)|(9, 10)|(4, 15)|(3, 3)",4858,1022,0
v0_12,5.0,160000,5,898959327,331,96000,0,0,0,0,10,0,50.0,454,"(3, 3)",0.0,True,False,5,3253,3336,66818,4,4.0,18969,861,6,398,14736,"(4, 15)","(4, 15)|(9, 10)|(11, 5)|(3, 3)|(15, 16)|(16, 3)",3923,120,0
v0_12,5.0,160000,6,518352696,331,96000,0,0,0,0,9,0,45.0,431,"(3, 3)",0.0,True,False,5,14172,15135,76937,4,4.0,18263,13544,6,638,4506,"(4, 15)","(4, 15)|(3, 3)|(11, 5)|(9, 10)|(16, 3)|(15, 16)",3562,2,0
v0_12,5.0,160000,7,38407178,331,96000,0,0,0,0,7,0,35.0,445,"(3, 3)",0.0,True,False,5,1783,3426,20910,4,4.0,25543,15534,5,658,92831,"(4, 15)","(4, 15)|(15, 16)|(9, 10)|(11, 5)|(3, 3)",3410,781,0
v0_12,5.0,160000,8,1805284195,331,96000,0,0,0,0,11,0,55.0,426,"(3, 3)",0.0,True,False,5,14675,16294,75623,4,4.0,14870,13657,6,348,58812,"(4, 15)","(4, 15)|(15, 16)|(11, 5)|(3, 3)|(16, 3)|(9, 10)",5256,757,0
v0_12,5.0,160000,9,1325338677,331,96000,0,0,0,0,9,0,45.0,420,"(3, 3)",0.0,True,False,4,6963,9657,48959,3,3.0,12050,3432,6,384,69200,"(4, 15)","(4, 15)|(9, 10)|(15, 16)|(11, 5)|(3, 3)|(16, 3)",3953,545,0
v0_12,10.0,160000,0,565380326,331,96000,0,0,0,0,8,1,90.0,409,"(3, 3)",0.0,True,False,3,52643,52646,96474,2,2.0,23666,6069,6,996,7822,"(4, 15)","(4, 15)|(9, 10)|(3, 3)|(11, 5)|(16, 3)|(15, 16)",3877,5,0
v0_12,10.0,160000,1,184773695,331,96000,0,0,0,0,9,0,90.0,449,"(3, 3)",0.0,True,False,5,2077,2394,65420,4,4.0,24333,15918,6,573,64350,"(3, 3)","(3, 3)|(4, 15)|(15, 16)|(9, 10)|(11, 5)|(16, 3)",3097,153,0
v0_12,10.0,160000,2,1852311825,331,96000,0,0,0,0,8,0,80.0,415,"(3, 3)",0.0,True,False,5,3871,3875,44808,4,4.0,19127,10277,6,358,53876,"(4, 15)","(4, 15)|(16, 3)|(11, 5)|(9, 10)|(3, 3)|(15, 16)",4570,131,0
v0_12,10.0,160000,3,1471705194,331,96000,0,0,0,0,6,0,60.0,412,"(3, 3)",0.0,True,False,3,30710,31091,76401,2,2.0,17141,9255,6,370,70877,"(4, 15)","(4, 15)|(9, 10)|(11, 5)|(16, 3)|(15, 16)|(3, 3)",3326,141,0
v0_12,10.0,160000,4,1091098563,331,96000,0,0,0,0,8,0,80.0,436,"(3, 3)",0.0,True,False,5,913,1027,41224,4,4.0,19112,3830,5,1034,3346,"(9, 10)","(9, 10)|(15, 16)|(16, 3)|(11, 5)|(4, 15)",4090,38,0
v0_12,10.0,160000,5,611153045,331,96000,0,0,0,0,9,0,90.0,376,"(3, 3)",0.0,True,False,5,15636,15639,18877,4,4.0,28099,3315,6,1354,31163,"(4, 15)","(4, 15)|(9, 10)|(15, 16)|(16, 3)|(11, 5)|(3, 3)",3823,707,0
v0_12,10.0,160000,6,230546414,331,96000,0,0,0,0,8,0,80.0,436,"(3, 3)",0.0,True,False,5,4998,4999,22823,4,4.0,23346,4255,6,350,27086,"(4, 15)","(4, 15)|(3, 3)|(16, 3)|(11, 5)|(9, 10)|(15, 16)",4466,15,0
v0_12,10.0,160000,7,1898084544,331,96000,0,0,0,0,10,0,100.0,454,"(3, 3)",0.0,True,False,4,39753,40036,52841,3,3.0,14824,6852,6,1614,39694,"(4, 15)","(4, 15)|(9, 10)|(11, 5)|(16, 3)|(3, 3)|(15, 16)",5975,1424,0
v0_12,10.0,160000,8,1517477913,331,96000,0,0,0,0,8,0,80.0,419,"(3, 3)",0.0,True,False,5,8575,12767,39737,4,4.0,14824,331,6,338,79782,"(4, 15)","(4, 15)|(3, 3)|(9, 10)|(11, 5)|(15, 16)|(16, 3)",3980,36,0
v0_12,10.0,160000,9,1037532395,331,96000,0,0,0,0,9,0,90.0,431,"(3, 3)",0.0,True,False,5,7204,9535,31259,4,4.0,27192,539,6,1040,64146,"(9, 10)","(9, 10)|(11, 5)|(16, 3)|(15, 16)|(3, 3)|(4, 15)",4594,154,0
