arch,run_idx,seed,hazard_cost,num_steps,activation_step,end_state_banked_step,steps_draw_to_bank,end_state_draw_active
v1_14_1,0,202358875,0.1,1000000,,,,False
v1_14_1,1,1869897005,0.1,1000000,,,,False
v1_14_1,2,1489290374,0.1,1000000,,,,False
v1_14_1,3,1108683743,0.1,1000000,,,,False
v1_14_1,4,628738225,0.1,1000000,,,,False
v1_14_1,5,248131594,0.1,1000000,,,,False
v1_14_1,6,1915669724,0.1,1000000,,,,False
v1_14_1,7,1535063093,0.1,1000000,,,,False
v1_14_1,8,1154456462,0.1,1000000,,,,False
v1_14_1,9,674510944,0.1,1000000,,,,False
v1_14_1,10,10,1.0,1000000,,,,False
v1_14_1,11,1010,1.0,1000000,,,,False
v1_14_1,12,2010,1.0,1000000,,,,False
v1_14_1,13,3010,1.0,1000000,,,,False
v1_14_1,14,4010,1.0,1000000,,,,False
v1_14_1,15,5010,1.0,1000000,,,,False
v1_14_1,16,6010,1.0,1000000,,,,False
v1_14_1,17,7010,1.0,1000000,,,,False
v1_14_1,18,8010,1.0,1000000,,,,False
v1_14_1,19,9010,1.0,1000000,,,,False
v1_14_1,20,20,2.0,1000000,,,,False
v1_14_1,21,1020,2.0,1000000,,,,False
v1_14_1,22,2020,2.0,1000000,,,,False
v1_14_1,23,3020,2.0,1000000,,,,False
v1_14_1,24,4020,2.0,1000000,,,,False
v1_14_1,25,5020,2.0,1000000,,,,False
v1_14_1,26,6020,2.0,1000000,,,,False
v1_14_1,27,7020,2.0,1000000,,,,False
v1_14_1,28,8020,2.0,1000000,,,,False
v1_14_1,29,9020,2.0,1000000,,,,False
v1_14_1,30,100,10.0,1000000,,,,False
v1_14_1,31,1100,10.0,1000000,,,,False
v1_14_1,32,2100,10.0,1000000,,,,False
v1_14_1,33,3100,10.0,1000000,,,,False
v1_14_1,34,4100,10.0,1000000,,741,,False
v1_14_1,35,5100,10.0,1000000,,,,False
v1_14_1,36,6100,10.0,1000000,,,,False
v1_14_1,37,7100,10.0,1000000,,,,False
v1_14_1,38,8100,10.0,1000000,,,,False
v1_14_1,39,9100,10.0,1000000,,,,False
