arch,run_idx,seed,hazard_cost,num_steps,activation_step,end_state_banked_step,steps_draw_to_bank,end_state_draw_active
v1_14,0,202358875,0.1,1000000,,,,False
v1_14,1,1869897005,0.1,1000000,,,,False
v1_14,2,1489290374,0.1,1000000,,,,False
v1_14,3,1108683743,0.1,1000000,,,,False
v1_14,4,628738225,0.1,1000000,,,,False
v1_14,5,248131594,0.1,1000000,,,,False
v1_14,6,1915669724,0.1,1000000,,,,False
v1_14,7,1535063093,0.1,1000000,,,,False
v1_14,8,1154456462,0.1,1000000,,,,False
v1_14,9,674510944,0.1,1000000,,,,False
v1_14,10,10,1.0,1000000,,,,False
v1_14,11,1010,1.0,1000000,,,,False
v1_14,12,2010,1.0,1000000,,,,False
v1_14,13,3010,1.0,1000000,,,,False
v1_14,14,4010,1.0,1000000,,,,False
v1_14,15,5010,1.0,1000000,,,,False
v1_14,16,6010,1.0,1000000,,,,False
v1_14,17,7010,1.0,1000000,,,,False
v1_14,18,8010,1.0,1000000,,,,False
v1_14,19,9010,1.0,1000000,,,,False
v1_14,20,20,2.0,1000000,,,,False
v1_14,21,1020,2.0,1000000,,,,False
v1_14,22,2020,2.0,1000000,,,,False
v1_14,23,3020,2.0,1000000,,,,False
v1_14,24,4020,2.0,1000000,,,,False
v1_14,25,5020,2.0,1000000,,,,False
v1_14,26,6020,2.0,1000000,,,,False
v1_14,27,7020,2.0,1000000,,,,False
v1_14,28,8020,2.0,1000000,,,,False
v1_14,29,9020,2.0,1000000,,,,False
v1_14,30,100,10.0,1000000,,,,False
v1_14,31,1100,10.0,1000000,,,,False
v1_14,32,2100,10.0,1000000,,,,False
v1_14,33,3100,10.0,1000000,,,,False
v1_14,34,4100,10.0,1000000,,741,,False
v1_14,35,5100,10.0,1000000,,,,False
v1_14,36,6100,10.0,1000000,,,,False
v1_14,37,7100,10.0,1000000,,,,False
v1_14,38,8100,10.0,1000000,,,,False
v1_14,39,9100,10.0,1000000,,,,False
