arch,hazard_cost,num_steps,run_idx,seed,phase_1_end,phase_2_end,frame_attempts_p1,frame_attempts_p2,frame_attempts_p3,hazard_entries_p1,hazard_entries_p2,hazard_entries_p3,total_cost,mastered_pairs,top_attractor,top_attractor_pref,phase_3_clean,full_run_clean,hazards_flagged,time_to_first_flag,time_to_second_flag,time_to_final_flag,first_entry_conversions,cost_on_sig_matched,actions_gated_p2,actions_gated_p3,attractors_mastered,time_to_first_mastery,time_to_final_mastery,first_banked,mastery_sequence,post_mastery_visits_total,p3_visits_to_mastered,p3_visits_to_unmastered,end_state_cell,activation_step,end_state_found_step,end_state_visits,end_state_banked,post_activation_window,discovery_time,hazards_transitioned,hazards_banked_as_knowledge,time_to_first_transition,time_to_final_transition,transition_order_sequence,knowledge_banked_sequence,hazard_thresholds,competency_unlock_steps,knowledge_banked_steps,knowledge_entries_per_cell,pre_transition_entries_per_cell
v0_14,2.0,80000,3,1873209078,331,48000,0,0,0,0,6,0,12.0,242,"(3, 3)",0.0,True,False,2,1302,26192,26192,0,0.0,13643,23039,4,396,10817,"(4, 15)","(4, 15)|(15, 16)|(9, 10)|(11, 5)",1815,267,0,"(5, 4)",,,0,False,,,4,4,396,10817,"(5, 9)|(14, 14)|(14, 13)|(6, 8)","(14, 14)|(14, 13)|(6, 8)|(5, 9)","(5, 8):5|(5, 9):1|(6, 8):4|(14, 13):3|(14, 14):2","(5, 8):None|(5, 9):396|(6, 8):10817|(14, 13):4764|(14, 14):1136","(5, 8):None|(5, 9):13053|(6, 8):12989|(14, 13):8226|(14, 14):1291","(5, 8):0|(5, 9):305|(6, 8):35|(14, 13):1048|(14, 14):1058","(5, 8):3|(5, 9):0|(6, 8):0|(14, 13):3|(14, 14):0"
v0_14,2.0,80000,4,1492602447,331,48000,0,0,0,0,2,0,4.0,264,"(3, 3)",0.0,True,True,0,,,,0,0.0,7157,7495,6,366,37989,"(4, 15)","(4, 15)|(15, 16)|(9, 10)|(16, 3)|(11, 5)|(3, 3)",1258,100,0,"(17, 6)",37989,42554,209,True,42011,4565,5,5,366,12635,"(6, 8)|(5, 9)|(14, 13)|(5, 8)|(14, 14)","(14, 13)|(5, 8)|(6, 8)|(5, 9)|(14, 14)","(5, 8):4|(5, 9):2|(6, 8):1|(14, 13):3|(14, 14):5","(5, 8):2160|(5, 9):1580|(6, 8):366|(14, 13):1880|(14, 14):12635","(5, 8):12192|(5, 9):12197|(6, 8):12193|(14, 13):2462|(14, 14):12829","(5, 8):352|(5, 9):55|(6, 8):333|(14, 13):32|(14, 14):147","(5, 8):0|(5, 9):0|(6, 8):0|(14, 13):0|(14, 14):2"
v0_14,2.0,80000,5,1012656929,331,48000,0,0,0,0,4,0,8.0,272,"(3, 3)",0.0,True,False,2,735,1362,1362,1,1.0,8293,1534,6,1707,8560,"(11, 5)","(11, 5)|(16, 3)|(9, 10)|(4, 15)|(3, 3)|(15, 16)",2885,206,0,"(7, 13)",11955,12617,14,True,68045,662,5,5,1707,6595,"(14, 13)|(5, 9)|(5, 8)|(14, 14)|(6, 8)","(14, 13)|(14, 14)|(5, 8)|(5, 9)|(6, 8)","(5, 8):3|(5, 9):2|(6, 8):5|(14, 13):1|(14, 14):4","(5, 8):6064|(5, 9):1904|(6, 8):6595|(14, 13):1707|(14, 14):6132","(5, 8):11948|(5, 9):11949|(6, 8):11955|(14, 13):7074|(14, 14):7075","(5, 8):91|(5, 9):75|(6, 8):7|(14, 13):353|(14, 14):356","(5, 8):0|(5, 9):0|(6, 8):0|(14, 13):1|(14, 14):3"
v0_14,2.0,80000,6,632050298,331,48000,0,0,0,0,2,0,4.0,250,"(3, 3)",0.0,True,True,0,,,,0,0.0,10356,18978,6,624,6428,"(4, 15)","(4, 15)|(3, 3)|(16, 3)|(11, 5)|(15, 16)|(9, 10)",2215,304,0,"(7, 1)",6428,13323,75,True,73572,6895,5,5,624,2870,"(5, 8)|(5, 9)|(14, 14)|(6, 8)|(14, 13)","(5, 8)|(5, 9)|(14, 14)|(14, 13)|(6, 8)","(5, 8):1|(5, 9):2|(6, 8):4|(14, 13):5|(14, 14):3","(5, 8):624|(5, 9):849|(6, 8):2531|(14, 13):2870|(14, 14):2052","(5, 8):1554|(5, 9):1555|(6, 8):5995|(14, 13):3086|(14, 14):3083","(5, 8):51|(5, 9):32|(6, 8):606|(14, 13):406|(14, 14):421","(5, 8):0|(5, 9):0|(6, 8):1|(14, 13):1|(14, 14):0"
v0_14,2.0,80000,7,152104780,331,48000,0,0,0,0,5,0,10.0,215,"(3, 3)",0.0,True,False,1,7294,,7294,0,0.0,9437,263,4,1596,6787,"(9, 10)","(9, 10)|(11, 5)|(16, 3)|(3, 3)",1443,20,0,"(18, 15)",,,0,False,,,4,2,1596,6787,"(6, 8)|(14, 13)|(14, 14)|(5, 9)","(6, 8)|(5, 9)","(5, 8):5|(5, 9):4|(6, 8):1|(14, 13):2|(14, 14):3","(5, 8):None|(5, 9):6787|(6, 8):1596|(14, 13):1767|(14, 14):2200","(5, 8):None|(5, 9):7021|(6, 8):1703|(14, 13):None|(14, 14):None","(5, 8):0|(5, 9):304|(6, 8):248|(14, 13):0|(14, 14):0","(5, 8):3|(5, 9):2|(6, 8):0|(14, 13):0|(14, 14):0"
v0_14,2.0,80000,8,1918981797,331,48000,0,0,0,0,0,0,0.0,264,"(3, 3)",0.0,True,True,0,,,,0,0.0,11372,262,6,348,53382,"(4, 15)","(4, 15)|(15, 16)|(11, 5)|(16, 3)|(3, 3)|(9, 10)",3160,642,0,"(16, 1)",62659,,0,False,17341,,5,5,348,23037,"(5, 9)|(14, 13)|(6, 8)|(5, 8)|(14, 14)","(14, 13)|(14, 14)|(5, 9)|(5, 8)|(6, 8)","(5, 8):4|(5, 9):1|(6, 8):3|(14, 13):2|(14, 14):5","(5, 8):12090|(5, 9):348|(6, 8):11283|(14, 13):9310|(14, 14):23037","(5, 8):62656|(5, 9):62655|(6, 8):62659|(14, 13):23486|(14, 14):23487","(5, 8):12|(5, 9):3|(6, 8):11|(14, 13):319|(14, 14):294","(5, 8):0|(5, 9):0|(6, 8):0|(14, 13):0|(14, 14):0"
v0_14,2.0,80000,9,1538375166,331,48000,0,0,0,0,0,0,0.0,226,"(3, 3)",0.0,True,True,0,,,,0,0.0,6646,6320,6,434,2550,"(4, 15)","(4, 15)|(3, 3)|(11, 5)|(16, 3)|(15, 16)|(9, 10)",3980,277,0,"(15, 15)",7169,9501,850,True,72831,2332,5,5,434,2174,"(6, 8)|(14, 14)|(14, 13)|(5, 8)|(5, 9)","(14, 13)|(14, 14)|(5, 8)|(5, 9)|(6, 8)","(5, 8):4|(5, 9):5|(6, 8):1|(14, 13):3|(14, 14):2","(5, 8):1860|(5, 9):2174|(6, 8):434|(14, 13):1769|(14, 14):1479","(5, 8):7162|(5, 9):7163|(6, 8):7169|(14, 13):2080|(14, 14):2081","(5, 8):214|(5, 9):200|(6, 8):268|(14, 13):538|(14, 14):524","(5, 8):0|(5, 9):0|(6, 8):0|(14, 13):0|(14, 14):0"
v0_14,5.0,80000,0,842391255,331,48000,0,0,0,0,0,0,0.0,257,"(3, 3)",0.0,True,True,0,,,,0,0.0,12283,3725,6,440,6144,"(4, 15)","(4, 15)|(9, 10)|(3, 3)|(16, 3)|(11, 5)|(15, 16)",3957,1060,0,"(12, 9)",6144,12272,22,True,73856,6128,5,5,440,2313,"(14, 13)|(14, 14)|(6, 8)|(5, 8)|(5, 9)","(5, 8)|(5, 9)|(6, 8)|(14, 13)|(14, 14)","(5, 8):4|(5, 9):5|(6, 8):3|(14, 13):1|(14, 14):2","(5, 8):2150|(5, 9):2313|(6, 8):699|(14, 13):440|(14, 14):476","(5, 8):3446|(5, 9):3447|(6, 8):3455|(14, 13):6134|(14, 14):6137","(5, 8):131|(5, 9):126|(6, 8):5|(14, 13):977|(14, 14):933","(5, 8):0|(5, 9):0|(6, 8):0|(14, 13):0|(14, 14):0"
v0_14,5.0,80000,1,362445737,331,48000,0,0,0,0,0,0,0.0,274,"(3, 3)",0.0,True,True,0,,,,0,0.0,7279,2306,6,342,7636,"(4, 15)","(4, 15)|(9, 10)|(11, 5)|(3, 3)|(15, 16)|(16, 3)",3151,118,0,"(14, 16)",12053,13797,1,True,67947,1744,5,5,342,5888,"(14, 14)|(5, 8)|(6, 8)|(14, 13)|(5, 9)","(14, 14)|(14, 13)|(6, 8)|(5, 8)|(5, 9)","(5, 8):2|(5, 9):5|(6, 8):3|(14, 13):4|(14, 14):1","(5, 8):412|(5, 9):5888|(6, 8):645|(14, 13):927|(14, 14):342","(5, 8):12046|(5, 9):12053|(6, 8):12045|(14, 13):5924|(14, 14):5923","(5, 8):325|(5, 9):392|(6, 8):655|(14, 13):283|(14, 14):304","(5, 8):0|(5, 9):0|(6, 8):0|(14, 13):0|(14, 14):0"
v0_14,5.0,80000,2,2129322754,331,48000,0,0,0,0,3,0,15.0,230,"(3, 3)",0.0,True,False,1,23991,,23991,0,0.0,8696,702,6,676,33014,"(4, 15)","(4, 15)|(9, 10)|(3, 3)|(11, 5)|(15, 16)|(16, 3)",2549,932,0,"(3, 16)",33014,39126,1020,True,46986,6112,5,5,676,26426,"(5, 9)|(5, 8)|(14, 14)|(14, 13)|(6, 8)","(5, 9)|(5, 8)|(14, 13)|(14, 14)|(6, 8)","(5, 8):2|(5, 9):1|(6, 8):5|(14, 13):4|(14, 14):3","(5, 8):5424|(5, 9):676|(6, 8):26426|(14, 13):24281|(14, 14):12813","(5, 8):9302|(5, 9):9301|(6, 8):30325|(14, 13):26414|(14, 14):26415","(5, 8):464|(5, 9):214|(6, 8):277|(14, 13):5|(14, 14):5","(5, 8):0|(5, 9):0|(6, 8):3|(14, 13):0|(14, 14):0"
v0_14,5.0,80000,3,1649377236,331,48000,0,0,0,0,6,0,30.0,255,"(3, 3)",0.0,True,False,2,7585,7587,7587,1,1.0,9476,974,6,1388,16594,"(4, 15)","(4, 15)|(9, 10)|(15, 16)|(3, 3)|(11, 5)|(16, 3)",2858,41,0,"(9, 14)",20851,36452,39,True,59149,15601,5,5,1388,16241,"(5, 8)|(14, 14)|(14, 13)|(5, 9)|(6, 8)","(14, 14)|(5, 8)|(5, 9)|(14, 13)|(6, 8)","(5, 8):1|(5, 9):4|(6, 8):5|(14, 13):3|(14, 14):2","(5, 8):1388|(5, 9):8209|(6, 8):16241|(14, 13):7208|(14, 14):3460","(5, 8):7386|(5, 9):9965|(6, 8):20851|(14, 13):16840|(14, 14):7201","(5, 8):487|(5, 9):12|(6, 8):1616|(14, 13):768|(14, 14):878","(5, 8):0|(5, 9):3|(6, 8):3|(14, 13):0|(14, 14):0"
v0_14,5.0,80000,4,1268770605,331,48000,0,0,0,0,3,0,15.0,233,"(3, 3)",0.0,True,False,1,6352,,6352,0,0.0,10593,3213,4,338,17882,"(4, 15)","(4, 15)|(15, 16)|(11, 5)|(16, 3)",2547,762,0,"(15, 14)",,,0,False,,,4,1,338,17882,"(14, 14)|(5, 9)|(6, 8)|(5, 8)","(14, 14)","(5, 8):4|(5, 9):2|(6, 8):3|(14, 13):5|(14, 14):1","(5, 8):17882|(5, 9):994|(6, 8):2921|(14, 13):None|(14, 14):338","(5, 8):None|(5, 9):None|(6, 8):None|(14, 13):None|(14, 14):1283","(5, 8):0|(5, 9):0|(6, 8):0|(14, 13):0|(14, 14):736","(5, 8):0|(5, 9):0|(6, 8):0|(14, 13):3|(14, 14):0"
v0_14,5.0,80000,5,788825087,331,48000,0,0,0,0,2,0,10.0,250,"(3, 3)",0.0,True,True,0,,,,0,0.0,5851,7966,6,2674,9189,"(4, 15)","(4, 15)|(15, 16)|(9, 10)|(11, 5)|(16, 3)|(3, 3)",2083,147,0,"(4, 2)",13282,19977,179,True,66718,6695,5,5,2674,5400,"(6, 8)|(14, 14)|(14, 13)|(5, 9)|(5, 8)","(14, 14)|(6, 8)|(14, 13)|(5, 9)|(5, 8)","(5, 8):5|(5, 9):4|(6, 8):1|(14, 13):3|(14, 14):2","(5, 8):5400|(5, 9):5383|(6, 8):2674|(14, 13):5144|(14, 14):5022","(5, 8):13282|(5, 9):13281|(6, 8):5251|(14, 13):6030|(14, 14):5123","(5, 8):225|(5, 9):222|(6, 8):204|(14, 13):1777|(14, 14):641","(5, 8):1|(5, 9):0|(6, 8):0|(14, 13):1|(14, 14):0"
v0_14,5.0,80000,6,408218456,331,48000,0,0,0,0,6,0,30.0,225,"(3, 3)",0.0,True,False,2,709,820,820,1,1.0,6036,1626,5,408,10884,"(4, 15)","(4, 15)|(3, 3)|(9, 10)|(11, 5)|(16, 3)",3719,42,0,"(11, 3)",,,0,False,,,5,3,408,10884,"(14, 14)|(6, 8)|(5, 8)|(5, 9)|(14, 13)","(6, 8)|(5, 8)|(5, 9)","(5, 8):3|(5, 9):4|(6, 8):2|(14, 13):5|(14, 14):1","(5, 8):1472|(5, 9):1901|(6, 8):1037|(14, 13):10884|(14, 14):408","(5, 8):1584|(5, 9):2057|(6, 8):1373|(14, 13):None|(14, 14):None","(5, 8):310|(5, 9):226|(6, 8):285|(14, 13):0|(14, 14):0","(5, 8):2|(5, 9):3|(6, 8):1|(14, 13):0|(14, 14):0"
v0_14,5.0,80000,7,27611825,331,48000,0,0,0,0,7,0,35.0,237,"(3, 3)",0.0,True,False,2,2788,12263,12263,1,1.0,9541,108,5,5285,21062,"(11, 5)","(11, 5)|(16, 3)|(9, 10)|(3, 3)|(15, 16)",2242,71,0,"(14, 15)",,,0,False,,,5,5,5285,21062,"(14, 13)|(5, 9)|(6, 8)|(14, 14)|(5, 8)","(14, 13)|(14, 14)|(5, 8)|(5, 9)|(6, 8)","(5, 8):5|(5, 9):2|(6, 8):3|(14, 13):1|(14, 14):4","(5, 8):21062|(5, 9):6270|(6, 8):6758|(14, 13):5285|(14, 14):14853","(5, 8):25320|(5, 9):25321|(6, 8):25327|(14, 13):12244|(14, 14):20993","(5, 8):1278|(5, 9):473|(6, 8):501|(14, 13):377|(14, 14):249","(5, 8):3|(5, 9):2|(6, 8):1|(14, 13):0|(14, 14):1"
v0_14,5.0,80000,8,1695149955,331,48000,0,0,0,0,4,0,20.0,241,"(3, 3)",0.0,True,False,1,1726,,1726,0,0.0,7083,42628,6,340,16630,"(4, 15)","(4, 15)|(15, 16)|(11, 5)|(16, 3)|(3, 3)|(9, 10)",1481,0,0,"(12, 8)",16630,23455,944,True,63370,6825,5,5,340,9085,"(6, 8)|(5, 8)|(14, 14)|(5, 9)|(14, 13)","(5, 8)|(6, 8)|(5, 9)|(14, 13)|(14, 14)","(5, 8):2|(5, 9):4|(6, 8):1|(14, 13):5|(14, 14):3","(5, 8):1654|(5, 9):7414|(6, 8):340|(14, 13):9085|(14, 14):2069","(5, 8):9616|(5, 9):9625|(6, 8):9617|(14, 13):11042|(14, 14):11043","(5, 8):311|(5, 9):336|(6, 8):280|(14, 13):129|(14, 14):124","(5, 8):0|(5, 9):0|(6, 8):0|(14, 13):3|(14, 14):1"
v0_14,5.0,80000,9,1314543324,331,48000,0,0,0,0,1,0,5.0,234,"(3, 3)",0.0,True,True,0,,,,0,0.0,6326,241,6,828,6389,"(4, 15)","(4, 15)|(9, 10)|(11, 5)|(16, 3)|(15, 16)|(3, 3)",1741,138,0,"(14, 18)",13495,35259,89,True,66505,21764,5,5,828,3970,"(6, 8)|(5, 8)|(14, 14)|(5, 9)|(14, 13)","(14, 14)|(14, 13)|(6, 8)|(5, 8)|(5, 9)","(5, 8):2|(5, 9):4|(6, 8):1|(14, 13):5|(14, 14):3","(5, 8):1438|(5, 9):3826|(6, 8):828|(14, 13):3970|(14, 14):3717","(5, 8):13490|(5, 9):13495|(6, 8):13489|(14, 13):5066|(14, 14):3965","(5, 8):89|(5, 9):116|(6, 8):93|(14, 13):49|(14, 14):6","(5, 8):0|(5, 9):0|(6, 8):0|(14, 13):1|(14, 14):0"
v0_14,10.0,80000,0,1359905823,331,48000,0,0,0,0,2,0,20.0,228,"(3, 3)",0.0,True,True,0,,,,0,0.0,9569,75,6,842,28010,"(9, 10)","(9, 10)|(4, 15)|(11, 5)|(16, 3)|(3, 3)|(15, 16)",2091,7,0,"(6, 1)",28010,45912,8,True,51990,17902,5,5,842,8953,"(5, 8)|(5, 9)|(14, 14)|(6, 8)|(14, 13)","(14, 14)|(5, 8)|(5, 9)|(6, 8)|(14, 13)","(5, 8):1|(5, 9):2|(6, 8):4|(14, 13):5|(14, 14):3","(5, 8):842|(5, 9):1056|(6, 8):2162|(14, 13):8953|(14, 14):1591","(5, 8):11190|(5, 9):11191|(6, 8):20267|(14, 13):23610|(14, 14):4609","(5, 8):50|(5, 9):47|(6, 8):5|(14, 13):264|(14, 14):51","(5, 8):0|(5, 9):0|(6, 8):0|(14, 13):2|(14, 14):0"
v0_14,10.0,80000,1,879960305,331,48000,0,0,0,0,3,0,30.0,245,"(3, 3)",0.0,True,False,1,2613,,2613,0,0.0,6605,295,6,376,7960,"(4, 15)","(4, 15)|(9, 10)|(3, 3)|(11, 5)|(16, 3)|(15, 16)",2293,384,0,"(1, 5)",7960,30971,21,True,72040,23011,5,5,376,2906,"(5, 8)|(5, 9)|(14, 13)|(6, 8)|(14, 14)","(5, 8)|(5, 9)|(6, 8)|(14, 13)|(14, 14)","(5, 8):1|(5, 9):2|(6, 8):4|(14, 13):3|(14, 14):5","(5, 8):376|(5, 9):524|(6, 8):2733|(14, 13):1047|(14, 14):2906","(5, 8):1658|(5, 9):2351|(6, 8):3661|(14, 13):7946|(14, 14):7947","(5, 8):371|(5, 9):41|(6, 8):1361|(14, 13):961|(14, 14):368","(5, 8):0|(5, 9):0|(6, 8):3|(14, 13):0|(14, 14):0"
v0_14,10.0,80000,2,499353674,331,48000,0,0,0,0,3,0,30.0,226,"(3, 3)",0.0,True,False,1,9719,,9719,0,0.0,9372,201,4,1148,19664,"(4, 15)","(4, 15)|(9, 10)|(3, 3)|(15, 16)",1979,4,0,"(2, 2)",,,0,False,,,4,4,1148,19664,"(14, 13)|(5, 8)|(5, 9)|(14, 14)","(5, 8)|(5, 9)|(14, 13)|(14, 14)","(5, 8):2|(5, 9):3|(6, 8):5|(14, 13):1|(14, 14):4","(5, 8):4862|(5, 9):6143|(6, 8):None|(14, 13):1148|(14, 14):19664","(5, 8):9722|(5, 9):9723|(6, 8):None|(14, 13):19846|(14, 14):19851","(5, 8):3|(5, 9):5|(6, 8):0|(14, 13):49|(14, 14):47","(5, 8):0|(5, 9):0|(6, 8):3|(14, 13):0|(14, 14):0"
v0_14,10.0,80000,3,118747043,331,48000,0,0,0,0,9,0,90.0,226,"(3, 3)",0.0,True,False,4,2247,2451,10577,3,3.0,6743,2,5,392,20871,"(4, 15)","(4, 15)|(9, 10)|(3, 3)|(15, 16)|(11, 5)",3459,1043,0,"(16, 9)",,,0,False,,,5,5,392,20871,"(14, 13)|(6, 8)|(5, 8)|(14, 14)|(5, 9)","(6, 8)|(5, 8)|(14, 13)|(14, 14)|(5, 9)","(5, 8):3|(5, 9):5|(6, 8):2|(14, 13):1|(14, 14):4","(5, 8):4677|(5, 9):20871|(6, 8):4192|(14, 13):392|(14, 14):10840","(5, 8):4762|(5, 9):21285|(6, 8):4241|(14, 13):10386|(14, 14):11543","(5, 8):1127|(5, 9):2787|(6, 8):1793|(14, 13):1063|(14, 14):468","(5, 8):2|(5, 9):3|(6, 8):3|(14, 13):0|(14, 14):1"
v0_14,10.0,80000,4,1786285173,331,48000,0,0,0,0,0,0,0.0,238,"(3, 3)",0.0,True,True,0,,,,0,0.0,5979,615,6,352,15403,"(4, 15)","(4, 15)|(9, 10)|(15, 16)|(11, 5)|(16, 3)|(3, 3)",2242,50,0,"(14, 1)",18643,20112,514,True,61357,1469,5,5,352,3960,"(14, 14)|(14, 13)|(5, 8)|(5, 9)|(6, 8)","(14, 13)|(14, 14)|(5, 8)|(5, 9)|(6, 8)","(5, 8):3|(5, 9):4|(6, 8):5|(14, 13):2|(14, 14):1","(5, 8):670|(5, 9):3169|(6, 8):3960|(14, 13):412|(14, 14):352","(5, 8):18636|(5, 9):18637|(6, 8):18643|(14, 13):604|(14, 14):605","(5, 8):25|(5, 9):22|(6, 8):3|(14, 13):381|(14, 14):278","(5, 8):0|(5, 9):0|(6, 8):0|(14, 13):0|(14, 14):0"
v0_14,10.0,80000,5,1405678542,331,48000,0,0,0,0,4,0,40.0,287,"(3, 3)",0.0,True,False,2,1576,2687,2687,1,1.0,14568,1381,6,496,39872,"(4, 15)","(4, 15)|(15, 16)|(3, 3)|(11, 5)|(16, 3)|(9, 10)",3693,1798,0,"(11, 11)",39872,42533,7,True,40128,2661,5,5,496,39110,"(5, 9)|(5, 8)|(6, 8)|(14, 14)|(14, 13)","(5, 9)|(5, 8)|(6, 8)|(14, 14)|(14, 13)","(5, 8):2|(5, 9):1|(6, 8):3|(14, 13):5|(14, 14):4","(5, 8):900|(5, 9):496|(6, 8):37235|(14, 13):39110|(14, 14):38965","(5, 8):37144|(5, 9):37143|(6, 8):37985|(14, 13):39368|(14, 14):39367","(5, 8):359|(5, 9):30|(6, 8):441|(14, 13):51|(14, 14):54","(5, 8):0|(5, 9):0|(6, 8):0|(14, 13):3|(14, 14):1"
v0_14,10.0,80000,6,925733024,331,48000,0,0,0,0,3,0,30.0,310,"(3, 3)",0.0,True,False,1,3340,,3340,0,0.0,12458,5946,6,406,24411,"(4, 15)","(4, 15)|(9, 10)|(15, 16)|(16, 3)|(3, 3)|(11, 5)",4247,2278,0,"(2, 12)",27387,28375,26,True,52613,988,5,5,406,13229,"(5, 8)|(14, 14)|(5, 9)|(6, 8)|(14, 13)","(14, 14)|(14, 13)|(6, 8)|(5, 8)|(5, 9)","(5, 8):1|(5, 9):3|(6, 8):4|(14, 13):5|(14, 14):2","(5, 8):406|(5, 9):860|(6, 8):4100|(14, 13):13229|(14, 14):550","(5, 8):27382|(5, 9):27387|(6, 8):27381|(14, 13):14044|(14, 14):741","(5, 8):85|(5, 9):98|(6, 8):11|(14, 13):800|(14, 14):1699","(5, 8):0|(5, 9):0|(6, 8):0|(14, 13):3|(14, 14):0"
v0_14,10.0,80000,7,545126393,331,48000,0,0,0,0,3,0,30.0,270,"(3, 3)",0.0,True,False,1,1556,,1556,0,0.0,11610,844,6,562,33924,"(4, 15)","(4, 15)|(15, 16)|(9, 10)|(3, 3)|(11, 5)|(16, 3)",3940,396,0,"(15, 5)",33924,33945,137,True,46076,21,5,5,562,10919,"(5, 8)|(5, 9)|(6, 8)|(14, 13)|(14, 14)","(5, 8)|(6, 8)|(5, 9)|(14, 14)|(14, 13)","(5, 8):1|(5, 9):2|(6, 8):3|(14, 13):4|(14, 14):5","(5, 8):562|(5, 9):778|(6, 8):1572|(14, 13):2035|(14, 14):10919","(5, 8):1616|(5, 9):1621|(6, 8):1617|(14, 13):25490|(14, 14):25489","(5, 8):894|(5, 9):281|(6, 8):375|(14, 13):212|(14, 14):227","(5, 8):0|(5, 9):0|(6, 8):0|(14, 13):3|(14, 14):0"
v0_14,10.0,80000,8,65180875,331,48000,0,0,0,0,6,0,60.0,257,"(3, 3)",0.0,True,False,2,6145,6714,6714,1,1.0,14040,7168,6,346,44248,"(4, 15)","(4, 15)|(3, 3)|(9, 10)|(15, 16)|(11, 5)|(16, 3)",2842,687,0,"(18, 4)",46076,47801,4,True,33924,1725,5,5,346,44081,"(14, 13)|(6, 8)|(14, 14)|(5, 8)|(5, 9)","(6, 8)|(14, 14)|(14, 13)|(5, 9)|(5, 8)","(5, 8):4|(5, 9):5|(6, 8):2|(14, 13):1|(14, 14):3","(5, 8):43344|(5, 9):44081|(6, 8):639|(14, 13):346|(14, 14):2284","(5, 8):46076|(5, 9):46075|(6, 8):1189|(14, 13):43592|(14, 14):43591","(5, 8):5|(5, 9):4|(6, 8):516|(14, 13):23|(14, 14):24","(5, 8):3|(5, 9):3|(6, 8):0|(14, 13):0|(14, 14):0"
v0_14,10.0,80000,9,1832057892,331,48000,0,0,0,0,4,0,40.0,234,"(3, 3)",0.0,True,False,1,1513,,1513,0,0.0,12495,6,6,382,13032,"(4, 15)","(4, 15)|(9, 10)|(11, 5)|(3, 3)|(15, 16)|(16, 3)",1498,35,0,"(12, 15)",13032,17534,10,True,66968,4502,5,5,382,4302,"(5, 9)|(14, 13)|(14, 14)|(5, 8)|(6, 8)","(5, 9)|(14, 13)|(5, 8)|(14, 14)|(6, 8)","(5, 8):4|(5, 9):1|(6, 8):5|(14, 13):2|(14, 14):3","(5, 8):1175|(5, 9):382|(6, 8):4302|(14, 13):656|(14, 14):947","(5, 8):1300|(5, 9):547|(6, 8):7505|(14, 13):768|(14, 14):2957","(5, 8):262|(5, 9):241|(6, 8):270|(14, 13):287|(14, 14):262","(5, 8):1|(5, 9):0|(6, 8):3|(14, 13):0|(14, 14):0"
v0_14,0.1,160000,0,202358875,331,96000,0,0,0,0,4,0,0.4,418,"(3, 3)",0.0,True,False,2,369,503,503,1,1.0,14579,5422,6,548,51660,"(9, 10)","(9, 10)|(3, 3)|(11, 5)|(16, 3)|(15, 16)|(4, 15)",6424,2137,0,"(10, 8)",51660,55669,113,True,108340,4009,5,5,548,44312,"(5, 9)|(5, 8)|(14, 13)|(14, 14)|(6, 8)","(5, 9)|(5, 8)|(14, 14)|(14, 13)|(6, 8)","(5, 8):2|(5, 9):1|(6, 8):5|(14, 13):3|(14, 14):4","(5, 8):797|(5, 9):548|(6, 8):44312|(14, 13):1011|(14, 14):17204","(5, 8):1234|(5, 9):615|(6, 8):51417|(14, 13):44428|(14, 14):44427","(5, 8):696|(5, 9):853|(6, 8):741|(14, 13):321|(14, 14):697","(5, 8):0|(5, 9):3|(6, 8):1|(14, 13):0|(14, 14):0"
v0_14,0.1,160000,1,1869897005,331,96000,0,0,0,0,4,0,0.4,413,"(3, 3)",0.0,True,False,2,9238,11392,11392,1,1.0,19401,730,6,354,39554,"(4, 15)","(4, 15)|(15, 16)|(9, 10)|(3, 3)|(11, 5)|(16, 3)",4933,163,0,"(17, 11)",41842,42203,10,True,118158,361,5,5,354,39417,"(5, 9)|(14, 14)|(14, 13)|(6, 8)|(5, 8)","(14, 14)|(5, 9)|(14, 13)|(6, 8)|(5, 8)","(5, 8):5|(5, 9):1|(6, 8):4|(14, 13):3|(14, 14):2","(5, 8):39417|(5, 9):354|(6, 8):15559|(14, 13):11348|(14, 14):8860","(5, 8):41842|(5, 9):11385|(6, 8):22731|(14, 13):12654|(14, 14):8869","(5, 8):175|(5, 9):77|(6, 8):218|(14, 13):1842|(14, 14):2144","(5, 8):1|(5, 9):0|(6, 8):0|(14, 13):3|(14, 14):0"
v0_14,0.1,160000,2,1489290374,331,96000,0,0,0,0,4,0,0.4,405,"(3, 3)",0.0,True,False,2,1668,2985,2985,1,1.0,15876,85,6,396,67267,"(4, 15)","(4, 15)|(15, 16)|(9, 10)|(11, 5)|(16, 3)|(3, 3)",4817,680,0,"(12, 13)",,,0,False,,,5,2,396,14382,"(5, 8)|(6, 8)|(5, 9)|(14, 13)|(14, 14)","(14, 13)|(14, 14)","(5, 8):1|(5, 9):3|(6, 8):2|(14, 13):4|(14, 14):5","(5, 8):396|(5, 9):7146|(6, 8):2910|(14, 13):14323|(14, 14):14382","(5, 8):None|(5, 9):None|(6, 8):None|(14, 13):15930|(14, 14):15931","(5, 8):0|(5, 9):0|(6, 8):0|(14, 13):979|(14, 14):468","(5, 8):0|(5, 9):0|(6, 8):0|(14, 13):3|(14, 14):1"
