arch,hazard_cost,num_steps,run_idx,seed,phase_1_end,phase_2_end,frame_attempts_p1,frame_attempts_p2,frame_attempts_p3,hazard_entries_p1,hazard_entries_p2,hazard_entries_p3,total_cost,mastered_pairs,top_attractor,top_attractor_pref,phase_3_clean,full_run_clean,hazards_flagged,time_to_first_flag,time_to_second_flag,time_to_final_flag,first_entry_conversions,cost_on_sig_matched,actions_gated_p2,actions_gated_p3,attractors_mastered,time_to_first_mastery,time_to_final_mastery,first_banked,mastery_sequence,post_mastery_visits_total,p3_visits_to_mastered,p3_visits_to_unmastered,end_state_cell,activation_step,end_state_found_step,end_state_visits,end_state_banked,post_activation_window,discovery_time,hazards_transitioned,hazards_banked_as_knowledge,time_to_first_transition,time_to_final_transition,transition_order_sequence,knowledge_banked_sequence,hazard_thresholds,competency_unlock_steps,knowledge_banked_steps,knowledge_entries_per_cell,pre_transition_entries_per_cell
v0_14,0.5,20000,0,1998205159,331,12000,0,0,0,0,4,0,2.0,96,"(3, 3)",0.0,True,False,1,11783,,11783,0,0.0,2551,64,3,850,11412,"(4, 15)","(4, 15)|(11, 5)|(9, 10)",529,69,0,"(16, 15)",,,0,False,,,3,2,850,11412,"(6, 8)|(14, 14)|(5, 8)","(6, 8)|(5, 8)","(5, 8):3|(5, 9):5|(6, 8):1|(14, 13):4|(14, 14):2","(5, 8):11412|(5, 9):None|(6, 8):850|(14, 13):None|(14, 14):11359","(5, 8):11430|(5, 9):None|(6, 8):11231|(14, 13):None|(14, 14):None","(5, 8):161|(5, 9):0|(6, 8):27|(14, 13):0|(14, 14):0","(5, 8):1|(5, 9):3|(6, 8):0|(14, 13):0|(14, 14):0"
v0_14,0.5,20000,1,1518259641,331,12000,0,0,0,0,2,0,1.0,102,"(3, 3)",0.0,True,True,0,,,,0,0.0,3578,3667,5,380,1836,"(4, 15)","(4, 15)|(9, 10)|(3, 3)|(11, 5)|(16, 3)",1159,116,0,"(7, 2)",,,0,False,,,5,5,380,1836,"(6, 8)|(14, 14)|(5, 8)|(14, 13)|(5, 9)","(6, 8)|(14, 13)|(14, 14)|(5, 9)|(5, 8)","(5, 8):3|(5, 9):5|(6, 8):1|(14, 13):4|(14, 14):2","(5, 8):1387|(5, 9):1836|(6, 8):380|(14, 13):1797|(14, 14):1182","(5, 8):15552|(5, 9):15551|(6, 8):1219|(14, 13):2546|(14, 14):2547","(5, 8):9|(5, 9):10|(6, 8):42|(14, 13):32|(14, 14):31","(5, 8):2|(5, 9):0|(6, 8):0|(14, 13):0|(14, 14):0"
v0_14,0.5,20000,2,1137653010,331,12000,0,0,0,0,0,0,0.0,92,"(3, 3)",0.0,True,True,0,,,,0,0.0,3723,2014,5,358,8494,"(4, 15)","(4, 15)|(15, 16)|(9, 10)|(11, 5)|(16, 3)",1850,657,0,"(4, 7)",,,0,False,,,5,2,358,8494,"(5, 8)|(5, 9)|(14, 13)|(6, 8)|(14, 14)","(14, 14)|(14, 13)","(5, 8):1|(5, 9):2|(6, 8):4|(14, 13):3|(14, 14):5","(5, 8):358|(5, 9):978|(6, 8):7953|(14, 13):7848|(14, 14):8494","(5, 8):None|(5, 9):None|(6, 8):None|(14, 13):8612|(14, 14):8611","(5, 8):0|(5, 9):0|(6, 8):0|(14, 13):59|(14, 14):58","(5, 8):0|(5, 9):0|(6, 8):0|(14, 13):0|(14, 14):0"
v0_14,0.5,20000,3,657707492,331,12000,0,0,0,0,0,0,0.0,89,"(3, 3)",0.0,True,True,0,,,,0,0.0,2186,6916,6,396,8260,"(4, 15)","(4, 15)|(9, 10)|(11, 5)|(15, 16)|(3, 3)|(16, 3)",613,12,0,"(12, 10)",8647,,0,False,11353,,5,5,396,6323,"(14, 13)|(14, 14)|(5, 8)|(6, 8)|(5, 9)","(14, 14)|(14, 13)|(5, 8)|(6, 8)|(5, 9)","(5, 8):3|(5, 9):5|(6, 8):4|(14, 13):1|(14, 14):2","(5, 8):3773|(5, 9):6323|(6, 8):3944|(14, 13):396|(14, 14):1020","(5, 8):8640|(5, 9):8647|(6, 8):8641|(14, 13):1550|(14, 14):1549","(5, 8):29|(5, 9):13|(6, 8):27|(14, 13):58|(14, 14):57","(5, 8):0|(5, 9):0|(6, 8):0|(14, 13):0|(14, 14):0"
v0_14,0.5,20000,4,277100861,331,12000,0,0,0,0,0,0,0.0,93,"(3, 3)",0.0,True,True,0,,,,0,0.0,1468,1232,6,624,11882,"(4, 15)","(4, 15)|(11, 5)|(9, 10)|(15, 16)|(3, 3)|(16, 3)",1694,495,0,"(2, 9)",,,0,False,,,5,4,624,10643,"(14, 13)|(5, 8)|(14, 14)|(5, 9)|(6, 8)","(14, 13)|(14, 14)|(5, 9)|(5, 8)","(5, 8):2|(5, 9):4|(6, 8):5|(14, 13):1|(14, 14):3","(5, 8):2401|(5, 9):3660|(6, 8):10643|(14, 13):624|(14, 14):3068","(5, 8):10262|(5, 9):10261|(6, 8):None|(14, 13):2938|(14, 14):3527","(5, 8):3|(5, 9):3|(6, 8):0|(14, 13):27|(14, 14):230","(5, 8):0|(5, 9):0|(6, 8):0|(14, 13):0|(14, 14):0"
v0_14,0.5,20000,5,1944638991,331,12000,0,0,0,0,4,0,2.0,79,"(3, 3)",0.0,True,False,2,2120,7539,7539,1,1.0,3923,6656,4,374,7726,"(4, 15)","(4, 15)|(3, 3)|(9, 10)|(15, 16)",444,0,0,"(2, 18)",,,0,False,,,4,4,374,7726,"(6, 8)|(14, 13)|(5, 9)|(14, 14)","(6, 8)|(5, 9)|(14, 13)|(14, 14)","(5, 8):5|(5, 9):3|(6, 8):1|(14, 13):2|(14, 14):4","(5, 8):None|(5, 9):2094|(6, 8):374|(14, 13):1299|(14, 14):7726","(5, 8):None|(5, 9):2115|(6, 8):1247|(14, 13):7518|(14, 14):8259","(5, 8):0|(5, 9):310|(6, 8):71|(14, 13):65|(14, 14):273","(5, 8):3|(5, 9):0|(6, 8):0|(14, 13):0|(14, 14):1"
v0_14,0.5,20000,6,1564032360,331,12000,0,0,0,0,0,0,0.0,84,"(3, 3)",0.0,True,True,0,,,,0,0.0,3504,6582,6,342,16488,"(4, 15)","(4, 15)|(9, 10)|(15, 16)|(3, 3)|(11, 5)|(16, 3)",1080,184,0,"(8, 13)",16488,,0,False,3512,,5,5,342,3139,"(6, 8)|(5, 8)|(14, 14)|(5, 9)|(14, 13)","(6, 8)|(5, 8)|(5, 9)|(14, 14)|(14, 13)","(5, 8):2|(5, 9):4|(6, 8):1|(14, 13):5|(14, 14):3","(5, 8):396|(5, 9):3001|(6, 8):342|(14, 13):3139|(14, 14):1520","(5, 8):2596|(5, 9):3427|(6, 8):2595|(14, 13):5548|(14, 14):5547","(5, 8):6|(5, 9):30|(6, 8):6|(14, 13):309|(14, 14):303","(5, 8):0|(5, 9):0|(6, 8):0|(14, 13):0|(14, 14):0"
v0_14,0.5,20000,7,1183425729,331,12000,0,0,0,0,4,0,2.0,82,"(3, 3)",0.0,True,False,1,2517,,2517,0,0.0,1069,0,6,1191,4430,"(11, 5)","(11, 5)|(9, 10)|(16, 3)|(3, 3)|(4, 15)|(15, 16)",1194,10,0,"(9, 12)",4430,6348,21,True,15570,1918,5,5,1191,4320,"(5, 9)|(14, 13)|(5, 8)|(6, 8)|(14, 14)","(5, 9)|(5, 8)|(6, 8)|(14, 13)|(14, 14)","(5, 8):3|(5, 9):1|(6, 8):4|(14, 13):2|(14, 14):5","(5, 8):2802|(5, 9):1191|(6, 8):3599|(14, 13):2144|(14, 14):4320","(5, 8):3512|(5, 9):2197|(6, 8):3943|(14, 13):4418|(14, 14):4419","(5, 8):1084|(5, 9):561|(6, 8):524|(14, 13):11|(14, 14):11","(5, 8):1|(5, 9):0|(6, 8):3|(14, 13):0|(14, 14):0"
v0_14,0.5,20000,8,703480211,331,12000,0,0,0,0,3,0,1.5,68,"(3, 3)",0.0,True,False,1,3686,,3686,0,0.0,1914,24,5,656,7991,"(4, 15)","(4, 15)|(9, 10)|(11, 5)|(15, 16)|(3, 3)",1410,7,0,"(18, 11)",,,0,False,,,5,1,656,7991,"(5, 8)|(14, 14)|(6, 8)|(5, 9)|(14, 13)","(14, 14)","(5, 8):1|(5, 9):4|(6, 8):3|(14, 13):5|(14, 14):2","(5, 8):656|(5, 9):3718|(6, 8):3561|(14, 13):7991|(14, 14):3238","(5, 8):None|(5, 9):None|(6, 8):None|(14, 13):None|(14, 14):3665","(5, 8):0|(5, 9):0|(6, 8):0|(14, 13):0|(14, 14):314","(5, 8):0|(5, 9):0|(6, 8):0|(14, 13):3|(14, 14):0"
v0_14,0.5,20000,9,322873580,331,12000,0,0,0,0,6,0,3.0,97,"(3, 3)",0.0,True,False,2,796,7681,7681,0,0.0,2787,202,5,340,13560,"(4, 15)","(4, 15)|(9, 10)|(11, 5)|(3, 3)|(16, 3)",977,106,0,"(12, 15)",,,0,False,,,5,5,340,13560,"(5, 9)|(14, 13)|(6, 8)|(5, 8)|(14, 14)","(5, 9)|(5, 8)|(6, 8)|(14, 13)|(14, 14)","(5, 8):4|(5, 9):1|(6, 8):3|(14, 13):2|(14, 14):5","(5, 8):2181|(5, 9):340|(6, 8):1101|(14, 13):914|(14, 14):13560","(5, 8):2466|(5, 9):447|(6, 8):2467|(14, 13):7290|(14, 14):16727","(5, 8):119|(5, 9):201|(6, 8):126|(14, 13):310|(14, 14):43","(5, 8):3|(5, 9):0|(6, 8):0|(14, 13):0|(14, 14):3"
v0_14,1.0,20000,0,1646092181,331,12000,0,0,0,0,2,0,2.0,76,"(3, 3)",0.0,True,True,0,,,,0,0.0,2156,197,3,446,3829,"(4, 15)","(4, 15)|(9, 10)|(3, 3)",746,82,0,"(11, 2)",,,0,False,,,3,2,446,3829,"(14, 14)|(5, 8)|(5, 9)","(5, 8)|(5, 9)","(5, 8):2|(5, 9):3|(6, 8):5|(14, 13):4|(14, 14):1","(5, 8):3300|(5, 9):3829|(6, 8):None|(14, 13):None|(14, 14):446","(5, 8):3748|(5, 9):5187|(6, 8):None|(14, 13):None|(14, 14):None","(5, 8):5|(5, 9):26|(6, 8):0|(14, 13):0|(14, 14):0","(5, 8):0|(5, 9):2|(6, 8):0|(14, 13):0|(14, 14):0"
v0_14,1.0,20000,1,1265485550,331,12000,0,0,0,0,2,0,2.0,100,"(3, 3)",0.0,True,True,0,,,,0,0.0,6096,2970,6,610,5841,"(4, 15)","(4, 15)|(15, 16)|(16, 3)|(9, 10)|(11, 5)|(3, 3)",591,128,0,"(2, 4)",15775,16091,72,True,4225,316,5,5,610,5623,"(5, 8)|(6, 8)|(14, 13)|(14, 14)|(5, 9)","(14, 14)|(14, 13)|(5, 9)|(5, 8)|(6, 8)","(5, 8):1|(5, 9):5|(6, 8):2|(14, 13):3|(14, 14):4","(5, 8):610|(5, 9):5623|(6, 8):906|(14, 13):2516|(14, 14):2840","(5, 8):15774|(5, 9):15769|(6, 8):15775|(14, 13):13794|(14, 14):13791","(5, 8):53|(5, 9):26|(6, 8):975|(14, 13):51|(14, 14):52","(5, 8):0|(5, 9):0|(6, 8):0|(14, 13):2|(14, 14):0"
v0_14,1.0,20000,2,884878919,331,12000,0,0,0,0,5,0,5.0,87,"(3, 3)",0.0,True,False,1,8992,,8992,0,0.0,5053,6387,3,1012,8902,"(4, 15)","(4, 15)|(9, 10)|(15, 16)",745,123,0,"(13, 3)",,,0,False,,,3,3,1012,8902,"(5, 9)|(5, 8)|(14, 14)","(5, 9)|(5, 8)|(14, 14)","(5, 8):2|(5, 9):1|(6, 8):5|(14, 13):4|(14, 14):3","(5, 8):2200|(5, 9):1012|(6, 8):None|(14, 13):None|(14, 14):8902","(5, 8):2406|(5, 9):2405|(6, 8):None|(14, 13):None|(14, 14):8981","(5, 8):39|(5, 9):41|(6, 8):0|(14, 13):0|(14, 14):276","(5, 8):0|(5, 9):0|(6, 8):0|(14, 13):3|(14, 14):2"
v0_14,1.0,20000,3,404933401,331,12000,0,0,0,0,2,0,2.0,86,"(3, 3)",0.0,True,True,0,,,,0,0.0,3345,30,5,350,2239,"(4, 15)","(4, 15)|(9, 10)|(11, 5)|(16, 3)|(3, 3)",2341,1115,0,"(13, 12)",,,0,False,,,5,3,350,2239,"(5, 9)|(14, 13)|(5, 8)|(6, 8)|(14, 14)","(5, 9)|(6, 8)|(5, 8)","(5, 8):3|(5, 9):1|(6, 8):4|(14, 13):2|(14, 14):5","(5, 8):1293|(5, 9):350|(6, 8):1486|(14, 13):1244|(14, 14):2239","(5, 8):7690|(5, 9):1149|(6, 8):7689|(14, 13):None|(14, 14):None","(5, 8):26|(5, 9):19|(6, 8):26|(14, 13):0|(14, 14):0","(5, 8):0|(5, 9):0|(6, 8):2|(14, 13):0|(14, 14):0"
v0_14,1.0,20000,4,24326770,331,12000,0,0,0,0,5,0,5.0,100,"(3, 3)",0.0,True,False,2,913,3057,3057,1,1.0,2457,2812,5,410,10648,"(4, 15)","(4, 15)|(15, 16)|(9, 10)|(11, 5)|(16, 3)",607,96,0,"(17, 14)",,,0,False,,,5,5,410,10648,"(14, 13)|(6, 8)|(14, 14)|(5, 9)|(5, 8)","(14, 13)|(6, 8)|(5, 8)|(5, 9)|(14, 14)","(5, 8):5|(5, 9):4|(6, 8):2|(14, 13):1|(14, 14):3","(5, 8):10648|(5, 9):8997|(6, 8):3308|(14, 13):410|(14, 14):8936","(5, 8):11194|(5, 9):11195|(6, 8):8899|(14, 13):2638|(14, 14):12153","(5, 8):78|(5, 9):76|(6, 8):27|(14, 13):323|(14, 14):520","(5, 8):1|(5, 9):3|(6, 8):0|(14, 13):0|(14, 14):1"
v0_14,1.0,20000,5,1691864900,331,12000,0,0,0,0,1,0,1.0,90,"(3, 3)",0.0,True,True,0,,,,0,0.0,2396,878,5,508,5186,"(4, 15)","(4, 15)|(9, 10)|(11, 5)|(16, 3)|(15, 16)",268,0,0,"(1, 15)",,,0,False,,,5,5,508,5186,"(14, 13)|(5, 9)|(5, 8)|(6, 8)|(14, 14)","(14, 13)|(5, 8)|(5, 9)|(6, 8)|(14, 14)","(5, 8):3|(5, 9):2|(6, 8):4|(14, 13):1|(14, 14):5","(5, 8):2389|(5, 9):2006|(6, 8):2436|(14, 13):508|(14, 14):5186","(5, 8):4742|(5, 9):4743|(6, 8):4747|(14, 13):2116|(14, 14):5247","(5, 8):56|(5, 9):50|(6, 8):4|(14, 13):70|(14, 14):34","(5, 8):0|(5, 9):0|(6, 8):0|(14, 13):0|(14, 14):1"
v0_14,1.0,20000,6,1311258269,331,12000,0,0,0,0,3,0,3.0,100,"(3, 3)",0.0,True,False,1,2209,,2209,0,0.0,5075,2864,4,1078,18209,"(4, 15)","(4, 15)|(15, 16)|(16, 3)|(3, 3)",1572,13,0,"(12, 1)",,,0,False,,,4,4,1078,18209,"(14, 13)|(6, 8)|(5, 8)|(5, 9)","(14, 13)|(6, 8)|(5, 8)|(5, 9)","(5, 8):3|(5, 9):4|(6, 8):2|(14, 13):1|(14, 14):5","(5, 8):5846|(5, 9):18209|(6, 8):1616|(14, 13):1078|(14, 14):None","(5, 8):18346|(5, 9):18351|(6, 8):18345|(14, 13):1668|(14, 14):None","(5, 8):6|(5, 9):4|(6, 8):5|(14, 13):75|(14, 14):0","(5, 8):0|(5, 9):0|(6, 8):0|(14, 13):0|(14, 14):3"
v0_14,1.0,20000,7,831312751,331,12000,0,0,0,0,1,0,1.0,94,"(3, 3)",0.0,True,True,0,,,,0,0.0,2465,2797,5,628,3908,"(4, 15)","(4, 15)|(15, 16)|(16, 3)|(11, 5)|(9, 10)",1407,71,0,"(7, 18)",,,0,False,,,5,5,628,3908,"(14, 13)|(6, 8)|(14, 14)|(5, 9)|(5, 8)","(14, 13)|(5, 9)|(5, 8)|(6, 8)|(14, 14)","(5, 8):5|(5, 9):4|(6, 8):2|(14, 13):1|(14, 14):3","(5, 8):3908|(5, 9):1235|(6, 8):886|(14, 13):628|(14, 14):1170","(5, 8):4634|(5, 9):4633|(6, 8):4641|(14, 13):838|(14, 14):4761","(5, 8):40|(5, 9):6|(6, 8):40|(14, 13):115|(14, 14):91","(5, 8):0|(5, 9):0|(6, 8):0|(14, 13):0|(14, 14):1"
v0_14,1.0,20000,8,450706120,331,12000,0,0,0,0,3,0,3.0,84,"(3, 3)",0.0,True,False,0,,,,0,0.0,3608,974,5,418,7434,"(4, 15)","(4, 15)|(9, 10)|(11, 5)|(3, 3)|(16, 3)",2069,1257,0,"(13, 18)",,,0,False,,,5,3,418,7434,"(6, 8)|(5, 9)|(14, 14)|(14, 13)|(5, 8)","(6, 8)|(5, 9)|(5, 8)","(5, 8):5|(5, 9):2|(6, 8):1|(14, 13):4|(14, 14):3","(5, 8):7434|(5, 9):4998|(6, 8):418|(14, 13):5281|(14, 14):5111","(5, 8):8974|(5, 9):7177|(6, 8):4975|(14, 13):None|(14, 14):None","(5, 8):46|(5, 9):25|(6, 8):14|(14, 13):0|(14, 14):0","(5, 8):2|(5, 9):1|(6, 8):0|(14, 13):0|(14, 14):0"
v0_14,1.0,20000,9,70099489,331,12000,0,0,0,0,4,0,4.0,68,"(3, 3)",0.0,True,False,1,5987,,5987,0,0.0,3670,1921,2,406,707,"(4, 15)","(4, 15)|(3, 3)",1092,14,0,"(18, 16)",,,0,False,,,2,2,406,707,"(5, 8)|(5, 9)","(5, 8)|(5, 9)","(5, 8):1|(5, 9):2|(6, 8):5|(14, 13):3|(14, 14):4","(5, 8):406|(5, 9):707|(6, 8):None|(14, 13):None|(14, 14):None","(5, 8):580|(5, 9):1139|(6, 8):None|(14, 13):None|(14, 14):None","(5, 8):159|(5, 9):254|(6, 8):0|(14, 13):0|(14, 14):0","(5, 8):0|(5, 9):1|(6, 8):3|(14, 13):0|(14, 14):0"
v0_14,2.0,20000,0,1031269394,331,12000,0,0,0,0,3,0,6.0,79,"(3, 3)",0.0,True,False,1,2240,,2240,0,0.0,2700,2881,3,466,3088,"(4, 15)","(4, 15)|(11, 5)|(16, 3)",180,8,0,"(7, 12)",,,0,False,,,3,2,466,3088,"(6, 8)|(5, 9)|(14, 14)","(6, 8)|(5, 9)","(5, 8):5|(5, 9):2|(6, 8):1|(14, 13):4|(14, 14):3","(5, 8):None|(5, 9):2685|(6, 8):466|(14, 13):None|(14, 14):3088","(5, 8):None|(5, 9):13897|(6, 8):2041|(14, 13):None|(14, 14):None","(5, 8):0|(5, 9):14|(6, 8):86|(14, 13):0|(14, 14):0","(5, 8):3|(5, 9):0|(6, 8):0|(14, 13):0|(14, 14):0"
v0_14,2.0,20000,1,551323876,331,12000,0,0,0,0,3,0,6.0,109,"(3, 3)",0.0,True,False,0,,,,0,0.0,1512,1102,6,590,10950,"(4, 15)","(4, 15)|(9, 10)|(3, 3)|(15, 16)|(11, 5)|(16, 3)",888,39,0,"(8, 2)",10950,,0,False,9050,,5,5,590,2709,"(5, 8)|(6, 8)|(14, 14)|(5, 9)|(14, 13)","(6, 8)|(5, 8)|(14, 14)|(5, 9)|(14, 13)","(5, 8):1|(5, 9):4|(6, 8):2|(14, 13):5|(14, 14):3","(5, 8):590|(5, 9):2524|(6, 8):1630|(14, 13):2709|(14, 14):2149","(5, 8):2038|(5, 9):2757|(6, 8):2037|(14, 13):10130|(14, 14):2561","(5, 8):770|(5, 9):267|(6, 8):276|(14, 13):28|(14, 14):13","(5, 8):0|(5, 9):1|(6, 8):0|(14, 13):2|(14, 14):0"
v0_14,2.0,20000,2,170717245,331,12000,0,0,0,0,0,0,0.0,88,"(3, 3)",0.0,True,True,0,,,,0,0.0,4745,228,3,430,7720,"(4, 15)","(4, 15)|(15, 16)|(16, 3)",526,96,0,"(8, 17)",,,0,False,,,3,2,430,7720,"(14, 13)|(14, 14)|(5, 9)","(14, 14)|(14, 13)","(5, 8):4|(5, 9):3|(6, 8):5|(14, 13):1|(14, 14):2","(5, 8):None|(5, 9):7720|(6, 8):None|(14, 13):430|(14, 14):3714","(5, 8):None|(5, 9):None|(6, 8):None|(14, 13):3918|(14, 14):3809","(5, 8):0|(5, 9):0|(6, 8):0|(14, 13):337|(14, 14):409","(5, 8):0|(5, 9):0|(6, 8):0|(14, 13):0|(14, 14):0"
v0_14,2.0,20000,3,1838255375,331,12000,0,0,0,0,0,0,0.0,99,"(3, 3)",0.0,True,True,0,,,,0,0.0,4125,1052,5,376,7081,"(4, 15)","(4, 15)|(9, 10)|(16, 3)|(11, 5)|(3, 3)",1064,137,0,"(12, 7)",,,0,False,,,5,3,376,7081,"(14, 14)|(6, 8)|(5, 9)|(5, 8)|(14, 13)","(6, 8)|(5, 8)|(5, 9)","(5, 8):4|(5, 9):3|(6, 8):2|(14, 13):5|(14, 14):1","(5, 8):3349|(5, 9):694|(6, 8):610|(14, 13):7081|(14, 14):376","(5, 8):12490|(5, 9):12495|(6, 8):12489|(14, 13):None|(14, 14):None","(5, 8):281|(5, 9):382|(6, 8):15|(14, 13):0|(14, 14):0","(5, 8):0|(5, 9):0|(6, 8):0|(14, 13):0|(14, 14):0"
v0_14,2.0,20000,4,1457648744,331,12000,0,0,0,0,5,0,10.0,98,"(3, 3)",0.0,True,False,2,1650,8541,8541,1,1.0,3810,2102,6,338,12585,"(4, 15)","(4, 15)|(15, 16)|(9, 10)|(3, 3)|(16, 3)|(11, 5)",343,81,0,"(11, 4)",14360,14678,17,True,5640,318,5,5,338,12286,"(5, 9)|(14, 14)|(5, 8)|(6, 8)|(14, 13)","(14, 14)|(5, 9)|(5, 8)|(6, 8)|(14, 13)","(5, 8):3|(5, 9):1|(6, 8):4|(14, 13):5|(14, 14):2","(5, 8):8628|(5, 9):338|(6, 8):9325|(14, 13):12286|(14, 14):642","(5, 8):8710|(5, 9):8581|(6, 8):9519|(14, 13):14360|(14, 14):1395","(5, 8):111|(5, 9):25|(6, 8):57|(14, 13):33|(14, 14):717","(5, 8):0|(5, 9):0|(6, 8):1|(14, 13):3|(14, 14):1"
v0_14,2.0,20000,5,977703226,331,12000,0,0,0,0,5,0,10.0,86,"(3, 3)",0.0,True,False,2,1329,1616,1616,1,1.0,2002,788,5,344,5825,"(4, 15)","(4, 15)|(9, 10)|(11, 5)|(16, 3)|(3, 3)",768,23,0,"(2, 2)",,,0,False,,,5,3,344,5825,"(6, 8)|(14, 13)|(5, 8)|(14, 14)|(5, 9)","(6, 8)|(5, 8)|(5, 9)","(5, 8):3|(5, 9):5|(6, 8):1|(14, 13):2|(14, 14):4","(5, 8):2043|(5, 9):5825|(6, 8):344|(14, 13):2020|(14, 14):2828","(5, 8):3468|(5, 9):7441|(6, 8):1295|(14, 13):None|(14, 14):None","(5, 8):286|(5, 9):545|(6, 8):1831|(14, 13):0|(14, 14):0","(5, 8):2|(5, 9):3|(6, 8):0|(14, 13):0|(14, 14):0"
v0_14,2.0,20000,6,597096595,331,12000,0,0,0,0,3,0,6.0,99,"(3, 3)",0.0,True,False,0,,,,0,0.0,6261,1051,5,638,12656,"(4, 15)","(4, 15)|(9, 10)|(3, 3)|(11, 5)|(16, 3)",973,416,0,"(1, 14)",,,0,False,,,5,3,638,12656,"(5, 9)|(6, 8)|(14, 14)|(14, 13)|(5, 8)","(5, 9)|(5, 8)|(6, 8)","(5, 8):5|(5, 9):1|(6, 8):2|(14, 13):4|(14, 14):3","(5, 8):12656|(5, 9):638|(6, 8):3604|(14, 13):5897|(14, 14):4791","(5, 8):17436|(5, 9):3413|(6, 8):17437|(14, 13):None|(14, 14):None","(5, 8):19|(5, 9):9|(6, 8):16|(14, 13):0|(14, 14):0","(5, 8):2|(5, 9):0|(6, 8):1|(14, 13):0|(14, 14):0"
v0_14,2.0,20000,7,216489964,331,12000,0,0,0,0,4,0,8.0,89,"(3, 3)",0.0,True,False,2,1679,3002,3002,1,1.0,3644,2359,4,362,12637,"(4, 15)","(4, 15)|(9, 10)|(15, 16)|(11, 5)",1366,506,0,"(8, 9)",,,0,False,,,4,4,362,12637,"(6, 8)|(14, 13)|(5, 9)|(14, 14)","(6, 8)|(14, 13)|(5, 9)|(14, 14)","(5, 8):5|(5, 9):3|(6, 8):1|(14, 13):2|(14, 14):4","(5, 8):None|(5, 9):1628|(6, 8):362|(14, 13):676|(14, 14):12637","(5, 8):None|(5, 9):2973|(6, 8):613|(14, 13):744|(14, 14):13223","(5, 8):0|(5, 9):98|(6, 8):72|(14, 13):80|(14, 14):367","(5, 8):1|(5, 9):0|(6, 8):0|(14, 13):0|(14, 14):3"
v0_14,2.0,20000,8,1884028094,331,12000,0,0,0,0,4,0,8.0,116,"(3, 3)",0.0,True,False,0,,,,0,0.0,5028,468,6,340,11190,"(4, 15)","(4, 15)|(9, 10)|(3, 3)|(15, 16)|(11, 5)|(16, 3)",1579,700,0,"(1, 11)",12868,,0,False,7132,,5,5,340,11139,"(5, 9)|(5, 8)|(14, 14)|(6, 8)|(14, 13)","(5, 8)|(5, 9)|(14, 14)|(6, 8)|(14, 13)","(5, 8):2|(5, 9):1|(6, 8):4|(14, 13):5|(14, 14):3","(5, 8):488|(5, 9):340|(6, 8):2616|(14, 13):11139|(14, 14):753","(5, 8):618|(5, 9):621|(6, 8):6849|(14, 13):12868|(14, 14):2059","(5, 8):15|(5, 9):12|(6, 8):31|(14, 13):254|(14, 14):53","(5, 8):0|(5, 9):0|(6, 8):2|(14, 13):2|(14, 14):0"
v0_14,2.0,20000,9,1503421463,331,12000,0,0,0,0,2,0,4.0,59,"(3, 3)",0.0,True,True,0,,,,0,0.0,3579,3753,2,358,3273,"(4, 15)","(4, 15)|(3, 3)",1204,6,0,"(8, 6)",,,0,False,,,2,1,358,3273,"(14, 14)|(6, 8)","(6, 8)","(5, 8):5|(5, 9):4|(6, 8):2|(14, 13):3|(14, 14):1","(5, 8):None|(5, 9):None|(6, 8):3273|(14, 13):None|(14, 14):358","(5, 8):None|(5, 9):None|(6, 8):11635|(14, 13):None|(14, 14):None","(5, 8):0|(5, 9):0|(6, 8):9|(14, 13):0|(14, 14):0","(5, 8):1|(5, 9):1|(6, 8):0|(14, 13):0|(14, 14):0"
v0_14,5.0,20000,0,2101982337,331,12000,0,0,0,0,2,0,10.0,106,"(3, 3)",0.0,True,True,0,,,,0,0.0,4296,2942,6,672,18408,"(4, 15)","(4, 15)|(9, 10)|(16, 3)|(11, 5)|(3, 3)|(15, 16)",950,578,0,"(17, 6)",18408,18742,1,True,1592,334,5,5,672,2955,"(5, 9)|(14, 13)|(14, 14)|(6, 8)|(5, 8)","(14, 13)|(5, 9)|(6, 8)|(14, 14)|(5, 8)","(5, 8):5|(5, 9):1|(6, 8):4|(14, 13):2|(14, 14):3","(5, 8):2955|(5, 9):672|(6, 8):1889|(14, 13):1294|(14, 14):1512","(5, 8):3066|(5, 9):2213|(6, 8):2235|(14, 13):1344|(14, 14):2281","(5, 8):680|(5, 9):48|(6, 8):305|(14, 13):14|(14, 14):13","(5, 8):1|(5, 9):0|(6, 8):0|(14, 13):0|(14, 14):1"
v0_14,5.0,20000,1,1721375706,331,12000,0,0,0,0,4,0,20.0,58,"(3, 3)",0.0,True,False,1,8680,,8680,0,0.0,3019,122,2,1098,1533,"(4, 15)","(4, 15)|(3, 3)",1317,556,0,"(17, 12)",,,0,False,,,2,0,1098,1533,"(14, 14)|(14, 13)",,"(5, 8):3|(5, 9):4|(6, 8):5|(14, 13):2|(14, 14):1","(5, 8):None|(5, 9):None|(6, 8):None|(14, 13):1533|(14, 14):1098","(5, 8):None|(5, 9):None|(6, 8):None|(14, 13):None|(14, 14):None","(5, 8):0|(5, 9):0|(6, 8):0|(14, 13):0|(14, 14):0","(5, 8):3|(5, 9):0|(6, 8):1|(14, 13):0|(14, 14):0"
