arch,hazard_cost,num_steps,run_idx,seed,snapshot_step,snapshot_event,flag_type,flag_coord,flag_id,flag_set_step,confirming_observations,disconfirming_observations,last_confirmation_step,last_observation_step,transformed_at_step,derived_knowledge_flag_id,derived_from_threat_flag_id
v1_1,0.1,20000,0,57270932,838,mastery_flag_formation,mastery,"(4, 15)","mastery:(4, 15)",838,0,0,,838,,,
v1_1,0.1,20000,0,57270932,1102,mastery_flag_formation,mastery,"(9, 10)","mastery:(9, 10)",1102,0,0,,1102,,,
v1_1,0.1,20000,0,57270932,1658,mastery_flag_formation,mastery,"(15, 16)","mastery:(15, 16)",1658,0,0,,1658,,,
v1_1,0.1,20000,0,57270932,1773,knowledge_banking_flag_formation,knowledge_banking,"(14, 14)","knowledge_banking:(14, 14)",1773,0,0,,1773,,,
v1_1,0.1,20000,0,57270932,1881,knowledge_banking_flag_formation,knowledge_banking,"(5, 9)","knowledge_banking:(5, 9)",1881,0,0,,1881,,,
v1_1,0.1,20000,0,57270932,1882,threat_flag_formation,threat,"(5, 8)","threat:(5, 8)",1882,0,0,,1882,,,
v1_1,0.1,20000,0,57270932,1887,knowledge_banking_flag_formation,knowledge_banking,"(6, 8)","knowledge_banking:(6, 8)",1887,0,0,,1887,,,
v1_1,0.1,20000,0,57270932,3263,mastery_flag_formation,mastery,"(3, 3)","mastery:(3, 3)",3263,0,0,,3263,,,
v1_1,0.1,20000,0,57270932,6874,knowledge_banking_flag_formation,knowledge_banking,"(14, 13)","knowledge_banking:(14, 13)",6874,0,0,,6874,,,
v1_1,0.1,20000,0,57270932,8696,mastery_flag_formation,mastery,"(16, 3)","mastery:(16, 3)",8696,0,0,,8696,,,
v1_1,0.1,20000,0,57270932,8696,threat_flag_transformation,threat,"(5, 8)","threat:(5, 8)",1882,0,1,,8696,8696,"knowledge_banking:(5, 8)",
v1_1,0.1,20000,0,57270932,8909,mastery_flag_formation,mastery,"(11, 5)","mastery:(11, 5)",8909,0,0,,8909,,,
v1_1,0.1,20000,0,57270932,12450,knowledge_banking_flag_formation,knowledge_banking,"(5, 8)","knowledge_banking:(5, 8)",12450,0,0,,12450,,,"threat:(5, 8)"
v1_1,0.1,20000,0,57270932,12450,end_state_activation_formation,end_state_activation,,end_state_activation,12450,0,0,,12450,,,
v1_1,0.1,20000,0,57270932,19999,run_end,mastery,"(4, 15)","mastery:(4, 15)",838,103,0,1062,1062,,,
v1_1,0.1,20000,0,57270932,19999,run_end,mastery,"(9, 10)","mastery:(9, 10)",1102,43,0,11472,11472,,,
v1_1,0.1,20000,0,57270932,19999,run_end,mastery,"(15, 16)","mastery:(15, 16)",1658,179,0,11374,11374,,,
v1_1,0.1,20000,0,57270932,19999,run_end,knowledge_banking,"(14, 14)","knowledge_banking:(14, 14)",1773,166,0,11425,11425,,,
v1_1,0.1,20000,0,57270932,19999,run_end,knowledge_banking,"(5, 9)","knowledge_banking:(5, 9)",1881,311,0,15815,15815,,,
v1_1,0.1,20000,0,57270932,19999,run_end,threat,"(5, 8)","threat:(5, 8)",1882,0,1,,8696,8696,"knowledge_banking:(5, 8)",
v1_1,0.1,20000,0,57270932,19999,run_end,knowledge_banking,"(6, 8)","knowledge_banking:(6, 8)",1887,96,0,19935,19935,,,
v1_1,0.1,20000,0,57270932,19999,run_end,mastery,"(3, 3)","mastery:(3, 3)",3263,390,0,19703,19703,,,
v1_1,0.1,20000,0,57270932,19999,run_end,knowledge_banking,"(14, 13)","knowledge_banking:(14, 13)",6874,102,0,11272,11272,,,
v1_1,0.1,20000,0,57270932,19999,run_end,mastery,"(16, 3)","mastery:(16, 3)",8696,200,0,12312,12312,,,
v1_1,0.1,20000,0,57270932,19999,run_end,mastery,"(11, 5)","mastery:(11, 5)",8909,17,0,12433,12433,,,
v1_1,0.1,20000,0,57270932,19999,run_end,knowledge_banking,"(5, 8)","knowledge_banking:(5, 8)",12450,95,0,19996,19996,,,"threat:(5, 8)"
v1_1,0.1,20000,0,57270932,19999,run_end,end_state_activation,,end_state_activation,12450,7549,0,19999,19999,,,
v1_1,0.1,20000,1,1824147949,346,mastery_flag_formation,mastery,"(4, 15)","mastery:(4, 15)",346,0,0,,346,,,
v1_1,0.1,20000,1,1824147949,1144,mastery_flag_formation,mastery,"(16, 3)","mastery:(16, 3)",1144,0,0,,1144,,,
v1_1,0.1,20000,1,1824147949,1382,mastery_flag_formation,mastery,"(15, 16)","mastery:(15, 16)",1382,0,0,,1382,,,
v1_1,0.1,20000,1,1824147949,1589,threat_flag_formation,threat,"(14, 14)","threat:(14, 14)",1589,0,0,,1589,,,
v1_1,0.1,20000,1,1824147949,1590,threat_flag_formation,threat,"(14, 13)","threat:(14, 13)",1590,0,0,,1590,,,
v1_1,0.1,20000,1,1824147949,2987,mastery_flag_formation,mastery,"(11, 5)","mastery:(11, 5)",2987,0,0,,2987,,,
v1_1,0.1,20000,1,1824147949,2987,threat_flag_transformation,threat,"(14, 13)","threat:(14, 13)",1590,0,1,,2987,2987,"knowledge_banking:(14, 13)",
v1_1,0.1,20000,1,1824147949,5468,mastery_flag_formation,mastery,"(9, 10)","mastery:(9, 10)",5468,0,0,,5468,,,
v1_1,0.1,20000,1,1824147949,5468,threat_flag_transformation,threat,"(14, 14)","threat:(14, 14)",1589,1,1,1590,5468,5468,"knowledge_banking:(14, 14)",
v1_1,0.1,20000,1,1824147949,8941,knowledge_banking_flag_formation,knowledge_banking,"(14, 14)","knowledge_banking:(14, 14)",8941,0,0,,8941,,,"threat:(14, 14)"
v1_1,0.1,20000,1,1824147949,8980,knowledge_banking_flag_formation,knowledge_banking,"(14, 13)","knowledge_banking:(14, 13)",8980,0,0,,8980,,,"threat:(14, 13)"
v1_1,0.1,20000,1,1824147949,19999,run_end,mastery,"(4, 15)","mastery:(4, 15)",346,51,0,19958,19958,,,
v1_1,0.1,20000,1,1824147949,19999,run_end,mastery,"(16, 3)","mastery:(16, 3)",1144,15,0,3374,3374,,,
v1_1,0.1,20000,1,1824147949,19999,run_end,mastery,"(15, 16)","mastery:(15, 16)",1382,2340,0,19226,19226,,,
v1_1,0.1,20000,1,1824147949,19999,run_end,threat,"(14, 14)","threat:(14, 14)",1589,1,1,1590,5468,5468,"knowledge_banking:(14, 14)",
v1_1,0.1,20000,1,1824147949,19999,run_end,threat,"(14, 13)","threat:(14, 13)",1590,0,1,,2987,2987,"knowledge_banking:(14, 13)",
v1_1,0.1,20000,1,1824147949,19999,run_end,mastery,"(11, 5)","mastery:(11, 5)",2987,67,0,9363,9363,,,
v1_1,0.1,20000,1,1824147949,19999,run_end,mastery,"(9, 10)","mastery:(9, 10)",5468,339,0,18552,18552,,,
v1_1,0.1,20000,1,1824147949,19999,run_end,knowledge_banking,"(14, 14)","knowledge_banking:(14, 14)",8941,124,0,17593,17593,,,"threat:(14, 14)"
v1_1,0.1,20000,1,1824147949,19999,run_end,knowledge_banking,"(14, 13)","knowledge_banking:(14, 13)",8980,136,0,18634,18634,,,"threat:(14, 13)"
v1_1,0.1,20000,2,1443541318,398,mastery_flag_formation,mastery,"(4, 15)","mastery:(4, 15)",398,0,0,,398,,,
v1_1,0.1,20000,2,1443541318,2706,mastery_flag_formation,mastery,"(9, 10)","mastery:(9, 10)",2706,0,0,,2706,,,
v1_1,0.1,20000,2,1443541318,3164,knowledge_banking_flag_formation,knowledge_banking,"(14, 13)","knowledge_banking:(14, 13)",3164,0,0,,3164,,,
v1_1,0.1,20000,2,1443541318,3165,knowledge_banking_flag_formation,knowledge_banking,"(14, 14)","knowledge_banking:(14, 14)",3165,0,0,,3165,,,
v1_1,0.1,20000,2,1443541318,3260,mastery_flag_formation,mastery,"(16, 3)","mastery:(16, 3)",3260,0,0,,3260,,,
v1_1,0.1,20000,2,1443541318,3857,mastery_flag_formation,mastery,"(11, 5)","mastery:(11, 5)",3857,0,0,,3857,,,
v1_1,0.1,20000,2,1443541318,4287,mastery_flag_formation,mastery,"(3, 3)","mastery:(3, 3)",4287,0,0,,4287,,,
v1_1,0.1,20000,2,1443541318,4918,mastery_flag_formation,mastery,"(15, 16)","mastery:(15, 16)",4918,0,0,,4918,,,
v1_1,0.1,20000,2,1443541318,6448,knowledge_banking_flag_formation,knowledge_banking,"(5, 8)","knowledge_banking:(5, 8)",6448,0,0,,6448,,,
v1_1,0.1,20000,2,1443541318,6449,knowledge_banking_flag_formation,knowledge_banking,"(5, 9)","knowledge_banking:(5, 9)",6449,0,0,,6449,,,
v1_1,0.1,20000,2,1443541318,6459,knowledge_banking_flag_formation,knowledge_banking,"(6, 8)","knowledge_banking:(6, 8)",6459,0,0,,6459,,,
v1_1,0.1,20000,2,1443541318,6459,end_state_activation_formation,end_state_activation,,end_state_activation,6459,0,0,,6459,,,
v1_1,0.1,20000,2,1443541318,12161,end_state_banking_flag_formation,end_state_banking,"(8, 16)","end_state_banking:(8, 16)",12161,0,0,,12161,,,
v1_1,0.1,20000,2,1443541318,19999,run_end,mastery,"(4, 15)","mastery:(4, 15)",398,263,0,2694,2694,,,
v1_1,0.1,20000,2,1443541318,19999,run_end,mastery,"(9, 10)","mastery:(9, 10)",2706,295,0,7592,7592,,,
v1_1,0.1,20000,2,1443541318,19999,run_end,knowledge_banking,"(14, 13)","knowledge_banking:(14, 13)",3164,197,0,19472,19472,,,
v1_1,0.1,20000,2,1443541318,19999,run_end,knowledge_banking,"(14, 14)","knowledge_banking:(14, 14)",3165,190,0,19473,19473,,,
v1_1,0.1,20000,2,1443541318,19999,run_end,mastery,"(16, 3)","mastery:(16, 3)",3260,55,0,9900,9900,,,
v1_1,0.1,20000,2,1443541318,19999,run_end,mastery,"(11, 5)","mastery:(11, 5)",3857,189,0,15297,15297,,,
v1_1,0.1,20000,2,1443541318,19999,run_end,mastery,"(3, 3)","mastery:(3, 3)",4287,128,0,19061,19061,,,
v1_1,0.1,20000,2,1443541318,19999,run_end,mastery,"(15, 16)","mastery:(15, 16)",4918,478,0,19744,19744,,,
v1_1,0.1,20000,2,1443541318,19999,run_end,knowledge_banking,"(5, 8)","knowledge_banking:(5, 8)",6448,27,0,19068,19068,,,
v1_1,0.1,20000,2,1443541318,19999,run_end,knowledge_banking,"(5, 9)","knowledge_banking:(5, 9)",6449,23,0,15139,15139,,,
v1_1,0.1,20000,2,1443541318,19999,run_end,knowledge_banking,"(6, 8)","knowledge_banking:(6, 8)",6459,97,0,19147,19147,,,
v1_1,0.1,20000,2,1443541318,19999,run_end,end_state_activation,,end_state_activation,6459,13540,0,19999,19999,,,
v1_1,0.1,20000,2,1443541318,19999,run_end,end_state_banking,"(8, 16)","end_state_banking:(8, 16)",12161,0,0,,12161,,,
v1_1,0.1,20000,3,963595800,388,mastery_flag_formation,mastery,"(4, 15)","mastery:(4, 15)",388,0,0,,388,,,
v1_1,0.1,20000,3,963595800,782,mastery_flag_formation,mastery,"(9, 10)","mastery:(9, 10)",782,0,0,,782,,,
v1_1,0.1,20000,3,963595800,876,mastery_flag_formation,mastery,"(16, 3)","mastery:(16, 3)",876,0,0,,876,,,
v1_1,0.1,20000,3,963595800,1204,knowledge_banking_flag_formation,knowledge_banking,"(14, 13)","knowledge_banking:(14, 13)",1204,0,0,,1204,,,
v1_1,0.1,20000,3,963595800,1205,threat_flag_formation,threat,"(14, 14)","threat:(14, 14)",1205,0,0,,1205,,,
v1_1,0.1,20000,3,963595800,1821,knowledge_banking_flag_formation,knowledge_banking,"(6, 8)","knowledge_banking:(6, 8)",1821,0,0,,1821,,,
v1_1,0.1,20000,3,963595800,1822,knowledge_banking_flag_formation,knowledge_banking,"(5, 8)","knowledge_banking:(5, 8)",1822,0,0,,1822,,,
v1_1,0.1,20000,3,963595800,1877,threat_flag_formation,threat,"(5, 9)","threat:(5, 9)",1877,0,0,,1877,,,
v1_1,0.1,20000,3,963595800,2193,mastery_flag_formation,mastery,"(3, 3)","mastery:(3, 3)",2193,0,0,,2193,,,
v1_1,0.1,20000,3,963595800,2193,threat_flag_transformation,threat,"(14, 14)","threat:(14, 14)",1205,1,1,1877,2193,2193,"knowledge_banking:(14, 14)",
v1_1,0.1,20000,3,963595800,2815,knowledge_banking_flag_formation,knowledge_banking,"(14, 14)","knowledge_banking:(14, 14)",2815,0,0,,2815,,,"threat:(14, 14)"
v1_1,0.1,20000,3,963595800,2832,mastery_flag_formation,mastery,"(15, 16)","mastery:(15, 16)",2832,0,0,,2832,,,
v1_1,0.1,20000,3,963595800,2832,threat_flag_transformation,threat,"(5, 9)","threat:(5, 9)",1877,0,1,,2832,2832,"knowledge_banking:(5, 9)",
v1_1,0.1,20000,3,963595800,5355,knowledge_banking_flag_formation,knowledge_banking,"(5, 9)","knowledge_banking:(5, 9)",5355,0,0,,5355,,,"threat:(5, 9)"
v1_1,0.1,20000,3,963595800,6683,mastery_flag_formation,mastery,"(11, 5)","mastery:(11, 5)",6683,0,0,,6683,,,
v1_1,0.1,20000,3,963595800,6683,end_state_activation_formation,end_state_activation,,end_state_activation,6683,0,0,,6683,,,
v1_1,0.1,20000,3,963595800,7882,end_state_banking_flag_formation,end_state_banking,"(18, 5)","end_state_banking:(18, 5)",7882,0,0,,7882,,,
v1_1,0.1,20000,3,963595800,19999,run_end,mastery,"(4, 15)","mastery:(4, 15)",388,218,0,18298,18298,,,
v1_1,0.1,20000,3,963595800,19999,run_end,mastery,"(9, 10)","mastery:(9, 10)",782,170,0,19790,19790,,,
v1_1,0.1,20000,3,963595800,19999,run_end,mastery,"(16, 3)","mastery:(16, 3)",876,281,0,17218,17218,,,
v1_1,0.1,20000,3,963595800,19999,run_end,knowledge_banking,"(14, 13)","knowledge_banking:(14, 13)",1204,14,0,15198,15198,,,
v1_1,0.1,20000,3,963595800,19999,run_end,threat,"(14, 14)","threat:(14, 14)",1205,1,1,1877,2193,2193,"knowledge_banking:(14, 14)",
v1_1,0.1,20000,3,963595800,19999,run_end,knowledge_banking,"(6, 8)","knowledge_banking:(6, 8)",1821,85,0,19795,19795,,,
v1_1,0.1,20000,3,963595800,19999,run_end,knowledge_banking,"(5, 8)","knowledge_banking:(5, 8)",1822,81,0,19796,19796,,,
v1_1,0.1,20000,3,963595800,19999,run_end,threat,"(5, 9)","threat:(5, 9)",1877,0,1,,2832,2832,"knowledge_banking:(5, 9)",
v1_1,0.1,20000,3,963595800,19999,run_end,mastery,"(3, 3)","mastery:(3, 3)",2193,395,0,19565,19565,,,
v1_1,0.1,20000,3,963595800,19999,run_end,knowledge_banking,"(14, 14)","knowledge_banking:(14, 14)",2815,249,0,16861,16861,,,"threat:(14, 14)"
v1_1,0.1,20000,3,963595800,19999,run_end,mastery,"(15, 16)","mastery:(15, 16)",2832,343,0,16820,16820,,,
v1_1,0.1,20000,3,963595800,19999,run_end,knowledge_banking,"(5, 9)","knowledge_banking:(5, 9)",5355,82,0,19797,19797,,,"threat:(5, 9)"
v1_1,0.1,20000,3,963595800,19999,run_end,mastery,"(11, 5)","mastery:(11, 5)",6683,77,0,18671,18671,,,
v1_1,0.1,20000,3,963595800,19999,run_end,end_state_activation,,end_state_activation,6683,13316,0,19999,19999,,,
v1_1,0.1,20000,3,963595800,19999,run_end,end_state_banking,"(18, 5)","end_state_banking:(18, 5)",7882,8,0,12904,12904,,,
v1_1,0.1,20000,4,582989169,338,mastery_flag_formation,mastery,"(4, 15)","mastery:(4, 15)",338,0,0,,338,,,
v1_1,0.1,20000,4,582989169,815,mastery_flag_formation,mastery,"(3, 3)","mastery:(3, 3)",815,0,0,,815,,,
v1_1,0.1,20000,4,582989169,1020,mastery_flag_formation,mastery,"(9, 10)","mastery:(9, 10)",1020,0,0,,1020,,,
v1_1,0.1,20000,4,582989169,1101,knowledge_banking_flag_formation,knowledge_banking,"(6, 8)","knowledge_banking:(6, 8)",1101,0,0,,1101,,,
v1_1,0.1,20000,4,582989169,1104,knowledge_banking_flag_formation,knowledge_banking,"(5, 8)","knowledge_banking:(5, 8)",1104,0,0,,1104,,,
v1_1,0.1,20000,4,582989169,3551,mastery_flag_formation,mastery,"(11, 5)","mastery:(11, 5)",3551,0,0,,3551,,,
v1_1,0.1,20000,4,582989169,6427,threat_flag_formation,threat,"(5, 9)","threat:(5, 9)",6427,0,0,,6427,,,
v1_1,0.1,20000,4,582989169,9833,knowledge_banking_flag_formation,knowledge_banking,"(14, 14)","knowledge_banking:(14, 14)",9833,0,0,,9833,,,
v1_1,0.1,20000,4,582989169,9834,knowledge_banking_flag_formation,knowledge_banking,"(14, 13)","knowledge_banking:(14, 13)",9834,0,0,,9834,,,
v1_1,0.1,20000,4,582989169,9856,mastery_flag_formation,mastery,"(15, 16)","mastery:(15, 16)",9856,0,0,,9856,,,
v1_1,0.1,20000,4,582989169,9856,threat_flag_transformation,threat,"(5, 9)","threat:(5, 9)",6427,0,1,,9856,9856,"knowledge_banking:(5, 9)",
v1_1,0.1,20000,4,582989169,10811,knowledge_banking_flag_formation,knowledge_banking,"(5, 9)","knowledge_banking:(5, 9)",10811,0,0,,10811,,,"threat:(5, 9)"
v1_1,0.1,20000,4,582989169,19999,run_end,mastery,"(4, 15)","mastery:(4, 15)",338,131,0,18190,18190,,,
v1_1,0.1,20000,4,582989169,19999,run_end,mastery,"(3, 3)","mastery:(3, 3)",815,482,0,7995,7995,,,
v1_1,0.1,20000,4,582989169,19999,run_end,mastery,"(9, 10)","mastery:(9, 10)",1020,142,0,19758,19758,,,
v1_1,0.1,20000,4,582989169,19999,run_end,knowledge_banking,"(6, 8)","knowledge_banking:(6, 8)",1101,265,0,19983,19983,,,
v1_1,0.1,20000,4,582989169,19999,run_end,knowledge_banking,"(5, 8)","knowledge_banking:(5, 8)",1104,286,0,19984,19984,,,
v1_1,0.1,20000,4,582989169,19999,run_end,mastery,"(11, 5)","mastery:(11, 5)",3551,147,0,8353,8353,,,
v1_1,0.1,20000,4,582989169,19999,run_end,threat,"(5, 9)","threat:(5, 9)",6427,0,1,,9856,9856,"knowledge_banking:(5, 9)",
v1_1,0.1,20000,4,582989169,19999,run_end,knowledge_banking,"(14, 14)","knowledge_banking:(14, 14)",9833,23,0,10501,10501,,,
v1_1,0.1,20000,4,582989169,19999,run_end,knowledge_banking,"(14, 13)","knowledge_banking:(14, 13)",9834,22,0,10502,10502,,,
v1_1,0.1,20000,4,582989169,19999,run_end,mastery,"(15, 16)","mastery:(15, 16)",9856,56,0,9980,9980,,,
v1_1,0.1,20000,4,582989169,19999,run_end,knowledge_banking,"(5, 9)","knowledge_banking:(5, 9)",10811,140,0,19991,19991,,,"threat:(5, 9)"
v1_1,0.1,20000,5,103043651,600,mastery_flag_formation,mastery,"(4, 15)","mastery:(4, 15)",600,0,0,,600,,,
v1_1,0.1,20000,5,103043651,4466,knowledge_banking_flag_formation,knowledge_banking,"(5, 8)","knowledge_banking:(5, 8)",4466,0,0,,4466,,,
v1_1,0.1,20000,5,103043651,4467,threat_flag_formation,threat,"(6, 8)","threat:(6, 8)",4467,0,0,,4467,,,
v1_1,0.1,20000,5,103043651,4761,threat_flag_formation,threat,"(5, 9)","threat:(5, 9)",4761,0,0,,4761,,,
v1_1,0.1,20000,5,103043651,7814,threat_flag_formation,threat,"(14, 13)","threat:(14, 13)",7814,0,0,,7814,,,
v1_1,0.1,20000,5,103043651,7815,threat_flag_formation,threat,"(14, 14)","threat:(14, 14)",7815,0,0,,7815,,,
v1_1,0.1,20000,5,103043651,10069,mastery_flag_formation,mastery,"(11, 5)","mastery:(11, 5)",10069,0,0,,10069,,,
v1_1,0.1,20000,5,103043651,10069,threat_flag_transformation,threat,"(14, 14)","threat:(14, 14)",7815,0,1,,10069,10069,"knowledge_banking:(14, 14)",
v1_1,0.1,20000,5,103043651,10126,mastery_flag_formation,mastery,"(9, 10)","mastery:(9, 10)",10126,0,0,,10126,,,
v1_1,0.1,20000,5,103043651,10126,threat_flag_transformation,threat,"(14, 13)","threat:(14, 13)",7814,1,1,7815,10126,10126,"knowledge_banking:(14, 13)",
v1_1,0.1,20000,5,103043651,10399,knowledge_banking_flag_formation,knowledge_banking,"(14, 14)","knowledge_banking:(14, 14)",10399,0,0,,10399,,,"threat:(14, 14)"
v1_1,0.1,20000,5,103043651,10400,knowledge_banking_flag_formation,knowledge_banking,"(14, 13)","knowledge_banking:(14, 13)",10400,0,0,,10400,,,"threat:(14, 13)"
v1_1,0.1,20000,5,103043651,10552,mastery_flag_formation,mastery,"(15, 16)","mastery:(15, 16)",10552,0,0,,10552,,,
v1_1,0.1,20000,5,103043651,10552,threat_flag_transformation,threat,"(5, 9)","threat:(5, 9)",4761,2,1,7815,10552,10552,"knowledge_banking:(5, 9)",
v1_1,0.1,20000,5,103043651,11430,mastery_flag_formation,mastery,"(16, 3)","mastery:(16, 3)",11430,0,0,,11430,,,
v1_1,0.1,20000,5,103043651,11430,threat_flag_transformation,threat,"(6, 8)","threat:(6, 8)",4467,3,1,7815,11430,11430,"knowledge_banking:(6, 8)",
v1_1,0.1,20000,5,103043651,19999,run_end,mastery,"(4, 15)","mastery:(4, 15)",600,44,0,9712,9712,,,
v1_1,0.1,20000,5,103043651,19999,run_end,knowledge_banking,"(5, 8)","knowledge_banking:(5, 8)",4466,198,0,9964,9964,,,
v1_1,0.1,20000,5,103043651,19999,run_end,threat,"(6, 8)","threat:(6, 8)",4467,3,1,7815,11430,11430,"knowledge_banking:(6, 8)",
v1_1,0.1,20000,5,103043651,19999,run_end,threat,"(5, 9)","threat:(5, 9)",4761,2,1,7815,10552,10552,"knowledge_banking:(5, 9)",
v1_1,0.1,20000,5,103043651,19999,run_end,threat,"(14, 13)","threat:(14, 13)",7814,1,1,7815,10126,10126,"knowledge_banking:(14, 13)",
v1_1,0.1,20000,5,103043651,19999,run_end,threat,"(14, 14)","threat:(14, 14)",7815,0,1,,10069,10069,"knowledge_banking:(14, 14)",
v1_1,0.1,20000,5,103043651,19999,run_end,mastery,"(11, 5)","mastery:(11, 5)",10069,13,0,11997,11997,,,
v1_1,0.1,20000,5,103043651,19999,run_end,mastery,"(9, 10)","mastery:(9, 10)",10126,24,0,10174,10174,,,
v1_1,0.1,20000,5,103043651,19999,run_end,knowledge_banking,"(14, 14)","knowledge_banking:(14, 14)",10399,42,0,11129,11129,,,"threat:(14, 14)"
v1_1,0.1,20000,5,103043651,19999,run_end,knowledge_banking,"(14, 13)","knowledge_banking:(14, 13)",10400,43,0,11130,11130,,,"threat:(14, 13)"
v1_1,0.1,20000,5,103043651,19999,run_end,mastery,"(15, 16)","mastery:(15, 16)",10552,113,0,11212,11212,,,
v1_1,0.1,20000,5,103043651,19999,run_end,mastery,"(16, 3)","mastery:(16, 3)",11430,15,0,19974,19974,,,
v1_1,0.1,20000,6,1869920668,649,threat_flag_formation,threat,"(6, 8)","threat:(6, 8)",649,0,0,,649,,,
v1_1,0.1,20000,6,1869920668,656,mastery_flag_formation,mastery,"(9, 10)","mastery:(9, 10)",656,0,0,,656,,,
v1_1,0.1,20000,6,1869920668,796,knowledge_banking_flag_formation,knowledge_banking,"(14, 13)","knowledge_banking:(14, 13)",796,0,0,,796,,,
v1_1,0.1,20000,6,1869920668,840,mastery_flag_formation,mastery,"(15, 16)","mastery:(15, 16)",840,0,0,,840,,,
v1_1,0.1,20000,6,1869920668,945,knowledge_banking_flag_formation,knowledge_banking,"(14, 14)","knowledge_banking:(14, 14)",945,0,0,,945,,,
v1_1,0.1,20000,6,1869920668,2140,mastery_flag_formation,mastery,"(4, 15)","mastery:(4, 15)",2140,0,0,,2140,,,
v1_1,0.1,20000,6,1869920668,19999,run_end,threat,"(6, 8)","threat:(6, 8)",649,1,0,12000,12000,,,
v1_1,0.1,20000,6,1869920668,19999,run_end,mastery,"(9, 10)","mastery:(9, 10)",656,25,0,712,712,,,
v1_1,0.1,20000,6,1869920668,19999,run_end,knowledge_banking,"(14, 13)","knowledge_banking:(14, 13)",796,658,0,19736,19736,,,
v1_1,0.1,20000,6,1869920668,19999,run_end,mastery,"(15, 16)","mastery:(15, 16)",840,47,0,18880,18880,,,
v1_1,0.1,20000,6,1869920668,19999,run_end,knowledge_banking,"(14, 14)","knowledge_banking:(14, 14)",945,273,0,19639,19639,,,
v1_1,0.1,20000,6,1869920668,19999,run_end,mastery,"(4, 15)","mastery:(4, 15)",2140,310,0,14850,14850,,,
v1_1,0.1,20000,7,1389975150,338,mastery_flag_formation,mastery,"(4, 15)","mastery:(4, 15)",338,0,0,,338,,,
v1_1,0.1,20000,7,1389975150,408,mastery_flag_formation,mastery,"(9, 10)","mastery:(9, 10)",408,0,0,,408,,,
v1_1,0.1,20000,7,1389975150,535,knowledge_banking_flag_formation,knowledge_banking,"(5, 9)","knowledge_banking:(5, 9)",535,0,0,,535,,,
v1_1,0.1,20000,7,1389975150,536,knowledge_banking_flag_formation,knowledge_banking,"(5, 8)","knowledge_banking:(5, 8)",536,0,0,,536,,,
v1_1,0.1,20000,7,1389975150,699,threat_flag_formation,threat,"(14, 14)","threat:(14, 14)",699,0,0,,699,,,
v1_1,0.1,20000,7,1389975150,704,mastery_flag_formation,mastery,"(15, 16)","mastery:(15, 16)",704,0,0,,704,,,
v1_1,0.1,20000,7,1389975150,704,threat_flag_transformation,threat,"(14, 14)","threat:(14, 14)",699,0,1,,704,704,"knowledge_banking:(14, 14)",
v1_1,0.1,20000,7,1389975150,1348,threat_flag_formation,threat,"(14, 13)","threat:(14, 13)",1348,0,0,,1348,,,
v1_1,0.1,20000,7,1389975150,1351,knowledge_banking_flag_formation,knowledge_banking,"(14, 14)","knowledge_banking:(14, 14)",1351,0,0,,1351,,,"threat:(14, 14)"
v1_1,0.1,20000,7,1389975150,2323,mastery_flag_formation,mastery,"(11, 5)","mastery:(11, 5)",2323,0,0,,2323,,,
v1_1,0.1,20000,7,1389975150,2323,threat_flag_transformation,threat,"(14, 13)","threat:(14, 13)",1348,0,1,,2323,2323,"knowledge_banking:(14, 13)",
v1_1,0.1,20000,7,1389975150,2823,mastery_flag_formation,mastery,"(3, 3)","mastery:(3, 3)",2823,0,0,,2823,,,
v1_1,0.1,20000,7,1389975150,3223,knowledge_banking_flag_formation,knowledge_banking,"(6, 8)","knowledge_banking:(6, 8)",3223,0,0,,3223,,,
v1_1,0.1,20000,7,1389975150,6870,knowledge_banking_flag_formation,knowledge_banking,"(14, 13)","knowledge_banking:(14, 13)",6870,0,0,,6870,,,"threat:(14, 13)"
v1_1,0.1,20000,7,1389975150,11842,mastery_flag_formation,mastery,"(16, 3)","mastery:(16, 3)",11842,0,0,,11842,,,
v1_1,0.1,20000,7,1389975150,11842,end_state_activation_formation,end_state_activation,,end_state_activation,11842,0,0,,11842,,,
v1_1,0.1,20000,7,1389975150,18007,end_state_banking_flag_formation,end_state_banking,"(17, 15)","end_state_banking:(17, 15)",18007,0,0,,18007,,,
v1_1,0.1,20000,7,1389975150,19999,run_end,mastery,"(4, 15)","mastery:(4, 15)",338,1,0,340,340,,,
v1_1,0.1,20000,7,1389975150,19999,run_end,mastery,"(9, 10)","mastery:(9, 10)",408,472,0,19998,19998,,,
v1_1,0.1,20000,7,1389975150,19999,run_end,knowledge_banking,"(5, 9)","knowledge_banking:(5, 9)",535,33,0,19379,19379,,,
v1_1,0.1,20000,7,1389975150,19999,run_end,knowledge_banking,"(5, 8)","knowledge_banking:(5, 8)",536,57,0,19442,19442,,,
v1_1,0.1,20000,7,1389975150,19999,run_end,threat,"(14, 14)","threat:(14, 14)",699,1,1,1348,1348,704,"knowledge_banking:(14, 14)",
v1_1,0.1,20000,7,1389975150,19999,run_end,mastery,"(15, 16)","mastery:(15, 16)",704,782,0,18004,18004,,,
v1_1,0.1,20000,7,1389975150,19999,run_end,threat,"(14, 13)","threat:(14, 13)",1348,0,1,,2323,2323,"knowledge_banking:(14, 13)",
