arch,run_idx,seed,hazard_cost,num_steps,phase_1_end_step,phase_2_end_step,time_to_first_flag,time_to_second_flag,time_to_final_flag,total_cost_incurred,time_to_first_mastery,time_to_final_mastery,mastery_order_sequence,activation_step,end_state_found_step,end_state_banked,time_to_first_transition,time_to_final_transition,transition_order_sequence,knowledge_banked_sequence,yellow_pre_transition_entries,green_pre_transition_entries,unaffiliated_pre_transition_entries,yellow_resolution_window,green_resolution_window,total_prediction_error_events,prediction_error_complete,goal_type,goal_target_id,goal_step_budget,goal_resolved,goal_resolution_step,goal_budget_remaining,goal_expired,goal_last_progress_step,goal_resolution_window,goal_progress_event_count,suppressed_approach_count,goal_relevant_suppressed_count,suppressed_approach_objects,cf_records_raw,cf_records_emitted,cf_exclusion_rate,end_state_draw_active,end_state_banked_step,steps_draw_to_bank,revised_expectation_count,causal_chain_count,mean_chain_depth,complete_chain_count,q5_statement_count,env2_ran
v1_12,1,16689821,1.0,500000,515,300000,,,,1.0,518,15636,"['att_free_1', 'att_yellow', 'att_free_3', 'att_green', 'att_free_0']",,,False,518,4341,"['haz_unaff_0', 'haz_unaff_2', 'haz_yellow', 'haz_unaff_1', 'haz_green']","['haz_unaff_2', 'haz_yellow', 'haz_unaff_0', 'haz_unaff_1']",1,0,0,29,,1,True,locate_family,YELLOW,250000,True,15646,234354,False,,,1,1339,427,"dist_yellow,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",1647,1339,0.187,False,,,1,1,6.0,1,1,False
v1_12,2,1783566838,1.0,500000,515,300000,,,,1.0,518,570,"['att_free_1', 'att_free_3', 'att_free_2', 'att_yellow']",,,False,518,570,"['haz_unaff_2', 'haz_unaff_0', 'haz_unaff_1', 'haz_yellow']","['haz_unaff_2', 'haz_yellow', 'haz_unaff_0', 'haz_unaff_1']",1,0,0,77,,1,True,bank_hazard_within_budget,haz_green,250000,False,,,True,,,0,1039,223,"haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",1244,1039,0.1648,False,,,1,1,6.0,1,1,False
v1_12,3,1303621320,1.0,500000,515,300000,,,,1.0,518,21948,"['att_free_1', 'att_free_2', 'att_green']",,,False,518,21948,"['haz_unaff_2', 'haz_unaff_0', 'haz_green', 'haz_unaff_1']","['haz_unaff_2', 'haz_unaff_0', 'haz_unaff_1', 'haz_green']",1,0,0,,,1,True,locate_family,GREEN,250000,True,24885,225115,False,,,1,1291,478,"dist_green,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",1602,1291,0.1941,False,,,0,0,0.0,0,0,False
v1_12,4,923014689,1.0,500000,515,300000,,,,1.0,518,153995,"['att_free_1', 'att_yellow', 'att_free_0', 'att_free_2', 'att_green']",,,False,518,153995,"['haz_unaff_0', 'haz_unaff_2', 'haz_yellow', 'haz_unaff_1', 'haz_green']","['haz_unaff_2', 'haz_unaff_0', 'haz_yellow', 'haz_green']",1,0,0,29,,1,True,locate_family,YELLOW,250000,False,,,True,522,249478,1,1467,547,"dist_yellow,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",3855,1467,0.6195,False,,,1,1,6.0,1,1,False
v1_12,5,542408058,1.0,500000,515,300000,,,,1.0,1075,19599,"['att_yellow', 'att_free_2', 'att_free_3', 'att_free_0']",,,False,1075,5551,"['haz_unaff_1', 'haz_yellow', 'haz_unaff_2', 'haz_unaff_0']","['haz_unaff_2', 'haz_yellow', 'haz_unaff_0', 'haz_unaff_1']",1,0,0,582,,1,True,bank_hazard_within_budget,haz_green,250000,False,,,True,,,0,1041,223,"haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",1295,1041,0.1961,False,,,1,1,6.0,1,1,False
v1_12,6,62462540,1.0,500000,515,300000,,,,1.0,519,21577,"['att_free_1', 'att_yellow', 'att_free_0', 'att_free_2']",,,False,519,536,"['haz_unaff_1', 'haz_unaff_0', 'haz_yellow', 'haz_unaff_2']","['haz_yellow', 'haz_unaff_0', 'haz_unaff_1', 'haz_unaff_2']",1,0,0,30,,1,True,locate_family,GREEN,250000,False,,,True,,,0,1168,400,"dist_green,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",1391,1168,0.1603,False,,,1,1,6.0,1,1,False
v1_12,7,1829339557,1.0,500000,,,,,,2.0,518,21819,"['att_free_1', 'att_yellow', 'att_free_2', 'att_green', 'att_free_0', 'att_free_3']",143,144,True,518,15428,"['haz_unaff_0', 'haz_unaff_2', 'haz_yellow', 'haz_unaff_1', 'haz_green']","['haz_unaff_2', 'haz_yellow', 'haz_unaff_0', 'haz_unaff_1', 'haz_green']",1,0,0,30,,1,True,locate_family,YELLOW,250000,False,,,True,523,249477,1,1540,547,"dist_yellow,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",2527,1540,0.3906,True,310157,310014,1,1,6.0,1,1,True
v1_12,8,1349394039,1.0,500000,,,,,,1.0,518,7997,"['att_free_1', 'att_free_3', 'att_green', 'att_yellow', 'att_free_0', 'att_free_2']",52,53,True,518,22983,"['haz_unaff_2', 'haz_unaff_0', 'haz_green', 'haz_unaff_1', 'haz_yellow']","['haz_unaff_2', 'haz_yellow', 'haz_unaff_1', 'haz_unaff_0', 'haz_green']",1,0,0,22490,,1,True,bank_hazard_within_budget,haz_green,250000,True,555,249445,False,,,0,1615,320,"haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",3375,1615,0.5215,True,23235,23183,1,1,6.0,1,1,True
v1_12,9,968787408,1.0,500000,,,,,,1.0,518,8894,"['att_free_1', 'att_yellow', 'att_free_0', 'att_green', 'att_free_2', 'att_free_3']",20,21,True,518,570,"['haz_unaff_0', 'haz_unaff_2', 'haz_yellow', 'haz_unaff_1', 'haz_green']","['haz_yellow', 'haz_unaff_0', 'haz_unaff_1', 'haz_unaff_2', 'haz_green']",1,0,0,30,,1,True,locate_family,GREEN,250000,True,21501,228499,False,,,1,1440,461,"dist_green,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",2043,1440,0.2952,True,21506,21486,1,1,6.0,1,1,True
v1_12,0,271697600,2.0,500000,,,,,,2.0,518,16618,"['att_free_1', 'att_yellow', 'att_green', 'att_free_2', 'att_free_3']",12,5798,True,518,1618,"['haz_unaff_0', 'haz_unaff_1', 'haz_yellow', 'haz_green', 'haz_unaff_2']","['haz_yellow', 'haz_unaff_0', 'haz_unaff_1', 'haz_unaff_2', 'haz_green']",1,0,0,31,,1,True,locate_family,GREEN,250000,True,16621,233379,False,,,1,1184,239,"dist_green,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",1709,1184,0.3072,True,16839,16827,1,1,6.0,1,1,True
v1_12,1,1939235730,2.0,500000,,,,,,2.0,518,5,"['att_free_1', 'att_yellow', 'att_green', 'att_free_2', 'att_free_3', 'att_free_0']",3,4736,True,518,1953,"['haz_unaff_1', 'haz_unaff_0', 'haz_yellow', 'haz_green', 'haz_unaff_2']","['haz_yellow', 'haz_unaff_1', 'haz_unaff_0', 'haz_unaff_2', 'haz_green']",1,0,0,29,,1,True,locate_family,YELLOW,250000,True,536,249464,False,,,1,1837,552,"dist_yellow,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",3023,1837,0.3923,True,15899,15896,1,1,6.0,1,1,True
v1_12,2,1558629099,2.0,500000,,,73149,,73149,8.0,520,242,"['att_free_1', 'att_yellow', 'att_free_0', 'att_free_3', 'att_green', 'att_free_2']",230,8538,True,520,8327,"['haz_unaff_0', 'haz_unaff_2', 'haz_yellow', 'haz_unaff_1', 'haz_green']","['haz_yellow', 'haz_unaff_0', 'haz_unaff_1', 'haz_unaff_2', 'haz_green']",1,0,0,32,,1,True,bank_hazard_within_budget,haz_green,250000,True,8327,241673,False,,,0,1988,409,"haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",16297,1988,0.878,True,309892,309662,1,1,6.0,1,1,True
v1_12,3,1178022468,2.0,500000,515,300000,,,,2.0,519,99020,"['att_free_1', 'att_free_2']",,,False,519,99020,"['haz_unaff_2', 'haz_unaff_0']",['haz_unaff_2'],1,0,0,,,1,True,locate_family,GREEN,250000,False,,,True,,,0,1174,389,"dist_green,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",1403,1174,0.1632,False,,,0,0,0.0,0,0,False
v1_12,4,698076950,2.0,500000,515,300000,,,,2.0,518,7335,"['att_free_1', 'att_yellow', 'att_free_2', 'att_free_3']",,,False,518,7301,"['haz_unaff_1', 'haz_unaff_2', 'haz_yellow', 'haz_unaff_0']","['haz_yellow', 'haz_unaff_2', 'haz_unaff_0', 'haz_unaff_1']",1,0,0,29,,1,True,locate_family,YELLOW,250000,True,23781,226219,False,,,1,1612,503,"dist_yellow,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",2147,1612,0.2492,False,,,1,1,6.0,1,1,False
v1_12,5,317470319,2.0,500000,,,,,,4.0,518,73448,"['att_free_1', 'att_yellow', 'att_free_0', 'att_free_2', 'att_green']",45,5095,True,518,73448,"['haz_unaff_1', 'haz_unaff_2', 'haz_yellow', 'haz_unaff_0', 'haz_green']","['haz_yellow', 'haz_unaff_0', 'haz_unaff_1', 'haz_unaff_2', 'haz_green']",1,0,0,33,,1,True,bank_hazard_within_budget,haz_green,250000,True,73448,176552,False,,,0,2161,422,"haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",14491,2161,0.8509,True,283209,283164,1,1,6.0,1,1,True
v1_12,6,1985008449,2.0,500000,,,,,,2.0,1367,73,"['att_yellow', 'att_free_2', 'att_free_3', 'att_free_0', 'att_green', 'att_free_1']",66,67,True,1367,35225,"['haz_unaff_0', 'haz_yellow', 'haz_unaff_2', 'haz_unaff_1', 'haz_green']","['haz_unaff_2', 'haz_yellow', 'haz_unaff_1', 'haz_unaff_0', 'haz_green']",1,0,0,874,,1,True,locate_family,GREEN,250000,True,218585,31415,False,,,1,1652,395,"dist_green,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",4038,1652,0.5909,True,311939,311873,1,1,6.0,1,1,True
v1_12,7,1604401818,2.0,500000,,,,,,2.0,518,19,"['att_free_1', 'att_yellow', 'att_free_3', 'att_free_2', 'att_green', 'att_free_0']",17,10513,True,518,118148,"['haz_unaff_0', 'haz_unaff_2', 'haz_yellow', 'haz_unaff_1', 'haz_green']","['haz_unaff_0', 'haz_yellow', 'haz_unaff_2', 'haz_unaff_1', 'haz_green']",1,0,0,30,,1,True,locate_family,YELLOW,250000,True,532,249468,False,,,1,2105,703,"dist_yellow,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",11382,2105,0.8151,True,194269,194252,1,1,6.0,1,1,True
v1_12,8,1124456300,2.0,500000,515,300000,,,,2.0,1085,30798,"['att_yellow', 'att_free_2', 'att_free_0', 'att_free_3']",,,False,1085,22378,"['haz_unaff_1', 'haz_yellow', 'haz_unaff_0', 'haz_unaff_2']","['haz_yellow', 'haz_unaff_0', 'haz_unaff_1', 'haz_unaff_2']",1,0,0,592,,1,True,bank_hazard_within_budget,haz_green,250000,False,,,True,,,0,1024,228,"haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",1245,1024,0.1775,False,,,1,1,6.0,1,1,False
v1_12,9,743849669,2.0,500000,515,300000,,,,2.0,518,297383,"['att_free_1', 'att_free_2', 'att_green']",,,False,518,297383,"['haz_unaff_2', 'haz_unaff_0', 'haz_green', 'haz_unaff_1']","['haz_unaff_2', 'haz_unaff_0', 'haz_unaff_1', 'haz_green']",1,0,0,,,1,True,locate_family,GREEN,250000,False,,,True,,,0,1138,405,"dist_green,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",1381,1138,0.176,False,,,0,0,0.0,0,0,False
v1_12,0,565380326,10.0,500000,,,,,,10.0,520,122401,"['att_free_1', 'att_free_2', 'att_green', 'att_free_0', 'att_yellow']",16,,False,520,122401,"['haz_unaff_2', 'haz_unaff_0', 'haz_green', 'haz_unaff_1', 'haz_yellow']","['haz_unaff_2', 'haz_unaff_1', 'haz_unaff_0', 'haz_yellow', 'haz_green']",1,0,0,121908,,1,True,locate_family,GREEN,250000,True,141395,108605,False,,,1,1420,466,"dist_green,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",2052,1420,0.308,True,141401,141385,1,1,6.0,1,1,True
v1_12,1,184773695,10.0,500000,515,300000,,,,10.0,723,15051,"['att_free_2', 'att_yellow', 'att_free_3', 'att_free_0', 'att_green']",,,False,723,15051,"['haz_unaff_2', 'haz_unaff_0', 'haz_yellow', 'haz_unaff_1', 'haz_green']","['haz_unaff_2', 'haz_unaff_1', 'haz_unaff_0', 'haz_yellow']",1,0,0,375,,1,True,locate_family,YELLOW,250000,True,865,249135,False,,,0,1193,338,"dist_yellow,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",1455,1193,0.1801,False,,,1,1,6.0,1,1,False
v1_12,2,1852311825,10.0,500000,515,300000,,,,10.0,518,3335,"['att_free_1', 'att_yellow', 'att_free_0', 'att_free_3', 'att_green']",,,False,518,3335,"['haz_unaff_1', 'haz_unaff_2', 'haz_yellow', 'haz_unaff_0', 'haz_green']","['haz_yellow', 'haz_unaff_0', 'haz_unaff_1', 'haz_unaff_2']",1,0,0,30,,1,True,bank_hazard_within_budget,haz_green,250000,True,3335,246665,False,,,0,1066,236,"haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",1339,1066,0.2039,False,,,1,1,6.0,1,1,False
v1_12,3,1471705194,10.0,500000,515,300000,,,,10.0,1378,1884,"['att_yellow', 'att_free_3', 'att_free_0', 'att_free_2']",,,False,1378,1614,"['haz_unaff_2', 'haz_yellow', 'haz_unaff_0', 'haz_unaff_1']","['haz_unaff_2', 'haz_unaff_0', 'haz_yellow']",1,0,0,885,,1,True,locate_family,GREEN,250000,False,,,True,,,0,1369,466,"dist_green,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",1697,1369,0.1933,False,,,1,1,6.0,1,1,False
v1_12,4,1091098563,10.0,500000,,,,,,20.0,522,151603,"['att_free_1', 'att_yellow', 'att_free_0', 'att_green', 'att_free_2']",119,,False,522,151596,"['haz_unaff_0', 'haz_unaff_1', 'haz_yellow', 'haz_unaff_2', 'haz_green']","['haz_yellow', 'haz_unaff_0', 'haz_unaff_1', 'haz_unaff_2', 'haz_green']",1,1,0,34,13004,2,True,locate_family,YELLOW,250000,True,169186,80814,False,,,1,2129,655,"dist_yellow,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",9177,2129,0.768,True,171923,171804,2,2,6.0,2,2,True
v1_12,5,611153045,10.0,500000,515,300000,24877,,24877,40.0,59637,92084,"['att_free_1', 'att_yellow', 'att_free_0', 'att_free_2', 'att_green']",,,False,59637,92084,"['haz_unaff_0', 'haz_unaff_1', 'haz_yellow', 'haz_unaff_2', 'haz_green']","['haz_yellow', 'haz_unaff_0', 'haz_unaff_1', 'haz_unaff_2']",1,0,3,59148,,4,True,bank_hazard_within_budget,haz_green,250000,True,92084,157916,False,,,0,2299,427,"haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",15395,2299,0.8507,False,,,2,1,6.0,1,1,False
v1_12,6,230546414,10.0,500000,,,,,,10.0,518,685,"['att_free_1', 'att_yellow', 'att_free_0', 'att_green', 'att_free_2']",15,17,True,518,666,"['haz_unaff_0', 'haz_unaff_1', 'haz_yellow', 'haz_unaff_2', 'haz_green']","['haz_yellow', 'haz_unaff_1', 'haz_unaff_0', 'haz_green', 'haz_unaff_2']",1,0,0,30,,1,True,locate_family,GREEN,250000,True,19492,230508,False,,,1,1715,297,"dist_green,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",5856,1715,0.7071,True,19517,19502,1,1,6.0,1,1,True
v1_12,7,1898084544,10.0,500000,,,,,,10.0,518,94,"['att_free_1', 'att_free_3', 'att_free_0', 'att_yellow', 'att_green', 'att_free_2']",92,,False,518,6263,"['haz_unaff_2', 'haz_unaff_1', 'haz_unaff_0', 'haz_yellow', 'haz_green']","['haz_unaff_2', 'haz_unaff_1', 'haz_yellow', 'haz_unaff_0', 'haz_green']",1,0,0,229,,1,True,locate_family,YELLOW,250000,True,738,249262,False,,,1,2740,697,"dist_yellow,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",12977,2740,0.7889,True,59510,59418,1,1,6.0,1,1,True
v1_12,8,1517477913,10.0,500000,,,,,,10.0,1511,37,"['att_yellow', 'att_free_3', 'att_free_2', 'att_green', 'att_free_0', 'att_free_1']",29,30,True,1511,5732,"['haz_unaff_2', 'haz_yellow', 'haz_unaff_0', 'haz_unaff_1', 'haz_green']","['haz_unaff_2', 'haz_yellow', 'haz_unaff_0', 'haz_unaff_1', 'haz_green']",1,0,0,1018,,1,True,bank_hazard_within_budget,haz_green,250000,True,5732,244268,False,,,0,1611,325,"haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",7377,1611,0.7816,True,382099,382070,1,1,6.0,1,1,True
v1_12,9,1037532395,10.0,500000,515,300000,,,,20.0,1057,20619,"['att_yellow', 'att_free_2', 'att_free_3', 'att_free_0']",,,False,1057,18846,"['haz_unaff_1', 'haz_yellow', 'haz_unaff_0', 'haz_unaff_2']","['haz_unaff_2', 'haz_yellow', 'haz_unaff_0', 'haz_unaff_1']",1,0,1,564,,2,True,locate_family,GREEN,250000,False,,,True,,,0,1500,493,"dist_green,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",1933,1500,0.224,False,,,2,1,6.0,1,1,False
