arch,hazard_cost,num_steps,run_idx,seed,phase_1_end,phase_2_end,frame_attempts_p1,frame_attempts_p2,frame_attempts_p3,hazard_entries_p1,hazard_entries_p2,hazard_entries_p3,total_cost,mastered_pairs,top_attractor,top_attractor_pref,phase_3_clean,full_run_clean,hazards_flagged,time_to_first_flag,time_to_final_flag,cost_at_final_flag,actions_gated_p2,actions_gated_p3
v0_9,0.1,20000,0,519490241,331,12000,0,0,0,0,18,1,1.9000000000000006,53,"(15, 16)",944.4119832161916,True,False,,,,,,
v0_9,0.1,20000,1,138883610,331,12000,0,0,0,0,133,13,14.599999999999964,69,"(15, 16)",914.0564253853869,False,False,,,,,,
v0_9,0.1,20000,2,1905760627,331,12000,0,0,0,0,25,4,2.9000000000000012,89,"(11, 5)",570.1183386077528,False,False,,,,,,
v0_9,0.1,20000,3,1425815109,331,12000,0,0,0,0,544,0,54.4000000000005,79,"(4, 15)",420.49985390532686,True,False,,,,,,
v0_9,0.1,20000,4,1045208478,331,12000,0,0,0,0,166,2,16.79999999999997,77,"(4, 15)",501.97073139039475,True,False,,,,,,
v0_9,0.1,20000,5,565262960,331,12000,0,0,0,0,232,6,23.800000000000068,69,"(15, 16)",853.2152983757305,False,False,,,,,,
v0_9,0.1,20000,6,184656329,331,12000,0,0,0,0,31,0,3.1000000000000014,83,"(16, 3)",506.9530396865545,True,False,,,,,,
v0_9,0.1,20000,7,1852194459,331,12000,0,0,0,0,4,0,0.4,78,"(16, 3)",399.14749261729014,True,False,,,,,,
v0_9,0.1,20000,8,1471587828,331,12000,0,0,0,0,144,2,14.599999999999964,82,"(9, 10)",495.91820697844275,True,False,,,,,,
v0_9,0.1,20000,9,1090981197,331,12000,0,0,0,0,0,0,0.0,49,"(11, 5)",989.0862364935778,True,True,,,,,,
v0_9,0.5,20000,0,1876585432,331,12000,0,0,0,0,3,2,2.5,65,"(15, 16)",821.0899508114063,True,False,,,,,,
v0_9,0.5,20000,1,1396639914,331,12000,0,0,0,0,0,0,0.0,75,"(4, 15)",496.96048329185237,True,True,,,,,,
v0_9,0.5,20000,2,1016033283,331,12000,0,0,0,0,2,0,1.0,79,"(3, 3)",645.5080460067867,True,True,,,,,,
v0_9,0.5,20000,3,536087765,331,12000,0,0,0,0,11,0,5.5,64,"(3, 3)",832.8227642932686,True,False,,,,,,
v0_9,0.5,20000,4,155481134,331,12000,0,0,0,0,20,8,14.0,68,"(15, 16)",651.974130234262,False,False,,,,,,
v0_9,0.5,20000,5,1922358151,331,12000,0,0,0,0,6,2,4.0,109,"(9, 10)",260.90403344814416,True,False,,,,,,
v0_9,0.5,20000,6,1442412633,331,12000,0,0,0,0,1,0,0.5,73,"(16, 3)",737.8171504254411,True,True,,,,,,
v0_9,0.5,20000,7,1061806002,331,12000,0,0,0,0,0,0,0.0,37,"(4, 15)",1128.7221304655504,True,True,,,,,,
v0_9,0.5,20000,8,581860484,331,12000,0,0,0,0,1,1,1.0,84,"(15, 16)",243.7732671204188,True,True,,,,,,
v0_9,0.5,20000,9,201253853,331,12000,0,0,0,0,12,1,6.5,83,"(15, 16)",135.09066636554613,True,False,,,,,,
v0_9,1.0,20000,0,2043231153,331,12000,0,0,0,0,10,2,12.0,89,"(15, 16)",470.8694320221087,True,False,,,,,,
v0_9,1.0,20000,1,1662624522,331,12000,0,0,0,0,0,0,0.0,54,"(16, 3)",876.1819567271103,True,True,,,,,,
v0_9,1.0,20000,2,1182679004,331,12000,0,0,0,0,7,0,7.0,78,"(9, 10)",442.74114833880145,True,False,,,,,,
v0_9,1.0,20000,3,802072373,331,12000,0,0,0,0,4,0,4.0,93,"(16, 3)",459.70443723029865,True,False,,,,,,
v0_9,1.0,20000,4,322126855,331,12000,0,0,0,0,0,0,0.0,72,"(4, 15)",801.6358781075844,True,True,,,,,,
v0_9,1.0,20000,5,2089003872,331,12000,0,0,0,0,27,4,31.0,73,"(4, 15)",657.7583241666536,False,False,,,,,,
v0_9,1.0,20000,6,1708397241,331,12000,0,0,0,0,12,1,13.0,59,"(3, 3)",616.882276782494,True,False,,,,,,
v0_9,1.0,20000,7,1228451723,331,12000,0,0,0,0,5,2,7.0,77,"(16, 3)",477.9649548222818,True,False,,,,,,
v0_9,1.0,20000,8,847845092,331,12000,0,0,0,0,4,2,6.0,74,"(15, 16)",60.68759336216381,True,False,,,,,,
v0_9,1.0,20000,9,367899574,331,12000,0,0,0,0,3,0,3.0,88,"(11, 5)",473.30972903385316,True,False,,,,,,
v0_9,2.0,20000,0,640549840,331,12000,0,0,0,0,10,0,20.0,45,"(3, 3)",1164.7804937328865,True,False,,,,,,
v0_9,2.0,20000,1,160604322,331,12000,0,0,0,0,1,1,4.0,76,"(15, 16)",510.9964249518551,True,True,,,,,,
v0_9,2.0,20000,2,1927481339,331,12000,0,0,0,0,20,2,44.0,71,"(15, 16)",678.0547213282281,True,False,,,,,,
v0_9,2.0,20000,3,1546874708,331,12000,0,0,0,0,19,3,44.0,73,"(15, 16)",133.25708233145596,False,False,,,,,,
v0_9,2.0,20000,4,1066929190,331,12000,0,0,0,0,13,0,26.0,81,"(11, 5)",223.78510176645867,True,False,,,,,,
v0_9,2.0,20000,5,686322559,331,12000,0,0,0,0,5,6,22.0,80,"(9, 10)",757.5400502438237,False,False,,,,,,
v0_9,2.0,20000,6,206377041,331,12000,0,0,0,0,0,0,0.0,59,"(3, 3)",812.2161357036247,True,True,,,,,,
v0_9,2.0,20000,7,1973254058,331,12000,0,0,0,0,4,0,8.0,84,"(15, 16)",570.027198337685,True,False,,,,,,
v0_9,2.0,20000,8,1493308540,331,12000,0,0,0,0,3,0,6.0,88,"(3, 3)",224.4357557941059,True,False,,,,,,
v0_9,2.0,20000,9,1112701909,331,12000,0,0,0,0,1,0,2.0,63,"(16, 3)",794.0263975669408,True,True,,,,,,
v0_9,5.0,20000,0,1980362610,331,12000,0,0,0,0,9,13,110.0,84,"(11, 5)",181.54973051312467,False,False,,,,,,
v0_9,5.0,20000,1,1599755979,331,12000,0,0,0,0,3,0,15.0,68,"(4, 15)",820.7352196472642,True,False,,,,,,
v0_9,5.0,20000,2,1119810461,331,12000,0,0,0,0,0,0,0.0,72,"(16, 3)",687.8961286418349,True,True,,,,,,
v0_9,5.0,20000,3,739203830,331,12000,0,0,0,0,16,4,100.0,78,"(15, 16)",497.5251386188667,False,False,,,,,,
v0_9,5.0,20000,4,259258312,331,12000,0,0,0,0,5,0,25.0,71,"(9, 10)",716.71046799205,True,False,,,,,,
v0_9,5.0,20000,5,2026135329,331,12000,0,0,0,0,21,1,110.0,75,"(15, 16)",571.6913336689364,True,False,,,,,,
v0_9,5.0,20000,6,1645528698,331,12000,0,0,0,0,9,2,55.0,72,"(16, 3)",224.5842065711622,True,False,,,,,,
v0_9,5.0,20000,7,1165583180,331,12000,0,0,0,0,0,0,0.0,64,"(11, 5)",945.9341355055458,True,True,,,,,,
v0_9,5.0,20000,8,784976549,331,12000,0,0,0,0,0,0,0.0,95,"(4, 15)",226.58110584635156,True,True,,,,,,
v0_9,5.0,20000,9,305031031,331,12000,0,0,0,0,8,1,45.0,83,"(16, 3)",257.98152164504745,True,False,,,,,,
v0_9,10.0,20000,0,1692556328,331,12000,0,0,0,0,5,0,50.0,84,"(4, 15)",342.35907242614724,True,False,,,,,,
v0_9,10.0,20000,1,1311949697,331,12000,0,0,0,0,4,3,70.0,72,"(15, 16)",721.2654376646817,False,False,,,,,,
v0_9,10.0,20000,2,832004179,331,12000,0,0,0,0,13,0,130.0,73,"(9, 10)",821.1781886637898,True,False,,,,,,
v0_9,10.0,20000,3,451397548,331,12000,0,0,0,0,8,0,80.0,71,"(16, 3)",711.398177054376,True,False,,,,,,
v0_9,10.0,20000,4,2118935678,331,12000,0,0,0,0,21,0,210.0,84,"(9, 10)",189.34684985554452,True,False,,,,,,
v0_9,10.0,20000,5,1738329047,331,12000,0,0,0,0,0,0,0.0,40,"(4, 15)",1189.1252815753508,True,True,,,,,,
v0_9,10.0,20000,6,1357722416,331,12000,0,0,0,0,8,3,110.0,54,"(15, 16)",1136.5891411562254,False,False,,,,,,
v0_9,10.0,20000,7,877776898,331,12000,0,0,0,0,23,0,230.0,77,"(3, 3)",760.3756558055366,True,False,,,,,,
v0_9,10.0,20000,8,497170267,331,12000,0,0,0,0,9,1,100.0,74,"(16, 3)",743.4908668576386,True,False,,,,,,
v0_9,10.0,20000,9,17224749,331,12000,0,0,0,0,0,0,0.0,60,"(16, 3)",778.408691596121,True,True,,,,,,
v0_10,0.1,20000,0,810024907,331,12000,0,0,0,0,15,0,1.5000000000000002,76,"(3, 3)",775.1620350000919,True,False,5,683,7802,1.5000000000000002,1998,187
v0_10,0.1,20000,1,330079389,331,12000,0,0,0,0,10,5,1.5000000000000002,101,"(4, 15)",314.67243507751255,False,False,5,1969,18113,1.5000000000000002,2805,1170
v0_10,0.1,20000,2,2096956406,331,12000,0,0,0,0,6,0,0.6,81,"(4, 15)",844.5762029646802,True,False,2,4557,10063,0.6,998,6
v0_10,0.1,20000,3,1617010888,331,12000,0,0,0,0,6,5,1.0999999999999999,72,"(15, 16)",581.6477030644905,False,False,3,4762,18414,0.8999999999999999,2025,465
v0_10,0.1,20000,4,1236404257,331,12000,0,0,0,0,6,0,0.6,53,"(4, 15)",951.3157514625202,True,False,2,3587,3700,0.6,577,112
v0_10,0.1,20000,5,855797626,331,12000,0,0,0,0,0,0,0.0,44,"(3, 3)",1118.1522462655396,True,True,0,,,,326,64
v0_10,0.1,20000,6,375852108,331,12000,0,0,0,0,15,0,1.5000000000000002,106,"(9, 10)",506.24315379153165,True,False,5,3473,10072,1.5000000000000002,3804,233
v0_10,0.1,20000,7,2142729125,331,12000,0,0,0,0,7,0,0.7,91,"(11, 5)",271.0663010586001,True,False,2,5198,7253,0.7,2506,379
v0_10,0.1,20000,8,1662783607,331,12000,0,0,0,0,0,0,0.0,55,"(16, 3)",1054.4706182806947,True,True,0,,,,2144,61
v0_10,0.1,20000,9,1282176976,331,12000,0,0,0,0,6,0,0.6,74,"(4, 15)",161.65003736891407,True,False,2,5916,8617,0.6,2267,3486
v0_10,0.5,20000,0,1578557276,331,12000,0,0,0,0,8,2,5.0,94,"(9, 10)",259.98267638664083,True,False,2,4587,7077,4.0,1089,443
v0_10,0.5,20000,1,1197950645,331,12000,0,0,0,0,6,0,3.0,85,"(9, 10)",608.9569673117188,True,False,1,1641,1641,2.0,1559,39
v0_10,0.5,20000,2,718005127,331,12000,0,0,0,0,2,0,1.0,56,"(4, 15)",951.6178112782736,True,True,0,,,,1217,33
v0_10,0.5,20000,3,337398496,331,12000,0,0,0,0,0,0,0.0,43,"(16, 3)",1153.9999407435105,True,True,0,,,,1878,14
v0_10,0.5,20000,4,2004936626,331,12000,0,0,0,0,9,0,4.5,80,"(3, 3)",543.4171951317167,True,False,3,5666,7913,4.5,1821,2400
v0_10,0.5,20000,5,1624329995,331,12000,0,0,0,0,7,0,3.5,79,"(4, 15)",491.3666723503392,True,False,2,1055,10668,3.5,2557,228
v0_10,0.5,20000,6,1144384477,331,12000,0,0,0,0,3,0,1.5,44,"(3, 3)",1198.7212267443672,True,False,0,,,,376,231
v0_10,0.5,20000,7,763777846,331,12000,0,0,0,0,4,1,2.5,87,"(9, 10)",144.7535649587042,True,False,1,3176,3176,1.5,2882,3048
v0_10,0.5,20000,8,383171215,331,12000,0,0,0,0,2,0,1.0,89,"(4, 15)",527.0110689231498,True,True,0,,,,2645,192
v0_10,0.5,20000,9,2050709345,331,12000,0,0,0,0,7,1,4.0,78,"(9, 10)",300.235925650389,True,False,2,2211,19292,4.0,4193,460
v0_10,1.0,20000,0,181558385,331,12000,0,0,0,0,6,0,6.0,91,"(3, 3)",509.7568520714541,True,False,2,3139,4808,6.0,1395,162
v0_10,1.0,20000,1,1948435402,331,12000,0,0,0,0,0,0,0.0,59,"(11, 5)",928.3379020657377,True,True,0,,,,323,0
v0_10,1.0,20000,2,1567828771,331,12000,0,0,0,0,7,0,7.0,78,"(3, 3)",529.6782805186531,True,False,1,4731,4731,6.0,1890,447
v0_10,1.0,20000,3,1087883253,331,12000,0,0,0,0,8,0,8.0,81,"(4, 15)",584.3037713058471,True,False,1,2450,2450,4.0,775,177
v0_10,1.0,20000,4,707276622,331,12000,0,0,0,0,7,0,7.0,74,"(15, 16)",557.5131589146744,True,False,2,4041,7441,7.0,2558,418
v0_10,1.0,20000,5,227331104,331,12000,0,0,0,0,1,1,2.0,52,"(9, 10)",897.722780673946,True,True,0,,,,4059,0
v0_10,1.0,20000,6,1994208121,331,12000,0,0,0,0,13,0,13.0,67,"(15, 16)",829.0603326459753,True,False,3,7095,9341,13.0,675,124
v0_10,1.0,20000,7,1514262603,331,12000,0,0,0,0,5,0,5.0,65,"(4, 15)",790.662326932743,True,False,0,,,,892,270
v0_10,1.0,20000,8,1133655972,331,12000,0,0,0,0,5,0,5.0,51,"(15, 16)",1114.4861806822398,True,False,1,4065,4065,4.0,673,126
v0_10,1.0,20000,9,753049341,331,12000,0,0,0,0,5,0,5.0,73,"(4, 15)",540.871458920444,True,False,1,5797,5797,3.0,1106,394
v0_10,2.0,20000,0,1684684482,331,12000,0,0,0,0,1,0,2.0,83,"(3, 3)",332.616029388961,True,True,0,,,,1660,53
v0_10,2.0,20000,1,1204738964,331,12000,0,0,0,0,0,0,0.0,66,"(16, 3)",479.804002073485,True,True,0,,,,1421,65
v0_10,2.0,20000,2,824132333,331,12000,0,0,0,0,5,0,10.0,86,"(4, 15)",246.46897284021188,True,False,1,11066,11066,10.0,2060,3113
v0_10,2.0,20000,3,443525702,331,12000,0,0,0,0,3,0,6.0,80,"(4, 15)",55.391309198362194,True,False,1,6727,6727,6.0,2711,497
v0_10,2.0,20000,4,2111063832,331,12000,0,0,0,0,4,1,10.0,61,"(15, 16)",771.7144615352664,True,False,1,5686,5686,8.0,932,42
v0_10,2.0,20000,5,1730457201,331,12000,0,0,0,0,4,0,8.0,81,"(3, 3)",584.534158997953,True,False,1,5841,5841,8.0,2609,223
v0_10,2.0,20000,6,1250511683,331,12000,0,0,0,0,0,0,0.0,72,"(4, 15)",70.74548985187712,True,True,0,,,,3121,771
v0_10,2.0,20000,7,869905052,331,12000,0,0,0,0,10,0,20.0,85,"(9, 10)",149.45194637172781,True,False,2,2796,7000,18.0,934,300
v0_10,2.0,20000,8,389959534,331,12000,0,0,0,0,2,0,4.0,61,"(11, 5)",751.0296549730309,True,True,0,,,,732,0
v0_10,2.0,20000,9,9352903,331,12000,0,0,0,0,6,0,12.0,72,"(3, 3)",521.5294554604327,True,False,2,4826,5381,12.0,3385,647
v0_10,5.0,20000,0,1460852640,331,12000,0,0,0,0,3,4,35.0,70,"(4, 15)",476.6169005831791,False,False,2,18741,19974,35.0,1068,66
v0_10,5.0,20000,1,1080246009,331,12000,0,0,0,0,3,0,15.0,64,"(9, 10)",710.995614016833,True,False,0,,,,780,0
v0_10,5.0,20000,2,600300491,331,12000,0,0,0,0,4,4,40.0,99,"(16, 3)",47.67765129650184,False,False,2,8844,13912,40.0,5776,4338
v0_10,5.0,20000,3,219693860,331,12000,0,0,0,0,7,3,50.0,74,"(9, 10)",706.7855762809755,False,False,2,681,8695,35.0,1289,25
v0_10,5.0,20000,4,1887231990,331,12000,0,0,0,0,5,0,25.0,71,"(15, 16)",630.656626724664,True,False,1,11525,11525,25.0,3601,1103
v0_10,5.0,20000,5,1506625359,331,12000,0,0,0,0,8,1,45.0,86,"(3, 3)",594.4130827087895,True,False,2,5358,8623,35.0,2210,500
v0_10,5.0,20000,6,1026679841,331,12000,0,0,0,0,4,3,35.0,86,"(4, 15)",97.35051795885852,False,False,1,6691,6691,20.0,1668,404
v0_10,5.0,20000,7,646073210,331,12000,0,0,0,0,7,3,50.0,79,"(15, 16)",421.61615845992753,False,False,2,10501,14925,50.0,549,142
v0_10,5.0,20000,8,265466579,331,12000,0,0,0,0,5,1,30.0,100,"(9, 10)",146.14345185546856,True,False,1,8968,8968,15.0,2540,1355
v0_10,5.0,20000,9,1933004709,331,12000,0,0,0,0,6,0,30.0,55,"(3, 3)",1078.5217742056159,True,False,1,9836,9836,30.0,2041,56
v0_10,10.0,20000,0,349642259,331,12000,0,0,0,0,5,0,50.0,53,"(15, 16)",1041.1576962941092,True,False,1,5603,5603,30.0,1437,113
v0_10,10.0,20000,1,2116519276,331,12000,0,0,0,0,5,1,60.0,96,"(9, 10)",308.9163029769059,True,False,1,11412,11412,40.0,1221,483
v0_10,10.0,20000,2,1636573758,331,12000,0,0,0,0,8,1,90.0,90,"(15, 16)",143.34824724862227,True,False,1,6662,6662,70.0,2266,2967
v0_10,10.0,20000,3,1255967127,331,12000,0,0,0,0,9,0,90.0,78,"(15, 16)",29.20583284622808,True,False,3,4899,7957,90.0,1230,1
v0_10,10.0,20000,4,776021609,331,12000,0,0,0,0,5,0,50.0,39,"(15, 16)",1277.0254676124707,True,False,1,9818,9818,50.0,539,47
v0_10,10.0,20000,5,395414978,331,12000,0,0,0,0,3,0,30.0,93,"(9, 10)",160.01892175786895,True,False,0,,,,1270,170
v0_10,10.0,20000,6,2062953108,331,12000,0,0,0,0,3,2,50.0,68,"(15, 16)",1004.9786701248908,True,False,0,,,,815,634
v0_10,10.0,20000,7,1682346477,331,12000,0,0,0,0,5,0,50.0,50,"(11, 5)",943.962921940244,True,False,1,1871,1871,40.0,474,0
v0_10,10.0,20000,8,1301739846,331,12000,0,0,0,0,3,0,30.0,33,"(15, 16)",1242.7623213260515,True,False,1,8893,8893,30.0,1301,475
v0_10,10.0,20000,9,821794328,331,12000,0,0,0,0,9,0,90.0,79,"(16, 3)",439.78207434081975,True,False,3,2392,6129,90.0,2137,41
v0_9,0.1,80000,0,554443944,331,48000,0,0,0,0,510,0,51.000000000000455,191,"(16, 3)",3115.238244716961,True,False,,,,,,
v0_9,0.1,80000,1,173837313,331,48000,0,0,0,0,5,0,0.5,157,"(4, 15)",3949.2619758637375,True,False,,,,,,
v0_9,0.1,80000,2,1841375443,331,48000,0,0,0,0,14,3,1.7000000000000004,183,"(9, 10)",2996.7501881999833,False,False,,,,,,
v0_9,0.1,80000,3,1460768812,331,48000,0,0,0,0,121,0,12.099999999999973,136,"(11, 5)",3997.5625062095664,True,False,,,,,,
v0_9,0.1,80000,4,980823294,331,48000,0,0,0,0,148,0,14.799999999999963,123,"(3, 3)",4140.9642755278055,True,False,,,,,,
v0_9,0.1,80000,5,600216663,331,48000,0,0,0,0,442,32,47.400000000000404,189,"(15, 16)",2856.577428834176,False,False,,,,,,
v0_9,0.1,80000,6,219610032,331,48000,0,0,0,0,28,16,4.4,142,"(9, 10)",2449.1050752749366,False,False,,,,,,
v0_9,0.1,80000,7,1887148162,331,48000,0,0,0,0,327,43,37.000000000000256,170,"(9, 10)",3629.9044701339467,False,False,,,,,,
v0_9,0.1,80000,8,1506541531,331,48000,0,0,0,0,42,71,11.299999999999976,52,"(3, 3)",5292.080131717371,False,False,,,,,,
v0_9,0.1,80000,9,1026596013,331,48000,0,0,0,0,495,6,50.10000000000044,105,"(15, 16)",4643.921882807932,False,False,,,,,,
v0_9,0.5,80000,0,1322976313,331,48000,0,0,0,0,9,1,5.0,116,"(4, 15)",4215.368906814469,True,False,,,,,,
v0_9,0.5,80000,1,942369682,331,48000,0,0,0,0,12,0,6.0,105,"(3, 3)",4761.074859201344,True,False,,,,,,
v0_9,0.5,80000,2,561763051,331,48000,0,0,0,0,24,0,12.0,80,"(15, 16)",4849.127324764423,True,False,,,,,,
v0_9,0.5,80000,3,81817533,331,48000,0,0,0,0,59,0,29.5,142,"(15, 16)",3818.4530705256543,True,False,,,,,,
v0_9,0.5,80000,4,1848694550,331,48000,0,0,0,0,1,0,0.5,74,"(3, 3)",4907.626079275355,True,True,,,,,,
v0_9,0.5,80000,5,1368749032,331,48000,0,0,0,0,14,7,10.5,71,"(15, 16)",4917.9771594299655,False,False,,,,,,
v0_9,0.5,80000,6,988142401,331,48000,0,0,0,0,30,0,15.0,130,"(4, 15)",3832.4043020831605,True,False,,,,,,
v0_9,0.5,80000,7,607535770,331,48000,0,0,0,0,35,3,19.0,85,"(15, 16)",4855.875885857065,False,False,,,,,,
v0_9,0.5,80000,8,127590252,331,48000,0,0,0,0,1,0,0.5,73,"(16, 3)",4969.726979451423,True,True,,,,,,
v0_9,0.5,80000,9,1894467269,331,48000,0,0,0,0,40,0,20.0,109,"(4, 15)",4293.8174996296475,True,False,,,,,,
v0_9,1.0,80000,0,1588960921,331,48000,0,0,0,0,39,24,63.0,87,"(15, 16)",4618.122702615844,False,False,,,,,,
v0_9,1.0,80000,1,1208354290,331,48000,0,0,0,0,3,0,3.0,69,"(3, 3)",5005.1274759575845,True,False,,,,,,
v0_9,1.0,80000,2,728408772,331,48000,0,0,0,0,6,0,6.0,142,"(3, 3)",2782.78048595204,True,False,,,,,,
v0_9,1.0,80000,3,347802141,331,48000,0,0,0,0,14,0,14.0,161,"(3, 3)",3303.9311573687746,True,False,,,,,,
v0_9,1.0,80000,4,2015340271,331,48000,0,0,0,0,0,0,0.0,66,"(4, 15)",4955.178809942001,True,True,,,,,,
v0_9,1.0,80000,5,1634733640,331,48000,0,0,0,0,12,0,12.0,110,"(3, 3)",4219.868142399636,True,False,,,,,,
v0_9,1.0,80000,6,1154788122,331,48000,0,0,0,0,16,0,16.0,127,"(3, 3)",4577.322589728006,True,False,,,,,,
v0_9,1.0,80000,7,774181491,331,48000,0,0,0,0,0,4,4.0,104,"(16, 3)",3413.751262544057,False,False,,,,,,
v0_9,1.0,80000,8,393574860,331,48000,0,0,0,0,39,11,50.0,182,"(11, 5)",1670.4271774903475,False,False,,,,,,
v0_9,1.0,80000,9,2061112990,331,48000,0,0,0,0,69,14,83.0,106,"(4, 15)",4358.469069891955,False,False,,,,,,
v0_9,2.0,80000,0,1429103519,331,48000,0,0,0,0,12,80,184.0,204,"(11, 5)",1563.9194462630498,False,False,,,,,,
v0_9,2.0,80000,1,1048496888,331,48000,0,0,0,0,37,0,74.0,88,"(4, 15)",4730.0243057035295,True,False,,,,,,
v0_9,2.0,80000,2,568551370,331,48000,0,0,0,0,4,0,8.0,155,"(3, 3)",3331.9878787295993,True,False,,,,,,
v0_9,2.0,80000,3,187944739,331,48000,0,0,0,0,21,3,48.0,137,"(3, 3)",2148.346981754232,False,False,,,,,,
v0_9,2.0,80000,4,1954821756,331,48000,0,0,0,0,27,0,54.0,119,"(15, 16)",4087.2627650827594,True,False,,,,,,
v0_9,2.0,80000,5,1474876238,331,48000,0,0,0,0,17,4,42.0,169,"(15, 16)",2155.233374639924,False,False,,,,,,
v0_9,2.0,80000,6,1094269607,331,48000,0,0,0,0,14,2,32.0,173,"(11, 5)",3390.3523350029536,True,False,,,,,,
v0_9,2.0,80000,7,614324089,331,48000,0,0,0,0,2,2,8.0,159,"(11, 5)",3495.956010907147,True,False,,,,,,
v0_9,2.0,80000,8,233717458,331,48000,0,0,0,0,3,0,6.0,72,"(4, 15)",5119.58002441524,True,False,,,,,,
v0_9,2.0,80000,9,2000594475,331,48000,0,0,0,0,8,0,16.0,190,"(3, 3)",2440.9172024098007,True,False,,,,,,
v0_9,5.0,80000,0,720771528,331,48000,0,0,0,0,7,0,35.0,170,"(4, 15)",3021.6488567310444,True,False,,,,,,
v0_9,5.0,80000,1,240826010,331,48000,0,0,0,0,27,0,135.0,62,"(15, 16)",5166.828657162155,True,False,,,,,,
v0_9,5.0,80000,2,2007703027,331,48000,0,0,0,0,3,0,15.0,121,"(11, 5)",3556.71207395674,True,False,,,,,,
v0_9,5.0,80000,3,1527757509,331,48000,0,0,0,0,5,9,70.0,169,"(4, 15)",2122.5473125796507,False,False,,,,,,
v0_9,5.0,80000,4,1147150878,331,48000,0,0,0,0,3,0,15.0,101,"(16, 3)",4514.021589257043,True,False,,,,,,
v0_9,5.0,80000,5,766544247,331,48000,0,0,0,0,46,9,275.0,201,"(16, 3)",662.8119250517243,False,False,,,,,,
v0_9,5.0,80000,6,286598729,331,48000,0,0,0,0,5,0,25.0,114,"(16, 3)",4364.768515140171,True,False,,,,,,
v0_9,5.0,80000,7,2053475746,331,48000,0,0,0,0,35,7,210.0,71,"(15, 16)",5109.678466111048,False,False,,,,,,
v0_9,5.0,80000,8,1573530228,331,48000,0,0,0,0,26,9,175.0,201,"(11, 5)",3203.8917524395492,False,False,,,,,,
v0_9,5.0,80000,9,1192923597,331,48000,0,0,0,0,8,0,40.0,147,"(3, 3)",3759.352971110717,True,False,,,,,,
v0_9,10.0,80000,0,1238286096,331,48000,0,0,0,0,8,1,90.0,56,"(9, 10)",5169.678576405746,True,False,,,,,,
v0_9,10.0,80000,1,758340578,331,48000,0,0,0,0,27,0,270.0,186,"(11, 5)",2878.1015323255547,True,False,,,,,,
v0_9,10.0,80000,2,377733947,331,48000,0,0,0,0,0,11,110.0,118,"(15, 16)",2523.666004676072,False,False,,,,,,
v0_9,10.0,80000,3,2144610964,331,48000,0,0,0,0,4,0,40.0,119,"(16, 3)",3468.033508144809,True,False,,,,,,
v0_9,10.0,80000,4,1664665446,331,48000,0,0,0,0,5,0,50.0,145,"(16, 3)",3964.1101492221114,True,False,,,,,,
v0_9,10.0,80000,5,1284058815,331,48000,0,0,0,0,15,0,150.0,103,"(3, 3)",4350.2202975041955,True,False,,,,,,
v0_9,10.0,80000,6,804113297,331,48000,0,0,0,0,31,3,340.0,215,"(16, 3)",1069.8945690778073,False,False,,,,,,
v0_9,10.0,80000,7,423506666,331,48000,0,0,0,0,23,23,460.0,163,"(15, 16)",3557.903056229826,False,False,,,,,,
v0_9,10.0,80000,8,42900035,331,48000,0,0,0,0,3,0,30.0,100,"(16, 3)",4639.573680698504,True,False,,,,,,
