arch,hazard_cost,num_steps,run_idx,seed,snapshot_step,snapshot_event,flag_type,flag_coord,flag_id,flag_set_step,confirming_observations,disconfirming_observations,last_confirmation_step,last_observation_step,transformed_at_step,derived_knowledge_flag_id,derived_from_threat_flag_id
v1_3,0.1,20000,1,1824147949,19999,run_end,mastery,"(15, 16)","mastery:(15, 16)",1386,41,0,18270,18270,,,
v1_3,0.1,20000,1,1824147949,19999,run_end,knowledge_banking,"(14, 14)","knowledge_banking:(14, 14)",1411,16,0,18215,18215,,,
v1_3,0.1,20000,1,1824147949,19999,run_end,mastery,"(9, 10)","mastery:(9, 10)",1450,486,0,18424,18424,,,
v1_3,0.1,20000,1,1824147949,19999,run_end,knowledge_banking,"(5, 8)","knowledge_banking:(5, 8)",1614,77,0,5702,5702,,,
v1_3,0.1,20000,1,1824147949,19999,run_end,knowledge_banking,"(6, 8)","knowledge_banking:(6, 8)",1617,72,0,5703,5703,,,
v1_3,0.1,20000,1,1824147949,19999,run_end,knowledge_banking,"(5, 9)","knowledge_banking:(5, 9)",1623,76,0,5701,5701,,,
v1_3,0.1,20000,1,1824147949,19999,run_end,mastery,"(11, 5)","mastery:(11, 5)",2109,36,0,5629,5629,,,
v1_3,0.1,20000,1,1824147949,19999,run_end,knowledge_banking,"(14, 13)","knowledge_banking:(14, 13)",6176,6,0,6880,6880,,,
v1_3,0.1,20000,2,1443541318,402,mastery_flag_formation,mastery,"(4, 15)","mastery:(4, 15)",402,0,0,,402,,,
v1_3,0.1,20000,2,1443541318,2710,mastery_flag_formation,mastery,"(9, 10)","mastery:(9, 10)",2710,0,0,,2710,,,
v1_3,0.1,20000,2,1443541318,3168,knowledge_banking_flag_formation,knowledge_banking,"(14, 13)","knowledge_banking:(14, 13)",3168,0,0,,3168,,,
v1_3,0.1,20000,2,1443541318,3169,knowledge_banking_flag_formation,knowledge_banking,"(14, 14)","knowledge_banking:(14, 14)",3169,0,0,,3169,,,
v1_3,0.1,20000,2,1443541318,3264,mastery_flag_formation,mastery,"(16, 3)","mastery:(16, 3)",3264,0,0,,3264,,,
v1_3,0.1,20000,2,1443541318,3861,mastery_flag_formation,mastery,"(11, 5)","mastery:(11, 5)",3861,0,0,,3861,,,
v1_3,0.1,20000,2,1443541318,4291,mastery_flag_formation,mastery,"(3, 3)","mastery:(3, 3)",4291,0,0,,4291,,,
v1_3,0.1,20000,2,1443541318,4922,mastery_flag_formation,mastery,"(15, 16)","mastery:(15, 16)",4922,0,0,,4922,,,
v1_3,0.1,20000,2,1443541318,6452,knowledge_banking_flag_formation,knowledge_banking,"(5, 8)","knowledge_banking:(5, 8)",6452,0,0,,6452,,,
v1_3,0.1,20000,2,1443541318,6453,knowledge_banking_flag_formation,knowledge_banking,"(5, 9)","knowledge_banking:(5, 9)",6453,0,0,,6453,,,
v1_3,0.1,20000,2,1443541318,6463,knowledge_banking_flag_formation,knowledge_banking,"(6, 8)","knowledge_banking:(6, 8)",6463,0,0,,6463,,,
v1_3,0.1,20000,2,1443541318,6463,end_state_activation_formation,end_state_activation,,end_state_activation,6463,0,0,,6463,,,
v1_3,0.1,20000,2,1443541318,12165,end_state_banking_flag_formation,end_state_banking,"(8, 16)","end_state_banking:(8, 16)",12165,0,0,,12165,,,
v1_3,0.1,20000,2,1443541318,19999,run_end,mastery,"(4, 15)","mastery:(4, 15)",402,263,0,2698,2698,,,
v1_3,0.1,20000,2,1443541318,19999,run_end,mastery,"(9, 10)","mastery:(9, 10)",2710,295,0,7596,7596,,,
v1_3,0.1,20000,2,1443541318,19999,run_end,knowledge_banking,"(14, 13)","knowledge_banking:(14, 13)",3168,197,0,19476,19476,,,
v1_3,0.1,20000,2,1443541318,19999,run_end,knowledge_banking,"(14, 14)","knowledge_banking:(14, 14)",3169,190,0,19477,19477,,,
v1_3,0.1,20000,2,1443541318,19999,run_end,mastery,"(16, 3)","mastery:(16, 3)",3264,55,0,9904,9904,,,
v1_3,0.1,20000,2,1443541318,19999,run_end,mastery,"(11, 5)","mastery:(11, 5)",3861,189,0,15301,15301,,,
v1_3,0.1,20000,2,1443541318,19999,run_end,mastery,"(3, 3)","mastery:(3, 3)",4291,128,0,19065,19065,,,
v1_3,0.1,20000,2,1443541318,19999,run_end,mastery,"(15, 16)","mastery:(15, 16)",4922,478,0,19748,19748,,,
v1_3,0.1,20000,2,1443541318,19999,run_end,knowledge_banking,"(5, 8)","knowledge_banking:(5, 8)",6452,27,0,19072,19072,,,
v1_3,0.1,20000,2,1443541318,19999,run_end,knowledge_banking,"(5, 9)","knowledge_banking:(5, 9)",6453,23,0,15143,15143,,,
v1_3,0.1,20000,2,1443541318,19999,run_end,knowledge_banking,"(6, 8)","knowledge_banking:(6, 8)",6463,97,0,19151,19151,,,
v1_3,0.1,20000,2,1443541318,19999,run_end,end_state_activation,,end_state_activation,6463,13536,0,19999,19999,,,
v1_3,0.1,20000,2,1443541318,19999,run_end,end_state_banking,"(8, 16)","end_state_banking:(8, 16)",12165,0,0,,12165,,,
v1_3,0.1,20000,3,963595800,392,mastery_flag_formation,mastery,"(4, 15)","mastery:(4, 15)",392,0,0,,392,,,
v1_3,0.1,20000,3,963595800,708,mastery_flag_formation,mastery,"(9, 10)","mastery:(9, 10)",708,0,0,,708,,,
v1_3,0.1,20000,3,963595800,733,knowledge_banking_flag_formation,knowledge_banking,"(6, 8)","knowledge_banking:(6, 8)",733,0,0,,733,,,
v1_3,0.1,20000,3,963595800,866,mastery_flag_formation,mastery,"(16, 3)","mastery:(16, 3)",866,0,0,,866,,,
v1_3,0.1,20000,3,963595800,6051,mastery_flag_formation,mastery,"(11, 5)","mastery:(11, 5)",6051,0,0,,6051,,,
v1_3,0.1,20000,3,963595800,6268,knowledge_banking_flag_formation,knowledge_banking,"(5, 8)","knowledge_banking:(5, 8)",6268,0,0,,6268,,,
v1_3,0.1,20000,3,963595800,9131,mastery_flag_formation,mastery,"(3, 3)","mastery:(3, 3)",9131,0,0,,9131,,,
v1_3,0.1,20000,3,963595800,9315,knowledge_banking_flag_formation,knowledge_banking,"(5, 9)","knowledge_banking:(5, 9)",9315,0,0,,9315,,,
v1_3,0.1,20000,3,963595800,17020,knowledge_banking_flag_formation,knowledge_banking,"(14, 13)","knowledge_banking:(14, 13)",17020,0,0,,17020,,,
v1_3,0.1,20000,3,963595800,17021,knowledge_banking_flag_formation,knowledge_banking,"(14, 14)","knowledge_banking:(14, 14)",17021,0,0,,17021,,,
v1_3,0.1,20000,3,963595800,17034,mastery_flag_formation,mastery,"(15, 16)","mastery:(15, 16)",17034,0,0,,17034,,,
v1_3,0.1,20000,3,963595800,17034,end_state_activation_formation,end_state_activation,,end_state_activation,17034,0,0,,17034,,,
v1_3,0.1,20000,3,963595800,19999,run_end,mastery,"(4, 15)","mastery:(4, 15)",392,74,0,9764,9764,,,
v1_3,0.1,20000,3,963595800,19999,run_end,mastery,"(9, 10)","mastery:(9, 10)",708,29,0,10164,10164,,,
v1_3,0.1,20000,3,963595800,19999,run_end,knowledge_banking,"(6, 8)","knowledge_banking:(6, 8)",733,14,0,16033,16033,,,
v1_3,0.1,20000,3,963595800,19999,run_end,mastery,"(16, 3)","mastery:(16, 3)",866,1206,0,13648,13648,,,
v1_3,0.1,20000,3,963595800,19999,run_end,mastery,"(11, 5)","mastery:(11, 5)",6051,70,0,14327,14327,,,
v1_3,0.1,20000,3,963595800,19999,run_end,knowledge_banking,"(5, 8)","knowledge_banking:(5, 8)",6268,337,0,16304,16304,,,
v1_3,0.1,20000,3,963595800,19999,run_end,mastery,"(3, 3)","mastery:(3, 3)",9131,114,0,16247,16247,,,
v1_3,0.1,20000,3,963595800,19999,run_end,knowledge_banking,"(5, 9)","knowledge_banking:(5, 9)",9315,113,0,16305,16305,,,
v1_3,0.1,20000,3,963595800,19999,run_end,knowledge_banking,"(14, 13)","knowledge_banking:(14, 13)",17020,4,0,17028,17028,,,
v1_3,0.1,20000,3,963595800,19999,run_end,knowledge_banking,"(14, 14)","knowledge_banking:(14, 14)",17021,4,0,17029,17029,,,
v1_3,0.1,20000,3,963595800,19999,run_end,mastery,"(15, 16)","mastery:(15, 16)",17034,52,0,19262,19262,,,
v1_3,0.1,20000,3,963595800,19999,run_end,end_state_activation,,end_state_activation,17034,2965,0,19999,19999,,,
v1_3,0.1,20000,4,582989169,342,mastery_flag_formation,mastery,"(4, 15)","mastery:(4, 15)",342,0,0,,342,,,
v1_3,0.1,20000,4,582989169,819,mastery_flag_formation,mastery,"(3, 3)","mastery:(3, 3)",819,0,0,,819,,,
v1_3,0.1,20000,4,582989169,1024,mastery_flag_formation,mastery,"(9, 10)","mastery:(9, 10)",1024,0,0,,1024,,,
v1_3,0.1,20000,4,582989169,1105,knowledge_banking_flag_formation,knowledge_banking,"(6, 8)","knowledge_banking:(6, 8)",1105,0,0,,1105,,,
v1_3,0.1,20000,4,582989169,2219,threat_flag_formation,threat,"(5, 9)","threat:(5, 9)",2219,0,0,,2219,,,
v1_3,0.1,20000,4,582989169,2466,threat_flag_formation,threat,"(5, 8)","threat:(5, 8)",2466,0,0,,2466,,,
v1_3,0.1,20000,4,582989169,3931,knowledge_banking_flag_formation,knowledge_banking,"(14, 14)","knowledge_banking:(14, 14)",3931,0,0,,3931,,,
v1_3,0.1,20000,4,582989169,3958,threat_flag_formation,threat,"(14, 13)","threat:(14, 13)",3958,0,0,,3958,,,
v1_3,0.1,20000,4,582989169,5447,mastery_flag_formation,mastery,"(11, 5)","mastery:(11, 5)",5447,0,0,,5447,,,
v1_3,0.1,20000,4,582989169,5447,threat_flag_transformation,threat,"(14, 13)","threat:(14, 13)",3958,0,1,,5447,5447,"knowledge_banking:(14, 13)",
v1_3,0.1,20000,4,582989169,5620,mastery_flag_formation,mastery,"(15, 16)","mastery:(15, 16)",5620,0,0,,5620,,,
v1_3,0.1,20000,4,582989169,5620,threat_flag_transformation,threat,"(5, 9)","threat:(5, 9)",2219,2,1,3958,5620,5620,"knowledge_banking:(5, 9)",
v1_3,0.1,20000,4,582989169,5670,knowledge_banking_flag_formation,knowledge_banking,"(14, 13)","knowledge_banking:(14, 13)",5670,0,0,,5670,,,"threat:(14, 13)"
v1_3,0.1,20000,4,582989169,7333,knowledge_banking_flag_formation,knowledge_banking,"(5, 9)","knowledge_banking:(5, 9)",7333,0,0,,7333,,,"threat:(5, 9)"
v1_3,0.1,20000,4,582989169,19999,run_end,mastery,"(4, 15)","mastery:(4, 15)",342,185,0,14726,14726,,,
v1_3,0.1,20000,4,582989169,19999,run_end,mastery,"(3, 3)","mastery:(3, 3)",819,434,0,11541,11541,,,
v1_3,0.1,20000,4,582989169,19999,run_end,mastery,"(9, 10)","mastery:(9, 10)",1024,516,0,19976,19976,,,
v1_3,0.1,20000,4,582989169,19999,run_end,knowledge_banking,"(6, 8)","knowledge_banking:(6, 8)",1105,431,0,15735,15735,,,
v1_3,0.1,20000,4,582989169,19999,run_end,threat,"(5, 9)","threat:(5, 9)",2219,2,1,3958,5620,5620,"knowledge_banking:(5, 9)",
v1_3,0.1,20000,4,582989169,19999,run_end,threat,"(5, 8)","threat:(5, 8)",2466,2,0,12000,12000,,,
v1_3,0.1,20000,4,582989169,19999,run_end,knowledge_banking,"(14, 14)","knowledge_banking:(14, 14)",3931,75,0,18127,18127,,,
v1_3,0.1,20000,4,582989169,19999,run_end,threat,"(14, 13)","threat:(14, 13)",3958,0,1,,5447,5447,"knowledge_banking:(14, 13)",
v1_3,0.1,20000,4,582989169,19999,run_end,mastery,"(11, 5)","mastery:(11, 5)",5447,5,0,5471,5471,,,
v1_3,0.1,20000,4,582989169,19999,run_end,mastery,"(15, 16)","mastery:(15, 16)",5620,222,0,16556,16556,,,
v1_3,0.1,20000,4,582989169,19999,run_end,knowledge_banking,"(14, 13)","knowledge_banking:(14, 13)",5670,187,0,18128,18128,,,"threat:(14, 13)"
v1_3,0.1,20000,4,582989169,19999,run_end,knowledge_banking,"(5, 9)","knowledge_banking:(5, 9)",7333,259,0,17381,17381,,,"threat:(5, 9)"
v1_3,0.1,20000,5,103043651,604,mastery_flag_formation,mastery,"(4, 15)","mastery:(4, 15)",604,0,0,,604,,,
v1_3,0.1,20000,5,103043651,1079,knowledge_banking_flag_formation,knowledge_banking,"(14, 14)","knowledge_banking:(14, 14)",1079,0,0,,1079,,,
v1_3,0.1,20000,5,103043651,1208,mastery_flag_formation,mastery,"(15, 16)","mastery:(15, 16)",1208,0,0,,1208,,,
v1_3,0.1,20000,5,103043651,2146,mastery_flag_formation,mastery,"(9, 10)","mastery:(9, 10)",2146,0,0,,2146,,,
v1_3,0.1,20000,5,103043651,3673,mastery_flag_formation,mastery,"(3, 3)","mastery:(3, 3)",3673,0,0,,3673,,,
v1_3,0.1,20000,5,103043651,4864,threat_flag_formation,threat,"(5, 8)","threat:(5, 8)",4864,0,0,,4864,,,
v1_3,0.1,20000,5,103043651,4867,knowledge_banking_flag_formation,knowledge_banking,"(5, 9)","knowledge_banking:(5, 9)",4867,0,0,,4867,,,
v1_3,0.1,20000,5,103043651,4869,threat_flag_formation,threat,"(6, 8)","threat:(6, 8)",4869,0,0,,4869,,,
v1_3,0.1,20000,5,103043651,10711,mastery_flag_formation,mastery,"(11, 5)","mastery:(11, 5)",10711,0,0,,10711,,,
v1_3,0.1,20000,5,103043651,10711,threat_flag_transformation,threat,"(6, 8)","threat:(6, 8)",4869,0,1,,10711,10711,"knowledge_banking:(6, 8)",
v1_3,0.1,20000,5,103043651,10819,knowledge_banking_flag_formation,knowledge_banking,"(6, 8)","knowledge_banking:(6, 8)",10819,0,0,,10819,,,"threat:(6, 8)"
v1_3,0.1,20000,5,103043651,15060,knowledge_banking_flag_formation,knowledge_banking,"(14, 13)","knowledge_banking:(14, 13)",15060,0,0,,15060,,,
v1_3,0.1,20000,5,103043651,19999,run_end,mastery,"(4, 15)","mastery:(4, 15)",604,119,0,13746,13746,,,
v1_3,0.1,20000,5,103043651,19999,run_end,knowledge_banking,"(14, 14)","knowledge_banking:(14, 14)",1079,83,0,19855,19855,,,
v1_3,0.1,20000,5,103043651,19999,run_end,mastery,"(15, 16)","mastery:(15, 16)",1208,141,0,19434,19434,,,
v1_3,0.1,20000,5,103043651,19999,run_end,mastery,"(9, 10)","mastery:(9, 10)",2146,0,0,,2146,,,
v1_3,0.1,20000,5,103043651,19999,run_end,mastery,"(3, 3)","mastery:(3, 3)",3673,292,0,9827,9827,,,
v1_3,0.1,20000,5,103043651,19999,run_end,threat,"(5, 8)","threat:(5, 8)",4864,2,0,12000,12000,,,
v1_3,0.1,20000,5,103043651,19999,run_end,knowledge_banking,"(5, 9)","knowledge_banking:(5, 9)",4867,13,0,8673,8673,,,
v1_3,0.1,20000,5,103043651,19999,run_end,threat,"(6, 8)","threat:(6, 8)",4869,0,1,,10711,10711,"knowledge_banking:(6, 8)",
v1_3,0.1,20000,5,103043651,19999,run_end,mastery,"(11, 5)","mastery:(11, 5)",10711,35,0,11919,11919,,,
v1_3,0.1,20000,5,103043651,19999,run_end,knowledge_banking,"(6, 8)","knowledge_banking:(6, 8)",10819,28,0,10879,10879,,,"threat:(6, 8)"
v1_3,0.1,20000,5,103043651,19999,run_end,knowledge_banking,"(14, 13)","knowledge_banking:(14, 13)",15060,2012,0,19854,19854,,,
v1_3,0.1,20000,6,1869920668,653,threat_flag_formation,threat,"(6, 8)","threat:(6, 8)",653,0,0,,653,,,
v1_3,0.1,20000,6,1869920668,660,mastery_flag_formation,mastery,"(9, 10)","mastery:(9, 10)",660,0,0,,660,,,
v1_3,0.1,20000,6,1869920668,800,knowledge_banking_flag_formation,knowledge_banking,"(14, 13)","knowledge_banking:(14, 13)",800,0,0,,800,,,
v1_3,0.1,20000,6,1869920668,844,mastery_flag_formation,mastery,"(15, 16)","mastery:(15, 16)",844,0,0,,844,,,
v1_3,0.1,20000,6,1869920668,1235,threat_flag_formation,threat,"(14, 14)","threat:(14, 14)",1235,0,0,,1235,,,
v1_3,0.1,20000,6,1869920668,1890,threat_flag_formation,threat,"(5, 8)","threat:(5, 8)",1890,0,0,,1890,,,
v1_3,0.1,20000,6,1869920668,2005,mastery_flag_formation,mastery,"(3, 3)","mastery:(3, 3)",2005,0,0,,2005,,,
v1_3,0.1,20000,6,1869920668,2193,knowledge_banking_flag_formation,knowledge_banking,"(5, 9)","knowledge_banking:(5, 9)",2193,0,0,,2193,,,
v1_3,0.1,20000,6,1869920668,3309,mastery_flag_formation,mastery,"(11, 5)","mastery:(11, 5)",3309,0,0,,3309,,,
v1_3,0.1,20000,6,1869920668,3309,threat_flag_transformation,threat,"(6, 8)","threat:(6, 8)",653,2,1,1890,3309,3309,"knowledge_banking:(6, 8)",
v1_3,0.1,20000,6,1869920668,16823,knowledge_banking_flag_formation,knowledge_banking,"(6, 8)","knowledge_banking:(6, 8)",16823,0,0,,16823,,,"threat:(6, 8)"
v1_3,0.1,20000,6,1869920668,19999,run_end,threat,"(6, 8)","threat:(6, 8)",653,2,1,1890,3309,3309,"knowledge_banking:(6, 8)",
v1_3,0.1,20000,6,1869920668,19999,run_end,mastery,"(9, 10)","mastery:(9, 10)",660,436,0,16854,16854,,,
v1_3,0.1,20000,6,1869920668,19999,run_end,knowledge_banking,"(14, 13)","knowledge_banking:(14, 13)",800,386,0,17732,17732,,,
v1_3,0.1,20000,6,1869920668,19999,run_end,mastery,"(15, 16)","mastery:(15, 16)",844,283,0,19930,19930,,,
v1_3,0.1,20000,6,1869920668,19999,run_end,threat,"(14, 14)","threat:(14, 14)",1235,2,0,12000,12000,,,
v1_3,0.1,20000,6,1869920668,19999,run_end,threat,"(5, 8)","threat:(5, 8)",1890,1,0,12000,12000,,,
v1_3,0.1,20000,6,1869920668,19999,run_end,mastery,"(3, 3)","mastery:(3, 3)",2005,6,0,2017,2017,,,
v1_3,0.1,20000,6,1869920668,19999,run_end,knowledge_banking,"(5, 9)","knowledge_banking:(5, 9)",2193,10,0,2213,2213,,,
v1_3,0.1,20000,6,1869920668,19999,run_end,mastery,"(11, 5)","mastery:(11, 5)",3309,519,0,17421,17421,,,
v1_3,0.1,20000,6,1869920668,19999,run_end,knowledge_banking,"(6, 8)","knowledge_banking:(6, 8)",16823,0,0,,16823,,,"threat:(6, 8)"
v1_3,0.1,20000,7,1389975150,342,mastery_flag_formation,mastery,"(4, 15)","mastery:(4, 15)",342,0,0,,342,,,
v1_3,0.1,20000,7,1389975150,412,mastery_flag_formation,mastery,"(9, 10)","mastery:(9, 10)",412,0,0,,412,,,
v1_3,0.1,20000,7,1389975150,539,knowledge_banking_flag_formation,knowledge_banking,"(5, 9)","knowledge_banking:(5, 9)",539,0,0,,539,,,
v1_3,0.1,20000,7,1389975150,936,threat_flag_formation,threat,"(5, 8)","threat:(5, 8)",936,0,0,,936,,,
v1_3,0.1,20000,7,1389975150,2023,threat_flag_formation,threat,"(6, 8)","threat:(6, 8)",2023,0,0,,2023,,,
v1_3,0.1,20000,7,1389975150,4248,mastery_flag_formation,mastery,"(15, 16)","mastery:(15, 16)",4248,0,0,,4248,,,
v1_3,0.1,20000,7,1389975150,4470,threat_flag_formation,threat,"(14, 13)","threat:(14, 13)",4470,0,0,,4470,,,
v1_3,0.1,20000,7,1389975150,4475,knowledge_banking_flag_formation,knowledge_banking,"(14, 14)","knowledge_banking:(14, 14)",4475,0,0,,4475,,,
v1_3,0.1,20000,7,1389975150,7125,mastery_flag_formation,mastery,"(3, 3)","mastery:(3, 3)",7125,0,0,,7125,,,
v1_3,0.1,20000,7,1389975150,7125,threat_flag_transformation,threat,"(14, 13)","threat:(14, 13)",4470,0,1,,7125,7125,"knowledge_banking:(14, 13)",
v1_3,0.1,20000,7,1389975150,15156,knowledge_banking_flag_formation,knowledge_banking,"(14, 13)","knowledge_banking:(14, 13)",15156,0,0,,15156,,,"threat:(14, 13)"
v1_3,0.1,20000,7,1389975150,19999,run_end,mastery,"(4, 15)","mastery:(4, 15)",342,35,0,13720,13720,,,
v1_3,0.1,20000,7,1389975150,19999,run_end,mastery,"(9, 10)","mastery:(9, 10)",412,355,0,14580,14580,,,
v1_3,0.1,20000,7,1389975150,19999,run_end,knowledge_banking,"(5, 9)","knowledge_banking:(5, 9)",539,659,0,10995,10995,,,
v1_3,0.1,20000,7,1389975150,19999,run_end,threat,"(5, 8)","threat:(5, 8)",936,3,0,12000,12000,,,
v1_3,0.1,20000,7,1389975150,19999,run_end,threat,"(6, 8)","threat:(6, 8)",2023,2,0,12000,12000,,,
v1_3,0.1,20000,7,1389975150,19999,run_end,mastery,"(15, 16)","mastery:(15, 16)",4248,29,0,19468,19468,,,
v1_3,0.1,20000,7,1389975150,19999,run_end,threat,"(14, 13)","threat:(14, 13)",4470,0,1,,7125,7125,"knowledge_banking:(14, 13)",
v1_3,0.1,20000,7,1389975150,19999,run_end,knowledge_banking,"(14, 14)","knowledge_banking:(14, 14)",4475,243,0,19049,19049,,,
v1_3,0.1,20000,7,1389975150,19999,run_end,mastery,"(3, 3)","mastery:(3, 3)",7125,5,0,7135,7135,,,
v1_3,0.1,20000,7,1389975150,19999,run_end,knowledge_banking,"(14, 13)","knowledge_banking:(14, 13)",15156,109,0,18998,18998,,,"threat:(14, 13)"
v1_3,0.1,20000,8,1009368519,434,mastery_flag_formation,mastery,"(4, 15)","mastery:(4, 15)",434,0,0,,434,,,
v1_3,0.1,20000,8,1009368519,2520,mastery_flag_formation,mastery,"(9, 10)","mastery:(9, 10)",2520,0,0,,2520,,,
v1_3,0.1,20000,8,1009368519,2571,knowledge_banking_flag_formation,knowledge_banking,"(6, 8)","knowledge_banking:(6, 8)",2571,0,0,,2571,,,
v1_3,0.1,20000,8,1009368519,2579,threat_flag_formation,threat,"(5, 9)","threat:(5, 9)",2579,0,0,,2579,,,
v1_3,0.1,20000,8,1009368519,2580,threat_flag_formation,threat,"(5, 8)","threat:(5, 8)",2580,0,0,,2580,,,
v1_3,0.1,20000,8,1009368519,6845,mastery_flag_formation,mastery,"(3, 3)","mastery:(3, 3)",6845,0,0,,6845,,,
v1_3,0.1,20000,8,1009368519,6845,threat_flag_transformation,threat,"(5, 9)","threat:(5, 9)",2579,1,1,2580,6845,6845,"knowledge_banking:(5, 9)",
v1_3,0.1,20000,8,1009368519,8201,knowledge_banking_flag_formation,knowledge_banking,"(5, 9)","knowledge_banking:(5, 9)",8201,0,0,,8201,,,"threat:(5, 9)"
v1_3,0.1,20000,8,1009368519,10201,mastery_flag_formation,mastery,"(11, 5)","mastery:(11, 5)",10201,0,0,,10201,,,
