arch,run_idx,seed,hazard_cost,num_steps,phase_1_end_step,phase_2_end_step,time_to_first_flag,time_to_second_flag,time_to_final_flag,total_cost_incurred,time_to_first_mastery,time_to_final_mastery,mastery_order_sequence,activation_step,end_state_found_step,end_state_banked,time_to_first_transition,time_to_final_transition,transition_order_sequence,knowledge_banked_sequence,yellow_pre_transition_entries,green_pre_transition_entries,unaffiliated_pre_transition_entries,yellow_resolution_window,green_resolution_window,total_prediction_error_events,prediction_error_complete,goal_type,goal_target_id,goal_step_budget,goal_resolved,goal_resolution_step,goal_budget_remaining,goal_expired,goal_last_progress_step,goal_resolution_window,goal_progress_event_count,suppressed_approach_count,goal_relevant_suppressed_count,suppressed_approach_objects,cf_records_raw,cf_records_emitted,cf_exclusion_rate,end_state_draw_active,end_state_banked_step,steps_draw_to_bank,revised_expectation_count,causal_chain_count,mean_chain_depth,complete_chain_count,q5_statement_count,env2_ran,haz_blue_approached,predicted_record_written,transfer_triggered_step,env1_mastery_order_sequence,env1_end_state_banked_step,return_env1_ran,arc_complete,arc_timeout,ineligible_reason,return_step,transformation_step,arc_total_steps
v1_14_1,10,10,1.0,1001,,,,,,1.0,34,34,['att_free_0'],,,True,531,34,"['haz_unaff_1', 'haz_unaff_2', 'haz_yellow', 'haz_unaff_0', 'haz_green', 'haz_unaff_1', 'haz_unaff_2', 'haz_unaff_0', 'haz_green', 'haz_blue']",[],1,0,0,32,,1,True,locate_family,YELLOW,500000,True,543,499457,False,,,1,14,4,"dist_yellow,haz_blue,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",168,14,0.9167,False,,,1,1,6.0,1,0,True,True,True,1000,"['att_free_1', 'att_yellow', 'att_free_0', 'att_green', 'att_free_2']",,True,True,False,,0,34,1195
v1_14_1,11,1010,1.0,167001,,,22632,,22632,5.0,9,9,['att_free_1'],,,True,531,9,"['haz_unaff_2', 'haz_unaff_1', 'haz_green', 'haz_unaff_0', 'haz_yellow', 'haz_unaff_2', 'haz_unaff_1', 'haz_unaff_0', 'haz_blue']",[],1,0,0,166467,,1,True,bank_hazard_within_budget,haz_green,500000,True,1061,498939,False,,,0,397,74,"haz_blue,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",555,397,0.2847,False,,,1,1,6.0,1,0,True,True,True,167000,"['att_free_1', 'att_free_3', 'att_green', 'att_yellow', 'att_free_0']",,True,True,False,,0,9,329787
v1_14_1,12,2010,1.0,1000000,527,600000,,,,2.0,532,33275,"['att_free_1', 'att_free_2', 'att_green', 'att_free_0']",,,False,532,31982,"['haz_unaff_2', 'haz_unaff_0', 'haz_green', 'haz_unaff_1']","['haz_unaff_2', 'haz_unaff_1', 'haz_unaff_0', 'haz_green']",2,0,0,,,2,True,locate_family,GREEN,500000,True,317782,182218,False,,,1,2609,694,"dist_green,haz_blue,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",3037,2609,0.1409,False,,,0,0,0.0,0,0,False,True,False,,"['att_free_1', 'att_free_2', 'att_green', 'att_free_0']",,False,False,False,,,,
v1_14_1,13,3010,1.0,610266,,,,,,1.0,12,12,['att_free_0'],,,True,531,12,"['haz_unaff_0', 'haz_unaff_2', 'haz_yellow', 'haz_unaff_1', 'haz_green', 'haz_unaff_0', 'haz_unaff_2', 'haz_unaff_1', 'haz_yellow', 'haz_blue']",[],1,0,0,30,,1,True,locate_family,YELLOW,500000,False,,,True,535,499465,1,1650,538,"dist_yellow,haz_blue,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",1954,1650,0.1556,False,,,1,1,6.0,1,0,True,True,True,610265,"['att_free_1', 'att_yellow', 'att_free_2', 'att_green', 'att_free_0']",,True,True,False,,0,12,851603
v1_14_1,14,4010,1.0,20354,,,,,,1.0,35,35,['att_free_0'],,,True,1455,35,"['haz_unaff_0', 'haz_yellow', 'haz_unaff_1', 'haz_unaff_2', 'haz_green', 'haz_unaff_0', 'haz_unaff_1', 'haz_blue']",[],1,0,0,950,,1,True,bank_hazard_within_budget,haz_green,500000,True,12530,487470,False,,,0,76,16,"haz_blue,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",193,76,0.6062,False,,,1,1,6.0,1,0,True,True,True,20353,"['att_yellow', 'att_free_2', 'att_free_0', 'att_green', 'att_free_3']",,True,True,False,,0,35,20484
v1_14_1,15,5010,1.0,16001,,600000,,,,3.0,8,3737,"['att_free_0', 'att_free_2', 'att_free_3']",,,False,632,3737,"['haz_unaff_1', 'haz_unaff_0', 'haz_yellow', 'haz_unaff_2', 'haz_green', 'haz_unaff_1', 'haz_unaff_0', 'haz_unaff_2']",['haz_unaff_2'],1,0,1,434,,2,True,locate_family,GREEN,500000,False,,,True,15774,484226,1,99,31,"dist_green,haz_blue,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",320,99,0.6906,False,,,2,1,6.0,1,0,True,True,True,16000,"['att_free_2', 'att_yellow', 'att_free_3', 'att_free_0', 'att_green']",,False,False,False,prediction_unresolvable,,,
v1_14_1,16,6010,1.0,1001,,,,,,1.0,3,3,['att_free_0'],,,True,530,3,"['haz_unaff_1', 'haz_unaff_0', 'haz_yellow', 'haz_unaff_2', 'haz_green', 'haz_unaff_1', 'haz_unaff_0', 'haz_unaff_2', 'haz_blue']",[],1,0,0,29,,1,True,locate_family,YELLOW,500000,True,556,499444,False,,,1,11,3,"dist_yellow,haz_blue,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",130,11,0.9154,False,,,1,1,6.0,1,0,True,True,True,1000,"['att_free_1', 'att_yellow', 'att_free_0', 'att_green', 'att_free_2']",,True,True,False,,0,3,205019
v1_14_1,17,7010,1.0,1000000,527,600000,,,,3.0,531,318211,"['att_free_1', 'att_yellow', 'att_free_2']",,,False,531,318211,"['haz_unaff_1', 'haz_unaff_2', 'haz_yellow', 'haz_unaff_0']",['haz_unaff_2'],1,2,0,31,,3,True,bank_hazard_within_budget,haz_green,500000,False,,,True,202678,297322,1,2298,388,"haz_blue,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",2737,2298,0.1604,False,,,1,1,6.0,1,0,False,True,False,,"['att_free_1', 'att_yellow', 'att_free_2']",,False,False,False,,,,
v1_14_1,18,8010,1.0,88001,,,32916,,32916,4.0,3,3,['att_free_0'],,,True,530,3,"['haz_unaff_2', 'haz_unaff_0', 'haz_green', 'haz_unaff_1', 'haz_yellow', 'haz_unaff_2', 'haz_unaff_0', 'haz_blue']",[],1,0,0,87328,,1,True,locate_family,GREEN,500000,False,,,True,3983,496017,1,236,68,"dist_green,haz_blue,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",384,236,0.3854,False,,,1,1,6.0,1,0,True,True,True,88000,"['att_free_1', 'att_free_3', 'att_green', 'att_free_0', 'att_yellow']",,True,True,False,,0,3,88074
v1_14_1,19,9010,1.0,174501,,600000,541484,,541484,3.0,102,151,"['att_free_0', 'att_free_3', 'att_free_2']",,,False,530,151,"['haz_unaff_2', 'haz_unaff_0', 'haz_unaff_1', 'haz_green', 'haz_yellow', 'haz_unaff_2', 'haz_unaff_0', 'haz_unaff_1']",['haz_unaff_2'],1,0,0,173515,,1,True,locate_family,YELLOW,500000,False,,,True,174020,325980,1,599,181,"dist_yellow,haz_blue,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",809,599,0.2596,False,,,1,1,6.0,1,0,True,True,True,174500,"['att_free_1', 'att_free_3', 'att_free_2', 'att_green', 'att_yellow']",,False,False,False,prediction_unresolvable,,,
v1_14_1,20,20,2.0,1000000,527,600000,,,,2.0,530,548,"['att_free_1', 'att_free_2', 'att_green']",,,False,530,548,"['haz_unaff_0', 'haz_unaff_1', 'haz_green', 'haz_unaff_2']","['haz_unaff_0', 'haz_unaff_1', 'haz_green', 'haz_unaff_2']",1,0,0,,,1,True,bank_hazard_within_budget,haz_green,500000,True,548,499452,False,,,0,2155,367,"haz_blue,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",2498,2155,0.1373,False,,,0,0,0.0,0,0,False,True,False,,"['att_free_1', 'att_free_2', 'att_green']",,False,False,False,,,,
v1_14_1,21,1020,2.0,307501,,,,,,4.0,30,30,['att_free_0'],,,True,530,30,"['haz_unaff_1', 'haz_unaff_2', 'haz_yellow', 'haz_unaff_0', 'haz_green', 'haz_unaff_1', 'haz_unaff_2', 'haz_green', 'haz_unaff_0', 'haz_blue']",[],1,1,0,29,298958,2,True,locate_family,GREEN,500000,True,307289,192711,False,,,0,801,243,"dist_green,haz_blue,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",1030,801,0.2223,False,,,2,2,6.0,2,0,True,True,True,307500,"['att_free_1', 'att_yellow', 'att_free_0', 'att_free_2', 'att_green']",,True,True,False,,0,30,367654
v1_14_1,22,2020,2.0,7501,,,,,,2.0,6,6,['att_free_0'],,,True,530,6,"['haz_unaff_0', 'haz_unaff_2', 'haz_yellow', 'haz_green', 'haz_unaff_1', 'haz_unaff_0', 'haz_unaff_2', 'haz_unaff_1', 'haz_blue']",[],1,0,0,29,,1,True,locate_family,YELLOW,500000,True,556,499444,False,,,1,33,9,"dist_yellow,haz_blue,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",204,33,0.8382,False,,,1,1,6.0,1,0,True,True,True,7500,"['att_free_1', 'att_yellow', 'att_green', 'att_free_2', 'att_free_3']",,True,True,False,,0,6,7800
v1_14_1,23,3020,2.0,5001,,,,,,6.0,,,[],,,True,530,8,"['haz_unaff_1', 'haz_unaff_2', 'haz_yellow', 'haz_unaff_0', 'haz_green', 'haz_unaff_1', 'haz_unaff_2', 'haz_unaff_0', 'haz_blue']",[],1,0,0,29,,1,True,bank_hazard_within_budget,haz_green,500000,True,4647,495353,False,,,0,33,5,"haz_blue,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",145,33,0.7724,False,,,1,1,6.0,1,0,True,True,True,5000,"['att_free_1', 'att_yellow', 'att_free_0', 'att_free_3', 'att_green']",,True,True,False,,0,8,174754
v1_14_1,24,4020,2.0,5501,,,,,,4.0,10,10,['att_free_0'],,,True,1460,10,"['haz_unaff_0', 'haz_yellow', 'haz_unaff_2', 'haz_unaff_1', 'haz_green', 'haz_unaff_0', 'haz_green', 'haz_unaff_2', 'haz_unaff_1', 'haz_blue']",[],1,0,0,955,,1,True,locate_family,GREEN,500000,False,,,True,5114,494886,1,28,9,"dist_green,haz_blue,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",146,28,0.8082,False,,,1,1,6.0,1,0,True,True,True,5500,"['att_yellow', 'att_free_3', 'att_free_0', 'att_green', 'att_free_2']",,True,True,False,,0,10,5580
v1_14_1,25,5020,2.0,90501,,,17488,,17488,8.0,296,296,['att_free_2'],,,True,530,296,"['haz_unaff_2', 'haz_unaff_0', 'haz_green', 'haz_unaff_1', 'haz_yellow', 'haz_unaff_2', 'haz_unaff_0', 'haz_unaff_1', 'haz_yellow', 'haz_blue']",[],1,0,0,89596,,1,True,locate_family,YELLOW,500000,True,90132,409868,False,,,1,251,74,"dist_yellow,haz_blue,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",393,251,0.3613,False,,,1,1,6.0,1,0,True,True,True,90500,"['att_free_1', 'att_free_3', 'att_green', 'att_free_0', 'att_yellow']",,True,True,False,,0,296,126344
v1_14_1,26,6020,2.0,20001,,,,,,6.0,214,214,['att_free_0'],,,True,530,214,"['haz_unaff_0', 'haz_green', 'haz_unaff_2', 'haz_unaff_1', 'haz_yellow', 'haz_unaff_0', 'haz_unaff_2', 'haz_unaff_1', 'haz_blue']",[],1,0,0,19244,,1,True,bank_hazard_within_budget,haz_green,500000,True,18542,481458,False,,,0,63,10,"haz_blue,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",166,63,0.6205,False,,,1,1,6.0,1,0,True,True,True,20000,"['att_free_1', 'att_green', 'att_free_3', 'att_free_0', 'att_yellow']",,True,True,False,,0,214,127511
v1_14_1,27,7020,2.0,652501,,,,,,2.0,3,3,['att_free_0'],,,True,530,3,"['haz_unaff_1', 'haz_unaff_2', 'haz_yellow', 'haz_unaff_0', 'haz_green', 'haz_unaff_1', 'haz_unaff_2', 'haz_unaff_0', 'haz_blue']",[],1,0,0,29,,1,True,locate_family,GREEN,500000,False,,,True,,,0,2024,735,"dist_green,haz_blue,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",2497,2024,0.1894,False,,,1,1,6.0,1,0,True,True,True,652500,"['att_free_1', 'att_yellow', 'att_free_3', 'att_free_2', 'att_green']",,True,True,False,,0,3,655778
v1_14_1,28,8020,2.0,1000000,527,600000,798178,,798178,8.0,1106,7765,"['att_yellow', 'att_free_3', 'att_free_0', 'att_free_2']",,,False,1106,7541,"['haz_unaff_2', 'haz_yellow', 'haz_unaff_1', 'haz_unaff_0']","['haz_unaff_2', 'haz_yellow', 'haz_unaff_0', 'haz_unaff_1']",1,0,0,601,,1,True,locate_family,YELLOW,500000,True,9144,490856,False,,,1,2857,777,"dist_yellow,haz_blue,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",3424,2857,0.1656,False,,,1,1,6.0,1,0,False,True,False,,"['att_yellow', 'att_free_3', 'att_free_0', 'att_free_2']",,False,False,False,,,,
v1_14_1,29,9020,2.0,12501,,,,,,4.0,3,3,['att_free_0'],,,True,531,3,"['haz_unaff_2', 'haz_unaff_1', 'haz_unaff_0', 'haz_yellow', 'haz_green', 'haz_unaff_2', 'haz_blue']",[],1,0,0,106,,1,True,bank_hazard_within_budget,haz_green,500000,True,12489,487511,False,,,0,33,6,"haz_blue,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",141,33,0.766,False,,,1,1,6.0,1,0,True,True,True,12500,"['att_free_1', 'att_free_3', 'att_free_0', 'att_yellow', 'att_green']",,True,True,False,,0,3,27130
v1_14_1,30,100,10.0,1001,,,,,,20.0,39,39,['att_free_0'],,,True,530,39,"['haz_unaff_2', 'haz_unaff_0', 'haz_yellow', 'haz_unaff_1', 'haz_green', 'haz_unaff_2', 'haz_unaff_0', 'haz_blue']",[],1,0,0,29,,1,True,locate_family,GREEN,500000,False,,,True,602,499398,1,14,4,"dist_green,haz_blue,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",145,14,0.9034,False,,,1,1,6.0,1,0,True,True,True,1000,"['att_free_1', 'att_yellow', 'att_free_0', 'att_green', 'att_free_2']",,True,True,False,,0,39,1113
v1_14_1,31,1100,10.0,4575,,,,,,10.0,154,154,['att_free_0'],,,True,978,154,"['haz_unaff_0', 'haz_yellow', 'haz_unaff_1', 'haz_green', 'haz_unaff_2', 'haz_unaff_0', 'haz_unaff_1', 'haz_unaff_2', 'haz_blue']",[],1,0,0,473,,1,True,locate_family,YELLOW,500000,False,,,True,978,499022,1,26,9,"dist_yellow,haz_blue,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",140,26,0.8143,False,,,1,1,6.0,1,0,True,True,True,4574,"['att_yellow', 'att_free_2', 'att_green', 'att_free_0', 'att_free_3']",,True,True,False,,0,154,33951
v1_14_1,32,2100,10.0,43001,,,,,,20.0,19,19,['att_free_0'],,,True,531,19,"['haz_unaff_0', 'haz_unaff_2', 'haz_yellow', 'haz_unaff_1', 'haz_green', 'haz_unaff_0', 'haz_unaff_2', 'haz_unaff_1', 'haz_green', 'haz_blue']",[],1,0,0,30,,1,True,bank_hazard_within_budget,haz_green,500000,True,42562,457438,False,,,0,125,19,"haz_blue,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",251,125,0.502,False,,,1,1,6.0,1,0,True,True,True,43000,"['att_free_1', 'att_yellow', 'att_free_0', 'att_free_2', 'att_green']",,True,True,False,,0,19,708475
v1_14_1,33,3100,10.0,38501,,,37733,,37733,40.0,113,113,['att_free_0'],,,True,534,113,"['haz_unaff_0', 'haz_unaff_2', 'haz_green', 'haz_unaff_1', 'haz_yellow', 'haz_unaff_0', 'haz_unaff_2', 'haz_blue']",[],1,0,0,37529,,1,True,locate_family,GREEN,500000,False,,,True,5027,494973,1,122,33,"dist_green,haz_blue,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",278,122,0.5612,False,,,1,1,6.0,1,0,True,True,True,38500,"['att_free_3', 'att_free_1', 'att_green', 'att_yellow', 'att_free_0']",,True,True,False,,0,113,38650
v1_14_1,34,4100,10.0,1001,,,,,,10.0,,,[],,,True,530,18,"['haz_unaff_1', 'haz_unaff_2', 'haz_yellow', 'haz_unaff_0', 'haz_green', 'haz_unaff_1', 'haz_blue']",[],1,0,0,29,,1,True,locate_family,YELLOW,500000,True,744,499256,False,,,1,14,4,"dist_yellow,haz_blue,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",144,14,0.9028,False,741,,1,1,6.0,1,0,True,True,True,1000,"['att_free_1', 'att_yellow', 'att_free_3', 'att_free_2', 'att_green']",741,True,True,False,,0,18,32988
v1_14_1,35,5100,10.0,94501,,,,,,20.0,,,[],,,True,530,135,"['haz_unaff_2', 'haz_unaff_1', 'haz_unaff_0', 'haz_yellow', 'haz_green', 'haz_unaff_2', 'haz_unaff_1', 'haz_blue']",[],1,0,0,40523,,1,True,bank_hazard_within_budget,haz_green,500000,True,94132,405868,False,,,0,251,46,"haz_blue,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",404,251,0.3787,False,,,1,1,6.0,1,0,True,True,True,94500,"['att_free_1', 'att_free_3', 'att_yellow', 'att_free_2', 'att_green']",,True,True,False,,0,135,95148
v1_14_1,36,6100,10.0,1000000,527,600000,,,,20.0,733,18781,"['att_free_2', 'att_yellow', 'att_free_3', 'att_free_0']",,,False,733,18568,"['haz_unaff_0', 'haz_unaff_1', 'haz_yellow', 'haz_unaff_2']","['haz_unaff_2', 'haz_yellow', 'haz_unaff_0', 'haz_unaff_1']",1,0,0,1097,,1,True,locate_family,GREEN,500000,False,,,True,,,0,3046,914,"dist_green,haz_blue,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",3671,3046,0.1703,False,,,1,1,6.0,1,0,False,True,False,,"['att_free_2', 'att_yellow', 'att_free_3', 'att_free_0']",,False,False,False,,,,
v1_14_1,37,7100,10.0,35501,,,,,,10.0,11,11,['att_free_0'],,,True,531,11,"['haz_unaff_2', 'haz_unaff_0', 'haz_green', 'haz_unaff_1', 'haz_yellow', 'haz_unaff_2', 'haz_unaff_0', 'haz_unaff_1', 'haz_blue']",[],1,0,0,34567,,1,True,locate_family,YELLOW,500000,True,35081,464919,False,,,1,116,38,"dist_yellow,haz_blue,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",257,116,0.5486,False,,,1,1,6.0,1,0,True,True,True,35500,"['att_free_1', 'att_free_2', 'att_green', 'att_free_0', 'att_yellow']",,True,True,False,,0,11,69648
v1_14_1,38,8100,10.0,113501,,,,,,10.0,,,[],,,True,530,7,"['haz_unaff_2', 'haz_unaff_0', 'haz_unaff_1', 'haz_yellow', 'haz_green', 'haz_unaff_2', 'haz_unaff_0', 'haz_unaff_1', 'haz_blue']",[],1,0,0,112439,,1,True,bank_hazard_within_budget,haz_green,500000,True,113194,386806,False,,,0,232,43,"haz_blue,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",361,232,0.3573,False,,,1,1,6.0,1,0,True,True,True,113500,"['att_free_1', 'att_free_2', 'att_yellow', 'att_free_0', 'att_green']",,True,True,False,,0,7,114821
