arch,run_idx,seed,hazard_cost,flag_id,flag_type,flag_set_step
ee_1,532,0,0,,532,,,
v1_16,0.1,1000000,0,202358875,mastery,att_free_2,mastery:att_free_2,538,9,0,547,547,,,
v1_16,0.1,1000000,0,202358875,mastery,att_green,mastery:att_green,554,4,0,558,558,,,
v1_16,0.1,1000000,0,202358875,knowledge_banking,haz_unaff_0,knowledge_banking:haz_unaff_0,38634,9,0,38676,38676,,,
v1_16,0.1,1000000,0,202358875,knowledge_banking,haz_unaff_1,knowledge_banking:haz_unaff_1,38639,18,0,38660,38660,,,
v1_16,0.1,1000000,0,202358875,knowledge_banking,haz_green,knowledge_banking:haz_green,38684,0,0,,38684,,,
v1_16,0.1,1000000,0,202358875,knowledge_banking,haz_unaff_2,knowledge_banking:haz_unaff_2,38691,12,0,38777,38777,,,
v1_16,0.1,1000000,0,202358875,mastery,att_free_3,mastery:att_free_3,38698,93,0,38916,38916,,,
v1_16,0.1,1000000,0,202358875,mastery,att_yellow,mastery:att_yellow,38927,0,0,,38927,,,
v1_16,0.1,1000000,0,202358875,mastery,att_free_0,mastery:att_free_0,38934,0,0,,38934,,,
v1_16,0.1,1000000,0,202358875,knowledge_banking,haz_yellow,knowledge_banking:haz_yellow,38939,7,0,38946,38946,,,
v1_16,0.1,1000000,0,202358875,end_state_activation,,end_state_activation,38939,127,0,65,65,,,
v1_16,0.1,1000000,1,1869897005,mastery,att_free_1,mastery:att_free_1,531,0,0,,531,,,
v1_16,0.1,1000000,1,1869897005,mastery,att_yellow,mastery:att_yellow,536,0,0,,536,,,
v1_16,0.1,1000000,1,1869897005,mastery,att_free_0,mastery:att_free_0,544,0,0,,544,,,
v1_16,0.1,1000000,1,1869897005,knowledge_banking,haz_yellow,knowledge_banking:haz_yellow,550,0,0,,550,,,
v1_16,0.1,1000000,1,1869897005,knowledge_banking,haz_unaff_0,knowledge_banking:haz_unaff_0,554,0,0,,554,,,
v1_16,0.1,1000000,1,1869897005,knowledge_banking,haz_unaff_1,knowledge_banking:haz_unaff_1,558,5,0,564,564,,,
v1_16,0.1,1000000,1,1869897005,mastery,att_free_3,mastery:att_free_3,582,0,0,,582,,,
v1_16,0.1,1000000,1,1869897005,knowledge_banking,haz_unaff_2,knowledge_banking:haz_unaff_2,587,2,0,593,593,,,
v1_16,0.1,1000000,1,1869897005,mastery,att_free_2,mastery:att_free_2,2987,2,0,2989,2989,,,
v1_16,0.1,1000000,1,1869897005,mastery,att_green,mastery:att_green,2997,3,0,3000,3000,,,
v1_16,0.1,1000000,2,1489290374,mastery,att_free_1,mastery:att_free_1,530,0,0,,530,,,
v1_16,0.1,1000000,2,1489290374,mastery,att_yellow,mastery:att_yellow,534,5,0,539,539,,,
v1_16,0.1,1000000,2,1489290374,knowledge_banking,haz_unaff_2,knowledge_banking:haz_unaff_2,546,0,0,,546,,,
v1_16,0.1,1000000,2,1489290374,mastery,att_free_3,mastery:att_free_3,552,49,0,603,603,,,
