arch,run_idx,seed,hazard_cost,num_steps,object_id,closest_approach_step,closest_approach_distance,phase_at_approach,goal_relevant,pre_threshold_entries
,,,,,haz_blue,5,1.0,1,False,0
,,,,,haz_green,5,6.164414,1,True,0
,,,,,haz_unaff_2,5,3.162278,1,False,0
,,,,,dist_green,4,4.358899,1,True,0
,,,,,haz_yellow,25,7.483315,1,False,0
,,,,,haz_unaff_0,104,6.164414,1,False,0
,,,,,haz_unaff_1,104,7.0,1,False,0
,,,,,haz_blue,509,3.0,1,False,0
,,,,,haz_unaff_2,509,3.741657,1,False,0
,,,,,haz_green,523,3.162278,1,True,0
,,,,,dist_green,505,5.656854,1,True,0
,,,,,haz_unaff_0,639,6.63325,2,False,0
,,,,,haz_yellow,639,5.0,2,False,1
,,,,,haz_unaff_1,639,8.185353,2,False,0
,,,,,haz_unaff_0,909,5.477226,2,False,0
,,,,,haz_unaff_1,909,7.0,2,False,0
,,,,,haz_yellow,667,4.242641,2,False,1
,,,,,haz_blue,1769,3.162278,2,False,0
,,,,,haz_unaff_2,2049,6.082763,2,False,0
,,,,,haz_unaff_0,1825,5.744563,2,False,0
,,,,,haz_green,1969,6.403124,2,True,0
,,,,,haz_unaff_1,1825,7.348469,2,False,0
,,,,,haz_green,3124,7.141428,2,True,0
,,,,,haz_green,5187,6.403124,2,True,0
,,,,,haz_unaff_0,5187,5.09902,2,False,0
,,,,,haz_unaff_1,5187,6.403124,2,False,0
,,,,,haz_blue,6187,3.0,2,False,0
,,,,,haz_yellow,5250,3.741657,2,False,1
,,,,,haz_unaff_0,6513,5.477226,2,False,0
,,,,,haz_unaff_1,6513,7.0,2,False,0
,,,,,haz_green,6919,6.403124,2,True,0
,,,,,haz_unaff_2,7623,5.477226,2,False,0
,,,,,haz_green,7125,6.403124,2,True,0
,,,,,haz_blue,9096,3.0,2,False,0
,,,,,haz_unaff_2,9141,5.477226,2,False,0
,,,,,haz_unaff_0,9141,5.0,2,False,0
,,,,,haz_unaff_1,9141,6.480741,2,False,0
,,,,,haz_unaff_0,10109,6.164414,2,False,0
,,,,,haz_unaff_1,10109,7.81025,2,False,0
,,,,,haz_yellow,10685,4.358899,2,False,1
,,,,,haz_unaff_2,10674,5.830952,2,False,0
,,,,,haz_green,10674,5.656854,2,True,0
,,,,,haz_unaff_0,12422,5.744563,2,False,0
,,,,,haz_yellow,12422,4.242641,2,False,1
,,,,,haz_unaff_1,12422,7.348469,2,False,0
,,,,,haz_yellow,14599,4.242641,2,False,1
,,,,,haz_green,14084,5.744563,2,True,0
,,,,,haz_blue,13449,2.236068,2,False,0
,,,,,haz_green,17271,6.480741,2,True,0
,,,,,haz_unaff_2,17147,6.164414,2,False,0
,,,,,haz_unaff_0,17423,5.477226,2,False,0
,,,,,haz_unaff_1,17423,7.0,2,False,0
,,,,,haz_blue,18132,2.236068,2,False,0
,,,,,haz_yellow,18819,3.605551,2,False,1
,,,,,haz_green,19838,6.708204,2,True,0
,,,,,haz_blue,20620,2.236068,2,False,0
,,,,,haz_unaff_2,20620,5.477226,2,False,0
,,,,,haz_unaff_0,21435,4.582576,2,False,0
,,,,,haz_yellow,21435,2.828427,2,False,1
,,,,,haz_unaff_1,21435,6.164414,2,False,0
,,,,,haz_green,21511,6.403124,2,True,0
,,,,,haz_unaff_2,23869,6.324555,2,False,0
,,,,,haz_blue,24353,3.0,2,False,0
,,,,,haz_unaff_0,24549,6.557439,2,False,0
,,,,,haz_yellow,24497,5.0,2,False,1
,,,,,haz_green,24938,6.403124,2,True,0
,,,,,haz_unaff_0,27700,5.744563,2,False,0
,,,,,haz_yellow,27700,4.242641,2,False,1
,,,,,haz_unaff_1,27700,7.348469,2,False,0
,,,,,haz_green,28520,6.708204,2,True,0
,,,,,haz_unaff_2,28772,5.196152,2,False,0
,,,,,haz_yellow,28677,3.741657,2,False,1
,,,,,haz_blue,29488,3.0,2,False,0
,,,,,haz_blue,31219,3.0,2,False,0
,,,,,haz_unaff_2,31364,6.082763,2,False,0
,,,,,haz_green,31279,6.403124,2,True,0
,,,,,haz_blue,32204,3.162278,2,False,0
,,,,,haz_unaff_0,32738,5.744563,2,False,0
,,,,,haz_unaff_1,32738,7.348469,2,False,0
,,,,,haz_yellow,32739,3.741657,2,False,1
,,,,,haz_green,33132,6.164414,2,True,0
,,,,,haz_blue,34957,3.316625,2,False,0
,,,,,haz_unaff_2,34957,6.63325,2,False,0
,,,,,haz_green,35000,5.830952,2,True,0
,,,,,haz_blue,37702,3.162278,2,False,0
,,,,,haz_green,36673,6.403124,2,True,0
,,,,,haz_unaff_2,37702,6.403124,2,False,0
,,,,,haz_blue,38622,3.741657,2,False,0
,,,,,haz_yellow,38624,2.236068,2,False,1
,,,,,haz_green,38625,5.656854,2,True,0
,,,,,dist_green,38662,6.164414,2,True,0
,,,,,haz_unaff_0,38744,6.480741,2,False,0
,,,,,haz_unaff_2,38675,4.582576,2,False,0
,,,,,haz_unaff_1,38781,4.123106,2,False,0
,,,,,haz_yellow,39014,4.242641,2,False,1
,,,,,haz_blue,39156,3.162278,2,False,0
,,,,,haz_green,40273,5.0,2,True,0
,,,,,haz_blue,40467,2.236068,2,False,0
,,,,,haz_unaff_2,40467,5.477226,2,False,0
,,,,,haz_yellow,40495,3.0,2,False,1
,,,,,haz_unaff_0,42635,5.477226,2,False,0
,,,,,haz_unaff_1,42635,7.0,2,False,0
,,,,,haz_yellow,42538,4.242641,2,False,1
,,,,,haz_blue,44067,3.0,2,False,0
,,,,,haz_green,43991,6.403124,2,True,0
,,,,,haz_unaff_2,44270,6.082763,2,False,0
,,,,,haz_unaff_0,44608,4.898979,2,False,0
,,,,,haz_unaff_1,44608,6.557439,2,False,0
,,,,,haz_blue,44980,3.0,2,False,0
,,,,,haz_yellow,45104,4.898979,2,False,1
,,,,,haz_unaff_0,45160,5.09902,2,False,0
,,,,,haz_unaff_1,45160,6.708204,2,False,0
,,,,,haz_green,45198,6.480741,2,True,0
,,,,,haz_unaff_2,45359,6.082763,2,False,0
,,,,,haz_blue,45734,3.0,2,False,0
,,,,,haz_green,45734,5.656854,2,True,0
,,,,,haz_unaff_0,45734,6.403124,2,False,0
,,,,,haz_unaff_1,45734,7.874008,2,False,0
,,,,,haz_unaff_0,46580,5.477226,2,False,0
,,,,,haz_unaff_1,46580,7.0,2,False,0
,,,,,haz_unaff_2,47136,6.082763,2,False,0
,,,,,haz_blue,47092,3.0,2,False,0
,,,,,haz_unaff_0,47392,5.477226,2,False,0
,,,,,haz_unaff_1,47392,7.0,2,False,0
,,,,,haz_green,47517,6.403124,2,True,0
,,,,,haz_blue,48009,3.0,2,False,0
,,,,,haz_blue,48555,3.162278,2,False,0
,,,,,haz_unaff_2,48555,6.082763,2,False,0
,,,,,haz_yellow,48735,4.242641,2,False,1
,,,,,haz_green,48997,6.0,2,True,0
,,,,,haz_blue,49705,2.44949,2,False,0
,,,,,haz_unaff_2,49880,5.385165,2,False,0
,,,,,haz_yellow,50986,5.09902,2,False,1
,,,,,haz_unaff_2,52080,6.082763,2,False,0
,,,,,haz_blue,51831,3.0,2,False,0
,,,,,haz_green,52763,6.403124,2,True,0
,,,,,haz_yellow,52738,5.09902,2,False,1
,,,,,haz_unaff_1,52738,7.483315,2,False,0
,,,,,haz_unaff_0,52738,5.91608,2,False,0
,,,,,haz_unaff_2,52823,6.164414,2,False,0
,,,,,haz_unaff_0,54009,7.0,2,False,0
,,,,,haz_yellow,54009,5.656854,2,False,1
,,,,,haz_unaff_1,54009,8.602325,2,False,0
,,,,,haz_blue,54223,3.0,2,False,0
,,,,,haz_unaff_2,54161,6.082763,2,False,0
,,,,,haz_green,54184,6.403124,2,True,0
,,,,,haz_blue,55485,2.828427,2,False,0
,,,,,haz_unaff_2,55485,5.91608,2,False,0
,,,,,haz_green,55903,7.141428,2,True,0
,,,,,haz_yellow,55931,4.242641,2,False,1
,,,,,haz_unaff_0,57004,5.744563,2,False,0
,,,,,haz_unaff_1,57004,7.348469,2,False,0
,,,,,haz_blue,57175,3.0,2,False,0
,,,,,haz_unaff_2,56115,6.082763,2,False,0
,,,,,haz_unaff_0,57954,4.690416,2,False,0
,,,,,haz_unaff_1,57954,6.403124,2,False,0
,,,,,haz_blue,57966,3.0,2,False,0
,,,,,haz_unaff_0,58331,5.385165,2,False,0
,,,,,haz_unaff_1,58443,7.0,2,False,0
,,,,,haz_unaff_0,60049,5.477226,2,False,0
,,,,,haz_green,60049,6.708204,2,True,0
,,,,,haz_unaff_1,60049,7.0,2,False,0
,,,,,haz_blue,60049,3.162278,2,False,0
,,,,,haz_unaff_2,60049,6.082763,2,False,0
,,,,,haz_blue,61873,3.0,2,False,0
,,,,,haz_unaff_0,61873,5.0,2,False,0
,,,,,haz_green,61873,5.09902,2,True,0
,,,,,haz_unaff_2,61873,5.477226,2,False,0
,,,,,haz_unaff_1,61873,6.480741,2,False,0
,,,,,haz_blue,62676,3.316625,2,False,0
,,,,,haz_green,62663,6.708204,2,True,0
,,,,,haz_yellow,63771,3.741657,2,False,1
,,,,,haz_green,63514,6.403124,2,True,0
,,,,,haz_green,66065,6.403124,2,True,0
,,,,,haz_blue,65950,3.0,2,False,0
,,,,,haz_unaff_2,66517,6.082763,2,False,0
,,,,,haz_unaff_0,67017,5.0,2,False,0
,,,,,haz_green,67017,5.09902,2,True,0
,,,,,haz_yellow,67017,4.898979,2,False,1
,,,,,haz_unaff_1,67017,6.480741,2,False,0
,,,,,haz_yellow,67224,4.358899,2,False,1
,,,,,haz_green,68512,5.0,2,True,0
,,,,,haz_unaff_2,68803,5.09902,2,False,0
,,,,,haz_yellow,70534,3.741657,2,False,1
,,,,,haz_unaff_0,70534,5.385165,2,False,0
,,,,,haz_unaff_1,70412,7.0,2,False,0
,,,,,haz_blue,71161,2.236068,2,False,0
,,,,,haz_unaff_2,71161,5.477226,2,False,0
,,,,,haz_blue,74051,2.236068,2,False,0
,,,,,haz_unaff_2,74051,5.477226,2,False,0
,,,,,haz_yellow,74163,3.741657,2,False,1
,,,,,haz_blue,75633,3.162278,2,False,0
,,,,,haz_unaff_2,75633,6.403124,2,False,0
,,,,,haz_unaff_0,76568,5.91608,2,False,0
,,,,,haz_unaff_1,76568,7.483315,2,False,0
,,,,,haz_unaff_2,76642,5.830952,2,False,0
,,,,,haz_blue,76387,3.0,2,False,0
,,,,,haz_unaff_0,78136,4.898979,2,False,0
,,,,,haz_yellow,78136,3.605551,2,False,1
,,,,,haz_unaff_1,78136,6.557439,2,False,0
,,,,,haz_unaff_2,78203,6.0,2,False,0
,,,,,haz_unaff_0,80540,5.477226,2,False,0
,,,,,haz_unaff_1,80540,7.0,2,False,0
,,,,,haz_green,80843,6.480741,2,True,0
,,,,,haz_blue,80843,3.316625,2,False,0
,,,,,haz_unaff_0,81210,5.477226,2,False,0
,,,,,haz_yellow,80818,4.242641,2,False,1
,,,,,haz_unaff_2,80843,6.324555,2,False,0
,,,,,haz_unaff_1,81210,7.0,2,False,0
,,,,,haz_unaff_0,81302,5.477226,2,False,0
,,,,,haz_unaff_1,81302,7.0,2,False,0
,,,,,haz_green,82901,7.28011,2,True,0
,,,,,haz_blue,83160,2.0,2,False,0
,,,,,haz_yellow,83080,4.358899,2,False,1
,,,,,haz_unaff_2,83161,5.0,2,False,0
,,,,,haz_unaff_0,83165,5.385165,2,False,0
,,,,,haz_unaff_1,83064,7.0,2,False,0
,,,,,haz_unaff_2,84938,6.082763,2,False,0
,,,,,haz_blue,85110,3.0,2,False,0
,,,,,haz_green,86403,7.071068,2,True,0
,,,,,haz_unaff_2,86453,6.403124,2,False,0
,,,,,haz_yellow,86884,4.358899,2,False,1
,,,,,haz_blue,86992,3.0,2,False,0
,,,,,haz_green,87538,5.91608,2,True,0
,,,,,haz_unaff_2,87538,6.403124,2,False,0
,,,,,haz_unaff_0,87538,5.09902,2,False,0
,,,,,haz_unaff_1,87538,6.708204,2,False,0
,,,,,haz_blue,87641,3.0,2,False,0
,,,,,haz_unaff_2,87641,6.164414,2,False,0
,,,,,haz_unaff_0,88761,5.477226,2,False,0
,,,,,haz_unaff_1,88761,7.0,2,False,0
,,,,,haz_blue,90520,3.0,2,False,0
,,,,,haz_green,90521,7.141428,2,True,0
,,,,,haz_unaff_0,90760,5.744563,2,False,0
,,,,,haz_unaff_1,90760,7.348469,2,False,0
,,,,,haz_blue,91934,2.236068,2,False,0
,,,,,haz_unaff_2,91934,5.477226,2,False,0
,,,,,haz_yellow,92126,5.0,2,False,1
,,,,,haz_unaff_0,93332,5.385165,2,False,0
,,,,,haz_green,93489,5.09902,2,True,0
,,,,,haz_unaff_1,93489,7.874008,2,False,0
,,,,,haz_yellow,93702,4.123106,2,False,1
,,,,,haz_blue,94183,3.0,2,False,0
,,,,,haz_unaff_2,93594,6.082763,2,False,0
