arch,run_idx,agent,seed,hazard_cost,flag_id,flag_type,flag_set_step
,533,0,0,,533,,,
v1_15_2,0.1,1000000,0,202358875,knowledge_banking,haz_unaff_2,knowledge_banking:haz_unaff_2,537,0,0,,537,,,
v1_15_2,0.1,1000000,0,202358875,mastery,att_free_3,mastery:att_free_3,541,0,0,,541,,,
v1_15_2,0.1,1000000,0,202358875,knowledge_banking,haz_green,knowledge_banking:haz_green,634,2,0,645,645,,,
v1_15_2,0.1,1000000,0,202358875,knowledge_banking,haz_unaff_0,knowledge_banking:haz_unaff_0,693,15,0,711,711,,,
v1_15_2,0.1,1000000,0,202358875,knowledge_banking,haz_unaff_1,knowledge_banking:haz_unaff_1,696,0,0,,696,,,
v1_15_2,0.1,1000000,0,202358875,knowledge_banking,haz_yellow,knowledge_banking:haz_yellow,25441,0,0,,25441,,,
v1_15_2,0.1,1000000,0,202358875,mastery,att_yellow,mastery:att_yellow,61740,0,0,,61740,,,
v1_15_2,0.1,1000000,0,202358875,mastery,att_free_2,mastery:att_free_2,488685,24,0,488709,488709,,,
v1_15_2,0.1,1000000,0,202358875,mastery,att_green,mastery:att_green,488719,0,0,,488719,,,
v1_15_2,0.1,1000000,0,202358875,end_state_activation,,end_state_activation,488719,203527,0,7,7,,,
v1_15_2,0.1,1000000,0,202378875,mastery,att_free_1,mastery:att_free_1,532,0,0,,532,,,
v1_15_2,0.1,1000000,0,202378875,knowledge_banking,haz_unaff_2,knowledge_banking:haz_unaff_2,536,0,0,,536,,,
v1_15_2,0.1,1000000,0,202378875,mastery,att_free_3,mastery:att_free_3,541,50,0,24205,24205,,,
v1_15_2,0.1,1000000,0,202378875,knowledge_banking,haz_unaff_0,knowledge_banking:haz_unaff_0,614,8,0,24106,24106,,,
v1_15_2,0.1,1000000,0,202378875,mastery,att_green,mastery:att_green,630,37,0,7321,7321,,,
v1_15_2,0.1,1000000,0,202378875,mastery,att_free_2,mastery:att_free_2,656,0,0,,656,,,
v1_15_2,0.1,1000000,0,202378875,knowledge_banking,haz_unaff_1,knowledge_banking:haz_unaff_1,24086,14,0,24102,24102,,,
v1_15_2,0.1,1000000,0,202378875,knowledge_banking,haz_green,knowledge_banking:haz_green,24114,7,0,24121,24121,,,
v1_15_2,0.1,1000000,0,202378875,mastery,att_yellow,mastery:att_yellow,24361,6,0,24367,24367,,,
v1_15_2,0.1,1000000,0,202378875,knowledge_banking,haz_yellow,knowledge_banking:haz_yellow,,0,0,,,,,
v1_15_2,0.1,1000000,1,1869897005,mastery,att_free_1,mastery:att_free_1,533,0,0,,533,,,
v1_15_2,0.1,1000000,1,1869897005,knowledge_banking,haz_unaff_2,knowledge_banking:haz_unaff_2,537,0,0,,537,,,
v1_15_2,0.1,1000000,1,1869897005,mastery,att_free_3,mastery:att_free_3,541,11,0,552,552,,,
v1_15_2,0.1,1000000,1,1869897005,mastery,att_yellow,mastery:att_yellow,590,4,0,594,594,,,
v1_15_2,0.1,1000000,1,1869897005,knowledge_banking,haz_yellow,knowledge_banking:haz_yellow,2276,0,0,,2276,,,
v1_15_2,0.1,1000000,1,1869897005,knowledge_banking,haz_unaff_0,knowledge_banking:haz_unaff_0,2280,0,0,,2280,,,
v1_15_2,0.1,1000000,1,1869897005,knowledge_banking,haz_unaff_1,knowledge_banking:haz_unaff_1,2283,0,0,,2283,,,
v1_15_2,0.1,1000000,1,1869897005,knowledge_banking,haz_green,knowledge_banking:haz_green,2295,14,0,2309,2309,,,
v1_15_2,0.1,1000000,1,1869897005,mastery,att_green,mastery:att_green,2330,7,0,2337,2337,,,
v1_15_2,0.1,1000000,1,1869897005,mastery,att_free_2,mastery:att_free_2,2344,0,0,,2344,,,
v1_15_2,0.1,1000000,1,1869897005,end_state_activation,,end_state_activation,2344,102,0,15,15,,,
v1_15_2,0.1,1000000,1,1869917005,mastery,att_free_1,mastery:att_free_1,532,0,0,,532,,,
v1_15_2,0.1,1000000,1,1869917005,knowledge_banking,haz_unaff_2,knowledge_banking:haz_unaff_2,536,0,0,,536,,,
v1_15_2,0.1,1000000,1,1869917005,mastery,att_free_3,mastery:att_free_3,541,15,0,556,556,,,
v1_15_2,0.1,1000000,1,1869917005,mastery,att_free_2,mastery:att_free_2,565,23,0,588,588,,,
