arch,run_idx,seed,hazard_cost,num_steps,total_statements,statements_q1,statements_q2,statements_q3,statements_q4,statements_q5,hallucination_count,q1_formation_depth,q3_surprise_cells,q3_resolution_stated,report_complete,statements_with_relevance_markers,goal_statement_present,goal_resolution_stated,q4_statement_count,suppressed_approach_count,goal_relevant_suppressed_count,br_statement_count,revised_expectation_count,mean_approach_delta,bias_effective,cf_records_raw,cf_records_emitted,cf_exclusion_rate,end_state_draw_active,end_state_banked_step,causal_chain_count,mean_chain_depth,complete_chain_count,q5_statement_count,predicted_record_written,predicted_record_state
v1_13_6,0,202358875,0.1,1000000,980,13,0,0,0,2,0,13,0,0,True,0,True,True,0,948,173,0,1,117.0,True,1236,948,0.233,False,366147,1,6.0,1,2,True,confirmed
v1_13_6,1,1869897005,0.1,1000000,2166,16,0,0,0,5,0,16,0,0,True,0,True,True,0,2125,561,0,2,886.0,True,2527,2125,0.1591,False,745976,4,5.5,4,5,True,confirmed
v1_13_6,2,1489290374,0.1,1000000,171,14,0,0,0,2,0,14,0,0,True,0,True,True,0,138,22,0,1,979.0,True,478,138,0.7113,False,23842,1,6.0,1,2,True,unresolvable
v1_13_6,3,1108683743,0.1,1000000,1930,15,0,0,0,2,0,15,0,0,True,0,True,False,0,1896,560,0,1,1054.0,True,2275,1896,0.1666,False,715819,1,6.0,1,2,True,confirmed
v1_13_6,4,628738225,0.1,1000000,3077,9,0,0,0,2,0,9,0,0,True,0,True,True,0,3051,772,0,1,886.0,True,3646,3051,0.1632,False,,1,6.0,1,2,True,predicted
v1_13_6,5,248131594,0.1,1000000,2499,8,0,0,0,1,0,8,0,0,True,0,True,False,0,2476,444,0,1,880.0,True,2894,2476,0.1444,False,,1,6.0,1,1,False,
v1_13_6,6,1915669724,0.1,1000000,1511,13,0,0,0,2,0,13,0,0,True,0,True,False,0,1479,322,0,1,888.0,True,1829,1479,0.1914,False,517984,1,6.0,1,2,True,confirmed
v1_13_6,7,1535063093,0.1,1000000,2739,9,0,0,0,2,0,9,0,0,True,0,True,False,0,2711,904,0,1,1036.0,True,3235,2711,0.162,False,,1,6.0,1,2,True,predicted
v1_13_6,8,1154456462,0.1,1000000,205,14,0,0,0,2,0,14,0,0,True,0,True,True,0,172,28,0,1,133.0,True,301,172,0.4286,False,56511,1,6.0,1,2,True,confirmed
v1_13_6,9,674510944,0.1,1000000,2962,8,0,0,0,1,0,8,0,0,True,0,True,False,0,2939,890,0,1,873.0,True,3519,2939,0.1648,False,,1,6.0,1,1,False,
v1_13_6,10,496635339,1.0,1000000,2968,10,0,0,0,2,0,10,0,0,True,0,True,True,0,2941,932,0,1,971.0,True,3493,2941,0.158,False,,1,6.0,1,2,True,predicted
v1_13_6,11,16689821,1.0,1000000,2698,10,0,0,0,2,0,10,0,0,True,0,True,True,0,2671,508,0,1,984.0,True,3215,2671,0.1692,False,,1,6.0,1,2,True,predicted
v1_13_6,12,1783566838,1.0,1000000,2997,9,0,0,0,2,0,9,0,0,True,0,True,False,0,2971,837,0,1,849.0,True,3488,2971,0.1482,False,,1,6.0,1,2,True,predicted
v1_13_6,13,1303621320,1.0,1000000,1928,13,0,0,0,2,0,13,0,0,True,0,True,False,0,1896,605,0,1,905.0,True,2236,1896,0.1521,False,772717,1,6.0,1,2,True,confirmed
v1_13_6,14,923014689,1.0,1000000,2366,9,0,0,0,2,0,9,0,0,True,0,True,True,0,2338,364,0,1,913.0,True,2763,2338,0.1538,False,,1,6.0,1,2,True,predicted
v1_13_6,15,542408058,1.0,1000000,2987,8,0,0,0,1,0,8,0,0,True,0,True,False,0,2964,940,0,1,955.0,True,3548,2964,0.1646,False,,1,6.0,1,1,False,
v1_13_6,16,62462540,1.0,1000000,2727,8,0,0,0,1,0,8,0,0,True,0,True,True,0,2704,846,0,1,957.0,True,3150,2704,0.1416,False,,1,6.0,1,1,False,
v1_13_6,17,1829339557,1.0,1000000,986,13,0,0,0,2,0,13,0,0,True,0,True,True,0,954,131,0,1,964.0,True,1279,954,0.2541,False,308443,1,6.0,1,2,True,confirmed
v1_13_6,18,1349394039,1.0,1000000,120,14,0,0,0,2,0,14,0,0,True,0,True,True,0,87,24,0,1,82.0,True,230,87,0.6217,False,23247,1,6.0,1,2,True,confirmed
v1_13_6,19,968787408,1.0,1000000,162,14,0,0,0,2,0,14,0,0,True,0,True,True,0,129,38,0,1,987.0,True,534,129,0.7584,False,21518,1,6.0,1,2,True,confirmed
v1_13_6,20,271697600,2.0,1000000,119,13,0,0,0,2,0,13,0,0,True,0,True,True,0,87,14,0,1,1004.0,True,288,87,0.6979,False,16851,1,6.0,1,2,True,confirmed
v1_13_6,21,1939235730,2.0,1000000,117,13,0,0,0,2,0,13,0,0,True,0,True,True,0,85,20,0,1,1200.0,True,339,85,0.7493,False,15911,1,6.0,1,2,True,confirmed
v1_13_6,22,1558629099,2.0,1000000,1666,15,0,0,0,2,0,15,0,0,True,0,True,True,0,1632,462,0,1,939.0,True,1968,1632,0.1707,False,581239,1,6.0,1,2,True,confirmed
v1_13_6,23,1178022468,2.0,1000000,2203,3,0,0,0,0,0,3,0,0,True,0,True,False,0,2188,351,0,0,0.0,False,2527,2188,0.1342,False,,0,0.0,0,0,False,
v1_13_6,24,698076950,2.0,1000000,3434,9,0,0,0,2,0,9,0,0,True,0,True,False,0,3408,1054,0,1,928.0,True,4213,3408,0.1911,False,,1,6.0,1,2,True,predicted
v1_13_6,25,317470319,2.0,1000000,901,14,0,0,0,2,0,14,0,0,True,0,True,True,0,868,227,0,1,997.0,True,1119,868,0.2243,False,283221,1,6.0,1,2,True,confirmed
v1_13_6,26,1985008449,2.0,1000000,902,13,0,0,0,2,0,13,0,0,True,0,True,True,0,870,128,0,1,943.0,True,1149,870,0.2428,False,311951,1,6.0,1,2,True,confirmed
