arch,hazard_cost,num_steps,run_idx,seed,green_colour_cell_coord,green_attractor_coord,green_hazard_coord,green_cell_registered,green_cell_first_perception_step,green_cell_first_perception_mode,green_attractor_mastered,green_attractor_mastery_step,green_attractor_colour,green_attractor_form,green_knowledge_banked,green_knowledge_banked_step,green_knowledge_colour,green_knowledge_form,green_crossref_complete,green_crossref_flag_id,yellow_colour_cell_coord,yellow_attractor_coord,yellow_hazard_coord,yellow_cell_registered,yellow_cell_first_perception_step,yellow_cell_first_perception_mode,yellow_attractor_mastered,yellow_attractor_mastery_step,yellow_attractor_colour,yellow_attractor_form,yellow_knowledge_banked,yellow_knowledge_banked_step,yellow_knowledge_colour,yellow_knowledge_form,yellow_crossref_complete,yellow_crossref_flag_id,family_traversal_narrative
v1_3,5.0,20000,4,380878039,"(7, 13)","(4, 15)","(14, 14)",True,215,adjacent,True,,GREEN,SQUARE_2D,False,,GREEN,SPHERE_3D,False,,"(13, 6)","(16, 3)","(5, 8)",True,84,adjacent,True,,YELLOW,TRIANGLE_2D,True,19406,YELLOW,PYRAMID_3D,True,"(16, 3)",84:colour_registered:YELLOW|215:colour_registered:GREEN|342:attractor_mastered:GREEN|11476:attractor_mastered:YELLOW|19406:knowledge_banked:YELLOW
v1_3,5.0,20000,5,271408,"(7, 13)","(4, 15)","(14, 14)",True,215,adjacent,True,,GREEN,SQUARE_2D,True,1763,GREEN,SPHERE_3D,True,"(4, 15)","(13, 6)","(16, 3)","(5, 8)",True,84,adjacent,True,,YELLOW,TRIANGLE_2D,True,3286,YELLOW,PYRAMID_3D,True,"(16, 3)",84:colour_registered:YELLOW|215:colour_registered:GREEN|546:attractor_mastered:GREEN|1763:knowledge_banked:GREEN|2158:attractor_mastered:YELLOW|3286:knowledge_banked:YELLOW
v1_3,5.0,20000,6,1667809538,"(7, 13)","(4, 15)","(14, 14)",True,215,adjacent,True,,GREEN,SQUARE_2D,False,,GREEN,SPHERE_3D,False,,"(13, 6)","(16, 3)","(5, 8)",True,84,adjacent,True,,YELLOW,TRIANGLE_2D,False,,YELLOW,PYRAMID_3D,False,,84:colour_registered:YELLOW|215:colour_registered:GREEN|1028:attractor_mastered:GREEN|7918:attractor_mastered:YELLOW
v1_3,5.0,20000,7,1287202907,"(7, 13)","(4, 15)","(14, 14)",True,215,adjacent,True,,GREEN,SQUARE_2D,False,,GREEN,SPHERE_3D,False,,"(13, 6)","(16, 3)","(5, 8)",True,84,adjacent,True,,YELLOW,TRIANGLE_2D,True,10272,YELLOW,PYRAMID_3D,True,"(16, 3)",84:colour_registered:YELLOW|215:colour_registered:GREEN|366:attractor_mastered:GREEN|4204:attractor_mastered:YELLOW|10272:knowledge_banked:YELLOW
v1_3,5.0,20000,8,906596276,"(7, 13)","(4, 15)","(14, 14)",True,215,adjacent,True,,GREEN,SQUARE_2D,True,19569,GREEN,SPHERE_3D,True,"(4, 15)","(13, 6)","(16, 3)","(5, 8)",True,84,adjacent,True,,YELLOW,TRIANGLE_2D,False,,YELLOW,PYRAMID_3D,False,,84:colour_registered:YELLOW|215:colour_registered:GREEN|342:attractor_mastered:GREEN|9972:attractor_mastered:YELLOW|19569:knowledge_banked:GREEN
v1_3,5.0,20000,9,426650758,"(7, 13)","(4, 15)","(14, 14)",True,215,adjacent,True,,GREEN,SQUARE_2D,True,13239,GREEN,SPHERE_3D,True,"(4, 15)","(13, 6)","(16, 3)","(5, 8)",True,84,adjacent,True,,YELLOW,TRIANGLE_2D,True,3218,YELLOW,PYRAMID_3D,True,"(16, 3)",84:colour_registered:YELLOW|215:colour_registered:GREEN|2760:attractor_mastered:YELLOW|3218:knowledge_banked:YELLOW|7270:attractor_mastered:GREEN|13239:knowledge_banked:GREEN
v1_3,10.0,20000,0,1814176055,"(7, 13)","(4, 15)","(14, 14)",True,215,adjacent,True,,GREEN,SQUARE_2D,True,9735,GREEN,SPHERE_3D,True,"(4, 15)","(13, 6)","(16, 3)","(5, 8)",True,84,adjacent,True,,YELLOW,TRIANGLE_2D,True,11720,YELLOW,PYRAMID_3D,True,"(16, 3)",84:colour_registered:YELLOW|215:colour_registered:GREEN|376:attractor_mastered:GREEN|8248:attractor_mastered:YELLOW|9735:knowledge_banked:GREEN|11720:knowledge_banked:YELLOW
v1_3,10.0,20000,1,1433569424,"(7, 13)","(4, 15)","(14, 14)",True,215,adjacent,True,,GREEN,SQUARE_2D,True,4273,GREEN,SPHERE_3D,True,"(4, 15)","(13, 6)","(16, 3)","(5, 8)",True,84,adjacent,True,,YELLOW,TRIANGLE_2D,True,8796,YELLOW,PYRAMID_3D,True,"(16, 3)",84:colour_registered:YELLOW|215:colour_registered:GREEN|342:attractor_mastered:GREEN|4273:knowledge_banked:GREEN|7686:attractor_mastered:YELLOW|8796:knowledge_banked:YELLOW
v1_3,10.0,20000,2,953623906,"(7, 13)","(4, 15)","(14, 14)",True,215,adjacent,True,,GREEN,SQUARE_2D,True,9797,GREEN,SPHERE_3D,True,"(4, 15)","(13, 6)","(16, 3)","(5, 8)",True,84,adjacent,True,,YELLOW,TRIANGLE_2D,True,9196,YELLOW,PYRAMID_3D,True,"(16, 3)",84:colour_registered:YELLOW|215:colour_registered:GREEN|370:attractor_mastered:GREEN|7166:attractor_mastered:YELLOW|9196:knowledge_banked:YELLOW|9797:knowledge_banked:GREEN
v1_3,10.0,20000,3,573017275,"(7, 13)","(4, 15)","(14, 14)",True,215,adjacent,True,,GREEN,SQUARE_2D,True,1359,GREEN,SPHERE_3D,True,"(4, 15)","(13, 6)","(16, 3)","(5, 8)",True,84,adjacent,True,,YELLOW,TRIANGLE_2D,True,5656,YELLOW,PYRAMID_3D,True,"(16, 3)",84:colour_registered:YELLOW|215:colour_registered:GREEN|360:attractor_mastered:GREEN|1359:knowledge_banked:GREEN|5050:attractor_mastered:YELLOW|5656:knowledge_banked:YELLOW
v1_3,10.0,20000,4,93071757,"(7, 13)","(4, 15)","(14, 14)",True,215,adjacent,True,,GREEN,SQUARE_2D,True,6185,GREEN,SPHERE_3D,True,"(4, 15)","(13, 6)","(16, 3)","(5, 8)",True,84,adjacent,False,,YELLOW,TRIANGLE_2D,False,,YELLOW,PYRAMID_3D,False,,84:colour_registered:YELLOW|215:colour_registered:GREEN|1594:attractor_mastered:GREEN|6185:knowledge_banked:GREEN
v1_3,10.0,20000,5,1859948774,"(7, 13)","(4, 15)","(14, 14)",True,215,adjacent,False,,GREEN,SQUARE_2D,False,,GREEN,SPHERE_3D,False,,"(13, 6)","(16, 3)","(5, 8)",True,84,adjacent,True,,YELLOW,TRIANGLE_2D,True,5152,YELLOW,PYRAMID_3D,True,"(16, 3)",84:colour_registered:YELLOW|215:colour_registered:GREEN|3468:attractor_mastered:YELLOW|5152:knowledge_banked:YELLOW
v1_3,10.0,20000,6,1380003256,"(7, 13)","(4, 15)","(14, 14)",True,215,adjacent,True,,GREEN,SQUARE_2D,True,1127,GREEN,SPHERE_3D,True,"(4, 15)","(13, 6)","(16, 3)","(5, 8)",True,84,adjacent,False,,YELLOW,TRIANGLE_2D,False,,YELLOW,PYRAMID_3D,False,,84:colour_registered:YELLOW|215:colour_registered:GREEN|364:attractor_mastered:GREEN|1127:knowledge_banked:GREEN
v1_3,10.0,20000,7,999396625,"(7, 13)","(4, 15)","(14, 14)",True,215,adjacent,True,,GREEN,SQUARE_2D,True,8971,GREEN,SPHERE_3D,True,"(4, 15)","(13, 6)","(16, 3)","(5, 8)",True,84,adjacent,True,,YELLOW,TRIANGLE_2D,True,3904,YELLOW,PYRAMID_3D,True,"(16, 3)",84:colour_registered:YELLOW|215:colour_registered:GREEN|386:attractor_mastered:GREEN|1282:attractor_mastered:YELLOW|3904:knowledge_banked:YELLOW|8971:knowledge_banked:GREEN
v1_3,10.0,20000,8,618789994,"(7, 13)","(4, 15)","(14, 14)",True,215,adjacent,True,,GREEN,SQUARE_2D,False,,GREEN,SPHERE_3D,False,,"(13, 6)","(16, 3)","(5, 8)",True,84,adjacent,False,,YELLOW,TRIANGLE_2D,False,,YELLOW,PYRAMID_3D,False,,84:colour_registered:YELLOW|215:colour_registered:GREEN|344:attractor_mastered:GREEN
v1_3,10.0,20000,9,138844476,"(7, 13)","(4, 15)","(14, 14)",True,215,adjacent,True,,GREEN,SQUARE_2D,False,,GREEN,SPHERE_3D,False,,"(13, 6)","(16, 3)","(5, 8)",True,84,adjacent,True,,YELLOW,TRIANGLE_2D,True,8308,YELLOW,PYRAMID_3D,True,"(16, 3)",84:colour_registered:YELLOW|215:colour_registered:GREEN|356:attractor_mastered:GREEN|1760:attractor_mastered:YELLOW|8308:knowledge_banked:YELLOW
v1_3,0.1,80000,0,945163498,"(7, 13)","(4, 15)","(14, 14)",True,215,adjacent,True,,GREEN,SQUARE_2D,True,10885,GREEN,SPHERE_3D,True,"(4, 15)","(13, 6)","(16, 3)","(5, 8)",True,84,adjacent,True,,YELLOW,TRIANGLE_2D,True,40478,YELLOW,PYRAMID_3D,True,"(16, 3)",84:colour_registered:YELLOW|215:colour_registered:GREEN|382:attractor_mastered:GREEN|10885:knowledge_banked:GREEN|38078:attractor_mastered:YELLOW|40478:knowledge_banked:YELLOW
v1_3,0.1,80000,1,564556867,"(7, 13)","(4, 15)","(14, 14)",True,215,adjacent,True,,GREEN,SQUARE_2D,True,3115,GREEN,SPHERE_3D,True,"(4, 15)","(13, 6)","(16, 3)","(5, 8)",True,84,adjacent,False,,YELLOW,TRIANGLE_2D,False,,YELLOW,PYRAMID_3D,False,,84:colour_registered:YELLOW|215:colour_registered:GREEN|1198:attractor_mastered:GREEN|3115:knowledge_banked:GREEN
v1_3,0.1,80000,2,84611349,"(7, 13)","(4, 15)","(14, 14)",True,215,adjacent,True,,GREEN,SQUARE_2D,True,4935,GREEN,SPHERE_3D,True,"(4, 15)","(13, 6)","(16, 3)","(5, 8)",True,84,adjacent,True,,YELLOW,TRIANGLE_2D,True,5526,YELLOW,PYRAMID_3D,True,"(16, 3)",84:colour_registered:YELLOW|215:colour_registered:GREEN|962:attractor_mastered:GREEN|4935:knowledge_banked:GREEN|5088:attractor_mastered:YELLOW|5526:knowledge_banked:YELLOW
v1_3,0.1,80000,3,1851488366,"(7, 13)","(4, 15)","(14, 14)",True,215,adjacent,True,,GREEN,SQUARE_2D,True,13311,GREEN,SPHERE_3D,True,"(4, 15)","(13, 6)","(16, 3)","(5, 8)",True,84,adjacent,True,,YELLOW,TRIANGLE_2D,True,32940,YELLOW,PYRAMID_3D,True,"(16, 3)",84:colour_registered:YELLOW|215:colour_registered:GREEN|1090:attractor_mastered:GREEN|13311:knowledge_banked:GREEN|32326:attractor_mastered:YELLOW|32940:knowledge_banked:YELLOW
v1_3,0.1,80000,4,1371542848,"(7, 13)","(4, 15)","(14, 14)",True,215,adjacent,True,,GREEN,SQUARE_2D,True,2877,GREEN,SPHERE_3D,True,"(4, 15)","(13, 6)","(16, 3)","(5, 8)",True,84,adjacent,False,,YELLOW,TRIANGLE_2D,False,,YELLOW,PYRAMID_3D,False,,84:colour_registered:YELLOW|215:colour_registered:GREEN|1716:attractor_mastered:GREEN|2877:knowledge_banked:GREEN
v1_3,0.1,80000,5,990936217,"(7, 13)","(4, 15)","(14, 14)",True,215,adjacent,True,,GREEN,SQUARE_2D,True,13685,GREEN,SPHERE_3D,True,"(4, 15)","(13, 6)","(16, 3)","(5, 8)",True,84,adjacent,True,,YELLOW,TRIANGLE_2D,True,16522,YELLOW,PYRAMID_3D,True,"(16, 3)",84:colour_registered:YELLOW|215:colour_registered:GREEN|346:attractor_mastered:GREEN|13436:attractor_mastered:YELLOW|13685:knowledge_banked:GREEN|16522:knowledge_banked:YELLOW
v1_3,0.1,80000,6,510990699,"(7, 13)","(4, 15)","(14, 14)",True,215,adjacent,True,,GREEN,SQUARE_2D,False,,GREEN,SPHERE_3D,False,,"(13, 6)","(16, 3)","(5, 8)",True,84,adjacent,True,,YELLOW,TRIANGLE_2D,True,28106,YELLOW,PYRAMID_3D,True,"(16, 3)",84:colour_registered:YELLOW|215:colour_registered:GREEN|27430:attractor_mastered:YELLOW|28106:knowledge_banked:YELLOW|39478:attractor_mastered:GREEN
v1_3,0.1,80000,7,130384068,"(7, 13)","(4, 15)","(14, 14)",True,215,adjacent,True,,GREEN,SQUARE_2D,True,1061,GREEN,SPHERE_3D,True,"(4, 15)","(13, 6)","(16, 3)","(5, 8)",True,84,adjacent,True,,YELLOW,TRIANGLE_2D,True,5432,YELLOW,PYRAMID_3D,True,"(16, 3)",84:colour_registered:YELLOW|215:colour_registered:GREEN|538:attractor_mastered:GREEN|1061:knowledge_banked:GREEN|4428:attractor_mastered:YELLOW|5432:knowledge_banked:YELLOW
v1_3,0.1,80000,8,1897261085,"(7, 13)","(4, 15)","(14, 14)",True,215,adjacent,True,,GREEN,SQUARE_2D,True,11039,GREEN,SPHERE_3D,True,"(4, 15)","(13, 6)","(16, 3)","(5, 8)",True,84,adjacent,True,,YELLOW,TRIANGLE_2D,True,19704,YELLOW,PYRAMID_3D,True,"(16, 3)",84:colour_registered:YELLOW|215:colour_registered:GREEN|410:attractor_mastered:GREEN|7530:attractor_mastered:YELLOW|11039:knowledge_banked:GREEN|19704:knowledge_banked:YELLOW
v1_3,0.1,80000,9,1417315567,"(7, 13)","(4, 15)","(14, 14)",True,215,adjacent,True,,GREEN,SQUARE_2D,False,,GREEN,SPHERE_3D,False,,"(13, 6)","(16, 3)","(5, 8)",True,84,adjacent,False,,YELLOW,TRIANGLE_2D,False,,YELLOW,PYRAMID_3D,False,,84:colour_registered:YELLOW|215:colour_registered:GREEN|16584:attractor_mastered:GREEN
v1_3,0.5,80000,0,1444596040,"(7, 13)","(4, 15)","(14, 14)",True,215,adjacent,True,,GREEN,SQUARE_2D,True,10725,GREEN,SPHERE_3D,True,"(4, 15)","(13, 6)","(16, 3)","(5, 8)",True,84,adjacent,True,,YELLOW,TRIANGLE_2D,True,57570,YELLOW,PYRAMID_3D,True,"(16, 3)",84:colour_registered:YELLOW|215:colour_registered:GREEN|406:attractor_mastered:GREEN|10725:knowledge_banked:GREEN|28192:attractor_mastered:YELLOW|57570:knowledge_banked:YELLOW
v1_3,0.5,80000,1,1063989409,"(7, 13)","(4, 15)","(14, 14)",True,215,adjacent,True,,GREEN,SQUARE_2D,True,23649,GREEN,SPHERE_3D,True,"(4, 15)","(13, 6)","(16, 3)","(5, 8)",True,84,adjacent,True,,YELLOW,TRIANGLE_2D,True,51794,YELLOW,PYRAMID_3D,True,"(16, 3)",84:colour_registered:YELLOW|215:colour_registered:GREEN|604:attractor_mastered:GREEN|23649:knowledge_banked:GREEN|51488:attractor_mastered:YELLOW|51794:knowledge_banked:YELLOW
v1_3,0.5,80000,2,683382778,"(7, 13)","(4, 15)","(14, 14)",True,215,adjacent,True,,GREEN,SQUARE_2D,True,833,GREEN,SPHERE_3D,True,"(4, 15)","(13, 6)","(16, 3)","(5, 8)",True,84,adjacent,False,,YELLOW,TRIANGLE_2D,False,,YELLOW,PYRAMID_3D,False,,84:colour_registered:YELLOW|215:colour_registered:GREEN|436:attractor_mastered:GREEN|833:knowledge_banked:GREEN
v1_3,0.5,80000,3,203437260,"(7, 13)","(4, 15)","(14, 14)",True,215,adjacent,True,,GREEN,SQUARE_2D,True,2993,GREEN,SPHERE_3D,True,"(4, 15)","(13, 6)","(16, 3)","(5, 8)",True,84,adjacent,True,,YELLOW,TRIANGLE_2D,True,33844,YELLOW,PYRAMID_3D,True,"(16, 3)",84:colour_registered:YELLOW|215:colour_registered:GREEN|536:attractor_mastered:GREEN|2993:knowledge_banked:GREEN|6054:attractor_mastered:YELLOW|33844:knowledge_banked:YELLOW
v1_3,0.5,80000,4,1970314277,"(7, 13)","(4, 15)","(14, 14)",True,215,adjacent,True,,GREEN,SQUARE_2D,True,14743,GREEN,SPHERE_3D,True,"(4, 15)","(13, 6)","(16, 3)","(5, 8)",True,84,adjacent,True,,YELLOW,TRIANGLE_2D,True,22328,YELLOW,PYRAMID_3D,True,"(16, 3)",84:colour_registered:YELLOW|215:colour_registered:GREEN|794:attractor_mastered:GREEN|14743:knowledge_banked:GREEN|21184:attractor_mastered:YELLOW|22328:knowledge_banked:YELLOW
v1_3,0.5,80000,5,1490368759,"(7, 13)","(4, 15)","(14, 14)",True,215,adjacent,True,,GREEN,SQUARE_2D,True,1077,GREEN,SPHERE_3D,True,"(4, 15)","(13, 6)","(16, 3)","(5, 8)",True,84,adjacent,True,,YELLOW,TRIANGLE_2D,True,35834,YELLOW,PYRAMID_3D,True,"(16, 3)",84:colour_registered:YELLOW|215:colour_registered:GREEN|396:attractor_mastered:GREEN|1077:knowledge_banked:GREEN|21318:attractor_mastered:YELLOW|35834:knowledge_banked:YELLOW
v1_3,0.5,80000,6,1109762128,"(7, 13)","(4, 15)","(14, 14)",True,215,adjacent,True,,GREEN,SQUARE_2D,True,15553,GREEN,SPHERE_3D,True,"(4, 15)","(13, 6)","(16, 3)","(5, 8)",True,84,adjacent,True,,YELLOW,TRIANGLE_2D,True,9382,YELLOW,PYRAMID_3D,True,"(16, 3)",84:colour_registered:YELLOW|215:colour_registered:GREEN|386:attractor_mastered:GREEN|1236:attractor_mastered:YELLOW|9382:knowledge_banked:YELLOW|15553:knowledge_banked:GREEN
v1_3,0.5,80000,7,629816610,"(7, 13)","(4, 15)","(14, 14)",True,215,adjacent,True,,GREEN,SQUARE_2D,True,729,GREEN,SPHERE_3D,True,"(4, 15)","(13, 6)","(16, 3)","(5, 8)",True,84,adjacent,True,,YELLOW,TRIANGLE_2D,True,7728,YELLOW,PYRAMID_3D,True,"(16, 3)",84:colour_registered:YELLOW|215:colour_registered:GREEN|568:attractor_mastered:GREEN|729:knowledge_banked:GREEN|3434:attractor_mastered:YELLOW|7728:knowledge_banked:YELLOW
v1_3,0.5,80000,8,249209979,"(7, 13)","(4, 15)","(14, 14)",True,215,adjacent,True,,GREEN,SQUARE_2D,True,6349,GREEN,SPHERE_3D,True,"(4, 15)","(13, 6)","(16, 3)","(5, 8)",True,84,adjacent,True,,YELLOW,TRIANGLE_2D,False,,YELLOW,PYRAMID_3D,False,,84:colour_registered:YELLOW|215:colour_registered:GREEN|818:attractor_mastered:GREEN|6349:knowledge_banked:GREEN|34194:attractor_mastered:YELLOW
v1_3,0.5,80000,9,2016086996,"(7, 13)","(4, 15)","(14, 14)",True,215,adjacent,True,,GREEN,SQUARE_2D,True,3231,GREEN,SPHERE_3D,True,"(4, 15)","(13, 6)","(16, 3)","(5, 8)",True,84,adjacent,True,,YELLOW,TRIANGLE_2D,False,,YELLOW,PYRAMID_3D,False,,84:colour_registered:YELLOW|215:colour_registered:GREEN|366:attractor_mastered:GREEN|3231:knowledge_banked:GREEN|44554:attractor_mastered:YELLOW
v1_3,1.0,80000,0,1191821949,"(7, 13)","(4, 15)","(14, 14)",True,215,adjacent,True,,GREEN,SQUARE_2D,True,38643,GREEN,SPHERE_3D,True,"(4, 15)","(13, 6)","(16, 3)","(5, 8)",True,84,adjacent,True,,YELLOW,TRIANGLE_2D,True,7776,YELLOW,PYRAMID_3D,True,"(16, 3)",84:colour_registered:YELLOW|215:colour_registered:GREEN|4950:attractor_mastered:YELLOW|7776:knowledge_banked:YELLOW|38052:attractor_mastered:GREEN|38643:knowledge_banked:GREEN
v1_3,1.0,80000,1,811215318,"(7, 13)","(4, 15)","(14, 14)",True,215,adjacent,True,,GREEN,SQUARE_2D,False,,GREEN,SPHERE_3D,False,,"(13, 6)","(16, 3)","(5, 8)",True,84,adjacent,True,,YELLOW,TRIANGLE_2D,True,16304,YELLOW,PYRAMID_3D,True,"(16, 3)",84:colour_registered:YELLOW|215:colour_registered:GREEN|1138:attractor_mastered:GREEN|11544:attractor_mastered:YELLOW|16304:knowledge_banked:YELLOW
v1_3,1.0,80000,2,331269800,"(7, 13)","(4, 15)","(14, 14)",True,215,adjacent,True,,GREEN,SQUARE_2D,True,1385,GREEN,SPHERE_3D,True,"(4, 15)","(13, 6)","(16, 3)","(5, 8)",True,84,adjacent,False,,YELLOW,TRIANGLE_2D,False,,YELLOW,PYRAMID_3D,False,,84:colour_registered:YELLOW|215:colour_registered:GREEN|446:attractor_mastered:GREEN|1385:knowledge_banked:GREEN
v1_3,1.0,80000,3,2098146817,"(7, 13)","(4, 15)","(14, 14)",True,215,adjacent,True,,GREEN,SQUARE_2D,True,5113,GREEN,SPHERE_3D,True,"(4, 15)","(13, 6)","(16, 3)","(5, 8)",True,84,adjacent,True,,YELLOW,TRIANGLE_2D,True,12168,YELLOW,PYRAMID_3D,True,"(16, 3)",84:colour_registered:YELLOW|215:colour_registered:GREEN|510:attractor_mastered:GREEN|5113:knowledge_banked:GREEN|5946:attractor_mastered:YELLOW|12168:knowledge_banked:YELLOW
v1_3,1.0,80000,4,1717540186,"(7, 13)","(4, 15)","(14, 14)",True,215,adjacent,True,,GREEN,SQUARE_2D,True,46071,GREEN,SPHERE_3D,True,"(4, 15)","(13, 6)","(16, 3)","(5, 8)",True,84,adjacent,True,,YELLOW,TRIANGLE_2D,True,16326,YELLOW,PYRAMID_3D,True,"(16, 3)",84:colour_registered:YELLOW|215:colour_registered:GREEN|3376:attractor_mastered:GREEN|15416:attractor_mastered:YELLOW|16326:knowledge_banked:YELLOW|46071:knowledge_banked:GREEN
v1_3,1.0,80000,5,1237594668,"(7, 13)","(4, 15)","(14, 14)",True,215,adjacent,True,,GREEN,SQUARE_2D,True,2263,GREEN,SPHERE_3D,True,"(4, 15)","(13, 6)","(16, 3)","(5, 8)",True,84,adjacent,True,,YELLOW,TRIANGLE_2D,True,20018,YELLOW,PYRAMID_3D,True,"(16, 3)",84:colour_registered:YELLOW|215:colour_registered:GREEN|354:attractor_mastered:GREEN|2263:knowledge_banked:GREEN|19352:attractor_mastered:YELLOW|20018:knowledge_banked:YELLOW
v1_3,1.0,80000,6,856988037,"(7, 13)","(4, 15)","(14, 14)",True,215,adjacent,False,,GREEN,SQUARE_2D,False,,GREEN,SPHERE_3D,False,,"(13, 6)","(16, 3)","(5, 8)",True,84,adjacent,True,,YELLOW,TRIANGLE_2D,True,11518,YELLOW,PYRAMID_3D,True,"(16, 3)",84:colour_registered:YELLOW|215:colour_registered:GREEN|9996:attractor_mastered:YELLOW|11518:knowledge_banked:YELLOW
v1_3,1.0,80000,7,377042519,"(7, 13)","(4, 15)","(14, 14)",True,215,adjacent,True,,GREEN,SQUARE_2D,True,5479,GREEN,SPHERE_3D,True,"(4, 15)","(13, 6)","(16, 3)","(5, 8)",True,84,adjacent,True,,YELLOW,TRIANGLE_2D,True,6070,YELLOW,PYRAMID_3D,True,"(16, 3)",84:colour_registered:YELLOW|215:colour_registered:GREEN|712:attractor_mastered:GREEN|1942:attractor_mastered:YELLOW|5479:knowledge_banked:GREEN|6070:knowledge_banked:YELLOW
v1_3,1.0,80000,8,2143919536,"(7, 13)","(4, 15)","(14, 14)",True,215,adjacent,True,,GREEN,SQUARE_2D,True,15649,GREEN,SPHERE_3D,True,"(4, 15)","(13, 6)","(16, 3)","(5, 8)",True,84,adjacent,True,,YELLOW,TRIANGLE_2D,True,34874,YELLOW,PYRAMID_3D,True,"(16, 3)",84:colour_registered:YELLOW|215:colour_registered:GREEN|482:attractor_mastered:GREEN|15649:knowledge_banked:GREEN|30862:attractor_mastered:YELLOW|34874:knowledge_banked:YELLOW
v1_3,1.0,80000,9,1663974018,"(7, 13)","(4, 15)","(14, 14)",True,215,adjacent,True,,GREEN,SQUARE_2D,True,37623,GREEN,SPHERE_3D,True,"(4, 15)","(13, 6)","(16, 3)","(5, 8)",True,84,adjacent,True,,YELLOW,TRIANGLE_2D,True,7552,YELLOW,PYRAMID_3D,True,"(16, 3)",84:colour_registered:YELLOW|215:colour_registered:GREEN|3250:attractor_mastered:YELLOW|7552:knowledge_banked:YELLOW|37480:attractor_mastered:GREEN|37623:knowledge_banked:GREEN
v1_3,2.0,80000,0,966884210,"(7, 13)","(4, 15)","(14, 14)",True,215,adjacent,True,,GREEN,SQUARE_2D,True,903,GREEN,SPHERE_3D,True,"(4, 15)","(13, 6)","(16, 3)","(5, 8)",True,84,adjacent,True,,YELLOW,TRIANGLE_2D,False,,YELLOW,PYRAMID_3D,False,,84:colour_registered:YELLOW|215:colour_registered:GREEN|388:attractor_mastered:GREEN|903:knowledge_banked:GREEN|1480:attractor_mastered:YELLOW
v1_3,2.0,80000,1,586277579,"(7, 13)","(4, 15)","(14, 14)",True,215,adjacent,True,,GREEN,SQUARE_2D,True,10435,GREEN,SPHERE_3D,True,"(4, 15)","(13, 6)","(16, 3)","(5, 8)",True,84,adjacent,True,,YELLOW,TRIANGLE_2D,True,10784,YELLOW,PYRAMID_3D,True,"(16, 3)",84:colour_registered:YELLOW|215:colour_registered:GREEN|352:attractor_mastered:GREEN|9508:attractor_mastered:YELLOW|10435:knowledge_banked:GREEN|10784:knowledge_banked:YELLOW
v1_3,2.0,80000,2,106332061,"(7, 13)","(4, 15)","(14, 14)",True,215,adjacent,True,,GREEN,SQUARE_2D,True,1805,GREEN,SPHERE_3D,True,"(4, 15)","(13, 6)","(16, 3)","(5, 8)",True,84,adjacent,True,,YELLOW,TRIANGLE_2D,True,13688,YELLOW,PYRAMID_3D,True,"(16, 3)",84:colour_registered:YELLOW|215:colour_registered:GREEN|448:attractor_mastered:GREEN|1805:knowledge_banked:GREEN|9518:attractor_mastered:YELLOW|13688:knowledge_banked:YELLOW
v1_3,2.0,80000,3,1873209078,"(7, 13)","(4, 15)","(14, 14)",True,215,adjacent,True,,GREEN,SQUARE_2D,True,1027,GREEN,SPHERE_3D,True,"(4, 15)","(13, 6)","(16, 3)","(5, 8)",True,84,adjacent,True,,YELLOW,TRIANGLE_2D,True,18152,YELLOW,PYRAMID_3D,True,"(16, 3)",84:colour_registered:YELLOW|215:colour_registered:GREEN|400:attractor_mastered:GREEN|1027:knowledge_banked:GREEN|16342:attractor_mastered:YELLOW|18152:knowledge_banked:YELLOW
v1_3,2.0,80000,4,1492602447,"(7, 13)","(4, 15)","(14, 14)",True,215,adjacent,True,,GREEN,SQUARE_2D,True,2467,GREEN,SPHERE_3D,True,"(4, 15)","(13, 6)","(16, 3)","(5, 8)",True,84,adjacent,True,,YELLOW,TRIANGLE_2D,True,8592,YELLOW,PYRAMID_3D,True,"(16, 3)",84:colour_registered:YELLOW|215:colour_registered:GREEN|370:attractor_mastered:GREEN|2164:attractor_mastered:YELLOW|2467:knowledge_banked:GREEN|8592:knowledge_banked:YELLOW
v1_3,2.0,80000,5,1012656929,"(7, 13)","(4, 15)","(14, 14)",True,215,adjacent,True,,GREEN,SQUARE_2D,True,7079,GREEN,SPHERE_3D,True,"(4, 15)","(13, 6)","(16, 3)","(5, 8)",True,84,adjacent,True,,YELLOW,TRIANGLE_2D,True,11952,YELLOW,PYRAMID_3D,True,"(16, 3)",84:colour_registered:YELLOW|215:colour_registered:GREEN|1908:attractor_mastered:YELLOW|6136:attractor_mastered:GREEN|7079:knowledge_banked:GREEN|11952:knowledge_banked:YELLOW
v1_3,2.0,80000,6,632050298,"(7, 13)","(4, 15)","(14, 14)",True,215,adjacent,True,,GREEN,SQUARE_2D,True,3407,GREEN,SPHERE_3D,True,"(4, 15)","(13, 6)","(16, 3)","(5, 8)",True,84,adjacent,True,,YELLOW,TRIANGLE_2D,True,24228,YELLOW,PYRAMID_3D,True,"(16, 3)",84:colour_registered:YELLOW|215:colour_registered:GREEN|628:attractor_mastered:GREEN|3407:knowledge_banked:GREEN|19924:attractor_mastered:YELLOW|24228:knowledge_banked:YELLOW
