arch,hazard_cost,num_steps,run_idx,seed,permutation_offset,phase_1_end,phase_2_end,frame_attempts_p1,frame_attempts_p2,frame_attempts_p3,hazard_entries_p1,hazard_entries_p2,hazard_entries_p3,total_cost,mastered_pairs,top_attractor,top_attractor_pref,phase_3_clean,full_run_clean,hazards_flagged,time_to_first_flag,time_to_second_flag,time_to_final_flag,first_entry_conversions,cost_on_sig_matched,actions_gated_p2,actions_gated_p3,attractors_mastered,time_to_first_mastery,time_to_final_mastery,first_banked,mastery_sequence,post_mastery_visits_total,p3_visits_to_mastered,p3_visits_to_unmastered,end_state_cell,activation_step,end_state_found_step,end_state_visits,end_state_banked,post_activation_window,discovery_time,hazards_transitioned,hazards_banked_as_knowledge,time_to_first_transition,time_to_final_transition,transition_order_sequence,knowledge_banked_sequence,hazard_thresholds,competency_unlock_steps,knowledge_banked_steps,knowledge_entries_per_cell,pre_transition_entries_per_cell
v0_14_repl,1.0,80000,3,2098146817,1,331,48000,0,0,0,0,3,0,3.0,230,"(3, 3)",0.0,True,False,0,,,,0,0.0,11468,1893,6,506,72985,"(4, 15)","(4, 15)|(11, 5)|(16, 3)|(15, 16)|(9, 10)|(3, 3)",1939,43,0,"(6, 1)",72985,73002,758,True,7015,17,5,5,506,33372,"(14, 13)|(14, 14)|(6, 8)|(5, 8)|(5, 9)","(14, 13)|(14, 14)|(5, 8)|(6, 8)|(5, 9)","(5, 8):4|(5, 9):5|(6, 8):3|(14, 13):1|(14, 14):2","(5, 8):30520|(5, 9):33372|(6, 8):29296|(14, 13):506|(14, 14):29029","(5, 8):31016|(5, 9):33503|(6, 8):31017|(14, 13):30468|(14, 14):30471","(5, 8):297|(5, 9):275|(6, 8):36|(14, 13):1032|(14, 14):331","(5, 8):2|(5, 9):1|(6, 8):0|(14, 13):0|(14, 14):0"
v0_14_repl,1.0,80000,4,1717540186,1,331,48000,0,0,0,0,3,0,3.0,236,"(3, 3)",0.0,True,False,1,2784,,2784,0,0.0,4526,331,5,1302,6454,"(9, 10)","(9, 10)|(11, 5)|(3, 3)|(4, 15)|(16, 3)",2078,466,0,"(1, 8)",,,0,False,,,5,4,1302,6454,"(5, 9)|(14, 13)|(6, 8)|(5, 8)|(14, 14)","(6, 8)|(5, 9)|(5, 8)|(14, 13)","(5, 8):4|(5, 9):1|(6, 8):3|(14, 13):2|(14, 14):5","(5, 8):3372|(5, 9):1302|(6, 8):1639|(14, 13):1329|(14, 14):6454","(5, 8):4240|(5, 9):2137|(6, 8):2129|(14, 13):6310|(14, 14):None","(5, 8):726|(5, 9):1189|(6, 8):1121|(14, 13):3|(14, 14):0","(5, 8):3|(5, 9):0|(6, 8):0|(14, 13):0|(14, 14):0"
v0_14_repl,1.0,80000,5,1237594668,1,331,48000,0,0,0,0,3,0,3.0,230,"(3, 3)",0.0,True,False,0,,,,0,0.0,11569,372,6,350,8933,"(4, 15)","(4, 15)|(3, 3)|(16, 3)|(9, 10)|(15, 16)|(11, 5)",1845,40,0,"(4, 4)",9245,19301,366,True,70755,10056,5,5,350,8728,"(14, 13)|(5, 9)|(6, 8)|(5, 8)|(14, 14)","(14, 13)|(14, 14)|(5, 8)|(5, 9)|(6, 8)","(5, 8):4|(5, 9):2|(6, 8):3|(14, 13):1|(14, 14):5","(5, 8):8646|(5, 9):605|(6, 8):8114|(14, 13):350|(14, 14):8728","(5, 8):9236|(5, 9):9237|(6, 8):9245|(14, 13):8590|(14, 14):8741","(5, 8):896|(5, 9):354|(6, 8):577|(14, 13):1491|(14, 14):1340","(5, 8):1|(5, 9):1|(6, 8):1|(14, 13):0|(14, 14):0"
v0_14_repl,1.0,80000,6,856988037,1,331,48000,0,0,0,0,6,0,6.0,261,"(3, 3)",0.0,True,False,1,1803,,1803,0,0.0,7184,3591,6,350,31210,"(9, 10)","(9, 10)|(11, 5)|(15, 16)|(4, 15)|(3, 3)|(16, 3)",1463,271,0,"(2, 17)",31210,,0,False,48790,,5,5,350,17155,"(14, 14)|(5, 9)|(14, 13)|(5, 8)|(6, 8)","(5, 9)|(14, 13)|(14, 14)|(5, 8)|(6, 8)","(5, 8):4|(5, 9):2|(6, 8):5|(14, 13):3|(14, 14):1","(5, 8):6958|(5, 9):643|(6, 8):17155|(14, 13):1350|(14, 14):350","(5, 8):17036|(5, 9):1781|(6, 8):21941|(14, 13):8188|(14, 14):8189","(5, 8):263|(5, 9):22|(6, 8):492|(14, 13):38|(14, 14):37","(5, 8):1|(5, 9):2|(6, 8):3|(14, 13):0|(14, 14):0"
v0_14_repl,1.0,80000,7,377042519,1,331,48000,0,0,0,0,2,0,2.0,235,"(3, 3)",0.0,True,True,0,,,,0,0.0,9442,1130,6,708,12771,"(4, 15)","(4, 15)|(11, 5)|(16, 3)|(9, 10)|(15, 16)|(3, 3)",3676,343,0,"(16, 14)",12771,,0,False,67229,,5,5,708,9132,"(14, 14)|(5, 8)|(6, 8)|(14, 13)|(5, 9)","(5, 8)|(6, 8)|(14, 13)|(14, 14)|(5, 9)","(5, 8):2|(5, 9):5|(6, 8):3|(14, 13):4|(14, 14):1","(5, 8):1869|(5, 9):9132|(6, 8):1938|(14, 13):5550|(14, 14):708","(5, 8):6230|(5, 9):12233|(6, 8):6231|(14, 13):9104|(14, 14):9105","(5, 8):121|(5, 9):105|(6, 8):13|(14, 13):14|(14, 14):14","(5, 8):0|(5, 9):2|(6, 8):0|(14, 13):0|(14, 14):0"
v0_14_repl,1.0,80000,8,2143919536,1,331,48000,0,0,0,0,3,0,3.0,238,"(3, 3)",0.0,True,False,0,,,,0,0.0,14492,1319,6,478,49987,"(4, 15)","(4, 15)|(15, 16)|(9, 10)|(11, 5)|(16, 3)|(3, 3)",2080,218,0,"(1, 7)",50065,75021,36,True,29935,24956,5,5,478,36008,"(14, 14)|(14, 13)|(5, 8)|(6, 8)|(5, 9)","(14, 14)|(14, 13)|(5, 8)|(5, 9)|(6, 8)","(5, 8):3|(5, 9):5|(6, 8):4|(14, 13):2|(14, 14):1","(5, 8):18974|(5, 9):36008|(6, 8):35857|(14, 13):14728|(14, 14):478","(5, 8):35434|(5, 9):40145|(6, 8):50065|(14, 13):15648|(14, 14):15645","(5, 8):124|(5, 9):23|(6, 8):21|(14, 13):707|(14, 14):341","(5, 8):0|(5, 9):1|(6, 8):2|(14, 13):0|(14, 14):0"
v0_14_repl,1.0,80000,9,1663974018,1,331,48000,0,0,0,0,7,0,7.0,233,"(3, 3)",0.0,True,False,0,,,,0,0.0,13152,52,5,849,9737,"(11, 5)","(11, 5)|(9, 10)|(16, 3)|(15, 16)|(3, 3)",2246,13,0,"(6, 10)",,,0,False,,,5,5,849,9737,"(6, 8)|(14, 14)|(14, 13)|(5, 8)|(5, 9)","(6, 8)|(14, 14)|(14, 13)|(5, 8)|(5, 9)","(5, 8):4|(5, 9):5|(6, 8):1|(14, 13):3|(14, 14):2","(5, 8):3158|(5, 9):9737|(6, 8):849|(14, 13):2700|(14, 14):886","(5, 8):8012|(5, 9):20247|(6, 8):1419|(14, 13):3126|(14, 14):1985","(5, 8):455|(5, 9):322|(6, 8):58|(14, 13):278|(14, 14):325","(5, 8):2|(5, 9):2|(6, 8):1|(14, 13):2|(14, 14):0"
v0_14_repl,2.0,80000,0,966884210,1,331,48000,0,0,0,0,3,0,6.0,244,"(3, 3)",0.0,True,False,1,909,,909,0,0.0,5884,2633,6,384,11728,"(4, 15)","(4, 15)|(15, 16)|(11, 5)|(16, 3)|(3, 3)|(9, 10)",3475,270,0,"(7, 14)",11728,12134,38,True,68272,406,5,5,384,3233,"(5, 9)|(6, 8)|(14, 13)|(5, 8)|(14, 14)","(5, 8)|(5, 9)|(6, 8)|(14, 14)|(14, 13)","(5, 8):4|(5, 9):1|(6, 8):2|(14, 13):3|(14, 14):5","(5, 8):2678|(5, 9):384|(6, 8):884|(14, 13):2175|(14, 14):3233","(5, 8):3526|(5, 9):3527|(6, 8):3533|(14, 13):7036|(14, 14):7035","(5, 8):258|(5, 9):245|(6, 8):21|(14, 13):266|(14, 14):283","(5, 8):0|(5, 9):0|(6, 8):0|(14, 13):0|(14, 14):3"
v0_14_repl,2.0,80000,1,586277579,1,331,48000,0,0,0,0,5,0,10.0,247,"(3, 3)",0.0,True,False,1,817,,817,0,0.0,7897,198,6,348,4120,"(4, 15)","(4, 15)|(3, 3)|(9, 10)|(11, 5)|(16, 3)|(15, 16)",2254,393,0,"(18, 16)",12002,46983,1,True,67998,34981,5,5,348,1600,"(6, 8)|(5, 9)|(5, 8)|(14, 14)|(14, 13)","(6, 8)|(5, 9)|(14, 13)|(14, 14)|(5, 8)","(5, 8):3|(5, 9):2|(6, 8):1|(14, 13):5|(14, 14):4","(5, 8):1462|(5, 9):995|(6, 8):348|(14, 13):1600|(14, 14):1511","(5, 8):12002|(5, 9):1249|(6, 8):1203|(14, 13):4062|(14, 14):4063","(5, 8):974|(5, 9):1337|(6, 8):1037|(14, 13):1367|(14, 14):880","(5, 8):2|(5, 9):3|(6, 8):0|(14, 13):0|(14, 14):0"
v0_14_repl,2.0,80000,2,106332061,1,331,48000,0,0,0,0,4,0,8.0,259,"(3, 3)",0.0,True,False,2,1703,5425,5425,1,1.0,8788,1164,6,444,8683,"(4, 15)","(4, 15)|(15, 16)|(16, 3)|(9, 10)|(11, 5)|(3, 3)",3100,86,0,"(11, 3)",8683,9885,23,True,71317,1202,5,5,444,5793,"(6, 8)|(5, 8)|(14, 14)|(14, 13)|(5, 9)","(6, 8)|(5, 8)|(5, 9)|(14, 14)|(14, 13)","(5, 8):2|(5, 9):5|(6, 8):1|(14, 13):4|(14, 14):3","(5, 8):812|(5, 9):5793|(6, 8):444|(14, 13):5666|(14, 14):3296","(5, 8):5290|(5, 9):5915|(6, 8):5289|(14, 13):7824|(14, 14):7823","(5, 8):823|(5, 9):969|(6, 8):821|(14, 13):16|(14, 14):18","(5, 8):0|(5, 9):1|(6, 8):0|(14, 13):0|(14, 14):3"
v0_14_repl,2.0,80000,3,1873209078,1,331,48000,0,0,0,0,5,0,10.0,213,"(3, 3)",0.0,True,False,2,8741,8784,8784,1,1.0,16954,784,6,396,24674,"(4, 15)","(4, 15)|(15, 16)|(9, 10)|(3, 3)|(11, 5)|(16, 3)",3045,47,0,"(5, 4)",38206,,0,False,41794,,5,5,396,24531,"(5, 9)|(6, 8)|(14, 14)|(5, 8)|(14, 13)","(6, 8)|(5, 9)|(5, 8)|(14, 14)|(14, 13)","(5, 8):4|(5, 9):1|(6, 8):2|(14, 13):5|(14, 14):3","(5, 8):20991|(5, 9):396|(6, 8):1136|(14, 13):24531|(14, 14):20802","(5, 8):37732|(5, 9):20875|(6, 8):20859|(14, 13):38206|(14, 14):38203","(5, 8):9|(5, 9):5|(6, 8):17|(14, 13):261|(14, 14):266","(5, 8):0|(5, 9):0|(6, 8):0|(14, 13):2|(14, 14):3"
v0_14_repl,2.0,80000,4,1492602447,1,331,48000,0,0,0,0,0,0,0.0,245,"(3, 3)",0.0,True,True,0,,,,0,0.0,6144,8815,6,366,15811,"(4, 15)","(4, 15)|(15, 16)|(9, 10)|(16, 3)|(11, 5)|(3, 3)",1282,59,0,"(17, 6)",15811,24802,513,True,64189,8991,5,5,366,8823,"(14, 14)|(14, 13)|(6, 8)|(5, 9)|(5, 8)","(14, 13)|(14, 14)|(5, 9)|(6, 8)|(5, 8)","(5, 8):5|(5, 9):4|(6, 8):3|(14, 13):2|(14, 14):1","(5, 8):8823|(5, 9):2160|(6, 8):1880|(14, 13):1580|(14, 14):366","(5, 8):8920|(5, 9):8585|(6, 8):8591|(14, 13):2462|(14, 14):2463","(5, 8):338|(5, 9):783|(6, 8):26|(14, 13):607|(14, 14):323","(5, 8):0|(5, 9):0|(6, 8):0|(14, 13):0|(14, 14):0"
v0_14_repl,2.0,80000,5,1012656929,1,331,48000,0,0,0,0,4,0,8.0,272,"(3, 3)",0.0,True,False,2,735,1362,1362,1,1.0,8293,1534,6,1707,8560,"(11, 5)","(11, 5)|(16, 3)|(9, 10)|(4, 15)|(3, 3)|(15, 16)",2885,206,0,"(7, 13)",11955,12617,14,True,68045,662,5,5,1707,6595,"(14, 14)|(14, 13)|(5, 8)|(6, 8)|(5, 9)","(14, 13)|(14, 14)|(5, 8)|(5, 9)|(6, 8)","(5, 8):3|(5, 9):5|(6, 8):4|(14, 13):2|(14, 14):1","(5, 8):6064|(5, 9):6595|(6, 8):6132|(14, 13):1904|(14, 14):1707","(5, 8):11948|(5, 9):11949|(6, 8):11955|(14, 13):7074|(14, 14):7075","(5, 8):91|(5, 9):75|(6, 8):7|(14, 13):353|(14, 14):356","(5, 8):0|(5, 9):0|(6, 8):0|(14, 13):1|(14, 14):3"
v0_14_repl,2.0,80000,6,632050298,1,331,48000,0,0,0,0,2,0,4.0,250,"(3, 3)",0.0,True,True,0,,,,0,0.0,10356,18978,6,624,6428,"(4, 15)","(4, 15)|(3, 3)|(16, 3)|(11, 5)|(15, 16)|(9, 10)",2215,304,0,"(7, 1)",6428,13323,75,True,73572,6895,5,5,624,2870,"(5, 8)|(5, 9)|(14, 14)|(6, 8)|(14, 13)","(5, 8)|(5, 9)|(14, 14)|(14, 13)|(6, 8)","(5, 8):1|(5, 9):2|(6, 8):4|(14, 13):5|(14, 14):3","(5, 8):624|(5, 9):849|(6, 8):2531|(14, 13):2870|(14, 14):2052","(5, 8):1554|(5, 9):1555|(6, 8):5995|(14, 13):3086|(14, 14):3083","(5, 8):51|(5, 9):32|(6, 8):606|(14, 13):406|(14, 14):421","(5, 8):0|(5, 9):0|(6, 8):1|(14, 13):1|(14, 14):0"
v0_14_repl,2.0,80000,7,152104780,1,331,48000,0,0,0,0,3,0,6.0,276,"(3, 3)",0.0,True,False,0,,,,0,0.0,7940,845,5,1596,43424,"(9, 10)","(9, 10)|(11, 5)|(16, 3)|(3, 3)|(15, 16)",3242,1404,0,"(18, 15)",,,0,False,,,5,5,1596,43424,"(6, 8)|(5, 8)|(5, 9)|(14, 13)|(14, 14)","(6, 8)|(5, 8)|(5, 9)|(14, 13)|(14, 14)","(5, 8):2|(5, 9):3|(6, 8):1|(14, 13):4|(14, 14):5","(5, 8):1767|(5, 9):2200|(6, 8):1596|(14, 13):6787|(14, 14):43424","(5, 8):6984|(5, 9):6987|(6, 8):1703|(14, 13):43326|(14, 14):43695","(5, 8):71|(5, 9):75|(6, 8):21|(14, 13):510|(14, 14):351","(5, 8):1|(5, 9):2|(6, 8):0|(14, 13):0|(14, 14):0"
v0_14_repl,2.0,80000,8,1918981797,1,331,48000,0,0,0,0,0,0,0.0,264,"(3, 3)",0.0,True,True,0,,,,0,0.0,11372,262,6,348,53382,"(4, 15)","(4, 15)|(15, 16)|(11, 5)|(16, 3)|(3, 3)|(9, 10)",3160,642,0,"(16, 1)",62659,,0,False,17341,,5,5,348,23037,"(14, 13)|(6, 8)|(14, 14)|(5, 9)|(5, 8)","(14, 13)|(14, 14)|(5, 9)|(5, 8)|(6, 8)","(5, 8):5|(5, 9):4|(6, 8):2|(14, 13):1|(14, 14):3","(5, 8):23037|(5, 9):12090|(6, 8):9310|(14, 13):348|(14, 14):11283","(5, 8):62656|(5, 9):62655|(6, 8):62659|(14, 13):23486|(14, 14):23487","(5, 8):12|(5, 9):3|(6, 8):11|(14, 13):319|(14, 14):294","(5, 8):0|(5, 9):0|(6, 8):0|(14, 13):0|(14, 14):0"
v0_14_repl,2.0,80000,9,1538375166,1,331,48000,0,0,0,0,3,0,6.0,267,"(3, 3)",0.0,True,False,1,2165,,2165,0,0.0,13605,9748,6,434,3430,"(4, 15)","(4, 15)|(3, 3)|(11, 5)|(16, 3)|(9, 10)|(15, 16)",4057,337,0,"(15, 15)",3551,3553,305,True,76449,2,5,5,434,2498,"(5, 8)|(6, 8)|(5, 9)|(14, 13)|(14, 14)","(14, 13)|(6, 8)|(5, 8)|(5, 9)|(14, 14)","(5, 8):1|(5, 9):3|(6, 8):2|(14, 13):4|(14, 14):5","(5, 8):434|(5, 9):1769|(6, 8):1479|(14, 13):1860|(14, 14):2498","(5, 8):2518|(5, 9):2521|(6, 8):2517|(14, 13):2080|(14, 14):3551","(5, 8):676|(5, 9):1079|(6, 8):351|(14, 13):491|(14, 14):45","(5, 8):0|(5, 9):0|(6, 8):0|(14, 13):0|(14, 14):3"
v0_14_repl,5.0,80000,0,842391255,1,331,48000,0,0,0,0,0,0,0.0,257,"(3, 3)",0.0,True,True,0,,,,0,0.0,12283,3725,6,440,6144,"(4, 15)","(4, 15)|(9, 10)|(3, 3)|(16, 3)|(11, 5)|(15, 16)",3957,1060,0,"(12, 9)",6144,12272,22,True,73856,6128,5,5,440,2313,"(5, 8)|(5, 9)|(6, 8)|(14, 14)|(14, 13)","(5, 8)|(5, 9)|(6, 8)|(14, 13)|(14, 14)","(5, 8):1|(5, 9):2|(6, 8):3|(14, 13):5|(14, 14):4","(5, 8):440|(5, 9):476|(6, 8):699|(14, 13):2313|(14, 14):2150","(5, 8):3446|(5, 9):3447|(6, 8):3455|(14, 13):6134|(14, 14):6137","(5, 8):131|(5, 9):126|(6, 8):5|(14, 13):977|(14, 14):933","(5, 8):0|(5, 9):0|(6, 8):0|(14, 13):0|(14, 14):0"
v0_14_repl,5.0,80000,1,362445737,1,331,48000,0,0,0,0,3,0,15.0,241,"(3, 3)",0.0,True,False,1,3902,,3902,0,0.0,12040,720,5,342,8951,"(4, 15)","(4, 15)|(3, 3)|(9, 10)|(15, 16)|(11, 5)",2657,106,0,"(14, 16)",,,0,False,,,5,5,342,8951,"(5, 9)|(5, 8)|(14, 14)|(6, 8)|(14, 13)","(5, 9)|(14, 14)|(5, 8)|(6, 8)|(14, 13)","(5, 8):2|(5, 9):1|(6, 8):4|(14, 13):5|(14, 14):3","(5, 8):431|(5, 9):342|(6, 8):2268|(14, 13):8951|(14, 14):1718","(5, 8):7262|(5, 9):413|(6, 8):7263|(14, 13):9648|(14, 14):2231","(5, 8):266|(5, 9):37|(6, 8):252|(14, 13):256|(14, 14):552","(5, 8):0|(5, 9):0|(6, 8):0|(14, 13):3|(14, 14):0"
v0_14_repl,5.0,80000,2,2129322754,1,331,48000,0,0,0,0,3,0,15.0,230,"(3, 3)",0.0,True,False,1,23991,,23991,0,0.0,8696,702,6,676,33014,"(4, 15)","(4, 15)|(9, 10)|(3, 3)|(11, 5)|(15, 16)|(16, 3)",2549,932,0,"(3, 16)",33014,39126,1020,True,46986,6112,5,5,676,26426,"(5, 9)|(5, 8)|(14, 14)|(14, 13)|(6, 8)","(5, 9)|(5, 8)|(14, 13)|(14, 14)|(6, 8)","(5, 8):2|(5, 9):1|(6, 8):5|(14, 13):4|(14, 14):3","(5, 8):5424|(5, 9):676|(6, 8):26426|(14, 13):24281|(14, 14):12813","(5, 8):9302|(5, 9):9301|(6, 8):30325|(14, 13):26414|(14, 14):26415","(5, 8):464|(5, 9):214|(6, 8):277|(14, 13):5|(14, 14):5","(5, 8):0|(5, 9):0|(6, 8):3|(14, 13):0|(14, 14):0"
v0_14_repl,5.0,80000,3,1649377236,1,331,48000,0,0,0,0,6,0,30.0,240,"(3, 3)",0.0,True,False,2,7585,7587,7587,1,1.0,9231,55,6,1388,25442,"(4, 15)","(4, 15)|(9, 10)|(15, 16)|(3, 3)|(11, 5)|(16, 3)",2788,40,0,"(9, 14)",25442,26200,5,True,54558,758,5,5,1388,11539,"(5, 8)|(14, 14)|(14, 13)|(6, 8)|(5, 9)","(14, 14)|(5, 8)|(6, 8)|(14, 13)|(5, 9)","(5, 8):1|(5, 9):5|(6, 8):4|(14, 13):3|(14, 14):2","(5, 8):1388|(5, 9):11539|(6, 8):8209|(14, 13):7208|(14, 14):3460","(5, 8):7386|(5, 9):11985|(6, 8):8455|(14, 13):11450|(14, 14):7201","(5, 8):259|(5, 9):237|(6, 8):342|(14, 13):238|(14, 14):861","(5, 8):0|(5, 9):3|(6, 8):3|(14, 13):0|(14, 14):0"
v0_14_repl,5.0,80000,4,1268770605,1,331,48000,0,0,0,0,3,0,15.0,281,"(3, 3)",0.0,True,False,1,1569,,1569,0,0.0,5051,2363,6,338,5985,"(4, 15)","(4, 15)|(15, 16)|(11, 5)|(9, 10)|(16, 3)|(3, 3)",2842,568,0,"(15, 14)",7983,7986,946,True,72017,3,5,5,338,5684,"(6, 8)|(14, 13)|(5, 8)|(5, 9)|(14, 14)","(14, 13)|(6, 8)|(5, 8)|(5, 9)|(14, 14)","(5, 8):3|(5, 9):4|(6, 8):1|(14, 13):2|(14, 14):5","(5, 8):2739|(5, 9):2992|(6, 8):338|(14, 13):994|(14, 14):5684","(5, 8):5794|(5, 9):5799|(6, 8):5793|(14, 13):1072|(14, 14):7983","(5, 8):283|(5, 9):135|(6, 8):271|(14, 13):967|(14, 14):313","(5, 8):0|(5, 9):0|(6, 8):0|(14, 13):0|(14, 14):3"
v0_14_repl,5.0,80000,5,788825087,1,331,48000,0,0,0,0,3,0,15.0,229,"(3, 3)",0.0,True,False,1,5223,,5223,0,0.0,6620,1397,6,2674,16900,"(4, 15)","(4, 15)|(15, 16)|(16, 3)|(11, 5)|(3, 3)|(9, 10)",1065,8,0,"(4, 2)",17081,,0,False,62919,,5,5,2674,16563,"(14, 13)|(6, 8)|(5, 9)|(5, 8)|(14, 14)","(14, 13)|(6, 8)|(5, 8)|(5, 9)|(14, 14)","(5, 8):4|(5, 9):3|(6, 8):2|(14, 13):1|(14, 14):5","(5, 8):6569|(5, 9):6122|(6, 8):5022|(14, 13):2674|(14, 14):16563","(5, 8):7016|(5, 9):7019|(6, 8):7013|(14, 13):5124|(14, 14):17081","(5, 8):268|(5, 9):251|(6, 8):43|(14, 13):308|(14, 14):284","(5, 8):0|(5, 9):0|(6, 8):0|(14, 13):0|(14, 14):3"
v0_14_repl,5.0,80000,6,408218456,1,331,48000,0,0,0,0,7,0,35.0,240,"(3, 3)",0.0,True,False,4,624,695,7446,3,3.0,6241,2323,6,408,28888,"(4, 15)","(4, 15)|(9, 10)|(11, 5)|(16, 3)|(3, 3)|(15, 16)",1909,7,0,"(11, 3)",28888,29911,128,True,51112,1023,5,5,408,16893,"(5, 9)|(6, 8)|(5, 8)|(14, 14)|(14, 13)","(5, 9)|(6, 8)|(5, 8)|(14, 13)|(14, 14)","(5, 8):3|(5, 9):1|(6, 8):2|(14, 13):5|(14, 14):4","(5, 8):7033|(5, 9):408|(6, 8):7008|(14, 13):16893|(14, 14):8098","(5, 8):8606|(5, 9):531|(6, 8):8605|(14, 13):27398|(14, 14):27399","(5, 8):1097|(5, 9):1811|(6, 8):1192|(14, 13):343|(14, 14):328","(5, 8):3|(5, 9):0|(6, 8):2|(14, 13):1|(14, 14):1"
v0_14_repl,5.0,80000,7,27611825,1,331,48000,0,0,0,0,11,0,55.0,242,"(3, 3)",0.0,True,False,2,2788,33983,33983,0,0.0,8267,490,6,5285,70527,"(11, 5)","(11, 5)|(16, 3)|(9, 10)|(4, 15)|(15, 16)|(3, 3)",1594,24,0,"(14, 15)",70527,,0,False,9473,,5,5,5285,34020,"(5, 8)|(5, 9)|(6, 8)|(14, 13)|(14, 14)","(6, 8)|(5, 8)|(5, 9)|(14, 13)|(14, 14)","(5, 8):1|(5, 9):2|(6, 8):3|(14, 13):4|(14, 14):5","(5, 8):5285|(5, 9):6270|(6, 8):6758|(14, 13):21712|(14, 14):34020","(5, 8):15610|(5, 9):15615|(6, 8):15609|(14, 13):29462|(14, 14):34173","(5, 8):220|(5, 9):169|(6, 8):210|(14, 13):438|(14, 14):88","(5, 8):3|(5, 9):2|(6, 8):1|(14, 13):2|(14, 14):3"
v0_14_repl,5.0,80000,8,1695149955,1,331,48000,0,0,0,0,4,0,20.0,227,"(3, 3)",0.0,True,False,0,,,,0,0.0,5743,15,6,340,12390,"(4, 15)","(4, 15)|(15, 16)|(9, 10)|(3, 3)|(11, 5)|(16, 3)",2241,739,0,"(12, 8)",12390,12807,1369,True,67610,417,5,5,340,4623,"(14, 14)|(5, 8)|(14, 13)|(5, 9)|(6, 8)","(14, 14)|(5, 8)|(5, 9)|(14, 13)|(6, 8)","(5, 8):2|(5, 9):4|(6, 8):5|(14, 13):3|(14, 14):1","(5, 8):1654|(5, 9):3149|(6, 8):4623|(14, 13):2194|(14, 14):340","(5, 8):2210|(5, 9):3163|(6, 8):4653|(14, 13):4200|(14, 14):1665","(5, 8):287|(5, 9):23|(6, 8):240|(14, 13):870|(14, 14):245","(5, 8):0|(5, 9):2|(6, 8):1|(14, 13):1|(14, 14):0"
v0_14_repl,5.0,80000,9,1314543324,1,331,48000,0,0,0,0,0,0,0.0,237,"(3, 3)",0.0,True,True,0,,,,0,0.0,6402,1530,6,828,37829,"(4, 15)","(4, 15)|(9, 10)|(11, 5)|(16, 3)|(15, 16)|(3, 3)",3698,1842,0,"(14, 18)",37829,,0,False,42171,,5,5,828,3996,"(14, 14)|(6, 8)|(14, 13)|(5, 9)|(5, 8)","(14, 13)|(14, 14)|(5, 8)|(5, 9)|(6, 8)","(5, 8):5|(5, 9):4|(6, 8):2|(14, 13):3|(14, 14):1","(5, 8):3996|(5, 9):3826|(6, 8):1438|(14, 13):3717|(14, 14):828","(5, 8):4818|(5, 9):4819|(6, 8):4829|(14, 13):3964|(14, 14):3967","(5, 8):702|(5, 9):272|(6, 8):958|(14, 13):299|(14, 14):286","(5, 8):0|(5, 9):0|(6, 8):0|(14, 13):0|(14, 14):0"
v0_14_repl,10.0,80000,0,1359905823,1,331,48000,0,0,0,0,0,0,0.0,256,"(3, 3)",0.0,True,True,0,,,,0,0.0,13265,2546,6,842,13003,"(9, 10)","(9, 10)|(4, 15)|(11, 5)|(16, 3)|(15, 16)|(3, 3)",2299,201,0,"(6, 1)",14271,15026,6,True,65729,755,5,5,842,4666,"(5, 9)|(6, 8)|(14, 13)|(14, 14)|(5, 8)","(14, 13)|(14, 14)|(5, 9)|(5, 8)|(6, 8)","(5, 8):5|(5, 9):1|(6, 8):2|(14, 13):3|(14, 14):4","(5, 8):4666|(5, 9):842|(6, 8):1056|(14, 13):1591|(14, 14):2162","(5, 8):14266|(5, 9):14265|(6, 8):14271|(14, 13):4608|(14, 14):4609","(5, 8):3|(5, 9):3|(6, 8):10|(14, 13):368|(14, 14):976","(5, 8):0|(5, 9):0|(6, 8):0|(14, 13):0|(14, 14):0"
v0_14_repl,10.0,80000,1,879960305,1,331,48000,0,0,0,0,3,0,30.0,218,"(3, 3)",0.0,True,False,1,894,,894,0,0.0,7044,403,6,376,47918,"(4, 15)","(4, 15)|(9, 10)|(3, 3)|(16, 3)|(11, 5)|(15, 16)",1257,231,0,"(1, 5)",48386,50237,42,True,31614,1851,5,5,376,25515,"(6, 8)|(5, 9)|(14, 13)|(14, 14)|(5, 8)","(5, 9)|(6, 8)|(5, 8)|(14, 14)|(14, 13)","(5, 8):5|(5, 9):2|(6, 8):1|(14, 13):3|(14, 14):4","(5, 8):25515|(5, 9):524|(6, 8):376|(14, 13):707|(14, 14):25480","(5, 8):26106|(5, 9):543|(6, 8):547|(14, 13):48386|(14, 14):48385","(5, 8):1107|(5, 9):381|(6, 8):957|(14, 13):43|(14, 14):46","(5, 8):3|(5, 9):0|(6, 8):0|(14, 13):0|(14, 14):0"
