arch,run_idx,seed,hazard_cost,num_steps,activation_step,end_state_banked_step,steps_draw_to_bank,end_state_draw_active
v1_16,0,202358875,0.1,1000000,59940,,,True
v1_16,1,1869897005,0.1,1000000,,,,False
v1_16,2,1489290374,0.1,1000000,,,,False
v1_16,3,1108683743,0.1,1000000,,,,False
v1_16,4,628738225,0.1,1000000,,,,False
v1_16,5,248131594,0.1,1000000,177819,,,True
v1_16,6,1915669724,0.1,1000000,38919,,,True
v1_16,7,1535063093,0.1,1000000,,,,False
v1_16,8,1154456462,0.1,1000000,,,,False
v1_16,9,674510944,0.1,1000000,,,,False
v1_16,10,10,1.0,1000000,75839,,,True
v1_16,11,1010,1.0,1000000,,,,False
v1_16,12,2010,1.0,1000000,,,,False
v1_16,13,3010,1.0,1000000,17469,,,True
v1_16,14,4010,1.0,1000000,,,,False
v1_16,15,5010,1.0,1000000,181259,,,True
v1_16,16,6010,1.0,1000000,,,,False
v1_16,17,7010,1.0,1000000,159140,,,True
v1_16,18,8010,1.0,1000000,123135,,,True
v1_16,19,9010,1.0,1000000,,,,False
v1_16,20,20,2.0,1000000,818,,,True
v1_16,21,1020,2.0,1000000,,,,False
v1_16,22,2020,2.0,1000000,199794,,,True
v1_16,23,3020,2.0,1000000,18618,,,True
v1_16,24,4020,2.0,1000000,,,,False
v1_16,25,5020,2.0,1000000,99489,,,True
v1_16,26,6020,2.0,1000000,112465,,,True
v1_16,27,7020,2.0,1000000,,,,False
v1_16,28,8020,2.0,1000000,,,,False
v1_16,29,9020,2.0,1000000,196885,,,True
v1_16,30,100,10.0,1000000,,,,False
v1_16,31,1100,10.0,1000000,132448,,,True
v1_16,32,2100,10.0,1000000,,,,False
v1_16,33,3100,10.0,1000000,174143,,,True
v1_16,34,4100,10.0,1000000,,,,False
v1_16,35,5100,10.0,1000000,12878,,,True
v1_16,36,6100,10.0,1000000,,,,False
v1_16,37,7100,10.0,1000000,,,,False
v1_16,38,8100,10.0,1000000,,,,False
v1_16,39,9100,10.0,1000000,,,,False
