i_cost,i_steps,i_run_idx,j_cost,j_steps,j_run_idx,d_order,d_content,d_xref,d_conf,d_composite,same_cell
0.1,20000,1,2.0,80000,5,0.416667,0.400000,0.000000,0.788998,0.401416,0
0.1,20000,1,2.0,80000,6,0.142857,0.533333,1.000000,0.846420,0.630653,0
0.1,20000,1,2.0,80000,7,1.000000,0.769231,1.000000,0.319377,0.772152,0
0.1,20000,1,2.0,80000,8,0.238095,0.500000,1.000000,0.646083,0.596045,0
0.1,20000,1,2.0,80000,9,0.333333,0.533333,1.000000,0.803193,0.667465,0
0.1,20000,1,2.0,160000,0,0.476190,0.588235,1.000000,0.763678,0.707026,0
0.1,20000,1,2.0,160000,1,0.357143,0.466667,0.500000,0.861544,0.546338,0
0.1,20000,1,2.0,160000,2,0.428571,0.562500,1.000000,0.800011,0.697771,0
0.1,20000,1,2.0,160000,3,0.190476,0.562500,1.000000,0.858215,0.652798,0
0.1,20000,1,2.0,160000,4,0.400000,0.571429,1.000000,0.457000,0.607107,0
0.1,20000,1,2.0,160000,5,0.238095,0.533333,1.000000,0.809084,0.645128,0
0.1,20000,1,2.0,160000,6,0.472222,0.470588,0.500000,0.714080,0.539223,0
0.1,20000,1,2.0,160000,7,0.333333,0.533333,1.000000,0.846480,0.678287,0
0.1,20000,1,2.0,160000,8,0.380952,0.562500,1.000000,0.776304,0.679939,0
0.1,20000,1,2.0,160000,9,0.238095,0.533333,1.000000,0.853334,0.656191,0
0.1,20000,1,5.0,20000,0,0.428571,0.533333,1.000000,0.447852,0.602439,0
0.1,20000,1,5.0,20000,1,0.000000,0.909091,1.000000,0.319060,0.557038,0
0.1,20000,1,5.0,20000,2,0.200000,0.538462,1.000000,0.393041,0.532876,0
0.1,20000,1,5.0,20000,3,0.200000,0.400000,1.000000,0.367589,0.491897,0
