arch,hazard_cost,num_steps,run_idx,seed,phase_1_end,phase_2_end,frame_attempts_p1,frame_attempts_p2,frame_attempts_p3,hazard_entries_p1,hazard_entries_p2,hazard_entries_p3,total_cost,mastered_pairs,top_attractor,top_attractor_pref,phase_3_clean,full_run_clean,hazards_flagged,time_to_first_flag,time_to_final_flag,actions_gated_p2,actions_gated_p3,attractors_mastered,time_to_first_mastery,time_to_final_mastery,first_banked,mastery_sequence,post_mastery_visits_total,p3_visits_to_mastered,p3_visits_to_unmastered
v0_11_2,1.0,160000,0,496635339,331,96000,0,0,0,0,7,0,7.0,425,"(3, 3)",0.0,True,False,0,,,15414,19756,6,420,7597,"(4, 15)","(4, 15)|(9, 10)|(15, 16)|(11, 5)|(16, 3)|(3, 3)",3613,392,0
v0_11_2,1.0,160000,1,16689821,331,96000,0,0,0,0,10,0,10.0,409,"(3, 3)",0.0,True,False,3,19218,62443,11800,10345,4,366,20085,"(4, 15)","(4, 15)|(9, 10)|(15, 16)|(11, 5)",4472,120,0
v0_11_2,1.0,160000,2,1783566838,331,96000,0,0,0,0,15,0,15.0,470,"(3, 3)",0.0,True,False,5,2680,32797,18787,8327,6,380,82348,"(4, 15)","(4, 15)|(9, 10)|(15, 16)|(3, 3)|(11, 5)|(16, 3)",3483,62,0
v0_11_2,1.0,160000,3,1303621320,331,96000,0,0,0,0,14,0,14.0,410,"(3, 3)",0.0,True,False,4,8921,31823,27992,10261,6,1588,32752,"(4, 15)","(4, 15)|(15, 16)|(9, 10)|(3, 3)|(11, 5)|(16, 3)",5095,235,0
v0_11_2,1.0,160000,4,923014689,331,96000,0,0,0,0,15,0,15.0,424,"(3, 3)",0.0,True,False,5,3641,54867,15630,5970,6,482,6859,"(4, 15)","(4, 15)|(15, 16)|(16, 3)|(11, 5)|(9, 10)|(3, 3)",3829,22,0
v0_11_2,1.0,160000,5,542408058,331,96000,0,0,0,0,15,0,15.0,442,"(3, 3)",0.0,True,False,5,1331,37656,24181,6274,6,372,90148,"(9, 10)","(9, 10)|(11, 5)|(16, 3)|(15, 16)|(3, 3)|(4, 15)",4714,110,0
v0_11_2,1.0,160000,6,62462540,331,96000,0,0,0,0,13,0,13.0,390,"(3, 3)",0.0,True,False,4,12339,25720,24081,146,6,342,65488,"(4, 15)","(4, 15)|(9, 10)|(3, 3)|(11, 5)|(16, 3)|(15, 16)",3382,647,0
v0_11_2,1.0,160000,7,1829339557,331,96000,0,0,0,0,15,0,15.0,447,"(3, 3)",0.0,True,False,5,1431,57722,16632,8582,6,504,9059,"(4, 15)","(4, 15)|(9, 10)|(11, 5)|(16, 3)|(15, 16)|(3, 3)",6122,2458,0
v0_11_2,1.0,160000,8,1349394039,331,96000,0,0,0,0,15,0,15.0,444,"(3, 3)",0.0,True,False,5,1045,28838,19004,2090,6,376,4172,"(4, 15)","(4, 15)|(3, 3)|(16, 3)|(11, 5)|(9, 10)|(15, 16)",3332,260,0
v0_11_2,1.0,160000,9,968787408,331,96000,0,0,0,0,15,0,15.0,378,"(3, 3)",0.0,True,False,5,11548,66178,17798,8554,6,348,21223,"(4, 15)","(4, 15)|(9, 10)|(3, 3)|(15, 16)|(16, 3)|(11, 5)",3838,0,0
v0_11_2,2.0,160000,0,271697600,331,96000,0,0,0,0,13,0,26.0,432,"(3, 3)",0.0,True,False,4,1739,24936,23509,56132,6,666,20041,"(4, 15)","(4, 15)|(9, 10)|(3, 3)|(16, 3)|(15, 16)|(11, 5)",4092,39,0
v0_11_2,2.0,160000,1,1939235730,331,96000,0,0,0,0,15,0,30.0,443,"(3, 3)",0.0,True,False,5,7673,90858,22167,1355,6,892,62345,"(4, 15)","(4, 15)|(9, 10)|(15, 16)|(11, 5)|(16, 3)|(3, 3)",3257,48,0
v0_11_2,2.0,160000,2,1558629099,331,96000,0,0,0,0,13,1,28.0,432,"(3, 3)",0.0,True,False,4,2235,36913,22759,2880,6,922,107083,"(4, 15)","(4, 15)|(15, 16)|(9, 10)|(16, 3)|(11, 5)|(3, 3)",4293,477,0
v0_11_2,2.0,160000,3,1178022468,331,96000,0,0,0,0,15,0,30.0,443,"(3, 3)",0.0,True,False,5,1803,91893,26181,2165,6,380,10762,"(4, 15)","(4, 15)|(3, 3)|(11, 5)|(9, 10)|(15, 16)|(16, 3)",4156,295,0
v0_11_2,2.0,160000,4,698076950,331,96000,0,0,0,0,15,0,30.0,431,"(3, 3)",0.0,True,False,5,2116,64068,16403,1856,6,492,37846,"(4, 15)","(4, 15)|(9, 10)|(11, 5)|(3, 3)|(16, 3)|(15, 16)",4881,398,0
v0_11_2,2.0,160000,5,317470319,331,96000,0,0,0,0,15,0,30.0,408,"(3, 3)",0.0,True,False,5,1027,74210,15085,1061,6,420,74931,"(4, 15)","(4, 15)|(16, 3)|(15, 16)|(11, 5)|(9, 10)|(3, 3)",4577,46,0
v0_11_2,2.0,160000,6,1985008449,331,96000,0,0,0,0,10,0,20.0,425,"(3, 3)",0.0,True,False,2,626,6311,17858,18195,5,818,31810,"(15, 16)","(15, 16)|(9, 10)|(4, 15)|(11, 5)|(16, 3)",4773,54,0
v0_11_2,2.0,160000,7,1604401818,331,96000,0,0,0,0,15,0,30.0,408,"(3, 3)",0.0,True,False,5,5968,61021,24804,1875,6,966,18762,"(4, 15)","(4, 15)|(15, 16)|(9, 10)|(3, 3)|(11, 5)|(16, 3)",3583,9,0
v0_11_2,2.0,160000,8,1124456300,331,96000,0,0,0,0,14,0,28.0,457,"(3, 3)",0.0,True,False,4,8589,36319,15618,10008,6,414,44656,"(4, 15)","(4, 15)|(9, 10)|(15, 16)|(11, 5)|(3, 3)|(16, 3)",3790,89,0
v0_11_2,2.0,160000,9,743849669,331,96000,0,0,0,0,10,1,22.0,387,"(3, 3)",0.0,True,False,3,82533,115449,24767,27318,6,860,52202,"(4, 15)","(4, 15)|(3, 3)|(11, 5)|(16, 3)|(15, 16)|(9, 10)",4336,78,0
v0_11_2,5.0,160000,0,853186608,331,96000,0,0,0,0,14,0,70.0,421,"(3, 3)",0.0,True,False,4,7730,85423,24941,626,6,368,14333,"(4, 15)","(4, 15)|(9, 10)|(11, 5)|(16, 3)|(15, 16)|(3, 3)",3484,35,0
v0_11_2,5.0,160000,1,472579977,331,96000,0,0,0,0,14,1,75.0,415,"(3, 3)",0.0,True,False,5,24933,101386,18072,1040,6,464,70096,"(9, 10)","(9, 10)|(3, 3)|(11, 5)|(16, 3)|(15, 16)|(4, 15)",5034,648,0
v0_11_2,5.0,160000,2,2140118107,331,96000,0,0,0,0,15,0,75.0,459,"(3, 3)",0.0,True,False,5,8562,82093,24809,9840,6,476,12819,"(4, 15)","(4, 15)|(9, 10)|(16, 3)|(11, 5)|(15, 16)|(3, 3)",4164,414,0
v0_11_2,5.0,160000,3,1759511476,331,96000,0,0,0,0,12,0,60.0,443,"(3, 3)",0.0,True,False,4,10455,42537,14472,2126,6,362,7990,"(4, 15)","(4, 15)|(9, 10)|(11, 5)|(15, 16)|(3, 3)|(16, 3)",4348,337,0
v0_11_2,5.0,160000,4,1378904845,331,96000,0,0,0,0,15,0,75.0,433,"(3, 3)",0.0,True,False,5,12181,82499,20740,3704,6,835,17005,"(11, 5)","(11, 5)|(16, 3)|(15, 16)|(9, 10)|(4, 15)|(3, 3)",5156,743,0
v0_11_2,5.0,160000,5,898959327,331,96000,0,0,0,0,14,0,70.0,448,"(3, 3)",0.0,True,False,4,3253,21750,16489,9954,6,398,10624,"(4, 15)","(4, 15)|(9, 10)|(11, 5)|(3, 3)|(15, 16)|(16, 3)",5256,273,0
v0_11_2,5.0,160000,6,518352696,331,96000,0,0,0,0,13,0,65.0,421,"(3, 3)",0.0,True,False,4,14172,33579,19915,9665,6,638,4506,"(4, 15)","(4, 15)|(3, 3)|(11, 5)|(9, 10)|(16, 3)|(15, 16)",3588,52,0
v0_11_2,5.0,160000,7,38407178,331,96000,0,0,0,0,9,0,45.0,420,"(3, 3)",0.0,True,False,2,1783,14132,22364,2319,6,658,73447,"(4, 15)","(4, 15)|(15, 16)|(9, 10)|(11, 5)|(16, 3)|(3, 3)",4308,32,0
v0_11_2,5.0,160000,8,1805284195,331,96000,0,0,0,0,15,0,75.0,412,"(3, 3)",0.0,True,False,5,14675,69785,17117,531,6,348,36018,"(4, 15)","(4, 15)|(15, 16)|(11, 5)|(3, 3)|(16, 3)|(9, 10)",5725,601,0
v0_11_2,5.0,160000,9,1325338677,331,96000,0,0,0,0,15,0,75.0,444,"(3, 3)",0.0,True,False,5,6963,79117,19489,5284,6,384,13807,"(4, 15)","(4, 15)|(9, 10)|(15, 16)|(11, 5)|(16, 3)|(3, 3)",4773,705,0
v0_11_2,10.0,160000,0,565380326,331,96000,0,0,0,0,8,3,110.0,411,"(3, 3)",0.0,False,False,3,52643,133872,23666,14123,6,996,7822,"(4, 15)","(4, 15)|(9, 10)|(3, 3)|(11, 5)|(16, 3)|(15, 16)",4085,213,0
v0_11_2,10.0,160000,1,184773695,331,96000,0,0,0,0,12,0,120.0,441,"(3, 3)",0.0,True,False,4,2077,25063,21134,7898,5,573,72383,"(3, 3)","(3, 3)|(4, 15)|(15, 16)|(9, 10)|(11, 5)",3301,92,0
v0_11_2,10.0,160000,2,1852311825,331,96000,0,0,0,0,12,3,150.0,447,"(3, 3)",0.0,False,False,5,3871,117733,17207,11288,6,358,95132,"(4, 15)","(4, 15)|(16, 3)|(11, 5)|(9, 10)|(3, 3)|(15, 16)",4121,766,0
v0_11_2,10.0,160000,3,1471705194,331,96000,0,0,0,0,9,0,90.0,422,"(3, 3)",0.0,True,False,2,30710,34853,16008,1206,6,370,64637,"(4, 15)","(4, 15)|(9, 10)|(11, 5)|(16, 3)|(15, 16)|(3, 3)",4652,545,0
v0_11_2,10.0,160000,4,1091098563,331,96000,0,0,0,0,14,0,140.0,426,"(3, 3)",0.0,True,False,4,913,10395,22490,3627,5,1034,38056,"(9, 10)","(9, 10)|(15, 16)|(16, 3)|(11, 5)|(4, 15)",4486,411,0
v0_11_2,10.0,160000,5,611153045,331,96000,0,0,0,0,12,0,120.0,465,"(3, 3)",0.0,True,False,4,15636,74051,28452,8310,6,1354,75020,"(4, 15)","(4, 15)|(3, 3)|(9, 10)|(11, 5)|(16, 3)|(15, 16)",4786,550,0
v0_11_2,10.0,160000,6,230546414,331,96000,0,0,0,0,11,0,110.0,431,"(3, 3)",0.0,True,False,3,4998,34537,21248,3412,6,350,28618,"(4, 15)","(4, 15)|(3, 3)|(16, 3)|(11, 5)|(9, 10)|(15, 16)",4666,174,0
v0_11_2,10.0,160000,7,1898084544,331,96000,0,0,0,0,12,0,120.0,471,"(3, 3)",0.0,True,False,4,39753,72213,15101,14670,6,1614,39694,"(4, 15)","(4, 15)|(9, 10)|(11, 5)|(16, 3)|(3, 3)|(15, 16)",5896,1584,0
v0_11_2,10.0,160000,8,1517477913,331,96000,0,0,0,0,12,0,120.0,438,"(3, 3)",0.0,True,False,3,8575,50828,16704,23143,6,338,16314,"(4, 15)","(4, 15)|(3, 3)|(9, 10)|(11, 5)|(15, 16)|(16, 3)",5092,11,0
v0_11_2,10.0,160000,9,1037532395,331,96000,0,0,0,0,15,0,150.0,453,"(3, 3)",0.0,True,False,5,7204,59079,24786,7365,6,1040,38352,"(9, 10)","(9, 10)|(11, 5)|(16, 3)|(15, 16)|(3, 3)|(4, 15)",4531,392,0
