arch,run_idx,seed,hazard_cost,num_steps,total_statements,statements_q1,statements_q2,statements_q3,statements_q4,statements_q5,hallucination_count,q1_formation_depth,q3_surprise_cells,q3_resolution_stated,report_complete,statements_with_relevance_markers,goal_statement_present,goal_resolution_stated,q4_statement_count,suppressed_approach_count,goal_relevant_suppressed_count,br_statement_count,revised_expectation_count,mean_approach_delta,bias_effective,cf_records_raw,cf_records_emitted,cf_exclusion_rate,end_state_draw_active,end_state_banked_step,causal_chain_count,mean_chain_depth,complete_chain_count,q5_statement_count,predicted_record_written,predicted_record_state
v1_13_8,0,202358875,0.1,1000000,967,9,0,0,0,2,0,9,0,0,True,0,True,True,0,941,171,0,1,12.0,True,1228,941,0.2337,False,,1,6.0,1,2,True,confirmed
v1_13_8,1,1869897005,0.1,1000000,2128,11,0,0,0,5,0,11,0,0,True,0,True,True,0,2094,550,0,2,451.0,True,2492,2094,0.1597,False,,4,5.5,4,5,True,confirmed
v1_13_8,2,1489290374,0.1,1000000,39,10,0,0,0,2,0,10,0,0,True,0,True,True,0,12,2,0,1,61.0,True,124,12,0.9032,False,,1,6.0,1,2,True,confirmed
v1_13_8,3,1108683743,0.1,1000000,58,10,0,0,0,2,0,10,0,0,True,0,True,False,0,31,9,0,1,696.0,True,168,31,0.8155,False,,1,6.0,1,2,True,confirmed
v1_13_8,4,628738225,0.1,1000000,235,10,0,0,0,2,0,10,0,0,True,0,True,True,0,208,60,0,1,886.0,True,385,208,0.4597,False,,1,6.0,1,2,True,confirmed
v1_13_8,5,248131594,0.1,1000000,2499,8,0,0,0,1,0,8,0,0,True,0,True,False,0,2476,444,0,1,880.0,True,2894,2476,0.1444,False,,1,6.0,1,1,False,
v1_13_8,6,1915669724,0.1,1000000,498,9,0,0,0,2,0,9,0,0,True,0,True,False,0,472,143,0,1,888.0,True,691,472,0.3169,False,,1,6.0,1,2,True,confirmed
v1_13_8,7,1535063093,0.1,1000000,2739,9,0,0,0,2,0,9,0,0,True,0,True,False,0,2711,904,0,1,1036.0,True,3235,2711,0.162,False,,1,6.0,1,2,True,predicted
v1_13_8,8,1154456462,0.1,1000000,192,7,0,0,0,2,0,7,0,0,True,0,True,True,0,168,28,0,1,36.0,True,297,168,0.4343,False,,1,6.0,1,2,True,confirmed
v1_13_8,9,674510944,0.1,1000000,2962,8,0,0,0,1,0,8,0,0,True,0,True,False,0,2939,890,0,1,873.0,True,3519,2939,0.1648,False,,1,6.0,1,1,False,
v1_13_8,10,496635339,1.0,1000000,40,9,0,0,0,2,0,9,0,0,True,0,True,True,0,14,4,0,1,90.0,True,139,14,0.8993,False,,1,6.0,1,2,True,confirmed
v1_13_8,11,16689821,1.0,1000000,142,11,0,0,0,2,0,11,0,0,True,0,True,True,0,114,17,0,1,984.0,True,252,114,0.5476,False,,1,6.0,1,2,True,confirmed
v1_13_8,12,1783566838,1.0,1000000,2241,9,0,0,0,2,0,9,0,0,True,0,True,False,0,2215,659,0,1,849.0,True,2630,2215,0.1578,False,,1,6.0,1,2,True,confirmed
v1_13_8,13,1303621320,1.0,1000000,1895,11,0,0,0,2,0,11,0,0,True,0,True,False,0,1865,601,0,1,47.0,True,2199,1865,0.1519,False,,1,6.0,1,2,True,confirmed
v1_13_8,14,923014689,1.0,1000000,362,10,0,0,0,2,0,10,0,0,True,0,True,True,0,335,54,0,1,913.0,True,499,335,0.3287,False,,1,6.0,1,2,True,unresolvable
v1_13_8,15,542408058,1.0,1000000,2987,8,0,0,0,1,0,8,0,0,True,0,True,False,0,2964,940,0,1,955.0,True,3548,2964,0.1646,False,,1,6.0,1,1,False,
v1_13_8,16,62462540,1.0,1000000,2727,8,0,0,0,1,0,8,0,0,True,0,True,True,0,2704,846,0,1,957.0,True,3150,2704,0.1416,False,,1,6.0,1,1,False,
v1_13_8,17,1829339557,1.0,1000000,927,11,0,0,0,2,0,11,0,0,True,0,True,True,0,897,122,0,1,964.0,True,1196,897,0.25,False,,1,6.0,1,2,True,confirmed
v1_13_8,18,1349394039,1.0,1000000,107,7,0,0,0,2,0,7,0,0,True,0,True,False,0,83,23,0,1,6.0,True,213,83,0.6103,False,,1,6.0,1,2,True,confirmed
v1_13_8,19,968787408,1.0,1000000,40,9,0,0,0,2,0,9,0,0,True,0,True,True,0,14,4,0,1,62.0,True,136,14,0.8971,False,,1,6.0,1,2,True,confirmed
v1_13_8,20,271697600,2.0,1000000,112,9,0,0,0,2,0,9,0,0,True,0,True,True,0,86,14,0,1,1004.0,True,276,86,0.6884,False,,1,6.0,1,2,True,confirmed
v1_13_8,21,1939235730,2.0,1000000,50,11,0,0,0,2,0,11,0,0,True,0,True,True,0,20,7,0,1,278.0,True,175,20,0.8857,False,,1,6.0,1,2,True,confirmed
