arch,run_idx,agent,seed,hazard_cost,num_steps,phase_1_end_step,phase_2_end_step,time_to_first_flag,time_to_second_flag,time_to_final_flag,total_cost_incurred,time_to_first_mastery,time_to_final_mastery,mastery_order_sequence,activation_step,end_state_found_step,end_state_banked,time_to_first_transition,time_to_final_transition,transition_order_sequence,knowledge_banked_sequence,yellow_pre_transition_entries,green_pre_transition_entries,unaffiliated_pre_transition_entries,yellow_resolution_window,green_resolution_window,total_prediction_error_events,prediction_error_complete,goal_type,goal_target_id,goal_step_budget,goal_resolved,goal_resolution_step,goal_budget_remaining,goal_expired,goal_last_progress_step,goal_resolution_window,goal_progress_event_count,suppressed_approach_count,goal_relevant_suppressed_count,suppressed_approach_objects,cf_records_raw,cf_records_emitted,cf_exclusion_rate,end_state_draw_active,end_state_banked_step,steps_draw_to_bank,revised_expectation_count,causal_chain_count,mean_chain_depth,complete_chain_count,q5_statement_count,env2_ran,haz_blue_approached,predicted_record_written,transfer_triggered_step,env1_mastery_order_sequence,env1_end_state_banked_step,return_env1_ran,arc_complete,arc_timeout,ineligible_reason,return_step,transformation_step,arc_total_steps,social_corroboration_fired,social_observation_step,zpd_delta
v1_15_3,20,a,20,2.0,65119,,,,,,2.0,3,3,['att_free_0'],,,True,532,3,"['haz_unaff_0', 'haz_unaff_1', 'haz_yellow', 'haz_unaff_2', 'haz_blue']",[],1,0,0,,,1,True,bank_hazard_within_budget,haz_green,500000,True,768,499232,False,,,0,145,21,"haz_blue,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",295,145,0.5085,False,,,1,0,0.0,0,0,True,True,True,52975,"['att_free_1', 'att_yellow', 'att_free_0', 'att_free_2', 'att_green']",,True,True,False,,0,3,52978,True,1985,177756
v1_15_3,20,b,20020,2.0,65119,,,,,,4.0,,,[],,,True,767,1986,"['haz_green', 'haz_unaff_0']",[],1,0,1,,,2,True,bank_hazard_within_budget,haz_green,500000,True,767,499233,False,,,0,12,2,"haz_blue,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",119,12,0.8992,False,,,2,0,0.0,0,0,True,True,True,1000,"['att_free_1', 'att_yellow', 'att_free_0', 'att_green', 'att_free_2']",,True,True,False,,0,3,1003,False,,229731
v1_15_3,21,a,1020,2.0,1015541,,,,,,2.0,,,[],,,False,532,532,['haz_unaff_1'],[],1,0,0,,,1,True,locate_family,GREEN,500000,False,,,False,,,0,2715,786,"dist_green,haz_blue,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",3199,2715,0.1513,False,,,1,0,0.0,0,0,False,True,True,,"['att_free_1', 'att_free_2', 'att_free_0', 'att_yellow']",,False,False,True,,,,,False,,
v1_15_3,21,b,21020,2.0,1015541,,,,,,2.0,30,30,['att_free_0'],,,True,537,30,"['haz_unaff_2', 'haz_yellow', 'haz_unaff_0', 'haz_green', 'haz_unaff_1', 'haz_unaff_2', 'haz_unaff_0', 'haz_blue']",[],1,0,0,,,1,True,locate_family,GREEN,500000,False,,,False,,,1,21,6,"dist_green,haz_blue,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",184,21,0.8859,False,,,1,0,0.0,0,0,True,True,True,1500,"['att_free_1', 'att_yellow', 'att_free_0', 'att_green', 'att_free_2']",,True,True,False,,0,30,1530,False,,229204
v1_15_3,22,a,2020,2.0,1000116,,,,,,2.0,6,6,['att_free_0'],,,True,533,6,"['haz_unaff_0', 'haz_unaff_1', 'haz_green', 'haz_unaff_0', 'haz_unaff_2', 'haz_blue']",[],1,0,0,,,1,True,locate_family,YELLOW,500000,True,542,499458,False,,,1,186,39,"dist_yellow,haz_blue,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",358,186,0.4804,False,,,1,0,0.0,0,0,True,True,True,50640,"['att_free_1', 'att_yellow', 'att_free_2', 'att_green', 'att_free_3']",,True,True,False,,0,6,50646,False,,180088
v1_15_3,22,b,22020,2.0,1000116,,,,,,2.0,,,[],,,False,538,538,"['haz_unaff_2', 'haz_yellow']",[],1,0,0,,,1,True,locate_family,YELLOW,500000,False,,,False,,,1,2863,767,"dist_yellow,haz_blue,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",3399,2863,0.1577,False,,,1,0,0.0,0,0,False,True,True,,"['att_free_1', 'att_yellow', 'att_free_2', 'att_free_3']",,False,False,True,,,,,False,,
v1_15_3,23,a,3020,2.0,176012,,,,,,4.0,,,[],,,True,532,2116,"['haz_unaff_1', 'haz_unaff_2', 'haz_yellow', 'haz_unaff_0', 'haz_unaff_0']",[],2,0,0,,,2,True,bank_hazard_within_budget,haz_green,500000,True,657,499343,False,,,0,21,4,"haz_blue,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",131,21,0.8397,False,,,1,0,0.0,0,0,True,True,True,6331,"['att_free_1', 'att_yellow', 'att_free_0', 'att_green', 'att_free_3']",,True,True,False,,0,9,6340,True,76,224394
v1_15_3,23,b,23020,2.0,176012,,,,,,2.0,8,8,['att_free_0'],,,True,656,8,"['haz_green', 'haz_unaff_1', 'haz_unaff_2', 'haz_blue']",[],1,0,0,,,1,True,bank_hazard_within_budget,haz_green,500000,True,656,499344,False,,,0,9,2,"haz_blue,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",113,9,0.9204,False,,,1,0,0.0,0,0,True,True,True,1000,"['att_free_1', 'att_free_3', 'att_yellow', 'att_free_0', 'att_green']",,True,True,False,,0,8,1008,False,,229726
v1_15_3,24,a,4020,2.0,855899,,,,,,4.0,7,7,['att_free_0'],,,True,736,7,"['haz_unaff_0', 'haz_yellow', 'haz_unaff_2', 'haz_unaff_1', 'haz_unaff_0', 'haz_green', 'haz_unaff_2', 'haz_unaff_1', 'haz_blue']",[],1,0,1,,,2,True,locate_family,GREEN,500000,False,,,False,,,1,2367,667,"dist_green,haz_blue,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",2862,2367,0.173,False,,,2,0,0.0,0,0,True,True,True,772155,"['att_yellow', 'att_free_2', 'att_free_3', 'att_free_0', 'att_green']",,True,True,False,,0,7,772162,False,,-541428
v1_15_3,24,b,24020,2.0,855899,,,,,,2.0,,,[],,,True,117592,117592,['haz_green'],[],1,0,0,,,1,True,locate_family,GREEN,500000,False,,,False,,,1,437,127,"dist_green,haz_blue,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",661,437,0.3389,False,,,1,0,0.0,0,0,True,True,True,118000,"['att_free_3', 'att_yellow', 'att_free_2', 'att_free_0', 'att_green']",,True,True,False,,0,7,118007,True,59,112727
v1_15_3,25,a,5020,2.0,37839,,,,,,2.0,9,9,['att_free_0'],,,True,532,9,"['haz_unaff_2', 'haz_unaff_0', 'haz_unaff_1', 'haz_yellow', 'haz_green', 'haz_unaff_2', 'haz_unaff_0', 'haz_blue']",[],1,0,0,,,1,True,locate_family,YELLOW,500000,True,583,499417,False,,,1,11,3,"dist_yellow,haz_blue,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",131,11,0.916,False,,,1,0,0.0,0,0,True,True,True,1000,"['att_free_1', 'att_free_3', 'att_yellow', 'att_free_0', 'att_green']",,True,True,False,,0,9,1009,False,,229725
v1_15_3,25,b,25020,2.0,37839,,,,,,2.0,,,[],,,True,35500,35500,['haz_unaff_1'],[],1,0,0,,,1,True,locate_family,YELLOW,500000,True,673,499327,False,,,1,15,5,"dist_yellow,haz_blue,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",141,15,0.8936,False,,,1,0,0.0,0,0,True,True,True,2337,"['att_free_1', 'att_free_3', 'att_free_0', 'att_yellow', 'att_green']",,True,True,False,,0,9,2346,True,16,228388
v1_15_3,26,a,6020,2.0,240604,,,,,,2.0,49,49,['att_free_0'],,,True,532,49,"['haz_unaff_0', 'haz_unaff_2', 'haz_yellow', 'haz_unaff_1', 'haz_unaff_0', 'haz_unaff_1', 'haz_blue']",[],1,0,0,,,1,True,bank_hazard_within_budget,haz_green,500000,True,1233,498767,False,,,0,14,2,"haz_blue,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",123,14,0.8862,False,,,1,0,0.0,0,0,True,True,True,2303,"['att_free_1', 'att_yellow', 'att_free_0', 'att_free_3', 'att_green']",,True,True,False,,0,49,2352,True,111,228382
v1_15_3,26,b,26020,2.0,240604,,,,,,2.0,,,[],,,True,1232,59,"['haz_green', 'haz_unaff_2']",[],1,0,0,,,1,True,bank_hazard_within_budget,haz_green,500000,True,1232,498768,False,,,0,16,3,"haz_blue,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",137,16,0.8832,False,,,1,0,0.0,0,0,True,True,True,1500,"['att_free_1', 'att_yellow', 'att_free_0', 'att_free_3', 'att_green']",,True,True,False,,0,49,1549,False,,229185
v1_15_3,27,a,7020,2.0,888894,,,548711,,548711,6.0,,,[],,,False,532,3103,"['haz_unaff_1', 'haz_unaff_1', 'haz_unaff_0']",[],3,0,0,,,3,True,locate_family,GREEN,500000,True,88891,411109,False,,,0,301,92,"dist_green,haz_blue,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",503,301,0.4016,False,,,1,0,0.0,0,0,True,True,True,88893,"['att_free_1', 'att_yellow', 'att_free_3', 'att_free_2', 'att_green']",,False,False,True,,,,,True,65,
v1_15_3,27,b,27020,2.0,888894,,,,,,2.0,30,30,['att_free_2'],,,True,536,30,"['haz_unaff_2', 'haz_yellow', 'haz_unaff_0', 'haz_green', 'haz_unaff_2', 'haz_blue']",[],1,0,0,,,1,True,locate_family,GREEN,500000,True,662,499338,False,,,1,12,4,"dist_green,haz_blue,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",136,12,0.9118,False,,,1,0,0.0,0,0,True,True,True,1000,"['att_free_1', 'att_yellow', 'att_free_3', 'att_free_2', 'att_green']",,True,True,False,,0,30,1030,False,,229704
v1_15_3,28,a,8020,2.0,7724,,,,,,2.0,,,[],,,True,850,2672,"['haz_unaff_1', 'haz_yellow', 'haz_unaff_0']",[],1,0,0,,,1,True,locate_family,YELLOW,500000,False,,,False,,,1,26,5,"dist_yellow,haz_blue,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",149,26,0.8255,False,,,1,0,0.0,0,0,True,True,True,4977,"['att_free_3', 'att_yellow', 'att_free_0', 'att_free_2', 'att_green']",,True,True,False,,0,6,4983,True,54,225751
v1_15_3,28,b,28020,2.0,7724,,,,,,4.0,,,[],,,True,535,5,"['haz_unaff_2', 'haz_unaff_0', 'haz_green', 'haz_unaff_2', 'haz_yellow', 'haz_unaff_1', 'haz_blue']",[],1,0,1,,,2,True,locate_family,YELLOW,500000,False,,,False,,,1,22,7,"dist_yellow,haz_blue,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",138,22,0.8406,False,,,2,0,0.0,0,0,True,True,True,2500,"['att_free_3', 'att_yellow', 'att_free_2', 'att_green', 'att_free_0']",,True,True,False,,0,5,2505,False,,228229
v1_15_3,29,a,9020,2.0,134250,,,53972,,53972,10.0,3,3,['att_free_0'],,,True,532,3,"['haz_unaff_2', 'haz_unaff_1', 'haz_green', 'haz_unaff_0', 'haz_blue']",[],1,0,1,,,2,True,bank_hazard_within_budget,haz_green,500000,True,813,499187,False,,,0,332,57,"haz_blue,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",543,332,0.3886,False,,,2,0,0.0,0,0,True,True,True,133025,"['att_free_1', 'att_free_3', 'att_green', 'att_yellow', 'att_free_0']",,True,True,False,,0,3,133028,True,189,97706
v1_15_3,29,b,29020,2.0,134250,,,16567,,16567,8.0,,,[],,,True,36304,191,"['haz_yellow', 'haz_unaff_2', 'haz_unaff_1', 'haz_unaff_0']",[],1,0,0,,,1,True,bank_hazard_within_budget,haz_green,500000,True,813,499187,False,,,0,94,18,"haz_blue,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",219,94,0.5708,False,,,1,0,0.0,0,0,True,True,True,36500,"['att_free_1', 'att_free_3', 'att_green', 'att_free_0', 'att_yellow']",,True,True,False,,0,3,36503,False,,194231
v1_15_3,30,a,100,10.0,1082774,,,,,,10.0,,,[],,,False,31241,31257,"['haz_unaff_0', 'haz_green', 'haz_unaff_1']",[],1,0,0,,,1,True,locate_family,GREEN,500000,True,36185,463815,False,,,1,2478,577,"dist_green,haz_blue,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",2954,2478,0.1611,False,,,1,0,0.0,0,0,False,True,True,,"['att_free_1', 'att_free_2', 'att_green', 'att_free_0']",,False,False,True,,,,,False,,
v1_15_3,30,b,20100,10.0,1082774,,,,,,10.0,39,39,['att_free_0'],,,True,532,39,"['haz_unaff_2', 'haz_yellow', 'haz_unaff_2', 'haz_unaff_0', 'haz_unaff_1', 'haz_blue']",[],1,0,0,,,1,True,locate_family,GREEN,500000,True,102478,397522,False,,,0,485,131,"dist_green,haz_blue,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",658,485,0.2629,False,,,1,0,0.0,0,0,True,True,True,176000,"['att_free_1', 'att_free_2', 'att_green', 'att_yellow', 'att_free_0']",,True,True,False,,0,39,176039,False,,54695
v1_15_3,31,a,1100,10.0,1017512,,,,,,20.0,,,[],,,False,,,[],[],1,0,0,,,1,True,locate_family,YELLOW,500000,True,13195,486805,False,,,1,3096,811,"dist_yellow,haz_blue,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",3719,3096,0.1675,False,,,1,0,0.0,0,0,False,True,True,,"['att_free_2', 'att_yellow', 'att_free_3', 'att_free_0']",,False,False,True,,,,,False,,
v1_15_3,31,b,21100,10.0,1017512,,,,,,10.0,154,154,['att_free_0'],,,True,534,154,"['haz_unaff_0', 'haz_unaff_1', 'haz_yellow', 'haz_unaff_2', 'haz_green', 'haz_unaff_0', 'haz_unaff_1', 'haz_unaff_2', 'haz_blue']",[],1,0,0,,,1,True,locate_family,YELLOW,500000,False,,,False,,,1,37,12,"dist_yellow,haz_blue,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",156,37,0.7628,False,,,1,0,0.0,0,0,True,True,True,7500,"['att_free_3', 'att_yellow', 'att_free_0', 'att_free_2', 'att_green']",,True,True,False,,0,154,7654,False,,223080
v1_15_3,32,a,2100,10.0,852471,,,,,,10.0,,,[],,,True,532,791,"['haz_unaff_0', 'haz_unaff_1', 'haz_green']",[],1,0,0,,,1,True,bank_hazard_within_budget,haz_green,500000,True,791,499209,False,,,0,12,2,"haz_blue,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",130,12,0.9077,False,,,1,0,0.0,0,0,True,True,True,1000,"['att_free_1', 'att_yellow', 'att_free_0', 'att_free_2', 'att_green']",,True,True,False,,0,15,1015,False,,229719
v1_15_3,32,b,22100,10.0,852471,,,,,,20.0,14,14,['att_free_0'],,,True,536,14,"['haz_unaff_2', 'haz_yellow', 'haz_unaff_0', 'haz_unaff_2', 'haz_unaff_1', 'haz_green', 'haz_blue']",[],2,0,0,,,2,True,bank_hazard_within_budget,haz_green,500000,True,791,499209,False,,,0,379,66,"haz_blue,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",529,379,0.2836,False,,,1,0,0.0,0,0,True,True,True,189465,"['att_free_1', 'att_yellow', 'att_free_2', 'att_green', 'att_free_0']",,True,True,False,,0,14,189479,True,2433,41255
v1_15_3,33,a,3100,10.0,58009,,,,,,20.0,,,[],,,True,532,21,"['haz_unaff_0', 'haz_unaff_2', 'haz_yellow', 'haz_unaff_0']",[],1,0,0,,,1,True,locate_family,GREEN,500000,False,,,False,,,1,13,5,"dist_green,haz_blue,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",131,13,0.9008,False,,,1,0,0.0,0,0,True,True,True,1616,"['att_free_1', 'att_yellow', 'att_free_0', 'att_free_3', 'att_green']",,True,True,False,,0,9,1625,False,,229109
v1_15_3,33,b,23100,10.0,58009,,,,,,10.0,8,8,['att_free_0'],,,True,548,8,"['haz_unaff_1', 'haz_green', 'haz_unaff_2', 'haz_unaff_1', 'haz_yellow', 'haz_blue']",[],1,0,0,,,1,True,locate_family,GREEN,500000,False,,,False,,,1,14,4,"dist_green,haz_blue,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",158,14,0.9114,False,,,1,0,0.0,0,0,True,True,True,1000,"['att_free_3', 'att_free_1', 'att_yellow', 'att_free_0', 'att_green']",,True,True,False,,0,8,1008,True,36,229726
v1_15_3,34,a,4100,10.0,483737,,,,,,10.0,,,[],,,True,532,435,"['haz_unaff_1', 'haz_unaff_1', 'haz_unaff_2', 'haz_unaff_0', 'haz_green']",[],1,0,0,,,1,True,locate_family,YELLOW,500000,True,546,499454,False,,,1,1424,369,"dist_yellow,haz_blue,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",1773,1424,0.1968,False,,,1,0,0.0,0,0,True,True,True,452215,"['att_free_1', 'att_yellow', 'att_free_3', 'att_free_2', 'att_green']",,True,True,False,,0,13,452228,False,,-221494
v1_15_3,34,b,24100,10.0,483737,,,,,,10.0,,,[],,,True,537,12,"['haz_unaff_2', 'haz_yellow', 'haz_green', 'haz_unaff_0', 'haz_blue']",[],1,0,0,,,1,True,locate_family,YELLOW,500000,True,545,499455,False,,,1,118,34,"dist_yellow,haz_blue,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",288,118,0.5903,False,,,1,0,0.0,0,0,True,True,True,33000,"['att_free_1', 'att_yellow', 'att_green', 'att_free_2', 'att_free_3']",,True,True,False,,0,12,33012,True,442,197722
v1_15_3,35,a,5100,10.0,1000513,,,,,,20.0,137,137,['att_green'],,,True,532,137,"['haz_unaff_2', 'haz_green', 'haz_unaff_2', 'haz_unaff_1', 'haz_blue']",[],1,0,1,,,2,True,bank_hazard_within_budget,haz_green,500000,True,612,499388,False,,,0,12,2,"haz_blue,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",121,12,0.9008,False,,,2,0,0.0,0,0,True,True,True,1000,"['att_free_1', 'att_free_3', 'att_free_2', 'att_green', 'att_yellow']",,True,True,False,,0,137,1137,False,,229597
v1_15_3,35,b,25100,10.0,1000513,,,,,,10.0,,,[],,,False,541,555,"['haz_unaff_1', 'haz_unaff_0', 'haz_yellow']",[],1,0,0,,,1,True,bank_hazard_within_budget,haz_green,500000,True,612,499388,False,,,0,2574,456,"haz_blue,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",3097,2574,0.1689,False,,,1,0,0.0,0,0,False,True,True,,"['att_free_1', 'att_free_3', 'att_yellow', 'att_free_2']",,False,False,True,,,,,False,,
v1_15_3,36,a,6100,10.0,840500,,,,,,10.0,85,85,['att_free_0'],,,True,587,85,"['haz_unaff_0', 'haz_yellow', 'haz_unaff_0', 'haz_unaff_1', 'haz_blue']",[],1,0,0,,,1,True,locate_family,GREEN,500000,True,10220,489780,False,,,1,153,43,"dist_green,haz_blue,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",297,153,0.4848,False,,,1,0,0.0,0,0,True,True,True,40499,"['att_yellow', 'att_free_2', 'att_green', 'att_free_3', 'att_free_0']",,True,True,False,,0,85,40584,False,,190150
v1_15_3,36,b,26100,10.0,840500,,,,,,10.0,,,[],,,False,2644,15314,"['haz_unaff_1', 'haz_unaff_2', 'haz_green', 'haz_unaff_2']",[],1,0,0,,,1,True,locate_family,GREEN,500000,False,,,False,,,1,50,17,"dist_green,haz_blue,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",178,50,0.7191,False,,,1,0,0.0,0,0,True,True,True,9000,"['att_yellow', 'att_free_2', 'att_free_3', 'att_free_0', 'att_green']",,False,False,True,,,,,True,79,
v1_15_3,37,a,7100,10.0,1007484,,,,,,10.0,,,[],,,False,532,532,['haz_unaff_2'],[],1,0,0,,,1,True,locate_family,YELLOW,500000,True,47954,452046,False,,,1,2535,785,"dist_yellow,haz_blue,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",2946,2535,0.1395,False,,,1,0,0.0,0,0,False,True,True,,"['att_free_1', 'att_free_2', 'att_yellow', 'att_free_0']",,False,False,True,,,,,False,,
v1_15_3,37,b,27100,10.0,1007484,,,,,,20.0,12,12,['att_free_0'],,,True,3493,12,"['haz_unaff_0', 'haz_yellow', 'haz_unaff_1', 'haz_green', 'haz_unaff_2', 'haz_unaff_0', 'haz_unaff_1', 'haz_yellow', 'haz_blue']",[],1,0,1,,,2,True,locate_family,YELLOW,500000,True,4051,495949,False,,,1,32,10,"dist_yellow,haz_blue,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",238,32,0.8655,False,,,2,0,0.0,0,0,True,True,True,5000,"['att_free_1', 'att_yellow', 'att_free_0', 'att_free_2', 'att_green']",,True,True,False,,0,12,5012,False,,225722
v1_15_3,38,a,8100,10.0,418539,,,,,,10.0,,,[],,,True,532,23600,"['haz_unaff_2', 'haz_unaff_0', 'haz_green', 'haz_unaff_1']",[],1,0,0,,,1,True,bank_hazard_within_budget,haz_green,500000,True,23600,476400,False,,,0,803,130,"haz_blue,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",990,803,0.1889,False,,,1,0,0.0,0,0,True,True,True,387499,"['att_free_1', 'att_free_2', 'att_green', 'att_free_0', 'att_yellow']",,True,True,False,,0,28,387527,True,12307,-156793
v1_15_3,38,b,28100,10.0,418539,,,,,,10.0,27,27,['att_free_0'],,,True,259624,27,"['haz_yellow', 'haz_unaff_2', 'haz_blue']",[],1,0,0,,,1,True,bank_hazard_within_budget,haz_green,500000,True,23600,476400,False,,,0,662,120,"haz_blue,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",840,662,0.2119,False,,,1,0,0.0,0,0,True,True,True,260000,"['att_free_1', 'att_free_2', 'att_green', 'att_free_0', 'att_yellow']",,True,True,False,,0,27,260027,False,,-29293
v1_15_3,39,a,9100,10.0,185893,,,,,,10.0,,,[],,,True,645,2533,"['haz_unaff_0', 'haz_yellow', 'haz_green', 'haz_unaff_2']",[],1,0,0,,,1,True,locate_family,GREEN,500000,True,2733,497267,False,,,1,64,22,"dist_green,haz_blue,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",190,64,0.6632,False,,,1,0,0.0,0,0,True,True,True,15430,"['att_yellow', 'att_free_2', 'att_green', 'att_free_3', 'att_free_0']",,True,True,False,,0,4,15434,True,48,215300
v1_15_3,39,b,29100,10.0,185893,,,,,,10.0,3,3,['att_free_0'],,,True,1825,3,"['haz_unaff_1', 'haz_unaff_0', 'haz_unaff_1', 'haz_blue']",[],1,0,0,,,1,True,locate_family,GREEN,500000,True,185787,314213,False,,,0,641,199,"dist_green,haz_blue,haz_green,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",864,641,0.2581,False,,,1,0,0.0,0,0,True,True,True,185790,"['att_free_2', 'att_yellow', 'att_free_3', 'att_free_0', 'att_green']",,True,True,False,,0,3,185793,False,,44941
