arch,run_idx,seed,hazard_cost,num_steps,phase_1_end_step,phase_2_end_step,time_to_first_flag,time_to_second_flag,time_to_final_flag,total_cost_incurred,time_to_first_mastery,time_to_final_mastery,mastery_order_sequence,activation_step,end_state_found_step,end_state_banked,time_to_first_transition,time_to_final_transition,transition_order_sequence,knowledge_banked_sequence,yellow_pre_transition_entries,green_pre_transition_entries,unaffiliated_pre_transition_entries,yellow_resolution_window,green_resolution_window,total_prediction_error_events,prediction_error_complete,goal_type,goal_target_id,goal_step_budget,goal_resolved,goal_resolution_step,goal_budget_remaining,goal_expired,goal_last_progress_step,goal_resolution_window,goal_progress_event_count,suppressed_approach_count,goal_relevant_suppressed_count,suppressed_approach_objects,cf_records_raw,cf_records_emitted,cf_exclusion_rate,end_state_draw_active,end_state_banked_step,steps_draw_to_bank,revised_expectation_count,causal_chain_count,mean_chain_depth,complete_chain_count,q5_statement_count,env2_ran,haz_blue_approached,predicted_record_written,transfer_triggered_step,env1_mastery_order_sequence,env1_end_state_banked_step,return_env1_ran,arc_complete,arc_timeout,ineligible_reason,return_step,transformation_step,arc_total_steps
v1_16,29,9020,2.0,1501,,,,,,4.0,3,196885,"['att_free_0', 'att_free_1', 'att_yellow', 'att_free_2', 'att_green', 'att_free_3']",196885,,False,531,3,"['haz_unaff_1', 'haz_unaff_0', 'haz_green', 'haz_unaff_2', 'haz_yellow', 'haz_unaff_1', 'haz_unaff_0', 'haz_blue']",['haz_blue'],1,0,0,830,,1,True,bank_hazard_within_budget,haz_green,500000,True,570,499430,False,,,0,17,3,"haz_blue,haz_green,haz_grey,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",137,17,0.8759,True,,,1,1,6.0,1,0,True,True,True,1500,"['att_free_1', 'att_free_2', 'att_green', 'att_free_3', 'att_yellow', 'att_free_0']",,True,True,False,,0,3,1517
v1_16,30,100,10.0,4832,,,,,,20.0,39,263,"['att_free_0', 'att_free_1', 'att_yellow', 'att_free_2', 'att_green']",,,False,530,39,"['haz_unaff_2', 'haz_unaff_1', 'haz_yellow', 'haz_unaff_0', 'haz_green', 'haz_unaff_2', 'haz_unaff_1', 'haz_unaff_0', 'haz_yellow', 'haz_blue']",['haz_blue'],1,0,0,29,,1,True,locate_family,GREEN,500000,True,4819,495181,False,,,1,31,6,"dist_green,haz_blue,haz_green,haz_grey,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",181,31,0.8287,False,,,1,1,6.0,1,0,True,True,True,4831,"['att_free_1', 'att_yellow', 'att_free_0', 'att_green', 'att_free_2', 'att_free_3']",,True,True,False,,0,39,5439
v1_16,31,1100,10.0,270501,,,,,,20.0,154,132448,"['att_free_0', 'att_free_1', 'att_yellow', 'att_free_2', 'att_green', 'att_free_3']",132448,,False,530,154,"['haz_unaff_0', 'haz_unaff_1', 'haz_yellow', 'haz_unaff_2', 'haz_green', 'haz_unaff_0', 'haz_green', 'haz_unaff_1', 'haz_unaff_2', 'haz_blue']",['haz_blue'],1,0,0,29,,1,True,locate_family,YELLOW,500000,True,540,499460,False,,,1,1140,165,"dist_yellow,haz_blue,haz_green,haz_grey,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",1958,1140,0.4178,True,,,1,1,6.0,1,0,True,True,True,270500,"['att_free_1', 'att_yellow', 'att_free_0', 'att_free_3', 'att_free_2', 'att_green']",,True,True,False,,0,154,270748
v1_16,32,2100,10.0,1001,,,,,,20.0,19,91,"['att_free_0', 'att_free_1', 'att_yellow', 'att_free_2', 'att_green']",,,False,531,19,"['haz_unaff_2', 'haz_unaff_1', 'haz_unaff_0', 'haz_yellow', 'haz_green', 'haz_unaff_2', 'haz_unaff_1', 'haz_blue']",['haz_blue'],1,0,0,61,,1,True,bank_hazard_within_budget,haz_green,500000,True,913,499087,False,,,0,14,2,"haz_blue,haz_green,haz_grey,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",157,14,0.9108,False,,,1,1,6.0,1,0,True,True,True,1000,"['att_free_1', 'att_free_3', 'att_yellow', 'att_free_0', 'att_green', 'att_free_2']",,True,True,False,,0,19,1768
v1_16,33,3100,10.0,1001,,,,,,20.0,113,174143,"['att_free_0', 'att_free_1', 'att_yellow', 'att_free_2', 'att_green', 'att_free_3']",174143,,False,534,113,"['haz_unaff_0', 'haz_unaff_2', 'haz_unaff_1', 'haz_yellow', 'haz_green', 'haz_unaff_0', 'haz_unaff_2', 'haz_unaff_1', 'haz_green', 'haz_blue']",['haz_blue'],1,0,0,137,,1,True,locate_family,GREEN,500000,False,,,True,736,499264,1,16,4,"dist_green,haz_blue,haz_green,haz_grey,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",163,16,0.9018,True,,,1,1,6.0,1,0,True,True,True,1000,"['att_free_3', 'att_free_2', 'att_free_1', 'att_yellow', 'att_free_0', 'att_green']",,True,True,False,,0,113,1340
v1_16,34,4100,10.0,197501,,,,,,10.0,18,183,"['att_free_0', 'att_free_1', 'att_yellow', 'att_free_2', 'att_green']",,,False,530,18,"['haz_unaff_2', 'haz_unaff_1', 'haz_unaff_0', 'haz_green', 'haz_yellow', 'haz_unaff_2', 'haz_green', 'haz_unaff_1', 'haz_unaff_0', 'haz_blue']",['haz_blue'],1,0,0,196875,,1,True,locate_family,YELLOW,500000,True,197396,302604,False,,,1,695,161,"dist_yellow,haz_blue,haz_green,haz_grey,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",963,695,0.2783,False,,,1,1,6.0,1,0,True,True,True,197500,"['att_free_1', 'att_free_3', 'att_free_2', 'att_green', 'att_free_0', 'att_yellow']",,True,True,False,,0,18,197608
v1_16,35,5100,10.0,3501,,,,,,10.0,137,12878,"['att_green', 'att_free_2', 'att_free_1', 'att_yellow', 'att_free_0', 'att_free_3']",12878,,False,530,137,"['haz_unaff_2', 'haz_unaff_1', 'haz_unaff_0', 'haz_yellow', 'haz_green', 'haz_unaff_2', 'haz_unaff_1', 'haz_unaff_0', 'haz_blue']",['haz_blue'],1,0,0,333,,1,True,bank_hazard_within_budget,haz_green,500000,True,3371,496629,False,,,0,29,4,"haz_blue,haz_green,haz_grey,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",175,29,0.8343,True,,,1,1,6.0,1,0,True,True,True,3500,"['att_free_1', 'att_free_3', 'att_free_0', 'att_yellow', 'att_free_2', 'att_green']",,True,True,False,,0,137,4181
v1_16,36,6100,10.0,32001,,,,,,20.0,43,459,"['att_free_0', 'att_free_1', 'att_yellow', 'att_free_2', 'att_green']",,,False,532,43,"['haz_unaff_2', 'haz_unaff_1', 'haz_unaff_0', 'haz_green', 'haz_yellow', 'haz_unaff_2', 'haz_green', 'haz_unaff_1', 'haz_unaff_0', 'haz_blue']",['haz_blue'],1,0,0,31240,,1,True,locate_family,GREEN,500000,True,31595,468405,False,,,1,111,17,"dist_green,haz_blue,haz_green,haz_grey,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",270,111,0.5889,False,,,1,1,6.0,1,0,True,True,True,32000,"['att_free_1', 'att_free_3', 'att_free_2', 'att_green', 'att_yellow', 'att_free_0']",,True,True,False,,0,43,32088
v1_16,37,7100,10.0,1001,,,,,,20.0,11,251,"['att_free_0', 'att_free_1', 'att_free_2', 'att_green']",,,False,531,11,"['haz_unaff_1', 'haz_unaff_0', 'haz_yellow', 'haz_unaff_2', 'haz_green', 'haz_unaff_1', 'haz_unaff_0', 'haz_unaff_2', 'haz_blue']",['haz_blue'],1,0,0,30,,1,True,locate_family,YELLOW,500000,True,541,499459,False,,,1,15,3,"dist_yellow,haz_blue,haz_green,haz_grey,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",152,15,0.9013,False,,,1,1,6.0,1,0,True,True,True,1000,"['att_free_1', 'att_yellow', 'att_free_0', 'att_free_3', 'att_free_2', 'att_green']",,True,True,False,,0,11,1280
v1_16,38,8100,10.0,22449,,,,,,20.0,7,205,"['att_free_1', 'att_yellow', 'att_free_0', 'att_free_2', 'att_green']",,,False,530,7,"['haz_unaff_0', 'haz_unaff_1', 'haz_yellow', 'haz_unaff_2', 'haz_green', 'haz_unaff_0', 'haz_unaff_1', 'haz_unaff_2', 'haz_blue']",['haz_blue'],1,0,0,29,,1,True,bank_hazard_within_budget,haz_green,500000,True,683,499317,False,,,0,145,22,"haz_blue,haz_green,haz_grey,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",611,145,0.7627,False,,,1,1,6.0,1,0,True,True,True,22448,"['att_free_1', 'att_yellow', 'att_free_0', 'att_green', 'att_free_2', 'att_free_3']",,True,True,False,,0,7,22495
v1_16,39,9100,10.0,2501,,,,,,20.0,72,14881,"['att_free_2', 'att_free_1', 'att_yellow', 'att_free_0', 'att_free_3']",,,False,531,72,"['haz_unaff_2', 'haz_unaff_0', 'haz_unaff_1', 'haz_yellow', 'haz_green', 'haz_unaff_2', 'haz_green', 'haz_unaff_0', 'haz_unaff_1', 'haz_blue']",['haz_blue'],1,0,0,61,,1,True,locate_family,GREEN,500000,False,,,True,2106,497894,1,23,6,"dist_green,haz_blue,haz_green,haz_grey,haz_unaff_0,haz_unaff_1,haz_unaff_2,haz_yellow",184,23,0.875,False,,,1,1,6.0,1,0,True,True,True,2500,"['att_free_1', 'att_free_3', 'att_yellow', 'att_free_0', 'att_free_2', 'att_green']",,True,True,False,,0,72,2670
