arch,run_idx,seed,hazard_cost,object_id,predicted_precondition,basis_chains,state,prediction_step,confirmation_step,confirming_env,unresolvable
v1_15,0,202358875,0.1,haz_blue,att_blue,haz_green|haz_yellow,confirmed,24500,203518,2,False
v1_15,0,202378875,0.1,haz_blue,att_blue,haz_green|haz_yellow,confirmed,24500,40,2,False
v1_15,1,1869897005,0.1,haz_blue,att_blue,haz_green|haz_yellow,confirmed,1000,85,2,False
v1_15,1,1869917005,0.1,haz_blue,att_blue,haz_green|haz_yellow,confirmed,1000,77055,2,False
v1_15,2,1489290374,0.1,haz_blue,att_blue,haz_green|haz_yellow,unresolvable,34500,,,True
v1_15,2,1489310374,0.1,haz_blue,att_blue,haz_green|haz_yellow,confirmed,34500,141754,2,False
v1_15,3,1108683743,0.1,haz_blue,att_blue,haz_green|haz_yellow,confirmed,4000,100,2,False
v1_15,3,1108703743,0.1,haz_blue,att_blue,haz_green|haz_yellow,confirmed,4000,63,2,False
v1_15,4,628738225,0.1,haz_blue,att_blue,haz_green|haz_yellow,confirmed,251000,644,2,False
v1_15,4,628758225,0.1,haz_blue,att_blue,haz_green|haz_yellow,confirmed,251000,154,2,False
v1_15,5,248131594,0.1,haz_blue,att_blue,haz_green|haz_yellow,confirmed,1500,35979,2,False
v1_15,5,248151594,0.1,haz_blue,att_blue,haz_green|haz_yellow,unresolvable,1500,,,True
v1_15,6,1915669724,0.1,haz_blue,att_blue,haz_green|haz_yellow,unresolvable,36000,,,True
v1_15,6,1915689724,0.1,haz_blue,att_blue,haz_green|haz_yellow,confirmed,36000,7059,2,False
v1_15,7,1535063093,0.1,haz_blue,att_blue,haz_green|haz_yellow,unresolvable,1000,,,True
v1_15,7,1535083093,0.1,haz_blue,att_blue,haz_green|haz_yellow,confirmed,1000,44,2,False
v1_15,8,1154456462,0.1,haz_blue,att_blue,haz_green|haz_yellow,unresolvable,64000,,,True
v1_15,8,1154476462,0.1,haz_blue,att_blue,haz_green|haz_yellow,unresolvable,64000,,,True
v1_15,9,674510944,0.1,haz_blue,att_blue,haz_green|haz_yellow,confirmed,59000,70,2,False
v1_15,9,674530944,0.1,haz_blue,att_blue,haz_green|haz_yellow,confirmed,59000,3974,2,False
v1_15,10,10,1.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,59000,44,2,False
v1_15,10,20010,1.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,59000,91,2,False
v1_15,11,1010,1.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,4500,66,2,False
v1_15,11,21010,1.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,4500,66,2,False
v1_15,12,2010,1.0,haz_blue,att_blue,haz_green|haz_yellow,unresolvable,94500,,,True
v1_15,12,22010,1.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,94500,38643,2,False
v1_15,13,3010,1.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,6000,88,2,False
v1_15,13,23010,1.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,6000,689,2,False
v1_15,14,4010,1.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,1500,48,2,False
v1_15,14,24010,1.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,1500,124,2,False
v1_15,15,5010,1.0,haz_blue,att_blue,haz_green|haz_yellow,unresolvable,579500,,,True
v1_15,15,25010,1.0,haz_blue,att_blue,haz_green|haz_yellow,unresolvable,579500,,,True
v1_15,16,6010,1.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,15000,203756,2,False
v1_15,16,26010,1.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,15000,218,2,False
v1_15,17,7010,1.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,1000,39,2,False
v1_15,17,27010,1.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,1000,70,2,False
v1_15,18,8010,1.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,81500,52,2,False
v1_15,18,28010,1.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,81500,96,2,False
v1_15,19,9010,1.0,haz_blue,att_blue,haz_green|haz_yellow,unresolvable,5500,,,True
v1_15,19,29010,1.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,5500,80,2,False
v1_15,20,20,2.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,1000,12142,2,False
v1_15,20,20020,2.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,1000,1986,2,False
v1_15,21,1020,2.0,haz_blue,att_blue,haz_green|haz_yellow,unresolvable,1500,,,True
v1_15,21,21020,2.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,1500,15540,2,False
v1_15,22,2020,2.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,11500,115,2,False
v1_15,22,22020,2.0,haz_blue,att_blue,haz_green|haz_yellow,unresolvable,11500,,,True
v1_15,23,3020,2.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,1000,169679,2,False
v1_15,23,23020,2.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,1000,77,2,False
v1_15,24,4020,2.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,118000,61,2,False
v1_15,24,24020,2.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,118000,83742,2,False
v1_15,25,5020,2.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,1000,18,2,False
v1_15,25,25020,2.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,1000,35500,2,False
v1_15,26,6020,2.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,1500,238298,2,False
v1_15,26,26020,2.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,1500,59,2,False
v1_15,27,7020,2.0,haz_blue,att_blue,haz_green|haz_yellow,unresolvable,1000,,,True
v1_15,27,27020,2.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,1000,66,2,False
v1_15,28,8020,2.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,2500,2745,2,False
v1_15,28,28020,2.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,2500,55,2,False
v1_15,29,9020,2.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,36500,1223,2,False
v1_15,29,29020,2.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,36500,191,2,False
v1_15,30,100,10.0,haz_blue,att_blue,haz_green|haz_yellow,unresolvable,176000,,,True
v1_15,30,20100,10.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,176000,82773,2,False
v1_15,31,1100,10.0,haz_blue,att_blue,haz_green|haz_yellow,unresolvable,7500,,,True
v1_15,31,21100,10.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,7500,17511,2,False
v1_15,32,2100,10.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,1000,2435,2,False
v1_15,32,22100,10.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,1000,663004,2,False
v1_15,33,3100,10.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,1000,38,2,False
v1_15,33,23100,10.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,1000,56391,2,False
v1_15,34,4100,10.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,33000,444,2,False
v1_15,34,24100,10.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,33000,31519,2,False
v1_15,35,5100,10.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,1000,512,2,False
v1_15,35,25100,10.0,haz_blue,att_blue,haz_green|haz_yellow,unresolvable,1000,,,True
v1_15,36,6100,10.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,9000,58,2,False
v1_15,36,26100,10.0,haz_blue,att_blue,haz_green|haz_yellow,unresolvable,9000,,,True
v1_15,37,7100,10.0,haz_blue,att_blue,haz_green|haz_yellow,unresolvable,5000,,,True
v1_15,37,27100,10.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,5000,7483,2,False
v1_15,38,8100,10.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,260000,31038,2,False
v1_15,38,28100,10.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,260000,12308,2,False
v1_15,39,9100,10.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,3000,101,2,False
v1_15,39,29100,10.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,3000,24,2,False
