arch,hazard_cost,num_steps,run_idx,seed,phase_1_end,phase_2_end,frame_attempts_p1,frame_attempts_p2,frame_attempts_p3,hazard_entries_p1,hazard_entries_p2,hazard_entries_p3,total_cost,mastered_pairs,top_attractor,top_attractor_pref,phase_3_clean,full_run_clean,hazards_flagged,time_to_first_flag,time_to_second_flag,time_to_final_flag,first_entry_conversions,cost_on_sig_matched,actions_gated_p2,actions_gated_p3,attractors_mastered,time_to_first_mastery,time_to_final_mastery,first_banked,mastery_sequence,post_mastery_visits_total,p3_visits_to_mastered,p3_visits_to_unmastered,end_state_cell,activation_step,end_state_found_step,end_state_visits,end_state_banked,post_activation_window,discovery_time,hazards_transitioned,hazards_banked_as_knowledge,time_to_first_transition,time_to_final_transition,transition_order_sequence,knowledge_banked_sequence,hazard_thresholds,competency_unlock_steps,knowledge_banked_steps,knowledge_entries_per_cell,pre_transition_entries_per_cell,snapshot_count,prov_threat_count,prov_threat_mean_set_step,prov_threat_mean_confirming,prov_threat_mean_disconfirming,prov_mastery_count,prov_mastery_mean_set_step,prov_mastery_mean_confirming,prov_mastery_mean_disconfirming,prov_knowledge_banking_count,prov_knowledge_banking_mean_set_step,prov_knowledge_banking_mean_confirming,prov_knowledge_banking_mean_disconfirming,prov_end_state_activation_count,prov_end_state_activation_mean_set_step,prov_end_state_activation_mean_confirming,prov_end_state_activation_mean_disconfirming,prov_end_state_banking_count,prov_end_state_banking_mean_set_step,prov_end_state_banking_mean_confirming,prov_end_state_banking_mean_disconfirming,prov_crossref_complete,prov_crossref_pending,prov_formation_narrative,prov_total_records,schema_cell_types_count,schema_actions_count,schema_phases_count,schema_flag_types_count,schema_complete
v1_2,2.0,80000,6,632050298,331,48000,0,0,0,0,2,0,4.0,250,"(3, 3)",0.0,True,True,0,,,,0,0.0,10356,18978,6,624,6428,"(4, 15)","(4, 15)|(3, 3)|(16, 3)|(11, 5)|(15, 16)|(9, 10)",2215,304,0,"(7, 1)",6428,13323,75,True,73572,6895,5,5,624,2870,"(5, 8)|(5, 9)|(14, 14)|(6, 8)|(14, 13)","(5, 8)|(5, 9)|(14, 14)|(14, 13)|(6, 8)","(5, 8):1|(5, 9):2|(6, 8):4|(14, 13):5|(14, 14):3","(5, 8):624|(5, 9):849|(6, 8):2531|(14, 13):2870|(14, 14):2052","(5, 8):1554|(5, 9):1555|(6, 8):5995|(14, 13):3086|(14, 14):3083","(5, 8):51|(5, 9):32|(6, 8):606|(14, 13):406|(14, 14):421","(5, 8):0|(5, 9):0|(6, 8):1|(14, 13):1|(14, 14):0",54,0,,,,6,2559.0,369.1666666666667,0.0,5,3054.6,300.2,0.0,1,6428.0,73571.0,0.0,1,13323.0,74.0,0.0,0,0,"624:mastery:(4, 15)|849:mastery:(3, 3)|1554:knowledge_banking:(5, 8)|1555:knowledge_banking:(5, 9)|2052:mastery:(16, 3)|2531:mastery:(11, 5)|2870:mastery:(15, 16)|3083:knowledge_banking:(14, 14)|3086:knowledge_banking:(14, 13)|5995:knowledge_banking:(6, 8)|6428:end_state_activation|6428:mastery:(9, 10)|13323:end_state_banking:(7, 1)",13,6,4,3,4,True
v1_2,2.0,80000,7,152104780,331,48000,0,0,0,0,5,0,10.0,215,"(3, 3)",0.0,True,False,1,7294,,7294,0,0.0,9437,263,4,1596,6787,"(9, 10)","(9, 10)|(11, 5)|(16, 3)|(3, 3)",1443,20,0,"(18, 15)",,,0,False,,,4,2,1596,6787,"(6, 8)|(14, 13)|(14, 14)|(5, 9)","(6, 8)|(5, 9)","(5, 8):5|(5, 9):4|(6, 8):1|(14, 13):2|(14, 14):3","(5, 8):None|(5, 9):6787|(6, 8):1596|(14, 13):1767|(14, 14):2200","(5, 8):None|(5, 9):7021|(6, 8):1703|(14, 13):None|(14, 14):None","(5, 8):0|(5, 9):304|(6, 8):248|(14, 13):0|(14, 14):0","(5, 8):3|(5, 9):2|(6, 8):0|(14, 13):0|(14, 14):0",30,1,7294.0,1.0,0.0,4,3087.5,360.75,0.0,2,4362.0,273.0,0.0,0,,,,0,,,,0,0,"1596:mastery:(9, 10)|1703:knowledge_banking:(6, 8)|1767:mastery:(11, 5)|2200:mastery:(16, 3)|6787:mastery:(3, 3)|7021:knowledge_banking:(5, 9)|7294:threat:(5, 8)",7,6,4,3,4,True
v1_2,2.0,80000,8,1918981797,331,48000,0,0,0,0,0,0,0.0,264,"(3, 3)",0.0,True,True,0,,,,0,0.0,11372,262,6,348,53382,"(4, 15)","(4, 15)|(15, 16)|(11, 5)|(16, 3)|(3, 3)|(9, 10)",3160,642,0,"(16, 1)",62659,,0,False,17341,,5,5,348,23037,"(5, 9)|(14, 13)|(6, 8)|(5, 8)|(14, 14)","(14, 13)|(14, 14)|(5, 9)|(5, 8)|(6, 8)","(5, 8):4|(5, 9):1|(6, 8):3|(14, 13):2|(14, 14):5","(5, 8):12090|(5, 9):348|(6, 8):11283|(14, 13):9310|(14, 14):23037","(5, 8):62656|(5, 9):62655|(6, 8):62659|(14, 13):23486|(14, 14):23487","(5, 8):12|(5, 9):3|(6, 8):11|(14, 13):319|(14, 14):294","(5, 8):0|(5, 9):0|(6, 8):0|(14, 13):0|(14, 14):0",51,0,,,,6,18241.666666666668,526.6666666666666,0.0,5,46988.6,124.8,0.0,1,62659.0,17340.0,0.0,0,,,,0,0,"348:mastery:(4, 15)|9310:mastery:(15, 16)|11283:mastery:(11, 5)|12090:mastery:(16, 3)|23037:mastery:(3, 3)|23486:knowledge_banking:(14, 13)|23487:knowledge_banking:(14, 14)|53382:mastery:(9, 10)|62655:knowledge_banking:(5, 9)|62656:knowledge_banking:(5, 8)|62659:end_state_activation|62659:knowledge_banking:(6, 8)",12,6,4,3,4,True
v1_2,2.0,80000,9,1538375166,331,48000,0,0,0,0,0,0,0.0,226,"(3, 3)",0.0,True,True,0,,,,0,0.0,6646,6320,6,434,2550,"(4, 15)","(4, 15)|(3, 3)|(11, 5)|(16, 3)|(15, 16)|(9, 10)",3980,277,0,"(15, 15)",7169,9501,850,True,72831,2332,5,5,434,2174,"(6, 8)|(14, 14)|(14, 13)|(5, 8)|(5, 9)","(14, 13)|(14, 14)|(5, 8)|(5, 9)|(6, 8)","(5, 8):4|(5, 9):5|(6, 8):1|(14, 13):3|(14, 14):2","(5, 8):1860|(5, 9):2174|(6, 8):434|(14, 13):1769|(14, 14):1479","(5, 8):7162|(5, 9):7163|(6, 8):7169|(14, 13):2080|(14, 14):2081","(5, 8):214|(5, 9):200|(6, 8):268|(14, 13):538|(14, 14):524","(5, 8):0|(5, 9):0|(6, 8):0|(14, 13):0|(14, 14):0",54,0,,,,6,1711.0,663.3333333333334,0.0,5,5131.0,345.8,0.0,1,7169.0,72830.0,0.0,1,9501.0,849.0,0.0,0,0,"434:mastery:(4, 15)|1479:mastery:(3, 3)|1769:mastery:(11, 5)|1860:mastery:(16, 3)|2080:knowledge_banking:(14, 13)|2081:knowledge_banking:(14, 14)|2174:mastery:(15, 16)|2550:mastery:(9, 10)|7162:knowledge_banking:(5, 8)|7163:knowledge_banking:(5, 9)|7169:end_state_activation|7169:knowledge_banking:(6, 8)|9501:end_state_banking:(15, 15)",13,6,4,3,4,True
v1_2,5.0,80000,0,842391255,331,48000,0,0,0,0,0,0,0.0,257,"(3, 3)",0.0,True,True,0,,,,0,0.0,12283,3725,6,440,6144,"(4, 15)","(4, 15)|(9, 10)|(3, 3)|(16, 3)|(11, 5)|(15, 16)",3957,1060,0,"(12, 9)",6144,12272,22,True,73856,6128,5,5,440,2313,"(14, 13)|(14, 14)|(6, 8)|(5, 8)|(5, 9)","(5, 8)|(5, 9)|(6, 8)|(14, 13)|(14, 14)","(5, 8):4|(5, 9):5|(6, 8):3|(14, 13):1|(14, 14):2","(5, 8):2150|(5, 9):2313|(6, 8):699|(14, 13):440|(14, 14):476","(5, 8):3446|(5, 9):3447|(6, 8):3455|(14, 13):6134|(14, 14):6137","(5, 8):131|(5, 9):126|(6, 8):5|(14, 13):977|(14, 14):933","(5, 8):0|(5, 9):0|(6, 8):0|(14, 13):0|(14, 14):0",54,0,,,,6,2037.0,659.5,0.0,5,4523.8,431.4,0.0,1,6144.0,73855.0,0.0,1,12272.0,21.0,0.0,0,0,"440:mastery:(4, 15)|476:mastery:(9, 10)|699:mastery:(3, 3)|2150:mastery:(16, 3)|2313:mastery:(11, 5)|3446:knowledge_banking:(5, 8)|3447:knowledge_banking:(5, 9)|3455:knowledge_banking:(6, 8)|6134:knowledge_banking:(14, 13)|6137:knowledge_banking:(14, 14)|6144:end_state_activation|6144:mastery:(15, 16)|12272:end_state_banking:(12, 9)",13,6,4,3,4,True
v1_2,5.0,80000,1,362445737,331,48000,0,0,0,0,0,0,0.0,274,"(3, 3)",0.0,True,True,0,,,,0,0.0,7279,2306,6,342,7636,"(4, 15)","(4, 15)|(9, 10)|(11, 5)|(3, 3)|(15, 16)|(16, 3)",3151,118,0,"(14, 16)",12053,13797,1,True,67947,1744,5,5,342,5888,"(14, 14)|(5, 8)|(6, 8)|(14, 13)|(5, 9)","(14, 14)|(14, 13)|(6, 8)|(5, 8)|(5, 9)","(5, 8):2|(5, 9):5|(6, 8):3|(14, 13):4|(14, 14):1","(5, 8):412|(5, 9):5888|(6, 8):645|(14, 13):927|(14, 14):342","(5, 8):12046|(5, 9):12053|(6, 8):12045|(14, 13):5924|(14, 14):5923","(5, 8):325|(5, 9):392|(6, 8):655|(14, 13):283|(14, 14):304","(5, 8):0|(5, 9):0|(6, 8):0|(14, 13):0|(14, 14):0",54,0,,,,6,2641.6666666666665,525.1666666666666,0.0,5,9598.2,388.8,0.0,1,12053.0,67946.0,0.0,1,13797.0,0.0,0.0,0,0,"342:mastery:(4, 15)|412:mastery:(9, 10)|645:mastery:(11, 5)|927:mastery:(3, 3)|5888:mastery:(15, 16)|5923:knowledge_banking:(14, 14)|5924:knowledge_banking:(14, 13)|7636:mastery:(16, 3)|12045:knowledge_banking:(6, 8)|12046:knowledge_banking:(5, 8)|12053:end_state_activation|12053:knowledge_banking:(5, 9)|13797:end_state_banking:(14, 16)",13,6,4,3,4,True
v1_2,5.0,80000,2,2129322754,331,48000,0,0,0,0,3,0,15.0,230,"(3, 3)",0.0,True,False,1,23991,,23991,0,0.0,8696,702,6,676,33014,"(4, 15)","(4, 15)|(9, 10)|(3, 3)|(11, 5)|(15, 16)|(16, 3)",2549,932,0,"(3, 16)",33014,39126,1020,True,46986,6112,5,5,676,26426,"(5, 9)|(5, 8)|(14, 14)|(14, 13)|(6, 8)","(5, 9)|(5, 8)|(14, 13)|(14, 14)|(6, 8)","(5, 8):2|(5, 9):1|(6, 8):5|(14, 13):4|(14, 14):3","(5, 8):5424|(5, 9):676|(6, 8):26426|(14, 13):24281|(14, 14):12813","(5, 8):9302|(5, 9):9301|(6, 8):30325|(14, 13):26414|(14, 14):26415","(5, 8):464|(5, 9):214|(6, 8):277|(14, 13):5|(14, 14):5","(5, 8):0|(5, 9):0|(6, 8):3|(14, 13):0|(14, 14):0",57,1,23991.0,0.0,1.0,6,17105.666666666668,424.8333333333333,0.0,5,20351.4,190.0,0.0,1,33014.0,46985.0,0.0,1,39126.0,1019.0,0.0,1,0,"676:mastery:(4, 15)|5424:mastery:(9, 10)|9301:knowledge_banking:(5, 9)|9302:knowledge_banking:(5, 8)|12813:mastery:(3, 3)|23991:threat:(6, 8)|24281:mastery:(11, 5)|26414:knowledge_banking:(14, 13)|26415:knowledge_banking:(14, 14)|26426:mastery:(15, 16)|30325:knowledge_banking:(6, 8)|33014:end_state_activation|33014:mastery:(16, 3)|39126:end_state_banking:(3, 16)",14,6,4,3,4,True
v1_2,5.0,80000,3,1649377236,331,48000,0,0,0,0,6,0,30.0,255,"(3, 3)",0.0,True,False,2,7585,7587,7587,1,1.0,9476,974,6,1388,16594,"(4, 15)","(4, 15)|(9, 10)|(15, 16)|(3, 3)|(11, 5)|(16, 3)",2858,41,0,"(9, 14)",20851,36452,39,True,59149,15601,5,5,1388,16241,"(5, 8)|(14, 14)|(14, 13)|(5, 9)|(6, 8)","(14, 14)|(5, 8)|(5, 9)|(14, 13)|(6, 8)","(5, 8):1|(5, 9):4|(6, 8):5|(14, 13):3|(14, 14):2","(5, 8):1388|(5, 9):8209|(6, 8):16241|(14, 13):7208|(14, 14):3460","(5, 8):7386|(5, 9):9965|(6, 8):20851|(14, 13):16840|(14, 14):7201","(5, 8):487|(5, 9):12|(6, 8):1616|(14, 13):768|(14, 14):878","(5, 8):0|(5, 9):3|(6, 8):3|(14, 13):0|(14, 14):0",60,2,7586.0,0.5,1.0,6,8850.0,476.3333333333333,0.0,5,12448.6,749.2,0.0,1,20851.0,59148.0,0.0,1,36452.0,38.0,0.0,2,0,"1388:mastery:(4, 15)|3460:mastery:(9, 10)|7201:knowledge_banking:(14, 14)|7208:mastery:(15, 16)|7386:knowledge_banking:(5, 8)|7585:threat:(6, 8)|7587:threat:(5, 9)|8209:mastery:(3, 3)|9965:knowledge_banking:(5, 9)|16241:mastery:(11, 5)|16594:mastery:(16, 3)|16840:knowledge_banking:(14, 13)|20851:end_state_activation|20851:knowledge_banking:(6, 8)|36452:end_state_banking:(9, 14)",15,6,4,3,4,True
v1_2,5.0,80000,4,1268770605,331,48000,0,0,0,0,3,0,15.0,233,"(3, 3)",0.0,True,False,1,6352,,6352,0,0.0,10593,3213,4,338,17882,"(4, 15)","(4, 15)|(15, 16)|(11, 5)|(16, 3)",2547,762,0,"(15, 14)",,,0,False,,,4,1,338,17882,"(14, 14)|(5, 9)|(6, 8)|(5, 8)","(14, 14)","(5, 8):4|(5, 9):2|(6, 8):3|(14, 13):5|(14, 14):1","(5, 8):17882|(5, 9):994|(6, 8):2921|(14, 13):None|(14, 14):338","(5, 8):None|(5, 9):None|(6, 8):None|(14, 13):None|(14, 14):1283","(5, 8):0|(5, 9):0|(6, 8):0|(14, 13):0|(14, 14):736","(5, 8):0|(5, 9):0|(6, 8):0|(14, 13):3|(14, 14):0",27,1,6352.0,1.0,0.0,4,5533.75,636.75,0.0,1,1283.0,733.0,0.0,0,,,,0,,,,0,0,"338:mastery:(4, 15)|994:mastery:(15, 16)|1283:knowledge_banking:(14, 14)|2921:mastery:(11, 5)|6352:threat:(14, 13)|17882:mastery:(16, 3)",6,6,4,3,4,True
v1_2,5.0,80000,5,788825087,331,48000,0,0,0,0,2,0,10.0,250,"(3, 3)",0.0,True,True,0,,,,0,0.0,5851,7966,6,2674,9189,"(4, 15)","(4, 15)|(15, 16)|(9, 10)|(11, 5)|(16, 3)|(3, 3)",2083,147,0,"(4, 2)",13282,19977,179,True,66718,6695,5,5,2674,5400,"(6, 8)|(14, 14)|(14, 13)|(5, 9)|(5, 8)","(14, 14)|(6, 8)|(14, 13)|(5, 9)|(5, 8)","(5, 8):5|(5, 9):4|(6, 8):1|(14, 13):3|(14, 14):2","(5, 8):5400|(5, 9):5383|(6, 8):2674|(14, 13):5144|(14, 14):5022","(5, 8):13282|(5, 9):13281|(6, 8):5251|(14, 13):6030|(14, 14):5123","(5, 8):225|(5, 9):222|(6, 8):204|(14, 13):1777|(14, 14):641","(5, 8):1|(5, 9):0|(6, 8):0|(14, 13):1|(14, 14):0",54,0,,,,6,5468.666666666667,347.1666666666667,0.0,5,8593.4,610.8,0.0,1,13282.0,66717.0,0.0,1,19977.0,178.0,0.0,0,0,"2674:mastery:(4, 15)|5022:mastery:(15, 16)|5123:knowledge_banking:(14, 14)|5144:mastery:(9, 10)|5251:knowledge_banking:(6, 8)|5383:mastery:(11, 5)|5400:mastery:(16, 3)|6030:knowledge_banking:(14, 13)|9189:mastery:(3, 3)|13281:knowledge_banking:(5, 9)|13282:end_state_activation|13282:knowledge_banking:(5, 8)|19977:end_state_banking:(4, 2)",13,6,4,3,4,True
v1_2,5.0,80000,6,408218456,331,48000,0,0,0,0,6,0,30.0,225,"(3, 3)",0.0,True,False,2,709,820,820,1,1.0,6036,1626,5,408,10884,"(4, 15)","(4, 15)|(3, 3)|(9, 10)|(11, 5)|(16, 3)",3719,42,0,"(11, 3)",,,0,False,,,5,3,408,10884,"(14, 14)|(6, 8)|(5, 8)|(5, 9)|(14, 13)","(6, 8)|(5, 8)|(5, 9)","(5, 8):3|(5, 9):4|(6, 8):2|(14, 13):5|(14, 14):1","(5, 8):1472|(5, 9):1901|(6, 8):1037|(14, 13):10884|(14, 14):408","(5, 8):1584|(5, 9):2057|(6, 8):1373|(14, 13):None|(14, 14):None","(5, 8):310|(5, 9):226|(6, 8):285|(14, 13):0|(14, 14):0","(5, 8):2|(5, 9):3|(6, 8):1|(14, 13):0|(14, 14):0",45,2,764.5,0.5,1.0,5,3140.4,743.8,0.0,3,1671.3333333333333,270.6666666666667,0.0,0,,,,0,,,,2,0,"408:mastery:(4, 15)|709:threat:(5, 9)|820:threat:(5, 8)|1037:mastery:(3, 3)|1373:knowledge_banking:(6, 8)|1472:mastery:(9, 10)|1584:knowledge_banking:(5, 8)|1901:mastery:(11, 5)|2057:knowledge_banking:(5, 9)|10884:mastery:(16, 3)",10,6,4,3,4,True
v1_2,5.0,80000,7,27611825,331,48000,0,0,0,0,7,0,35.0,237,"(3, 3)",0.0,True,False,2,2788,12263,12263,1,1.0,9541,108,5,5285,21062,"(11, 5)","(11, 5)|(16, 3)|(9, 10)|(3, 3)|(15, 16)",2242,71,0,"(14, 15)",,,0,False,,,5,5,5285,21062,"(14, 13)|(5, 9)|(6, 8)|(14, 14)|(5, 8)","(14, 13)|(14, 14)|(5, 8)|(5, 9)|(6, 8)","(5, 8):5|(5, 9):2|(6, 8):3|(14, 13):1|(14, 14):4","(5, 8):21062|(5, 9):6270|(6, 8):6758|(14, 13):5285|(14, 14):14853","(5, 8):25320|(5, 9):25321|(6, 8):25327|(14, 13):12244|(14, 14):20993","(5, 8):1278|(5, 9):473|(6, 8):501|(14, 13):377|(14, 14):249","(5, 8):3|(5, 9):2|(6, 8):1|(14, 13):0|(14, 14):1",51,2,7525.5,0.5,1.0,5,10845.6,448.4,0.0,5,21841.0,572.6,0.0,0,,,,0,,,,2,0,"2788:threat:(5, 8)|5285:mastery:(11, 5)|6270:mastery:(16, 3)|6758:mastery:(9, 10)|12244:knowledge_banking:(14, 13)|12263:threat:(14, 14)|14853:mastery:(3, 3)|20993:knowledge_banking:(14, 14)|21062:mastery:(15, 16)|25320:knowledge_banking:(5, 8)|25321:knowledge_banking:(5, 9)|25327:knowledge_banking:(6, 8)",12,6,4,3,4,True
v1_2,5.0,80000,8,1695149955,331,48000,0,0,0,0,4,0,20.0,241,"(3, 3)",0.0,True,False,1,1726,,1726,0,0.0,7083,42628,6,340,16630,"(4, 15)","(4, 15)|(15, 16)|(11, 5)|(16, 3)|(3, 3)|(9, 10)",1481,0,0,"(12, 8)",16630,23455,944,True,63370,6825,5,5,340,9085,"(6, 8)|(5, 8)|(14, 14)|(5, 9)|(14, 13)","(5, 8)|(6, 8)|(5, 9)|(14, 13)|(14, 14)","(5, 8):2|(5, 9):4|(6, 8):1|(14, 13):5|(14, 14):3","(5, 8):1654|(5, 9):7414|(6, 8):340|(14, 13):9085|(14, 14):2069","(5, 8):9616|(5, 9):9625|(6, 8):9617|(14, 13):11042|(14, 14):11043","(5, 8):311|(5, 9):336|(6, 8):280|(14, 13):129|(14, 14):124","(5, 8):0|(5, 9):0|(6, 8):0|(14, 13):3|(14, 14):1",57,1,1726.0,0.0,1.0,6,6198.666666666667,246.83333333333334,0.0,5,10188.6,233.0,0.0,1,16630.0,63369.0,0.0,1,23455.0,943.0,0.0,1,0,"340:mastery:(4, 15)|1654:mastery:(15, 16)|1726:threat:(14, 13)|2069:mastery:(11, 5)|7414:mastery:(16, 3)|9085:mastery:(3, 3)|9616:knowledge_banking:(5, 8)|9617:knowledge_banking:(6, 8)|9625:knowledge_banking:(5, 9)|11042:knowledge_banking:(14, 13)|11043:knowledge_banking:(14, 14)|16630:end_state_activation|16630:mastery:(9, 10)|23455:end_state_banking:(12, 8)",14,6,4,3,4,True
v1_2,5.0,80000,9,1314543324,331,48000,0,0,0,0,1,0,5.0,234,"(3, 3)",0.0,True,True,0,,,,0,0.0,6326,241,6,828,6389,"(4, 15)","(4, 15)|(9, 10)|(11, 5)|(16, 3)|(15, 16)|(3, 3)",1741,138,0,"(14, 18)",13495,35259,89,True,66505,21764,5,5,828,3970,"(6, 8)|(5, 8)|(14, 14)|(5, 9)|(14, 13)","(14, 14)|(14, 13)|(6, 8)|(5, 8)|(5, 9)","(5, 8):2|(5, 9):4|(6, 8):1|(14, 13):5|(14, 14):3","(5, 8):1438|(5, 9):3826|(6, 8):828|(14, 13):3970|(14, 14):3717","(5, 8):13490|(5, 9):13495|(6, 8):13489|(14, 13):5066|(14, 14):3965","(5, 8):89|(5, 9):116|(6, 8):93|(14, 13):49|(14, 14):6","(5, 8):0|(5, 9):0|(6, 8):0|(14, 13):1|(14, 14):0",54,0,,,,6,3361.3333333333335,290.1666666666667,0.0,5,9901.0,67.6,0.0,1,13495.0,66504.0,0.0,1,35259.0,88.0,0.0,0,0,"828:mastery:(4, 15)|1438:mastery:(9, 10)|3717:mastery:(11, 5)|3826:mastery:(16, 3)|3965:knowledge_banking:(14, 14)|3970:mastery:(15, 16)|5066:knowledge_banking:(14, 13)|6389:mastery:(3, 3)|13489:knowledge_banking:(6, 8)|13490:knowledge_banking:(5, 8)|13495:end_state_activation|13495:knowledge_banking:(5, 9)|35259:end_state_banking:(14, 18)",13,6,4,3,4,True
v1_2,10.0,80000,0,1359905823,331,48000,0,0,0,0,2,0,20.0,228,"(3, 3)",0.0,True,True,0,,,,0,0.0,9569,75,6,842,28010,"(9, 10)","(9, 10)|(4, 15)|(11, 5)|(16, 3)|(3, 3)|(15, 16)",2091,7,0,"(6, 1)",28010,45912,8,True,51990,17902,5,5,842,8953,"(5, 8)|(5, 9)|(14, 14)|(6, 8)|(14, 13)","(14, 14)|(5, 8)|(5, 9)|(6, 8)|(14, 13)","(5, 8):1|(5, 9):2|(6, 8):4|(14, 13):5|(14, 14):3","(5, 8):842|(5, 9):1056|(6, 8):2162|(14, 13):8953|(14, 14):1591","(5, 8):11190|(5, 9):11191|(6, 8):20267|(14, 13):23610|(14, 14):4609","(5, 8):50|(5, 9):47|(6, 8):5|(14, 13):264|(14, 14):51","(5, 8):0|(5, 9):0|(6, 8):0|(14, 13):2|(14, 14):0",54,0,,,,6,7102.333333333333,348.5,0.0,5,14173.4,80.4,0.0,1,28010.0,51989.0,0.0,1,45912.0,7.0,0.0,0,0,"842:mastery:(9, 10)|1056:mastery:(4, 15)|1591:mastery:(11, 5)|2162:mastery:(16, 3)|4609:knowledge_banking:(14, 14)|8953:mastery:(3, 3)|11190:knowledge_banking:(5, 8)|11191:knowledge_banking:(5, 9)|20267:knowledge_banking:(6, 8)|23610:knowledge_banking:(14, 13)|28010:end_state_activation|28010:mastery:(15, 16)|45912:end_state_banking:(6, 1)",13,6,4,3,4,True
v1_2,10.0,80000,1,879960305,331,48000,0,0,0,0,3,0,30.0,245,"(3, 3)",0.0,True,False,1,2613,,2613,0,0.0,6605,295,6,376,7960,"(4, 15)","(4, 15)|(9, 10)|(3, 3)|(11, 5)|(16, 3)|(15, 16)",2293,384,0,"(1, 5)",7960,30971,21,True,72040,23011,5,5,376,2906,"(5, 8)|(5, 9)|(14, 13)|(6, 8)|(14, 14)","(5, 8)|(5, 9)|(6, 8)|(14, 13)|(14, 14)","(5, 8):1|(5, 9):2|(6, 8):4|(14, 13):3|(14, 14):5","(5, 8):376|(5, 9):524|(6, 8):2733|(14, 13):1047|(14, 14):2906","(5, 8):1658|(5, 9):2351|(6, 8):3661|(14, 13):7946|(14, 14):7947","(5, 8):371|(5, 9):41|(6, 8):1361|(14, 13):961|(14, 14):368","(5, 8):0|(5, 9):0|(6, 8):3|(14, 13):0|(14, 14):0",57,1,2613.0,0.0,1.0,6,2591.0,382.1666666666667,0.0,5,4712.6,617.4,0.0,1,7960.0,72039.0,0.0,1,30971.0,20.0,0.0,1,0,"376:mastery:(4, 15)|524:mastery:(9, 10)|1047:mastery:(3, 3)|1658:knowledge_banking:(5, 8)|2351:knowledge_banking:(5, 9)|2613:threat:(6, 8)|2733:mastery:(11, 5)|2906:mastery:(16, 3)|3661:knowledge_banking:(6, 8)|7946:knowledge_banking:(14, 13)|7947:knowledge_banking:(14, 14)|7960:end_state_activation|7960:mastery:(15, 16)|30971:end_state_banking:(1, 5)",14,6,4,3,4,True
v1_2,10.0,80000,2,499353674,331,48000,0,0,0,0,3,0,30.0,226,"(3, 3)",0.0,True,False,1,9719,,9719,0,0.0,9372,201,4,1148,19664,"(4, 15)","(4, 15)|(9, 10)|(3, 3)|(15, 16)",1979,4,0,"(2, 2)",,,0,False,,,4,4,1148,19664,"(14, 13)|(5, 8)|(5, 9)|(14, 14)","(5, 8)|(5, 9)|(14, 13)|(14, 14)","(5, 8):2|(5, 9):3|(6, 8):5|(14, 13):1|(14, 14):4","(5, 8):4862|(5, 9):6143|(6, 8):None|(14, 13):1148|(14, 14):19664","(5, 8):9722|(5, 9):9723|(6, 8):None|(14, 13):19846|(14, 14):19851","(5, 8):3|(5, 9):5|(6, 8):0|(14, 13):49|(14, 14):47","(5, 8):0|(5, 9):0|(6, 8):3|(14, 13):0|(14, 14):0",36,1,9719.0,1.0,0.0,4,7954.25,494.75,0.0,4,14785.5,23.0,0.0,0,,,,0,,,,0,0,"1148:mastery:(4, 15)|4862:mastery:(9, 10)|6143:mastery:(3, 3)|9719:threat:(6, 8)|9722:knowledge_banking:(5, 8)|9723:knowledge_banking:(5, 9)|19664:mastery:(15, 16)|19846:knowledge_banking:(14, 13)|19851:knowledge_banking:(14, 14)",9,6,4,3,4,True
v1_2,10.0,80000,3,118747043,331,48000,0,0,0,0,9,0,90.0,226,"(3, 3)",0.0,True,False,4,2247,2451,10577,3,3.0,6743,2,5,392,20871,"(4, 15)","(4, 15)|(9, 10)|(3, 3)|(15, 16)|(11, 5)",3459,1043,0,"(16, 9)",,,0,False,,,5,5,392,20871,"(14, 13)|(6, 8)|(5, 8)|(14, 14)|(5, 9)","(6, 8)|(5, 8)|(14, 13)|(14, 14)|(5, 9)","(5, 8):3|(5, 9):5|(6, 8):2|(14, 13):1|(14, 14):4","(5, 8):4677|(5, 9):20871|(6, 8):4192|(14, 13):392|(14, 14):10840","(5, 8):4762|(5, 9):21285|(6, 8):4241|(14, 13):10386|(14, 14):11543","(5, 8):1127|(5, 9):2787|(6, 8):1793|(14, 13):1063|(14, 14):468","(5, 8):2|(5, 9):3|(6, 8):3|(14, 13):0|(14, 14):1",57,4,4908.75,1.5,1.0,5,8194.4,691.8,0.0,5,10443.4,1444.6,0.0,0,,,,0,,,,4,0,"392:mastery:(4, 15)|2247:threat:(5, 9)|2451:threat:(6, 8)|4192:mastery:(9, 10)|4241:knowledge_banking:(6, 8)|4360:threat:(5, 8)|4677:mastery:(3, 3)|4762:knowledge_banking:(5, 8)|10386:knowledge_banking:(14, 13)|10577:threat:(14, 14)|10840:mastery:(15, 16)|11543:knowledge_banking:(14, 14)|20871:mastery:(11, 5)|21285:knowledge_banking:(5, 9)",14,6,4,3,4,True
