arch,hazard_cost,num_steps,run_idx,seed,phase_1_end,phase_2_end,frame_attempts_p1,frame_attempts_p2,frame_attempts_p3,hazard_entries_p1,hazard_entries_p2,hazard_entries_p3,total_cost,mastered_pairs,top_attractor,top_attractor_pref,phase_3_clean,full_run_clean,hazards_flagged,time_to_first_flag,time_to_second_flag,time_to_final_flag,first_entry_conversions,cost_on_sig_matched,actions_gated_p2,actions_gated_p3,attractors_mastered,time_to_first_mastery,time_to_final_mastery,first_banked,mastery_sequence,post_mastery_visits_total,p3_visits_to_mastered,p3_visits_to_unmastered,end_state_cell,activation_step,end_state_found_step,end_state_visits,end_state_banked,post_activation_window,discovery_time,hazards_transitioned,hazards_banked_as_knowledge,time_to_first_transition,time_to_final_transition,transition_order_sequence,knowledge_banked_sequence,hazard_thresholds,competency_unlock_steps,knowledge_banked_steps,knowledge_entries_per_cell,pre_transition_entries_per_cell,snapshot_count,prov_threat_count,prov_threat_mean_set_step,prov_threat_mean_confirming,prov_threat_mean_disconfirming,prov_mastery_count,prov_mastery_mean_set_step,prov_mastery_mean_confirming,prov_mastery_mean_disconfirming,prov_knowledge_banking_count,prov_knowledge_banking_mean_set_step,prov_knowledge_banking_mean_confirming,prov_knowledge_banking_mean_disconfirming,prov_end_state_activation_count,prov_end_state_activation_mean_set_step,prov_end_state_activation_mean_confirming,prov_end_state_activation_mean_disconfirming,prov_end_state_banking_count,prov_end_state_banking_mean_set_step,prov_end_state_banking_mean_confirming,prov_end_state_banking_mean_disconfirming,prov_crossref_complete,prov_crossref_pending,prov_formation_narrative,prov_total_records,schema_cell_types_count,schema_actions_count,schema_phases_count,schema_flag_types_count,schema_complete
v1_2,10.0,20000,0,1814176055,331,12000,0,0,0,0,1,0,10.0,100,"(3, 3)",0.0,True,True,0,,,,0,0.0,2735,1073,6,372,10035,"(4, 15)","(4, 15)|(15, 16)|(16, 3)|(11, 5)|(9, 10)|(3, 3)",509,30,0,"(17, 3)",10035,11101,47,True,9965,1066,5,5,372,4548,"(14, 13)|(14, 14)|(5, 9)|(6, 8)|(5, 8)","(14, 13)|(14, 14)|(5, 9)|(6, 8)|(5, 8)","(5, 8):5|(5, 9):3|(6, 8):4|(14, 13):1|(14, 14):2","(5, 8):4548|(5, 9):1560|(6, 8):2003|(14, 13):372|(14, 14):916","(5, 8):8518|(5, 9):3957|(6, 8):3973|(14, 13):538|(14, 14):1049","(5, 8):18|(5, 9):8|(6, 8):4|(14, 13):280|(14, 14):64","(5, 8):0|(5, 9):0|(6, 8):0|(14, 13):0|(14, 14):1",54,0,,,,6,3239.0,84.83333333333333,0.0,5,3607.0,71.8,0.0,1,10035.0,9964.0,0.0,1,11101.0,46.0,0.0,0,0,"372:mastery:(4, 15)|538:knowledge_banking:(14, 13)|916:mastery:(15, 16)|1049:knowledge_banking:(14, 14)|1560:mastery:(16, 3)|2003:mastery:(11, 5)|3957:knowledge_banking:(5, 9)|3973:knowledge_banking:(6, 8)|4548:mastery:(9, 10)|8518:knowledge_banking:(5, 8)|10035:end_state_activation|10035:mastery:(3, 3)|11101:end_state_banking:(17, 3)",13,6,4,3,4,True
v1_2,10.0,20000,1,1433569424,331,12000,0,0,0,0,2,0,20.0,77,"(3, 3)",0.0,True,True,0,,,,0,0.0,1325,3923,4,338,4074,"(4, 15)","(4, 15)|(9, 10)|(16, 3)|(15, 16)",764,3,0,"(1, 15)",,,0,False,,,4,4,338,4074,"(5, 8)|(14, 14)|(14, 13)|(5, 9)","(5, 8)|(14, 14)|(14, 13)|(5, 9)","(5, 8):1|(5, 9):4|(6, 8):5|(14, 13):3|(14, 14):2","(5, 8):338|(5, 9):4074|(6, 8):None|(14, 13):3628|(14, 14):652","(5, 8):1960|(5, 9):5407|(6, 8):None|(14, 13):4282|(14, 14):4277","(5, 8):80|(5, 9):41|(6, 8):0|(14, 13):136|(14, 14):146","(5, 8):0|(5, 9):1|(6, 8):1|(14, 13):0|(14, 14):0",36,0,,,,4,2173.0,191.0,0.0,4,3981.5,97.75,0.0,0,,,,0,,,,0,0,"338:mastery:(4, 15)|652:mastery:(9, 10)|1960:knowledge_banking:(5, 8)|3628:mastery:(16, 3)|4074:mastery:(15, 16)|4277:knowledge_banking:(14, 14)|4282:knowledge_banking:(14, 13)|5407:knowledge_banking:(5, 9)",8,6,4,3,4,True
v1_2,10.0,20000,2,953623906,331,12000,0,0,0,0,2,0,20.0,97,"(3, 3)",0.0,True,True,0,,,,0,0.0,2979,1680,4,366,13342,"(4, 15)","(4, 15)|(3, 3)|(11, 5)|(16, 3)",2433,1563,0,"(7, 6)",,,0,False,,,4,2,366,13342,"(5, 8)|(6, 8)|(5, 9)|(14, 13)","(5, 8)|(6, 8)","(5, 8):1|(5, 9):3|(6, 8):2|(14, 13):4|(14, 14):5","(5, 8):366|(5, 9):11757|(6, 8):873|(14, 13):13342|(14, 14):None","(5, 8):4952|(5, 9):None|(6, 8):4953|(14, 13):None|(14, 14):None","(5, 8):16|(5, 9):0|(6, 8):16|(14, 13):0|(14, 14):0","(5, 8):0|(5, 9):2|(6, 8):0|(14, 13):0|(14, 14):0",30,0,,,,4,6584.5,608.25,0.0,2,4952.5,13.0,0.0,0,,,,0,,,,0,0,"366:mastery:(4, 15)|873:mastery:(3, 3)|4952:knowledge_banking:(5, 8)|4953:knowledge_banking:(6, 8)|11757:mastery:(11, 5)|13342:mastery:(16, 3)",6,6,4,3,4,True
v1_2,10.0,20000,3,573017275,331,12000,0,0,0,0,3,0,30.0,85,"(3, 3)",0.0,True,False,1,3946,,3946,0,0.0,4750,10841,5,356,5545,"(4, 15)","(4, 15)|(9, 10)|(15, 16)|(16, 3)|(3, 3)",908,16,0,"(8, 17)",,,0,False,,,5,5,356,5545,"(5, 9)|(14, 14)|(6, 8)|(14, 13)|(5, 8)","(14, 14)|(5, 8)|(6, 8)|(5, 9)|(14, 13)","(5, 8):5|(5, 9):1|(6, 8):3|(14, 13):4|(14, 14):2","(5, 8):5545|(5, 9):356|(6, 8):972|(14, 13):5046|(14, 14):668","(5, 8):5652|(5, 9):5659|(6, 8):5653|(14, 13):7168|(14, 14):1355","(5, 8):36|(5, 9):72|(6, 8):36|(14, 13):7|(14, 14):110","(5, 8):0|(5, 9):0|(6, 8):0|(14, 13):3|(14, 14):0",48,1,3946.0,0.0,1.0,5,2517.4,181.6,0.0,5,5097.4,49.2,0.0,0,,,,0,,,,1,0,"356:mastery:(4, 15)|668:mastery:(9, 10)|972:mastery:(15, 16)|1355:knowledge_banking:(14, 14)|3946:threat:(14, 13)|5046:mastery:(16, 3)|5545:mastery:(3, 3)|5652:knowledge_banking:(5, 8)|5653:knowledge_banking:(6, 8)|5659:knowledge_banking:(5, 9)|7168:knowledge_banking:(14, 13)",11,6,4,3,4,True
v1_2,10.0,20000,4,93071757,331,12000,0,0,0,0,4,0,40.0,82,"(3, 3)",0.0,True,False,2,2193,2765,2765,1,1.0,2432,190,4,1590,6741,"(4, 15)","(4, 15)|(9, 10)|(3, 3)|(11, 5)",621,46,0,"(10, 1)",,,0,False,,,4,4,1590,6741,"(14, 13)|(14, 14)|(5, 8)|(5, 9)","(5, 8)|(5, 9)|(14, 13)|(14, 14)","(5, 8):3|(5, 9):4|(6, 8):5|(14, 13):1|(14, 14):2","(5, 8):2249|(5, 9):6741|(6, 8):None|(14, 13):1590|(14, 14):2140","(5, 8):2770|(5, 9):7313|(6, 8):None|(14, 13):9402|(14, 14):9403","(5, 8):229|(5, 9):117|(6, 8):0|(14, 13):44|(14, 14):40","(5, 8):0|(5, 9):1|(6, 8):3|(14, 13):0|(14, 14):0",39,2,2479.0,1.0,0.5,4,3180.0,155.25,0.0,4,7222.0,104.5,0.0,0,,,,0,,,,1,0,"1590:mastery:(4, 15)|2140:mastery:(9, 10)|2193:threat:(6, 8)|2249:mastery:(3, 3)|2765:threat:(5, 9)|2770:knowledge_banking:(5, 8)|6741:mastery:(11, 5)|7313:knowledge_banking:(5, 9)|9402:knowledge_banking:(14, 13)|9403:knowledge_banking:(14, 14)",10,6,4,3,4,True
v1_2,10.0,20000,5,1859948774,331,12000,0,0,0,0,0,0,0.0,86,"(3, 3)",0.0,True,True,0,,,,0,0.0,4737,7474,5,402,5865,"(15, 16)","(15, 16)|(16, 3)|(3, 3)|(9, 10)|(11, 5)",869,18,0,"(12, 5)",,,0,False,,,5,5,402,5865,"(5, 8)|(5, 9)|(6, 8)|(14, 13)|(14, 14)","(5, 8)|(6, 8)|(5, 9)|(14, 13)|(14, 14)","(5, 8):1|(5, 9):2|(6, 8):3|(14, 13):4|(14, 14):5","(5, 8):402|(5, 9):3464|(6, 8):3797|(14, 13):5498|(14, 14):5865","(5, 8):5148|(5, 9):5157|(6, 8):5149|(14, 13):10168|(14, 14):10169","(5, 8):64|(5, 9):9|(6, 8):59|(14, 13):36|(14, 14):36","(5, 8):0|(5, 9):0|(6, 8):0|(14, 13):0|(14, 14):0",45,0,,,,5,3805.2,173.8,0.0,5,7158.2,37.8,0.0,0,,,,0,,,,0,0,"402:mastery:(15, 16)|3464:mastery:(16, 3)|3797:mastery:(3, 3)|5148:knowledge_banking:(5, 8)|5149:knowledge_banking:(6, 8)|5157:knowledge_banking:(5, 9)|5498:mastery:(9, 10)|5865:mastery:(11, 5)|10168:knowledge_banking:(14, 13)|10169:knowledge_banking:(14, 14)",10,6,4,3,4,True
v1_2,10.0,20000,6,1380003256,331,12000,0,0,0,0,0,0,0.0,74,"(9, 10)",0.15,True,True,0,,,,0,0.0,5576,300,3,360,1711,"(4, 15)","(4, 15)|(15, 16)|(3, 3)",1944,1165,0,"(15, 1)",,,0,False,,,3,2,360,1711,"(5, 8)|(5, 9)|(6, 8)","(5, 9)|(5, 8)","(5, 8):1|(5, 9):2|(6, 8):3|(14, 13):5|(14, 14):4","(5, 8):360|(5, 9):916|(6, 8):1711|(14, 13):None|(14, 14):None","(5, 8):1480|(5, 9):1479|(6, 8):None|(14, 13):None|(14, 14):None","(5, 8):17|(5, 9):16|(6, 8):2|(14, 13):0|(14, 14):0","(5, 8):0|(5, 9):0|(6, 8):0|(14, 13):0|(14, 14):0",24,0,,,,3,995.6666666666666,648.0,0.0,2,1479.5,13.5,0.0,0,,,,0,,,,0,0,"360:mastery:(4, 15)|916:mastery:(15, 16)|1479:knowledge_banking:(5, 9)|1480:knowledge_banking:(5, 8)|1711:mastery:(3, 3)",5,6,4,3,4,True
v1_2,10.0,20000,7,999396625,331,12000,0,0,0,0,2,0,20.0,93,"(3, 3)",0.0,True,True,0,,,,0,0.0,895,645,6,382,9138,"(4, 15)","(4, 15)|(3, 3)|(16, 3)|(11, 5)|(9, 10)|(15, 16)",1051,313,0,"(15, 13)",9138,9547,29,True,10862,409,5,5,382,3858,"(6, 8)|(14, 14)|(14, 13)|(5, 8)|(5, 9)","(6, 8)|(5, 9)|(5, 8)|(14, 14)|(14, 13)","(5, 8):4|(5, 9):5|(6, 8):1|(14, 13):3|(14, 14):2","(5, 8):3747|(5, 9):3858|(6, 8):382|(14, 13):1278|(14, 14):543","(5, 8):3900|(5, 9):3899|(6, 8):833|(14, 13):8968|(14, 14):8967","(5, 8):131|(5, 9):131|(6, 8):15|(14, 13):638|(14, 14):105","(5, 8):1|(5, 9):1|(6, 8):0|(14, 13):0|(14, 14):0",54,0,,,,6,3157.6666666666665,175.16666666666666,0.0,5,5313.4,201.0,0.0,1,9138.0,10861.0,0.0,1,9547.0,28.0,0.0,0,0,"382:mastery:(4, 15)|543:mastery:(3, 3)|833:knowledge_banking:(6, 8)|1278:mastery:(16, 3)|3747:mastery:(11, 5)|3858:mastery:(9, 10)|3899:knowledge_banking:(5, 9)|3900:knowledge_banking:(5, 8)|8967:knowledge_banking:(14, 14)|8968:knowledge_banking:(14, 13)|9138:end_state_activation|9138:mastery:(15, 16)|9547:end_state_banking:(15, 13)",13,6,4,3,4,True
v1_2,10.0,20000,8,618789994,331,12000,0,0,0,0,2,0,20.0,88,"(3, 3)",0.0,True,True,0,,,,0,0.0,4996,3441,4,340,2177,"(4, 15)","(4, 15)|(15, 16)|(11, 5)|(3, 3)",407,34,0,"(9, 16)",,,0,False,,,4,4,340,2177,"(14, 13)|(14, 14)|(5, 8)|(5, 9)","(5, 8)|(5, 9)|(14, 14)|(14, 13)","(5, 8):3|(5, 9):4|(6, 8):5|(14, 13):1|(14, 14):2","(5, 8):1785|(5, 9):2177|(6, 8):None|(14, 13):340|(14, 14):1318","(5, 8):5986|(5, 9):5987|(6, 8):None|(14, 13):8262|(14, 14):8099","(5, 8):44|(5, 9):40|(6, 8):0|(14, 13):5|(14, 14):9","(5, 8):0|(5, 9):0|(6, 8):2|(14, 13):0|(14, 14):0",36,0,,,,4,1405.0,101.75,0.0,4,7083.5,21.5,0.0,0,,,,0,,,,0,0,"340:mastery:(4, 15)|1318:mastery:(15, 16)|1785:mastery:(11, 5)|2177:mastery:(3, 3)|5986:knowledge_banking:(5, 8)|5987:knowledge_banking:(5, 9)|8099:knowledge_banking:(14, 14)|8262:knowledge_banking:(14, 13)",8,6,4,3,4,True
v1_2,10.0,20000,9,138844476,331,12000,0,0,0,0,0,0,0.0,66,"(3, 3)",0.0,True,True,0,,,,0,0.0,468,37,6,352,7851,"(4, 15)","(4, 15)|(15, 16)|(9, 10)|(11, 5)|(16, 3)|(3, 3)",769,66,0,"(8, 11)",,,0,False,,,5,3,352,1756,"(6, 8)|(5, 8)|(14, 13)|(14, 14)|(5, 9)","(5, 8)|(5, 9)|(6, 8)","(5, 8):2|(5, 9):5|(6, 8):1|(14, 13):3|(14, 14):4","(5, 8):718|(5, 9):1756|(6, 8):352|(14, 13):1004|(14, 14):1041","(5, 8):8304|(5, 9):8305|(6, 8):8309|(14, 13):None|(14, 14):None","(5, 8):149|(5, 9):145|(6, 8):7|(14, 13):0|(14, 14):0","(5, 8):0|(5, 9):0|(6, 8):0|(14, 13):0|(14, 14):0",42,0,,,,6,2120.3333333333335,128.16666666666666,0.0,3,8306.0,97.33333333333333,0.0,0,,,,0,,,,0,0,"352:mastery:(4, 15)|718:mastery:(15, 16)|1004:mastery:(9, 10)|1041:mastery:(11, 5)|1756:mastery:(16, 3)|7851:mastery:(3, 3)|8304:knowledge_banking:(5, 8)|8305:knowledge_banking:(5, 9)|8309:knowledge_banking:(6, 8)",9,6,4,3,4,True
v1_2,0.1,80000,0,945163498,331,48000,0,0,0,0,6,0,0.6,254,"(3, 3)",0.0,True,False,3,803,1031,3339,2,2.0,7624,1564,6,378,36274,"(4, 15)","(4, 15)|(9, 10)|(15, 16)|(3, 3)|(11, 5)|(16, 3)",2598,807,0,"(5, 17)",36274,42081,65,True,43726,5807,5,5,378,25459,"(5, 8)|(5, 9)|(14, 13)|(14, 14)|(6, 8)","(5, 8)|(5, 9)|(14, 13)|(14, 14)|(6, 8)","(5, 8):1|(5, 9):2|(6, 8):5|(14, 13):3|(14, 14):4","(5, 8):378|(5, 9):1038|(6, 8):25459|(14, 13):2326|(14, 14):7575","(5, 8):608|(5, 9):1203|(6, 8):27563|(14, 13):3344|(14, 14):15289","(5, 8):1392|(5, 9):1198|(6, 8):1048|(14, 13):2107|(14, 14):248","(5, 8):0|(5, 9):3|(6, 8):2|(14, 13):0|(14, 14):1",63,3,1724.3333333333333,1.0,1.0,6,12175.0,433.0,0.0,5,9601.4,1195.6,0.0,1,36274.0,43725.0,0.0,1,42081.0,64.0,0.0,3,0,"378:mastery:(4, 15)|608:knowledge_banking:(5, 8)|803:threat:(5, 9)|1031:threat:(6, 8)|1038:mastery:(9, 10)|1203:knowledge_banking:(5, 9)|2326:mastery:(15, 16)|3339:threat:(14, 14)|3344:knowledge_banking:(14, 13)|7575:mastery:(3, 3)|15289:knowledge_banking:(14, 14)|25459:mastery:(11, 5)|27563:knowledge_banking:(6, 8)|36274:end_state_activation|36274:mastery:(16, 3)|42081:end_state_banking:(5, 17)",16,6,4,3,4,True
v1_2,0.1,80000,1,564556867,331,48000,0,0,0,0,4,0,0.4,240,"(3, 3)",0.0,True,False,2,4142,15803,15803,1,1.0,7462,418,5,1194,37379,"(4, 15)","(4, 15)|(15, 16)|(9, 10)|(3, 3)|(11, 5)",2869,1100,0,"(10, 13)",,,0,False,,,5,5,1194,37379,"(14, 14)|(6, 8)|(5, 8)|(14, 13)|(5, 9)","(14, 14)|(6, 8)|(5, 8)|(14, 13)|(5, 9)","(5, 8):3|(5, 9):5|(6, 8):2|(14, 13):4|(14, 14):1","(5, 8):15468|(5, 9):37379|(6, 8):2506|(14, 13):19267|(14, 14):1194","(5, 8):15590|(5, 9):44597|(6, 8):15589|(14, 13):24942|(14, 14):3111","(5, 8):721|(5, 9):48|(6, 8):415|(14, 13):923|(14, 14):1444","(5, 8):0|(5, 9):1|(6, 8):0|(14, 13):3|(14, 14):0",51,2,9972.5,0.5,1.0,5,15162.8,573.8,0.0,5,20765.8,707.2,0.0,0,,,,0,,,,2,0,"1194:mastery:(4, 15)|2506:mastery:(15, 16)|3111:knowledge_banking:(14, 14)|4142:threat:(14, 13)|15468:mastery:(9, 10)|15589:knowledge_banking:(6, 8)|15590:knowledge_banking:(5, 8)|15803:threat:(5, 9)|19267:mastery:(3, 3)|24942:knowledge_banking:(14, 13)|37379:mastery:(11, 5)|44597:knowledge_banking:(5, 9)",12,6,4,3,4,True
v1_2,0.1,80000,2,84611349,331,48000,0,0,0,0,4,0,0.4,241,"(3, 3)",0.0,True,False,2,4999,9738,9738,1,1.0,8079,1243,6,958,14679,"(4, 15)","(4, 15)|(15, 16)|(9, 10)|(11, 5)|(16, 3)|(3, 3)",2294,429,0,"(7, 3)",14679,20527,294,True,65321,5848,5,5,958,12136,"(5, 9)|(14, 13)|(14, 14)|(6, 8)|(5, 8)","(5, 9)|(14, 13)|(6, 8)|(14, 14)|(5, 8)","(5, 8):5|(5, 9):1|(6, 8):4|(14, 13):2|(14, 14):3","(5, 8):12136|(5, 9):958|(6, 8):9359|(14, 13):4912|(14, 14):9068","(5, 8):12584|(5, 9):2865|(6, 8):9727|(14, 13):4998|(14, 14):11027","(5, 8):1150|(5, 9):380|(6, 8):976|(14, 13):81|(14, 14):81","(5, 8):1|(5, 9):0|(6, 8):0|(14, 13):0|(14, 14):3",60,2,7368.5,0.5,1.0,6,8518.666666666666,382.3333333333333,0.0,5,8240.2,530.6,0.0,1,14679.0,65320.0,0.0,1,20527.0,293.0,0.0,2,0,"958:mastery:(4, 15)|2865:knowledge_banking:(5, 9)|4912:mastery:(15, 16)|4998:knowledge_banking:(14, 13)|4999:threat:(14, 14)|9068:mastery:(9, 10)|9359:mastery:(11, 5)|9727:knowledge_banking:(6, 8)|9738:threat:(5, 8)|11027:knowledge_banking:(14, 14)|12136:mastery:(16, 3)|12584:knowledge_banking:(5, 8)|14679:end_state_activation|14679:mastery:(3, 3)|20527:end_state_banking:(7, 3)",15,6,4,3,4,True
v1_2,0.1,80000,3,1851488366,331,48000,0,0,0,0,5,0,0.5,253,"(3, 3)",0.0,True,False,1,1222,,1222,0,0.0,9347,3171,6,811,39488,"(3, 3)","(3, 3)|(4, 15)|(9, 10)|(11, 5)|(15, 16)|(16, 3)",1480,97,0,"(2, 2)",39488,,0,False,40512,,5,5,811,13444,"(5, 9)|(6, 8)|(14, 14)|(14, 13)|(5, 8)","(5, 9)|(6, 8)|(14, 13)|(14, 14)|(5, 8)","(5, 8):5|(5, 9):1|(6, 8):2|(14, 13):4|(14, 14):3","(5, 8):13444|(5, 9):811|(6, 8):1086|(14, 13):3089|(14, 14):2720","(5, 8):15410|(5, 9):1055|(6, 8):1227|(14, 13):13304|(14, 14):13307","(5, 8):1023|(5, 9):643|(6, 8):453|(14, 13):22|(14, 14):20","(5, 8):3|(5, 9):2|(6, 8):0|(14, 13):0|(14, 14):0",54,1,1222.0,0.0,1.0,6,10106.333333333334,246.66666666666666,0.0,5,8860.6,429.2,0.0,1,39488.0,40511.0,0.0,0,,,,1,0,"811:mastery:(3, 3)|1055:knowledge_banking:(5, 9)|1086:mastery:(4, 15)|1222:threat:(5, 8)|1227:knowledge_banking:(6, 8)|2720:mastery:(9, 10)|3089:mastery:(11, 5)|13304:knowledge_banking:(14, 13)|13307:knowledge_banking:(14, 14)|13444:mastery:(15, 16)|15410:knowledge_banking:(5, 8)|39488:end_state_activation|39488:mastery:(16, 3)",13,6,4,3,4,True
v1_2,0.1,80000,4,1371542848,331,48000,0,0,0,0,6,0,0.6,224,"(3, 3)",0.0,True,False,2,2764,2765,2765,1,1.0,8323,80,6,1712,15894,"(4, 15)","(4, 15)|(9, 10)|(3, 3)|(15, 16)|(11, 5)|(16, 3)",2204,16,0,"(9, 7)",15894,16541,270,True,64106,647,5,5,1712,6167,"(5, 9)|(14, 13)|(14, 14)|(6, 8)|(5, 8)","(5, 9)|(14, 13)|(14, 14)|(6, 8)|(5, 8)","(5, 8):5|(5, 9):1|(6, 8):4|(14, 13):2|(14, 14):3","(5, 8):6167|(5, 9):1712|(6, 8):3372|(14, 13):1776|(14, 14):2477","(5, 8):7620|(5, 9):2063|(6, 8):3935|(14, 13):2872|(14, 14):2873","(5, 8):303|(5, 9):739|(6, 8):240|(14, 13):415|(14, 14):296","(5, 8):3|(5, 9):0|(6, 8):3|(14, 13):0|(14, 14):0",60,2,2764.5,0.5,1.0,6,5233.0,367.3333333333333,0.0,5,3872.6,395.6,0.0,1,15894.0,64105.0,0.0,1,16541.0,269.0,0.0,2,0,"1712:mastery:(4, 15)|1776:mastery:(9, 10)|2063:knowledge_banking:(5, 9)|2477:mastery:(3, 3)|2764:threat:(5, 8)|2765:threat:(6, 8)|2872:knowledge_banking:(14, 13)|2873:knowledge_banking:(14, 14)|3372:mastery:(15, 16)|3935:knowledge_banking:(6, 8)|6167:mastery:(11, 5)|7620:knowledge_banking:(5, 8)|15894:end_state_activation|15894:mastery:(16, 3)|16541:end_state_banking:(9, 7)",15,6,4,3,4,True
v1_2,0.1,80000,5,990936217,331,48000,0,0,0,0,4,0,0.4,242,"(3, 3)",0.0,True,False,1,9509,,9509,0,0.0,6226,1638,6,342,44262,"(4, 15)","(4, 15)|(9, 10)|(15, 16)|(11, 5)|(3, 3)|(16, 3)",1628,314,0,"(8, 18)",44262,,0,False,35738,,5,5,342,12343,"(5, 8)|(6, 8)|(14, 14)|(5, 9)|(14, 13)","(5, 8)|(6, 8)|(14, 14)|(5, 9)|(14, 13)","(5, 8):1|(5, 9):4|(6, 8):2|(14, 13):5|(14, 14):3","(5, 8):342|(5, 9):10561|(6, 8):2056|(14, 13):12343|(14, 14):7020","(5, 8):3900|(5, 9):12827|(6, 8):3901|(14, 13):19300|(14, 14):7027","(5, 8):96|(5, 9):45|(6, 8):86|(14, 13):288|(14, 14):35","(5, 8):0|(5, 9):3|(6, 8):0|(14, 13):1|(14, 14):0",54,1,9509.0,0.0,1.0,6,12764.0,271.3333333333333,0.0,5,9391.0,107.0,0.0,1,44262.0,35737.0,0.0,0,,,,1,0,"342:mastery:(4, 15)|2056:mastery:(9, 10)|3900:knowledge_banking:(5, 8)|3901:knowledge_banking:(6, 8)|7020:mastery:(15, 16)|7027:knowledge_banking:(14, 14)|9509:threat:(5, 9)|10561:mastery:(11, 5)|12343:mastery:(3, 3)|12827:knowledge_banking:(5, 9)|19300:knowledge_banking:(14, 13)|44262:end_state_activation|44262:mastery:(16, 3)",13,6,4,3,4,True
v1_2,0.1,80000,6,510990699,331,48000,0,0,0,0,4,0,0.4,260,"(3, 3)",0.0,True,False,2,618,2814,2814,1,1.0,10381,139,6,570,11018,"(9, 10)","(9, 10)|(11, 5)|(15, 16)|(3, 3)|(16, 3)|(4, 15)",2601,348,0,"(17, 10)",15656,15808,4,True,64344,152,5,5,570,10450,"(5, 9)|(6, 8)|(14, 14)|(5, 8)|(14, 13)","(5, 9)|(6, 8)|(14, 14)|(5, 8)|(14, 13)","(5, 8):4|(5, 9):1|(6, 8):2|(14, 13):5|(14, 14):3","(5, 8):4257|(5, 9):570|(6, 8):903|(14, 13):10450|(14, 14):2584","(5, 8):4344|(5, 9):617|(6, 8):1375|(14, 13):15656|(14, 14):2717","(5, 8):1428|(5, 9):949|(6, 8):1562|(14, 13):108|(14, 14):14","(5, 8):3|(5, 9):0|(6, 8):0|(14, 13):1|(14, 14):0",60,2,1716.0,0.5,1.0,6,4963.666666666667,433.5,0.0,5,4941.8,809.2,0.0,1,15656.0,64343.0,0.0,1,15808.0,3.0,0.0,2,0,"570:mastery:(9, 10)|617:knowledge_banking:(5, 9)|618:threat:(5, 8)|903:mastery:(11, 5)|1375:knowledge_banking:(6, 8)|2584:mastery:(15, 16)|2717:knowledge_banking:(14, 14)|2814:threat:(14, 13)|4257:mastery:(3, 3)|4344:knowledge_banking:(5, 8)|10450:mastery:(16, 3)|11018:mastery:(4, 15)|15656:end_state_activation|15656:knowledge_banking:(14, 13)|15808:end_state_banking:(17, 10)",15,6,4,3,4,True
v1_2,0.1,80000,7,130384068,331,48000,0,0,0,0,2,0,0.2,285,"(3, 3)",0.0,True,True,0,,,,0,0.0,6740,7200,6,534,14395,"(4, 15)","(4, 15)|(15, 16)|(9, 10)|(16, 3)|(11, 5)|(3, 3)",1543,79,0,"(3, 1)",14395,41323,4,True,65605,26928,5,5,534,1879,"(5, 8)|(14, 13)|(6, 8)|(5, 9)|(14, 14)","(14, 13)|(14, 14)|(6, 8)|(5, 8)|(5, 9)","(5, 8):1|(5, 9):4|(6, 8):3|(14, 13):2|(14, 14):5","(5, 8):534|(5, 9):1654|(6, 8):1288|(14, 13):608|(14, 14):1879","(5, 8):2558|(5, 9):2563|(6, 8):2557|(14, 13):1540|(14, 14):2081","(5, 8):288|(5, 9):318|(6, 8):829|(14, 13):1221|(14, 14):671","(5, 8):0|(5, 9):0|(6, 8):0|(14, 13):0|(14, 14):2",54,0,,,,6,3393.0,257.1666666666667,0.0,5,2259.8,662.4,0.0,1,14395.0,65604.0,0.0,1,41323.0,3.0,0.0,0,0,"534:mastery:(4, 15)|608:mastery:(15, 16)|1288:mastery:(9, 10)|1540:knowledge_banking:(14, 13)|1654:mastery:(16, 3)|1879:mastery:(11, 5)|2081:knowledge_banking:(14, 14)|2557:knowledge_banking:(6, 8)|2558:knowledge_banking:(5, 8)|2563:knowledge_banking:(5, 9)|14395:end_state_activation|14395:mastery:(3, 3)|41323:end_state_banking:(3, 1)",13,6,4,3,4,True
