arch,run_idx_a,run_idx_b,seed_a,seed_b,hazard_cost,chain_object_a,chain_object_b,link_sequence_a,link_sequence_b,link_sequence_distance,within_run
v1_13_7,0,9,202358875,674510944,0.1,haz_yellow,haz_yellow,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,0.0,False
v1_13_7,0,10,202358875,496635339,0.1,haz_yellow,haz_yellow,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,0.0,False
v1_13_7,0,11,202358875,16689821,0.1,haz_yellow,haz_yellow,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,0.0,False
v1_13_7,0,12,202358875,1783566838,0.1,haz_yellow,haz_yellow,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,0.0,False
v1_13_7,0,13,202358875,1303621320,0.1,haz_yellow,haz_yellow,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,0.0,False
v1_13_7,0,14,202358875,923014689,0.1,haz_yellow,haz_yellow,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,0.0,False
v1_13_7,0,15,202358875,542408058,0.1,haz_yellow,haz_yellow,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,0.0,False
v1_13_7,0,16,202358875,62462540,0.1,haz_yellow,haz_yellow,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,0.0,False
v1_13_7,0,17,202358875,1829339557,0.1,haz_yellow,haz_yellow,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,0.0,False
v1_13_7,0,18,202358875,1349394039,0.1,haz_yellow,haz_yellow,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,0.0,False
v1_13_7,0,19,202358875,968787408,0.1,haz_yellow,haz_yellow,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,0.0,False
v1_13_7,0,20,202358875,271697600,0.1,haz_yellow,haz_yellow,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,0.0,False
v1_13_7,0,21,202358875,1939235730,0.1,haz_yellow,haz_yellow,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,0.0,False
v1_13_7,0,22,202358875,1558629099,0.1,haz_yellow,haz_yellow,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,0.0,False
v1_13_7,0,24,202358875,698076950,0.1,haz_yellow,haz_yellow,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,0.0,False
v1_13_7,0,25,202358875,317470319,0.1,haz_yellow,haz_yellow,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,0.0,False
v1_13_7,0,26,202358875,1985008449,0.1,haz_yellow,haz_yellow,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,0.0,False
v1_13_7,0,27,202358875,1604401818,0.1,haz_yellow,haz_yellow,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,0.0,False
v1_13_7,0,28,202358875,1124456300,0.1,haz_yellow,haz_yellow,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,0.0,False
v1_13_7,0,30,202358875,565380326,0.1,haz_yellow,haz_yellow,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,0.0,False
v1_13_7,0,31,202358875,184773695,0.1,haz_yellow,haz_yellow,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,0.0,False
v1_13_7,0,32,202358875,1852311825,0.1,haz_yellow,haz_yellow,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,0.0,False
v1_13_7,0,33,202358875,1471705194,0.1,haz_yellow,haz_yellow,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,0.0,False
v1_13_7,0,34,202358875,1091098563,0.1,haz_yellow,haz_green,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,0.0,False
v1_13_7,0,34,202358875,1091098563,0.1,haz_yellow,haz_yellow,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,0.0,False
v1_13_7,0,35,202358875,611153045,0.1,haz_yellow,haz_yellow,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,0.0,False
v1_13_7,0,36,202358875,230546414,0.1,haz_yellow,haz_yellow,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,0.0,False
v1_13_7,0,37,202358875,1898084544,0.1,haz_yellow,haz_yellow,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,0.0,False
v1_13_7,0,38,202358875,1517477913,0.1,haz_yellow,haz_yellow,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,0.0,False
v1_13_7,0,39,202358875,1037532395,0.1,haz_yellow,haz_yellow,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,0.0,False
v1_13_7,1,1,1869897005,1869897005,0.1,haz_green,haz_green,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach,0.0,True
v1_13_7,1,1,1869897005,1869897005,0.1,haz_green,haz_green,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,0.1667,True
v1_13_7,1,1,1869897005,1869897005,0.1,haz_green,haz_yellow,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,0.1667,True
v1_13_7,1,2,1869897005,1489290374,0.1,haz_green,haz_yellow,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,0.1667,False
v1_13_7,1,3,1869897005,1108683743,0.1,haz_green,haz_yellow,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,0.1667,False
v1_13_7,1,4,1869897005,628738225,0.1,haz_green,haz_yellow,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,0.1667,False
v1_13_7,1,5,1869897005,248131594,0.1,haz_green,haz_yellow,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,0.1667,False
v1_13_7,1,6,1869897005,1915669724,0.1,haz_green,haz_yellow,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,0.1667,False
v1_13_7,1,7,1869897005,1535063093,0.1,haz_green,haz_yellow,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,0.1667,False
v1_13_7,1,8,1869897005,1154456462,0.1,haz_green,haz_yellow,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,0.1667,False
v1_13_7,1,9,1869897005,674510944,0.1,haz_green,haz_yellow,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,0.1667,False
v1_13_7,1,10,1869897005,496635339,0.1,haz_green,haz_yellow,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,0.1667,False
v1_13_7,1,11,1869897005,16689821,0.1,haz_green,haz_yellow,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,0.1667,False
v1_13_7,1,12,1869897005,1783566838,0.1,haz_green,haz_yellow,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,0.1667,False
v1_13_7,1,13,1869897005,1303621320,0.1,haz_green,haz_yellow,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,0.1667,False
v1_13_7,1,14,1869897005,923014689,0.1,haz_green,haz_yellow,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,0.1667,False
v1_13_7,1,15,1869897005,542408058,0.1,haz_green,haz_yellow,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,0.1667,False
v1_13_7,1,16,1869897005,62462540,0.1,haz_green,haz_yellow,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,0.1667,False
v1_13_7,1,17,1869897005,1829339557,0.1,haz_green,haz_yellow,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,0.1667,False
v1_13_7,1,18,1869897005,1349394039,0.1,haz_green,haz_yellow,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,0.1667,False
v1_13_7,1,19,1869897005,968787408,0.1,haz_green,haz_yellow,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,0.1667,False
v1_13_7,1,20,1869897005,271697600,0.1,haz_green,haz_yellow,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,0.1667,False
v1_13_7,1,21,1869897005,1939235730,0.1,haz_green,haz_yellow,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,0.1667,False
v1_13_7,1,22,1869897005,1558629099,0.1,haz_green,haz_yellow,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,0.1667,False
v1_13_7,1,24,1869897005,698076950,0.1,haz_green,haz_yellow,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,0.1667,False
v1_13_7,1,25,1869897005,317470319,0.1,haz_green,haz_yellow,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,0.1667,False
v1_13_7,1,26,1869897005,1985008449,0.1,haz_green,haz_yellow,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,0.1667,False
v1_13_7,1,27,1869897005,1604401818,0.1,haz_green,haz_yellow,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,0.1667,False
v1_13_7,1,28,1869897005,1124456300,0.1,haz_green,haz_yellow,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,0.1667,False
v1_13_7,1,30,1869897005,565380326,0.1,haz_green,haz_yellow,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,0.1667,False
v1_13_7,1,31,1869897005,184773695,0.1,haz_green,haz_yellow,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,0.1667,False
v1_13_7,1,32,1869897005,1852311825,0.1,haz_green,haz_yellow,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,0.1667,False
v1_13_7,1,33,1869897005,1471705194,0.1,haz_green,haz_yellow,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,0.1667,False
v1_13_7,1,34,1869897005,1091098563,0.1,haz_green,haz_green,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,0.1667,False
v1_13_7,1,34,1869897005,1091098563,0.1,haz_green,haz_yellow,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,0.1667,False
v1_13_7,1,35,1869897005,611153045,0.1,haz_green,haz_yellow,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,0.1667,False
v1_13_7,1,36,1869897005,230546414,0.1,haz_green,haz_yellow,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,0.1667,False
v1_13_7,1,37,1869897005,1898084544,0.1,haz_green,haz_yellow,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,0.1667,False
v1_13_7,1,38,1869897005,1517477913,0.1,haz_green,haz_yellow,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,0.1667,False
v1_13_7,1,39,1869897005,1037532395,0.1,haz_green,haz_yellow,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,0.1667,False
v1_13_7,1,1,1869897005,1869897005,0.1,haz_green,haz_green,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,0.1667,True
v1_13_7,1,1,1869897005,1869897005,0.1,haz_green,haz_yellow,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,0.1667,True
v1_13_7,1,2,1869897005,1489290374,0.1,haz_green,haz_yellow,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,0.1667,False
v1_13_7,1,3,1869897005,1108683743,0.1,haz_green,haz_yellow,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,0.1667,False
v1_13_7,1,4,1869897005,628738225,0.1,haz_green,haz_yellow,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,0.1667,False
v1_13_7,1,5,1869897005,248131594,0.1,haz_green,haz_yellow,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,0.1667,False
v1_13_7,1,6,1869897005,1915669724,0.1,haz_green,haz_yellow,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,0.1667,False
v1_13_7,1,7,1869897005,1535063093,0.1,haz_green,haz_yellow,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,0.1667,False
v1_13_7,1,8,1869897005,1154456462,0.1,haz_green,haz_yellow,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,0.1667,False
v1_13_7,1,9,1869897005,674510944,0.1,haz_green,haz_yellow,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,0.1667,False
v1_13_7,1,10,1869897005,496635339,0.1,haz_green,haz_yellow,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,0.1667,False
v1_13_7,1,11,1869897005,16689821,0.1,haz_green,haz_yellow,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,0.1667,False
v1_13_7,1,12,1869897005,1783566838,0.1,haz_green,haz_yellow,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,0.1667,False
v1_13_7,1,13,1869897005,1303621320,0.1,haz_green,haz_yellow,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,0.1667,False
v1_13_7,1,14,1869897005,923014689,0.1,haz_green,haz_yellow,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,0.1667,False
v1_13_7,1,15,1869897005,542408058,0.1,haz_green,haz_yellow,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,0.1667,False
v1_13_7,1,16,1869897005,62462540,0.1,haz_green,haz_yellow,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,0.1667,False
v1_13_7,1,17,1869897005,1829339557,0.1,haz_green,haz_yellow,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,0.1667,False
v1_13_7,1,18,1869897005,1349394039,0.1,haz_green,haz_yellow,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,0.1667,False
v1_13_7,1,19,1869897005,968787408,0.1,haz_green,haz_yellow,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,0.1667,False
v1_13_7,1,20,1869897005,271697600,0.1,haz_green,haz_yellow,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,0.1667,False
v1_13_7,1,21,1869897005,1939235730,0.1,haz_green,haz_yellow,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,0.1667,False
v1_13_7,1,22,1869897005,1558629099,0.1,haz_green,haz_yellow,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,0.1667,False
v1_13_7,1,24,1869897005,698076950,0.1,haz_green,haz_yellow,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,0.1667,False
v1_13_7,1,25,1869897005,317470319,0.1,haz_green,haz_yellow,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,0.1667,False
v1_13_7,1,26,1869897005,1985008449,0.1,haz_green,haz_yellow,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,0.1667,False
v1_13_7,1,27,1869897005,1604401818,0.1,haz_green,haz_yellow,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,0.1667,False
v1_13_7,1,28,1869897005,1124456300,0.1,haz_green,haz_yellow,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,0.1667,False
v1_13_7,1,30,1869897005,565380326,0.1,haz_green,haz_yellow,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,0.1667,False
v1_13_7,1,31,1869897005,184773695,0.1,haz_green,haz_yellow,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,0.1667,False
v1_13_7,1,32,1869897005,1852311825,0.1,haz_green,haz_yellow,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,0.1667,False
v1_13_7,1,33,1869897005,1471705194,0.1,haz_green,haz_yellow,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,0.1667,False
v1_13_7,1,34,1869897005,1091098563,0.1,haz_green,haz_green,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,0.1667,False
v1_13_7,1,34,1869897005,1091098563,0.1,haz_green,haz_yellow,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,0.1667,False
v1_13_7,1,35,1869897005,611153045,0.1,haz_green,haz_yellow,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,0.1667,False
v1_13_7,1,36,1869897005,230546414,0.1,haz_green,haz_yellow,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,0.1667,False
v1_13_7,1,37,1869897005,1898084544,0.1,haz_green,haz_yellow,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,0.1667,False
v1_13_7,1,38,1869897005,1517477913,0.1,haz_green,haz_yellow,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,0.1667,False
v1_13_7,1,39,1869897005,1037532395,0.1,haz_green,haz_yellow,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,0.1667,False
v1_13_7,1,1,1869897005,1869897005,0.1,haz_green,haz_yellow,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,0.0,True
v1_13_7,1,2,1869897005,1489290374,0.1,haz_green,haz_yellow,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,0.0,False
v1_13_7,1,3,1869897005,1108683743,0.1,haz_green,haz_yellow,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,0.0,False
v1_13_7,1,4,1869897005,628738225,0.1,haz_green,haz_yellow,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,surprise>precondition>mastery_formation>phase1_absence>suppressed_approach>belief_revision,0.0,False
