arch,run_idx,seed,hazard_cost,num_steps,env,object_id,surprise_step,resolution_step,chain_depth,chain_complete,truncated_at,links_surprise,links_precondition,links_mastery_formation,links_phase1_absence,links_suppressed_approach,links_belief_revision
v1_14,0,202358875,0.1,1000000,1,haz_yellow,505,364904,6,True,,1,1,1,1,1,1
v1_14,1,1869897005,0.1,1000000,1,haz_green,39855,735417,5,True,,1,1,1,1,1,0
v1_14,1,1869897005,0.1,1000000,1,haz_green,39858,735417,5,True,,1,1,1,1,1,0
v1_14,1,1869897005,0.1,1000000,1,haz_green,39861,735417,6,True,,1,1,1,1,1,1
v1_14,1,1869897005,0.1,1000000,1,haz_yellow,505,536,6,True,,1,1,1,1,1,1
v1_14,2,1489290374,0.1,1000000,1,haz_yellow,505,534,6,True,,1,1,1,1,1,1
v1_14,3,1108683743,0.1,1000000,1,haz_yellow,505,535,6,True,,1,1,1,1,1,1
v1_14,4,628738225,0.1,1000000,1,haz_yellow,505,534,6,True,,1,1,1,1,1,1
v1_14,5,248131594,0.1,1000000,1,haz_yellow,505,534,6,True,,1,1,1,1,1,1
v1_14,6,1915669724,0.1,1000000,1,haz_yellow,505,543,6,True,,1,1,1,1,1,1
v1_14,7,1535063093,0.1,1000000,1,haz_yellow,505,538,6,True,,1,1,1,1,1,1
v1_14,8,1154456462,0.1,1000000,1,haz_yellow,505,55141,6,True,,1,1,1,1,1,1
v1_14,9,674510944,0.1,1000000,1,haz_yellow,505,534,6,True,,1,1,1,1,1,1
v1_14,10,10,1.0,1000000,1,haz_yellow,505,537,6,True,,1,1,1,1,1,1
v1_14,11,1010,1.0,1000000,1,haz_yellow,505,166972,6,True,,1,1,1,1,1,1
v1_14,13,3010,1.0,1000000,1,haz_yellow,505,535,6,True,,1,1,1,1,1,1
v1_14,14,4010,1.0,1000000,1,haz_yellow,505,1455,6,True,,1,1,1,1,1,1
v1_14,15,5010,1.0,1000000,1,haz_unaff_2,7906,7910,1,False,precondition,1,0,0,0,0,0
v1_14,15,5010,1.0,1000000,1,haz_yellow,505,939,6,True,,1,1,1,1,1,1
v1_14,16,6010,1.0,1000000,1,haz_yellow,505,534,6,True,,1,1,1,1,1,1
v1_14,17,7010,1.0,1000000,1,haz_yellow,505,536,6,True,,1,1,1,1,1,1
v1_14,18,8010,1.0,1000000,1,haz_yellow,505,87833,6,True,,1,1,1,1,1,1
v1_14,19,9010,1.0,1000000,1,haz_yellow,505,174020,6,True,,1,1,1,1,1,1
v1_14,21,1020,2.0,1000000,1,haz_green,8333,307291,6,True,,1,1,1,1,1,1
v1_14,21,1020,2.0,1000000,1,haz_yellow,505,534,6,True,,1,1,1,1,1,1
v1_14,22,2020,2.0,1000000,1,haz_yellow,505,534,6,True,,1,1,1,1,1,1
v1_14,23,3020,2.0,1000000,1,haz_yellow,505,534,6,True,,1,1,1,1,1,1
v1_14,24,4020,2.0,1000000,1,haz_yellow,505,1460,6,True,,1,1,1,1,1,1
v1_14,25,5020,2.0,1000000,1,haz_yellow,505,90101,6,True,,1,1,1,1,1,1
v1_14,26,6020,2.0,1000000,1,haz_yellow,505,19749,6,True,,1,1,1,1,1,1
v1_14,27,7020,2.0,1000000,1,haz_yellow,505,534,6,True,,1,1,1,1,1,1
v1_14,28,8020,2.0,1000000,1,haz_yellow,505,1106,6,True,,1,1,1,1,1,1
v1_14,29,9020,2.0,1000000,1,haz_yellow,505,611,6,True,,1,1,1,1,1,1
v1_14,30,100,10.0,1000000,1,haz_yellow,505,534,6,True,,1,1,1,1,1,1
v1_14,31,1100,10.0,1000000,1,haz_yellow,505,978,6,True,,1,1,1,1,1,1
v1_14,32,2100,10.0,1000000,1,haz_yellow,505,535,6,True,,1,1,1,1,1,1
v1_14,33,3100,10.0,1000000,1,haz_yellow,505,38034,6,True,,1,1,1,1,1,1
v1_14,34,4100,10.0,1000000,1,haz_yellow,505,534,6,True,,1,1,1,1,1,1
v1_14,35,5100,10.0,1000000,1,haz_yellow,505,41028,6,True,,1,1,1,1,1,1
v1_14,36,6100,10.0,1000000,1,haz_yellow,505,1602,6,True,,1,1,1,1,1,1
v1_14,37,7100,10.0,1000000,1,haz_yellow,505,35072,6,True,,1,1,1,1,1,1
v1_14,38,8100,10.0,1000000,1,haz_yellow,505,112944,6,True,,1,1,1,1,1,1
v1_14,39,9100,10.0,1000000,1,haz_yellow,505,630,6,True,,1,1,1,1,1,1
